Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence576.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence577.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence578.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence581.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence582.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence583.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence584.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence585.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence587.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence59.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence590.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence592.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence593.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence594.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence595.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence596.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence597.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence598.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence599.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence6.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence60.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence600.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence601.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence602.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence603.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence604.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence605.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence606.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence607.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence608.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence609.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence61.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence610.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence611.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence612.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence613.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence614.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence615.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence616.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence617.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence618.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence619.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence62.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence620.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence621.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence622.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence623.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence624.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence625.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence626.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence627.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence628.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence629.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence63.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence630.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence631.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence632.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence633.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence634.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence635.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence636.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence637.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence638.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence639.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence64.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence640.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence641.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence642.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence643.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence644.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence645.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence646.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence647.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence648.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence649.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence65.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence650.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence651.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence652.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence653.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence654.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence655.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence656.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence657.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence658.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence659.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence66.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence660.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence661.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence662.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence663.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence664.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence665.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence666.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence667.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence668.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence669.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence67.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence670.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence671.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence672.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence673.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence674.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence675.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence676.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence677.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence678.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence679.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence68.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence680.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence681.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence682.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence683.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence684.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence685.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence686.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence687.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence688.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence689.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence69.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence690.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence691.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence692.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence693.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence694.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence695.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence696.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence697.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence698.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence699.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence7.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence70.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence700.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence701.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence702.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence703.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence704.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence705.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence706.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence707.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence708.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence709.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence71.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence710.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence711.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence712.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence713.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence714.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence715.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence716.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence717.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence718.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence719.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence72.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence720.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence721.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence722.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence723.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence724.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence725.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence726.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence727.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence728.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence729.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence73.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence730.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence731.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence732.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence733.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence734.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence735.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence736.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence737.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence738.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence739.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence74.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence740.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence741.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence742.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence743.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence744.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence745.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence746.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence747.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence748.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence749.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence75.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence750.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence751.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence752.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence753.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence754.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence755.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence756.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence757.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence758.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence759.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence76.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence760.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence761.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence762.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence763.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence764.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence765.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence766.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence767.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence768.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence769.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence77.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence770.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence771.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence772.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence773.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence774.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence775.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence776.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence777.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence778.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence779.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence78.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence780.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence781.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence782.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence783.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence784.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence785.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence786.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence787.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence788.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence789.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence79.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence790.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence791.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence792.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence793.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence794.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence795.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence796.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence797.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence798.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence799.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence8.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence80.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence800.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence801.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence802.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence803.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence804.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence805.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence806.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence807.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence808.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence809.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence81.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence810.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence811.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence812.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence813.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence814.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence815.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence816.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence817.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence818.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence819.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence82.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence820.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence821.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence822.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence823.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence824.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence825.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence826.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence827.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence828.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence829.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence83.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence830.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence831.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence832.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence833.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence834.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence835.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence836.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence837.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence838.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence839.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence84.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence840.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence841.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence842.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence843.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence844.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence845.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence846.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence847.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence848.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence849.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence85.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence850.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence851.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence852.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence853.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence854.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence855.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence856.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence857.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence858.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence859.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence86.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence860.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence861.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence862.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence863.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence864.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence865.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence866.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence867.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence868.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence869.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence87.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence870.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence871.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence872.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence873.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence874.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence875.csv_1: True Class: A, Predicted: B, Probability: 0.6391478029294274
Sequence876.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence877.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence878.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
Sequence879.csv_1: True Class: B, Predicted: B, Probability: 0.6391478029294274
