Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence667.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence668.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence669.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence67.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence670.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence671.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence672.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence673.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence674.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence675.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence676.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence677.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence678.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence679.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence68.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence680.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence681.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence682.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence683.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence684.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence685.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence686.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence687.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence688.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence689.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence69.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence690.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence691.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence692.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence693.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence694.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence695.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence696.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence697.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence698.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence699.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence7.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence70.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence700.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence701.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence702.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence703.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence704.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence705.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence706.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence707.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence708.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence709.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence71.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence710.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence711.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence712.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence713.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence714.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence715.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence716.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence717.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence718.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence719.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence72.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence720.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence721.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence722.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence723.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence724.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence725.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence726.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence727.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence728.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence729.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence73.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence730.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence731.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence732.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence733.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence734.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence735.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence736.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence737.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence738.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence739.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence74.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence740.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence741.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence742.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence743.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence744.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence745.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence746.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence747.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence748.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence749.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence75.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence750.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence751.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence752.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence753.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence754.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence755.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence756.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence757.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence758.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence759.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence76.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence760.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence761.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence762.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence763.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence764.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence765.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence766.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence767.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence768.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence769.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence77.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence770.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence771.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence772.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence773.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence774.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence775.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence776.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence777.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence778.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence779.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence78.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence780.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence781.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence782.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence783.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence784.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence785.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence786.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence787.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence788.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence789.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence79.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence790.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence791.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence792.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence793.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence794.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence795.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence796.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence797.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence798.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence799.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence8.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence80.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence800.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence801.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence802.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence803.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence804.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence805.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence806.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence807.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence808.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence809.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence81.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence810.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence811.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence812.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence813.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence814.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence815.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence816.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence817.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence818.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence819.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence82.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence820.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence821.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence822.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence823.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence824.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence825.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence826.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence827.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence828.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence829.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence83.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence830.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence831.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence832.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence833.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence834.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence835.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence836.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence837.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence838.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence839.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence84.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence840.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence841.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence842.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence843.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence844.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence845.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence846.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence847.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence848.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence849.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence85.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence850.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence851.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence852.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence853.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence854.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence855.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence856.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence857.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence858.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence859.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence86.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence860.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence861.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence862.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence863.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence864.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence865.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence866.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence867.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence868.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence869.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence87.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence870.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence871.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence872.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence873.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence874.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence875.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence876.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence877.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence878.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence879.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence88.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence880.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence881.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence882.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence883.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence884.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence885.csv_1: True Class: B, Predicted: A, Probability: 0.784953395472703
Sequence886.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence887.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
Sequence888.csv_1: True Class: A, Predicted: A, Probability: 0.784953395472703
