749659440-2715.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673844022174
808147562-2926.csv_2: True Class: high, Predicted: inactive, Probability: 0.8217495524266626
808447618-2927.csv_1: True Class: high, Predicted: inactive, Probability: 0.8109062030686487
808447618-2927.csv_2: True Class: low, Predicted: inactive, Probability: 0.8216367106757954
808747581-2928.csv_1: True Class: low, Predicted: inactive, Probability: 0.8245673844022176
80890168-2929.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673844022174
809047545-2930.csv_1: True Class: low, Predicted: inactive, Probability: 0.8245672226241344
809347505-2931.csv_1: True Class: low, Predicted: inactive, Probability: 0.8245633938418898
809647394-2932.csv_1: True Class: low, Predicted: inactive, Probability: 0.8245664137319575
8099015-2933.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673844022174
809947340-2934.csv_1: True Class: low, Predicted: inactive, Probability: 0.8245714288161207
810247379-2935.csv_1: True Class: low, Predicted: inactive, Probability: 0.8245685168455091
810547364-2936.csv_1: True Class: low, Predicted: inactive, Probability: 0.8130685262445109
810547364-2936.csv_2: True Class: high, Predicted: inactive, Probability: 0.8195514480628162
810847328-2937.csv_1: True Class: high, Predicted: inactive, Probability: 0.8195514480628161
810847328-2937.csv_2: True Class: low, Predicted: inactive, Probability: 0.8130685262445108
811147292-2938.csv_1: True Class: low, Predicted: inactive, Probability: 0.824567330476203
811447255-2939.csv_1: True Class: low, Predicted: inactive, Probability: 0.8228352828134233
811447255-2939.csv_2: True Class: high, Predicted: inactive, Probability: 0.8096455396779261
811747219-2940.csv_1: True Class: high, Predicted: inactive, Probability: 0.8180028659585395
811747219-2940.csv_2: True Class: low, Predicted: inactive, Probability: 0.814649636642702
81190132-2941.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.824567006919841
812047183-2942.csv_1: True Class: low, Predicted: inactive, Probability: 0.8208706331940104
812047183-2942.csv_2: True Class: high, Predicted: inactive, Probability: 0.8117050630477207
812347146-2943.csv_1: True Class: high, Predicted: inactive, Probability: 0.8114771066114709
812347146-2943.csv_2: True Class: low, Predicted: inactive, Probability: 0.8210897354862318
812647110-2944.csv_1: True Class: low, Predicted: inactive, Probability: 0.8245673844022174
812947074-2945.csv_1: True Class: low, Predicted: inactive, Probability: 0.8245673844022174
813247037-2946.csv_1: True Class: low, Predicted: inactive, Probability: 0.8094156753324167
813247037-2946.csv_2: True Class: high, Predicted: inactive, Probability: 0.8230525000483816
813547001-2947.csv_1: True Class: high, Predicted: inactive, Probability: 0.8162203964558788
813547001-2947.csv_2: True Class: low, Predicted: inactive, Probability: 0.8164431885266544
813846950-2948.csv_1: True Class: low, Predicted: inactive, Probability: 0.8245513138723841
814146614-2949.csv_1: True Class: low, Predicted: inactive, Probability: 0.8245635016958122
814446508-2950.csv_1: True Class: low, Predicted: inactive, Probability: 0.8245834537732
814746771-2951.csv_1: True Class: low, Predicted: inactive, Probability: 0.8245719680657612
81490088-2952.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245592953541983
815046820-2953.csv_1: True Class: low, Predicted: inactive, Probability: 0.8245673844022174
815346784-2954.csv_1: True Class: low, Predicted: inactive, Probability: 0.8245673844022174
815646748-2955.csv_1: True Class: low, Predicted: inactive, Probability: 0.8141988993612133
815646748-2955.csv_2: True Class: high, Predicted: inactive, Probability: 0.8184463220814561
815946711-2956.csv_1: True Class: high, Predicted: inactive, Probability: 0.8245673844022174
816246675-2957.csv_1: True Class: high, Predicted: inactive, Probability: 0.8127283889819162
816246675-2957.csv_2: True Class: inactive, Predicted: inactive, Probability: 0.819881939214626
816546639-2958.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673304762027
816846602-2959.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673844022174
817146566-2960.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673844022174
817446530-2961.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673844022174
817746494-2962.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245645263054612
81789901-2963.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245654430574699
818046404-2964.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245637174034972
818346300-2965.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245714288161207
818646339-2966.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.824569864984782
818946349-2967.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673844022174
819246312-2968.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245645263054611
819546222-2969.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245637713303859
819846119-2970.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245713748910849
820146157-2971.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.824563771330387
820446052-2972.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245513138723841
820745716-2973.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245742868243484
82089830-2974.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245753653084924
821045810-2975.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.824582752784546
821346059-2976.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673844022174
821646023-2977.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.824567330476203
821945986-2978.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673844022174
822245950-2979.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673844022176
822545914-2980.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673304762027
822845877-2981.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673844022174
823145841-2982.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673844022174
823445805-2983.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673844022174
823745769-2984.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673844022176
82389943-2985.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245667912153378
824045733-2986.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673304762027
824345696-2987.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673844022174
824645660-2988.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673844022174
824945624-2989.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673844022174
825245587-2990.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673844022176
825545551-2991.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673844022174
825845515-2992.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673844022174
826145479-2993.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.824565820542496
826445413-2994.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245633938418895
826745302-2995.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245633938418895
82689895-2996.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.824563771330386
827045191-2997.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245639331109743
827345092-2998.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245753653084924
827645205-2999.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245723455397332
827945261-3000.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673844022174
828245225-3001.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673844022176
828545189-3002.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673304762027
828845152-3003.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673844022174
829145116-3004.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673844022174
829445080-3005.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673844022174
829745044-3006.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673844022176
82989792-3007.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245713748910849
830045008-3008.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.8245673304762027
