74890897-2712.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
763157492-2765.csv_2: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
763457386-2766.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
763757650-2767.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
76390714-2768.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
764057699-2769.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
764357662-2770.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
764657626-2771.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
764957504-2772.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
765257242-2773.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
765557303-2774.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
765857466-2775.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
766157130-2776.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
766457023-2777.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
766757287-2778.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
76690678-2779.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
767057228-2780.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
767357057-2781.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
767657171-2782.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
767957227-2783.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
768257191-2784.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
768557155-2785.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
768857118-2786.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
769157082-2787.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
769457046-2788.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
769757009-2789.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
76990642-2790.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
770056973-2791.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
770356926-2792.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
770656664-2793.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
770956575-2794.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
771256764-2795.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
771556684-2796.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
771856513-2797.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
772156627-2798.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
772456683-2799.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
772756646-2800.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
77290606-2801.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
773056556-2802.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
773356453-2803.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
773656492-2804.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
773956502-2805.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
774256465-2806.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
774556214-2807.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
774855908-2808.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
775156172-2809.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
775456320-2810.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
775756284-2811.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
77590569-2812.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
776056140-2813.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
777351376-2814.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
777651340-2815.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
777951218-2816.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
778250956-2817.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
778550910-2818.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
778850949-2819.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
77890532-2820.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
779150987-2821.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
779450997-2822.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
779750961-2823.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
7799052-2824.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
780050979-2825.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
780351014-2826.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
780650978-2827.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
780950941-2828.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
781250905-2829.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
781550869-2830.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
781850821-2831.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
78190496-2832.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
782150560-2833.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
782450356-2834.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
782750245-2835.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
783050348-2836.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
783350530-2837.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
783650569-2838.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
783950550-2839.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
784250439-2840.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
784550435-2841.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
784850470-2842.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
78490459-2843.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
785150434-2844.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
785450397-2845.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
785750361-2846.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
786050325-2847.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
786350288-2848.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
786650252-2849.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
786950101-2850.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
787249765-2851.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
787549805-2852.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
787849975-2853.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
78790423-2854.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
788149789-2855.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
788449746-2856.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
788749935-2857.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
789049962-2858.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
789349926-2859.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
789649890-2860.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
789949853-2861.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
790249817-2862.csv_1: True Class: inactive, Predicted: low, Probability: 0.6009990633780831
790249817-2862.csv_2: True Class: high, Predicted: low, Probability: 0.6009990633780831
790549674-2863.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
790549674-2863.csv_2: True Class: low, Predicted: low, Probability: 0.6009990633780831
790849503-2864.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
79090358-2865.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
791149616-2866.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
791449672-2867.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
791749636-2868.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
792049385-2869.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
792349078-2870.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
792649342-2871.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
792649342-2871.csv_2: True Class: high, Predicted: low, Probability: 0.6009990633780831
793449430-2872.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
793749394-2873.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
79390247-2874.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
794049251-2875.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
794349080-2876.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
794649193-2877.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
794949249-2878.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
795249213-2879.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
795549177-2880.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
795849121-2881.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
796148710-2882.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
796448500-2883.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
796748614-2884.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
79690189-2885.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
797048781-2886.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
797048781-2886.csv_2: True Class: low, Predicted: low, Probability: 0.6009990633780831
797048781-2886.csv_3: True Class: high, Predicted: low, Probability: 0.6009990633780831
797348948-2887.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
797348948-2887.csv_2: True Class: low, Predicted: low, Probability: 0.6009990633780831
797648687-2888.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
797948598-2889.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
797948598-2889.csv_2: True Class: high, Predicted: low, Probability: 0.600999063378083
798248787-2890.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
798248787-2890.csv_2: True Class: low, Predicted: low, Probability: 0.600999063378083
798548814-2891.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
798848774-2892.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
799148663-2893.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
799448580-2894.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
799748544-2895.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
79990156-2896.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
800048508-2897.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
800348475-2898.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
800648514-2899.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
800948524-2900.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
801248488-2901.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
801248488-2901.csv_2: True Class: high, Predicted: low, Probability: 0.600999063378083
801548452-2902.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
801548452-2902.csv_2: True Class: low, Predicted: low, Probability: 0.6009990633780831
801848396-2903.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
802147985-2904.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
802147985-2904.csv_2: True Class: high, Predicted: low, Probability: 0.600999063378083
802447804-2905.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
802447804-2905.csv_2: True Class: low, Predicted: low, Probability: 0.600999063378083
802747993-2906.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
80290194-2907.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
803048128-2908.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
803348230-2909.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
803648119-2910.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
803648119-2910.csv_2: True Class: high, Predicted: low, Probability: 0.600999063378083
803948065-2911.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
804248104-2912.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
804548089-2913.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
804548089-2913.csv_2: True Class: low, Predicted: low, Probability: 0.6009990633780831
804548089-2913.csv_3: True Class: high, Predicted: low, Probability: 0.6009990633780831
804848034-2914.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
804848034-2914.csv_2: True Class: low, Predicted: low, Probability: 0.600999063378083
804848034-2914.csv_3: True Class: high, Predicted: low, Probability: 0.6009990633780831
805147623-2915.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
805147623-2915.csv_2: True Class: low, Predicted: low, Probability: 0.6009990633780831
805447413-2916.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
805447413-2916.csv_2: True Class: high, Predicted: low, Probability: 0.6009990633780831
805747527-2917.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
80590204-2918.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
806047479-2919.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
806347386-2920.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
806647650-2921.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
806947799-2922.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
806947799-2922.csv_2: True Class: low, Predicted: low, Probability: 0.600999063378083
807247763-2923.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
807247763-2923.csv_2: True Class: high, Predicted: low, Probability: 0.6009990633780831
807547619-2924.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
807547619-2924.csv_2: True Class: low, Predicted: low, Probability: 0.6009990633780831
807847448-2925.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
808147562-2926.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
808147562-2926.csv_2: True Class: high, Predicted: low, Probability: 0.600999063378083
808447618-2927.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
808447618-2927.csv_2: True Class: low, Predicted: low, Probability: 0.6009990633780831
808747581-2928.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
80890168-2929.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
809047545-2930.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
809347505-2931.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
809647394-2932.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
8099015-2933.csv_1: True Class: inactive, Predicted: low, Probability: 0.600999063378083
809947340-2934.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
810247379-2935.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
810547364-2936.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
810547364-2936.csv_2: True Class: high, Predicted: low, Probability: 0.6009990633780831
810847328-2937.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
810847328-2937.csv_2: True Class: low, Predicted: low, Probability: 0.6009990633780831
811147292-2938.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
811447255-2939.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
811447255-2939.csv_2: True Class: high, Predicted: low, Probability: 0.6009990633780831
811747219-2940.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
811747219-2940.csv_2: True Class: low, Predicted: low, Probability: 0.6009990633780831
81190132-2941.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
812047183-2942.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
812047183-2942.csv_2: True Class: high, Predicted: low, Probability: 0.6009990633780831
812347146-2943.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
812347146-2943.csv_2: True Class: low, Predicted: low, Probability: 0.600999063378083
812647110-2944.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
812947074-2945.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
813247037-2946.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
813247037-2946.csv_2: True Class: high, Predicted: low, Probability: 0.6009990633780831
813547001-2947.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
813547001-2947.csv_2: True Class: low, Predicted: low, Probability: 0.6009990633780831
813846950-2948.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
814146614-2949.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
814446508-2950.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
814746771-2951.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
81490088-2952.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
815046820-2953.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
815346784-2954.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
815646748-2955.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
815646748-2955.csv_2: True Class: high, Predicted: low, Probability: 0.6009990633780831
815946711-2956.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
816246675-2957.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
816246675-2957.csv_2: True Class: low, Predicted: low, Probability: 0.600999063378083
816546639-2958.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
816546639-2958.csv_2: True Class: high, Predicted: low, Probability: 0.6009990633780831
816546639-2958.csv_3: True Class: low, Predicted: low, Probability: 0.6009990633780831
816846602-2959.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
816846602-2959.csv_2: True Class: high, Predicted: low, Probability: 0.600999063378083
817146566-2960.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
817446530-2961.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
817446530-2961.csv_2: True Class: low, Predicted: low, Probability: 0.6009990633780831
817746494-2962.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
81789901-2963.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
818046404-2964.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
818346300-2965.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
818646339-2966.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
818946349-2967.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
819246312-2968.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
819546222-2969.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
819846119-2970.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
820146157-2971.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
820446052-2972.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
820745716-2973.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
820745716-2973.csv_2: True Class: high, Predicted: low, Probability: 0.6009990633780831
820745716-2973.csv_3: True Class: low, Predicted: low, Probability: 0.6009990633780831
82089830-2974.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
821045810-2975.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
821346059-2976.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
821346059-2976.csv_2: True Class: high, Predicted: low, Probability: 0.6009990633780831
821346059-2976.csv_3: True Class: low, Predicted: low, Probability: 0.6009990633780831
821646023-2977.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
821945986-2978.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
822245950-2979.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
822545914-2980.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
822845877-2981.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
823145841-2982.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
823445805-2983.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
823745769-2984.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
82389943-2985.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
824045733-2986.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
824345696-2987.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
824645660-2988.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
824945624-2989.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
825245587-2990.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
825545551-2991.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
825845515-2992.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
826145479-2993.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
826445413-2994.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
826445413-2994.csv_2: True Class: high, Predicted: low, Probability: 0.6009990633780831
826745302-2995.csv_1: True Class: high, Predicted: low, Probability: 0.600999063378083
826745302-2995.csv_2: True Class: low, Predicted: low, Probability: 0.6009990633780831
82689895-2996.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
827045191-2997.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
827345092-2998.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
827645205-2999.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
827645205-2999.csv_2: True Class: high, Predicted: low, Probability: 0.600999063378083
827945261-3000.csv_1: True Class: high, Predicted: low, Probability: 0.6009990633780831
827945261-3000.csv_2: True Class: low, Predicted: low, Probability: 0.600999063378083
828245225-3001.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
828545189-3002.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
828845152-3003.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
829145116-3004.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
829445080-3005.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
829745044-3006.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
82989792-3007.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
830045008-3008.csv_1: True Class: low, Predicted: low, Probability: 0.600999063378083
830344971-3009.csv_1: True Class: low, Predicted: low, Probability: 0.6009990633780831
830344971-3009.csv_2: True Class: high, Predicted: low, Probability: 0.600999063378083
