Sequence549.csv_1: True Class: C, Predicted: B, Probability: 0.9746926921089573
Sequence669.csv_1: True Class: A, Predicted: B, Probability: 0.9997719655068164
Sequence67.csv_1: True Class: A, Predicted: A, Probability: 0.9999978894145756
Sequence670.csv_1: True Class: B, Predicted: C, Probability: 0.8690659881366155
Sequence671.csv_1: True Class: B, Predicted: A, Probability: 0.43088642179941095
Sequence672.csv_1: True Class: B, Predicted: B, Probability: 0.9698351047400471
Sequence673.csv_1: True Class: A, Predicted: A, Probability: 0.9411625469952589
Sequence674.csv_1: True Class: B, Predicted: A, Probability: 0.9999884150827986
Sequence675.csv_1: True Class: A, Predicted: C, Probability: 0.6452162219779651
Sequence676.csv_1: True Class: A, Predicted: B, Probability: 0.9331794415122625
Sequence677.csv_1: True Class: B, Predicted: A, Probability: 0.9999973211372711
Sequence678.csv_1: True Class: C, Predicted: C, Probability: 0.9997605386498505
Sequence679.csv_1: True Class: B, Predicted: B, Probability: 0.9524629241449798
Sequence68.csv_1: True Class: B, Predicted: C, Probability: 0.9744005605287104
Sequence680.csv_1: True Class: A, Predicted: A, Probability: 0.9975897451984582
Sequence681.csv_1: True Class: A, Predicted: C, Probability: 0.9979430172167789
Sequence682.csv_1: True Class: A, Predicted: C, Probability: 0.996882384322851
Sequence683.csv_1: True Class: A, Predicted: A, Probability: 0.9892966444310517
Sequence684.csv_1: True Class: B, Predicted: B, Probability: 0.9084275440193721
Sequence685.csv_1: True Class: B, Predicted: C, Probability: 0.5083025417116794
Sequence686.csv_1: True Class: C, Predicted: C, Probability: 0.9999707670045255
Sequence687.csv_1: True Class: C, Predicted: B, Probability: 0.8926213391924359
Sequence688.csv_1: True Class: C, Predicted: B, Probability: 0.8841672810842506
Sequence689.csv_1: True Class: B, Predicted: B, Probability: 0.9949407573228402
Sequence69.csv_1: True Class: A, Predicted: A, Probability: 0.9999956756317403
Sequence690.csv_1: True Class: B, Predicted: A, Probability: 0.9802793609193804
Sequence691.csv_1: True Class: C, Predicted: C, Probability: 0.5188492394554647
Sequence692.csv_1: True Class: A, Predicted: C, Probability: 0.7964875579872203
Sequence693.csv_1: True Class: C, Predicted: C, Probability: 0.9288836934782813
Sequence694.csv_1: True Class: A, Predicted: C, Probability: 0.8850299292982118
Sequence695.csv_1: True Class: C, Predicted: A, Probability: 0.8517945551105681
Sequence696.csv_1: True Class: C, Predicted: C, Probability: 0.7991731695286338
Sequence697.csv_1: True Class: B, Predicted: B, Probability: 0.9791865394889598
Sequence698.csv_1: True Class: B, Predicted: A, Probability: 0.9922625480204181
Sequence699.csv_1: True Class: C, Predicted: A, Probability: 0.6069229339597833
Sequence7.csv_1: True Class: C, Predicted: A, Probability: 0.9625787212129371
Sequence70.csv_1: True Class: A, Predicted: B, Probability: 0.8651618472211576
Sequence700.csv_1: True Class: B, Predicted: C, Probability: 0.8734962167958165
Sequence701.csv_1: True Class: C, Predicted: B, Probability: 0.999999984965278
Sequence702.csv_1: True Class: B, Predicted: B, Probability: 0.9932770368540745
Sequence703.csv_1: True Class: C, Predicted: C, Probability: 0.8841166509396224
Sequence704.csv_1: True Class: A, Predicted: B, Probability: 0.9984398248710038
Sequence705.csv_1: True Class: B, Predicted: B, Probability: 0.926964351959606
Sequence706.csv_1: True Class: C, Predicted: A, Probability: 0.6697897096401231
Sequence707.csv_1: True Class: A, Predicted: C, Probability: 0.5289012380867644
Sequence708.csv_1: True Class: A, Predicted: B, Probability: 0.9990230425619163
Sequence709.csv_1: True Class: C, Predicted: C, Probability: 0.9747378590512061
Sequence71.csv_1: True Class: A, Predicted: C, Probability: 0.9993442499688276
Sequence710.csv_1: True Class: C, Predicted: B, Probability: 0.9564996050922929
Sequence711.csv_1: True Class: C, Predicted: C, Probability: 0.7900825757506392
Sequence712.csv_1: True Class: A, Predicted: C, Probability: 0.9697156648984064
Sequence713.csv_1: True Class: B, Predicted: B, Probability: 0.946964694652325
Sequence714.csv_1: True Class: B, Predicted: C, Probability: 0.9905566759879378
Sequence715.csv_1: True Class: A, Predicted: A, Probability: 0.9999893271997415
Sequence716.csv_1: True Class: B, Predicted: C, Probability: 0.9999995121222671
Sequence717.csv_1: True Class: B, Predicted: C, Probability: 0.9956900329891246
Sequence718.csv_1: True Class: B, Predicted: B, Probability: 0.6928626164254086
Sequence719.csv_1: True Class: B, Predicted: C, Probability: 0.9999988508122264
Sequence72.csv_1: True Class: A, Predicted: C, Probability: 0.9997790270441278
Sequence720.csv_1: True Class: B, Predicted: A, Probability: 0.9182168405383062
Sequence721.csv_1: True Class: B, Predicted: B, Probability: 0.9957063164352609
Sequence722.csv_1: True Class: C, Predicted: A, Probability: 0.8639633388247172
Sequence723.csv_1: True Class: B, Predicted: B, Probability: 0.999997112411843
Sequence724.csv_1: True Class: C, Predicted: B, Probability: 0.3880026105927542
Sequence725.csv_1: True Class: C, Predicted: C, Probability: 0.8389815088876865
Sequence726.csv_1: True Class: C, Predicted: A, Probability: 0.9999624819890837
Sequence727.csv_1: True Class: B, Predicted: B, Probability: 0.9999978762134932
Sequence728.csv_1: True Class: B, Predicted: A, Probability: 0.9851152552910832
Sequence729.csv_1: True Class: C, Predicted: B, Probability: 0.8764946145809354
Sequence73.csv_1: True Class: C, Predicted: C, Probability: 0.9801924371182696
Sequence730.csv_1: True Class: B, Predicted: C, Probability: 0.603407089770997
Sequence731.csv_1: True Class: A, Predicted: B, Probability: 0.9723744555889836
Sequence732.csv_1: True Class: C, Predicted: B, Probability: 0.7618605600142121
Sequence733.csv_1: True Class: B, Predicted: A, Probability: 0.9676144631747549
Sequence734.csv_1: True Class: B, Predicted: C, Probability: 0.994614928483858
Sequence735.csv_1: True Class: B, Predicted: A, Probability: 0.9999994707793596
Sequence736.csv_1: True Class: B, Predicted: B, Probability: 0.9955794528784464
Sequence737.csv_1: True Class: C, Predicted: C, Probability: 0.9451801910394897
Sequence738.csv_1: True Class: B, Predicted: C, Probability: 0.9999378351495688
Sequence739.csv_1: True Class: C, Predicted: C, Probability: 0.846929015280195
Sequence74.csv_1: True Class: C, Predicted: A, Probability: 0.9465491104906618
Sequence740.csv_1: True Class: C, Predicted: C, Probability: 0.9996602980318756
Sequence741.csv_1: True Class: C, Predicted: A, Probability: 0.9998961904492356
Sequence742.csv_1: True Class: C, Predicted: C, Probability: 0.9999801262442625
Sequence743.csv_1: True Class: C, Predicted: C, Probability: 0.8093621400567589
Sequence744.csv_1: True Class: B, Predicted: B, Probability: 0.9459230499344734
Sequence745.csv_1: True Class: C, Predicted: A, Probability: 0.925666388914107
Sequence746.csv_1: True Class: A, Predicted: B, Probability: 0.8861093288047512
Sequence747.csv_1: True Class: C, Predicted: C, Probability: 0.5173467787729414
Sequence748.csv_1: True Class: A, Predicted: A, Probability: 0.9997979944424669
Sequence749.csv_1: True Class: A, Predicted: C, Probability: 0.5033519475115628
Sequence75.csv_1: True Class: B, Predicted: B, Probability: 0.7906762973852349
Sequence750.csv_1: True Class: C, Predicted: A, Probability: 0.46670627429000283
Sequence751.csv_1: True Class: B, Predicted: A, Probability: 0.9438660729513044
Sequence752.csv_1: True Class: B, Predicted: C, Probability: 0.4847556926208489
Sequence753.csv_1: True Class: B, Predicted: A, Probability: 0.9956770772896404
Sequence754.csv_1: True Class: C, Predicted: C, Probability: 0.999992202336466
Sequence755.csv_1: True Class: C, Predicted: B, Probability: 0.9432617666920153
Sequence756.csv_1: True Class: C, Predicted: A, Probability: 0.938567959079068
Sequence757.csv_1: True Class: A, Predicted: B, Probability: 0.7847299152586452
Sequence758.csv_1: True Class: B, Predicted: A, Probability: 0.8603209265838397
Sequence759.csv_1: True Class: A, Predicted: C, Probability: 0.9999993292374663
Sequence76.csv_1: True Class: C, Predicted: B, Probability: 0.8693678210337316
Sequence760.csv_1: True Class: A, Predicted: B, Probability: 0.998631655254625
Sequence761.csv_1: True Class: A, Predicted: B, Probability: 0.9316384270692258
Sequence762.csv_1: True Class: C, Predicted: C, Probability: 0.8240872296232594
Sequence763.csv_1: True Class: B, Predicted: C, Probability: 0.9999988754475583
Sequence764.csv_1: True Class: B, Predicted: A, Probability: 0.9833151310516945
Sequence765.csv_1: True Class: B, Predicted: C, Probability: 0.9999104516574727
Sequence766.csv_1: True Class: A, Predicted: B, Probability: 0.8143241536515523
Sequence767.csv_1: True Class: A, Predicted: C, Probability: 0.6478051789993088
Sequence768.csv_1: True Class: B, Predicted: A, Probability: 0.701983257006644
Sequence769.csv_1: True Class: C, Predicted: A, Probability: 0.5952718279383399
Sequence77.csv_1: True Class: B, Predicted: B, Probability: 0.9820062751283383
Sequence770.csv_1: True Class: A, Predicted: B, Probability: 0.8341929901195304
Sequence771.csv_1: True Class: B, Predicted: C, Probability: 0.9999986437986396
Sequence772.csv_1: True Class: C, Predicted: A, Probability: 0.9999999701585184
Sequence773.csv_1: True Class: C, Predicted: B, Probability: 0.8775904293882375
Sequence774.csv_1: True Class: B, Predicted: A, Probability: 0.9897704190145554
Sequence775.csv_1: True Class: C, Predicted: C, Probability: 0.9994684083822017
Sequence776.csv_1: True Class: C, Predicted: A, Probability: 0.539782254632325
Sequence777.csv_1: True Class: C, Predicted: A, Probability: 0.9999999141031689
Sequence778.csv_1: True Class: C, Predicted: C, Probability: 0.9997568069229619
Sequence779.csv_1: True Class: C, Predicted: C, Probability: 0.9999999056758383
Sequence78.csv_1: True Class: C, Predicted: C, Probability: 0.9999952966407525
Sequence780.csv_1: True Class: C, Predicted: A, Probability: 0.9999136124027087
Sequence781.csv_1: True Class: A, Predicted: C, Probability: 0.9549769582205475
Sequence782.csv_1: True Class: A, Predicted: C, Probability: 0.9944979072484237
Sequence783.csv_1: True Class: A, Predicted: A, Probability: 0.9998710656729156
Sequence784.csv_1: True Class: A, Predicted: A, Probability: 0.9997405188844701
Sequence785.csv_1: True Class: A, Predicted: B, Probability: 0.9751737166562591
Sequence786.csv_1: True Class: B, Predicted: C, Probability: 0.7189688024140863
Sequence787.csv_1: True Class: B, Predicted: A, Probability: 0.9999999149200579
Sequence788.csv_1: True Class: B, Predicted: A, Probability: 0.9999965895858501
Sequence789.csv_1: True Class: A, Predicted: A, Probability: 0.5934565148045522
Sequence79.csv_1: True Class: C, Predicted: B, Probability: 0.6365167513217574
Sequence790.csv_1: True Class: B, Predicted: A, Probability: 0.9998671943331714
Sequence791.csv_1: True Class: C, Predicted: C, Probability: 0.999911326500203
Sequence792.csv_1: True Class: C, Predicted: A, Probability: 0.9999762176828868
Sequence793.csv_1: True Class: C, Predicted: A, Probability: 0.676999284102602
Sequence794.csv_1: True Class: C, Predicted: C, Probability: 0.9995915871055959
Sequence795.csv_1: True Class: A, Predicted: B, Probability: 0.9585644450652714
Sequence796.csv_1: True Class: B, Predicted: C, Probability: 0.9738663658944133
Sequence797.csv_1: True Class: C, Predicted: C, Probability: 0.9898551364764966
Sequence798.csv_1: True Class: B, Predicted: B, Probability: 0.5404645960515291
Sequence799.csv_1: True Class: A, Predicted: B, Probability: 0.8856568191276006
Sequence8.csv_1: True Class: B, Predicted: C, Probability: 0.9999807637027188
Sequence80.csv_1: True Class: C, Predicted: C, Probability: 0.567801145789029
Sequence800.csv_1: True Class: C, Predicted: B, Probability: 0.6965590056437015
Sequence801.csv_1: True Class: B, Predicted: C, Probability: 0.8193607139722301
Sequence802.csv_1: True Class: B, Predicted: C, Probability: 0.9967878767606705
Sequence803.csv_1: True Class: B, Predicted: C, Probability: 0.8346580282380732
Sequence804.csv_1: True Class: B, Predicted: A, Probability: 0.9993249677191829
Sequence805.csv_1: True Class: C, Predicted: C, Probability: 0.8402220100246345
Sequence806.csv_1: True Class: A, Predicted: B, Probability: 0.5795331675544276
Sequence807.csv_1: True Class: B, Predicted: A, Probability: 0.9993557862259059
Sequence808.csv_1: True Class: A, Predicted: C, Probability: 0.5430883561997076
Sequence809.csv_1: True Class: B, Predicted: A, Probability: 0.9980352754106534
Sequence81.csv_1: True Class: C, Predicted: B, Probability: 0.9634624424260427
Sequence810.csv_1: True Class: A, Predicted: C, Probability: 0.800273178248494
Sequence811.csv_1: True Class: B, Predicted: A, Probability: 0.8950536752227218
Sequence812.csv_1: True Class: B, Predicted: B, Probability: 0.8676223678067888
Sequence813.csv_1: True Class: A, Predicted: B, Probability: 0.9760022562972098
Sequence814.csv_1: True Class: B, Predicted: B, Probability: 0.523199192134146
Sequence815.csv_1: True Class: B, Predicted: B, Probability: 0.9999132087862163
Sequence816.csv_1: True Class: C, Predicted: A, Probability: 0.9999699853217536
Sequence817.csv_1: True Class: C, Predicted: C, Probability: 0.8224833669422685
Sequence818.csv_1: True Class: B, Predicted: A, Probability: 0.8472031450015857
Sequence819.csv_1: True Class: A, Predicted: B, Probability: 0.7775057620734972
Sequence82.csv_1: True Class: A, Predicted: B, Probability: 0.9993190305647042
Sequence820.csv_1: True Class: C, Predicted: A, Probability: 0.9917088882832384
Sequence821.csv_1: True Class: B, Predicted: C, Probability: 0.6095360798888804
Sequence822.csv_1: True Class: A, Predicted: B, Probability: 0.9018405491589206
Sequence823.csv_1: True Class: C, Predicted: C, Probability: 0.990766999416469
Sequence824.csv_1: True Class: C, Predicted: B, Probability: 0.9699448498208713
Sequence825.csv_1: True Class: C, Predicted: B, Probability: 0.8544265642962092
Sequence826.csv_1: True Class: B, Predicted: B, Probability: 0.5082799866732798
Sequence827.csv_1: True Class: B, Predicted: C, Probability: 0.9543081776142641
Sequence828.csv_1: True Class: A, Predicted: B, Probability: 0.9410587531967777
Sequence829.csv_1: True Class: B, Predicted: C, Probability: 0.554486589073921
Sequence83.csv_1: True Class: C, Predicted: C, Probability: 0.8844520085613452
Sequence830.csv_1: True Class: C, Predicted: A, Probability: 0.9998205050185084
Sequence831.csv_1: True Class: C, Predicted: C, Probability: 0.9175832686490404
Sequence832.csv_1: True Class: B, Predicted: A, Probability: 0.9999999990819283
Sequence833.csv_1: True Class: C, Predicted: C, Probability: 0.8936870315069092
Sequence834.csv_1: True Class: B, Predicted: C, Probability: 0.9502422234895473
Sequence835.csv_1: True Class: B, Predicted: B, Probability: 0.9974353631511593
Sequence836.csv_1: True Class: B, Predicted: B, Probability: 0.9391301735517394
Sequence837.csv_1: True Class: B, Predicted: A, Probability: 0.999975649427336
Sequence838.csv_1: True Class: C, Predicted: C, Probability: 0.9890786275040055
Sequence839.csv_1: True Class: B, Predicted: A, Probability: 0.9992624355820473
Sequence84.csv_1: True Class: A, Predicted: C, Probability: 0.6799686037725318
Sequence840.csv_1: True Class: B, Predicted: A, Probability: 0.9657481464963986
Sequence841.csv_1: True Class: C, Predicted: B, Probability: 0.6636391051345093
Sequence842.csv_1: True Class: C, Predicted: C, Probability: 0.7006258107127392
Sequence843.csv_1: True Class: C, Predicted: A, Probability: 0.9994469371955416
Sequence844.csv_1: True Class: C, Predicted: A, Probability: 0.9974153770938394
Sequence845.csv_1: True Class: C, Predicted: A, Probability: 0.8734258786059361
Sequence846.csv_1: True Class: B, Predicted: B, Probability: 0.9997929045977361
Sequence847.csv_1: True Class: B, Predicted: A, Probability: 0.9506094173357268
Sequence848.csv_1: True Class: A, Predicted: B, Probability: 0.948588810901142
Sequence849.csv_1: True Class: C, Predicted: B, Probability: 0.9596875395235747
Sequence85.csv_1: True Class: C, Predicted: C, Probability: 0.9997692059780797
Sequence850.csv_1: True Class: C, Predicted: C, Probability: 0.8356471800944338
Sequence851.csv_1: True Class: B, Predicted: C, Probability: 0.7336553794510235
Sequence852.csv_1: True Class: A, Predicted: B, Probability: 0.891256928234568
Sequence853.csv_1: True Class: C, Predicted: B, Probability: 0.9972594065999242
Sequence854.csv_1: True Class: C, Predicted: A, Probability: 0.9999999997487383
Sequence855.csv_1: True Class: B, Predicted: C, Probability: 0.5619863652158746
Sequence856.csv_1: True Class: C, Predicted: A, Probability: 0.9099084811008105
Sequence857.csv_1: True Class: B, Predicted: B, Probability: 0.9990600907641045
Sequence858.csv_1: True Class: B, Predicted: B, Probability: 0.8142142686124815
Sequence859.csv_1: True Class: C, Predicted: A, Probability: 0.9998350620940442
Sequence86.csv_1: True Class: B, Predicted: C, Probability: 0.7998637308497861
Sequence860.csv_1: True Class: A, Predicted: B, Probability: 0.9995872590690216
Sequence861.csv_1: True Class: C, Predicted: B, Probability: 0.6491419005535524
Sequence862.csv_1: True Class: C, Predicted: B, Probability: 0.7465481638565288
Sequence863.csv_1: True Class: A, Predicted: A, Probability: 0.984002799790524
Sequence864.csv_1: True Class: C, Predicted: C, Probability: 0.9999752822444046
Sequence865.csv_1: True Class: C, Predicted: A, Probability: 0.9998667469751843
Sequence866.csv_1: True Class: A, Predicted: C, Probability: 0.9991951666039764
Sequence867.csv_1: True Class: A, Predicted: A, Probability: 0.6744245760099925
Sequence868.csv_1: True Class: B, Predicted: B, Probability: 0.6332604096940031
Sequence869.csv_1: True Class: C, Predicted: A, Probability: 0.9979663292819713
Sequence87.csv_1: True Class: A, Predicted: B, Probability: 0.9972710434426096
Sequence870.csv_1: True Class: C, Predicted: C, Probability: 0.9792012192320487
Sequence871.csv_1: True Class: B, Predicted: C, Probability: 0.9909520099616926
Sequence872.csv_1: True Class: A, Predicted: C, Probability: 0.9029688411142853
Sequence873.csv_1: True Class: C, Predicted: B, Probability: 0.8964138061573338
Sequence874.csv_1: True Class: A, Predicted: C, Probability: 0.823059830586295
Sequence875.csv_1: True Class: B, Predicted: C, Probability: 0.913308032412337
Sequence876.csv_1: True Class: A, Predicted: C, Probability: 0.9681051993832067
Sequence877.csv_1: True Class: B, Predicted: A, Probability: 0.47728972575975964
Sequence878.csv_1: True Class: C, Predicted: C, Probability: 0.9575309811453885
Sequence879.csv_1: True Class: A, Predicted: A, Probability: 0.9789335002826564
Sequence88.csv_1: True Class: B, Predicted: C, Probability: 0.9935484169750431
