Sequence549.csv_1: True Class: C, Predicted: B, Probability: 0.9812428490007917
Sequence576.csv_1: True Class: C, Predicted: A, Probability: 0.9999783741996023
Sequence577.csv_1: True Class: B, Predicted: C, Probability: 0.9999828440344583
Sequence578.csv_1: True Class: B, Predicted: C, Probability: 0.9950347454570778
Sequence579.csv_1: True Class: B, Predicted: A, Probability: 0.7306408448726452
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.8886080635514237
Sequence580.csv_1: True Class: C, Predicted: A, Probability: 0.9998956800351871
Sequence581.csv_1: True Class: A, Predicted: C, Probability: 0.8195039170251686
Sequence582.csv_1: True Class: A, Predicted: B, Probability: 0.9418647989449189
Sequence583.csv_1: True Class: C, Predicted: C, Probability: 0.7108339311772606
Sequence584.csv_1: True Class: C, Predicted: C, Probability: 0.9985196194028342
Sequence585.csv_1: True Class: C, Predicted: B, Probability: 0.999993368930871
Sequence586.csv_1: True Class: B, Predicted: C, Probability: 0.9996465177112004
Sequence587.csv_1: True Class: B, Predicted: B, Probability: 0.8069172270734272
Sequence588.csv_1: True Class: C, Predicted: C, Probability: 0.7915114979818876
Sequence589.csv_1: True Class: B, Predicted: C, Probability: 0.9764052120855579
Sequence59.csv_1: True Class: B, Predicted: C, Probability: 0.9999719439050219
Sequence590.csv_1: True Class: C, Predicted: C, Probability: 0.7877787752960013
Sequence591.csv_1: True Class: B, Predicted: C, Probability: 0.9302459094201974
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.999991312990623
Sequence593.csv_1: True Class: B, Predicted: C, Probability: 0.9989267353609411
Sequence594.csv_1: True Class: A, Predicted: B, Probability: 0.9999900422256689
Sequence595.csv_1: True Class: A, Predicted: B, Probability: 0.88654427327022
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.9151458407641694
Sequence597.csv_1: True Class: C, Predicted: A, Probability: 0.9999829511046631
Sequence598.csv_1: True Class: B, Predicted: A, Probability: 0.7220554087020985
Sequence599.csv_1: True Class: C, Predicted: C, Probability: 0.9976312740814909
Sequence6.csv_1: True Class: B, Predicted: B, Probability: 0.9976599683455861
Sequence60.csv_1: True Class: A, Predicted: B, Probability: 0.9933027675194354
Sequence600.csv_1: True Class: C, Predicted: A, Probability: 0.999410051158609
Sequence601.csv_1: True Class: B, Predicted: B, Probability: 0.9898782367182384
Sequence602.csv_1: True Class: C, Predicted: A, Probability: 0.6579780353973005
Sequence603.csv_1: True Class: C, Predicted: A, Probability: 0.9806763456350054
Sequence604.csv_1: True Class: C, Predicted: A, Probability: 0.9958579841106261
Sequence605.csv_1: True Class: C, Predicted: B, Probability: 0.9999777180810274
Sequence606.csv_1: True Class: A, Predicted: B, Probability: 0.9985399776231771
Sequence607.csv_1: True Class: C, Predicted: B, Probability: 0.9987982179462509
Sequence608.csv_1: True Class: B, Predicted: B, Probability: 0.8722490881750768
Sequence609.csv_1: True Class: C, Predicted: B, Probability: 0.9627595239539847
Sequence61.csv_1: True Class: A, Predicted: C, Probability: 0.6500609033062976
Sequence610.csv_1: True Class: B, Predicted: C, Probability: 0.9996552534634571
Sequence611.csv_1: True Class: C, Predicted: C, Probability: 0.9999872880763585
Sequence612.csv_1: True Class: B, Predicted: C, Probability: 0.5747955257513839
Sequence613.csv_1: True Class: C, Predicted: B, Probability: 0.9398183700123051
Sequence614.csv_1: True Class: B, Predicted: A, Probability: 0.998849793588945
Sequence615.csv_1: True Class: C, Predicted: C, Probability: 0.9999671694505499
Sequence616.csv_1: True Class: A, Predicted: A, Probability: 0.9998531159437799
Sequence617.csv_1: True Class: C, Predicted: C, Probability: 0.9999497350382187
Sequence618.csv_1: True Class: C, Predicted: C, Probability: 0.5566079809262956
Sequence619.csv_1: True Class: C, Predicted: B, Probability: 0.9464284573301895
Sequence62.csv_1: True Class: C, Predicted: C, Probability: 0.467920558402168
Sequence620.csv_1: True Class: B, Predicted: C, Probability: 0.9999384894628655
Sequence621.csv_1: True Class: C, Predicted: C, Probability: 0.9504757788104314
Sequence622.csv_1: True Class: C, Predicted: C, Probability: 0.9987263835030962
Sequence623.csv_1: True Class: A, Predicted: C, Probability: 0.9529445369756809
Sequence624.csv_1: True Class: A, Predicted: B, Probability: 0.9847582299461195
Sequence625.csv_1: True Class: A, Predicted: B, Probability: 0.5284188738552096
Sequence626.csv_1: True Class: B, Predicted: A, Probability: 0.5034189921898768
Sequence627.csv_1: True Class: C, Predicted: B, Probability: 0.8351220368192183
Sequence628.csv_1: True Class: A, Predicted: C, Probability: 0.9956086471167517
Sequence629.csv_1: True Class: B, Predicted: A, Probability: 0.9902110015482734
Sequence63.csv_1: True Class: C, Predicted: B, Probability: 0.9999951671806385
Sequence630.csv_1: True Class: C, Predicted: A, Probability: 0.7910537454896153
Sequence631.csv_1: True Class: C, Predicted: C, Probability: 0.7809460873867039
Sequence632.csv_1: True Class: B, Predicted: A, Probability: 0.9999266750985955
Sequence633.csv_1: True Class: C, Predicted: A, Probability: 0.9992488695660295
Sequence634.csv_1: True Class: A, Predicted: C, Probability: 0.9998165670923723
Sequence635.csv_1: True Class: A, Predicted: B, Probability: 0.9999694732887643
Sequence636.csv_1: True Class: B, Predicted: C, Probability: 0.9988729933463658
Sequence637.csv_1: True Class: A, Predicted: B, Probability: 0.7848256455321071
Sequence638.csv_1: True Class: B, Predicted: A, Probability: 0.9982062771389685
Sequence639.csv_1: True Class: A, Predicted: A, Probability: 0.8416941225785771
Sequence64.csv_1: True Class: B, Predicted: C, Probability: 0.9617705551623795
Sequence640.csv_1: True Class: C, Predicted: C, Probability: 0.9993763834781183
Sequence641.csv_1: True Class: B, Predicted: A, Probability: 0.9889684373538314
Sequence642.csv_1: True Class: C, Predicted: A, Probability: 0.9998023360684081
Sequence643.csv_1: True Class: A, Predicted: B, Probability: 0.99924258605329
Sequence644.csv_1: True Class: A, Predicted: C, Probability: 0.99883708243328
Sequence645.csv_1: True Class: A, Predicted: A, Probability: 0.989624438355641
Sequence646.csv_1: True Class: B, Predicted: C, Probability: 0.9992273214184221
Sequence647.csv_1: True Class: A, Predicted: B, Probability: 0.6273110332338996
Sequence648.csv_1: True Class: C, Predicted: B, Probability: 0.5660574541125181
Sequence649.csv_1: True Class: C, Predicted: A, Probability: 0.84235222053642
Sequence65.csv_1: True Class: A, Predicted: C, Probability: 0.613740561622769
Sequence650.csv_1: True Class: C, Predicted: C, Probability: 0.9796553987612397
Sequence651.csv_1: True Class: A, Predicted: A, Probability: 0.994007452135588
Sequence652.csv_1: True Class: C, Predicted: C, Probability: 0.9906835823066337
Sequence653.csv_1: True Class: A, Predicted: C, Probability: 0.48266726724386816
Sequence654.csv_1: True Class: A, Predicted: B, Probability: 0.6190530580550514
Sequence655.csv_1: True Class: B, Predicted: C, Probability: 0.9999862017448142
Sequence656.csv_1: True Class: A, Predicted: C, Probability: 0.967500138897262
Sequence657.csv_1: True Class: A, Predicted: A, Probability: 0.9981850501986838
Sequence658.csv_1: True Class: C, Predicted: C, Probability: 0.9999996127136805
Sequence659.csv_1: True Class: B, Predicted: A, Probability: 0.9212858126717258
Sequence66.csv_1: True Class: C, Predicted: B, Probability: 0.8842877724388625
Sequence660.csv_1: True Class: C, Predicted: B, Probability: 0.9900270285061845
Sequence661.csv_1: True Class: B, Predicted: C, Probability: 0.9417921392936102
Sequence662.csv_1: True Class: C, Predicted: A, Probability: 0.892781736211018
Sequence663.csv_1: True Class: A, Predicted: A, Probability: 0.7074992995929023
Sequence664.csv_1: True Class: A, Predicted: B, Probability: 0.9999994872684921
Sequence665.csv_1: True Class: B, Predicted: A, Probability: 0.9664021315753922
Sequence666.csv_1: True Class: A, Predicted: C, Probability: 0.9999992340049967
Sequence667.csv_1: True Class: A, Predicted: C, Probability: 0.9994570777981211
Sequence668.csv_1: True Class: A, Predicted: B, Probability: 0.7988111276717433
Sequence669.csv_1: True Class: A, Predicted: B, Probability: 0.999685681486298
Sequence67.csv_1: True Class: A, Predicted: A, Probability: 0.9999860872422305
Sequence670.csv_1: True Class: B, Predicted: A, Probability: 0.9994460620488794
Sequence671.csv_1: True Class: B, Predicted: A, Probability: 0.9878484771910682
Sequence672.csv_1: True Class: B, Predicted: B, Probability: 0.9992576279903793
Sequence673.csv_1: True Class: A, Predicted: A, Probability: 0.9984109966693117
Sequence674.csv_1: True Class: B, Predicted: A, Probability: 0.9999956020881517
Sequence675.csv_1: True Class: A, Predicted: B, Probability: 0.9590709282765104
Sequence676.csv_1: True Class: A, Predicted: C, Probability: 0.6238317788735414
Sequence677.csv_1: True Class: B, Predicted: A, Probability: 0.9999478235638511
Sequence678.csv_1: True Class: C, Predicted: C, Probability: 0.990620355463538
Sequence679.csv_1: True Class: B, Predicted: A, Probability: 0.5947383612921082
Sequence68.csv_1: True Class: B, Predicted: B, Probability: 0.9525862580889489
Sequence680.csv_1: True Class: A, Predicted: A, Probability: 0.99995433337618
Sequence681.csv_1: True Class: A, Predicted: B, Probability: 0.8515858203969559
Sequence682.csv_1: True Class: A, Predicted: C, Probability: 0.9961420626115278
Sequence683.csv_1: True Class: A, Predicted: A, Probability: 0.9928340966089618
Sequence684.csv_1: True Class: B, Predicted: B, Probability: 0.9931465555595836
Sequence685.csv_1: True Class: B, Predicted: B, Probability: 0.9992243212487499
Sequence686.csv_1: True Class: C, Predicted: C, Probability: 0.9999279249317043
Sequence687.csv_1: True Class: C, Predicted: A, Probability: 0.9695672053007572
Sequence688.csv_1: True Class: C, Predicted: B, Probability: 0.9997743785630563
Sequence689.csv_1: True Class: B, Predicted: B, Probability: 0.988395817542047
Sequence69.csv_1: True Class: A, Predicted: A, Probability: 0.970266051120164
Sequence690.csv_1: True Class: B, Predicted: A, Probability: 0.9674642455686193
Sequence691.csv_1: True Class: C, Predicted: A, Probability: 0.942393592267133
Sequence692.csv_1: True Class: A, Predicted: A, Probability: 0.7819906543427894
Sequence693.csv_1: True Class: C, Predicted: C, Probability: 0.9995488117989225
Sequence694.csv_1: True Class: A, Predicted: C, Probability: 0.799707373875905
Sequence695.csv_1: True Class: C, Predicted: A, Probability: 0.7460304389840271
Sequence696.csv_1: True Class: C, Predicted: A, Probability: 0.6084389523796054
Sequence697.csv_1: True Class: B, Predicted: B, Probability: 0.8182160547040431
Sequence698.csv_1: True Class: B, Predicted: A, Probability: 0.9868196300387222
Sequence699.csv_1: True Class: C, Predicted: B, Probability: 0.9464819742594707
Sequence7.csv_1: True Class: C, Predicted: B, Probability: 0.9512880763325486
Sequence70.csv_1: True Class: A, Predicted: B, Probability: 0.7064231245519882
Sequence700.csv_1: True Class: B, Predicted: B, Probability: 0.8249109020315253
Sequence701.csv_1: True Class: C, Predicted: B, Probability: 0.9961618975308141
Sequence702.csv_1: True Class: B, Predicted: A, Probability: 0.7595200685991821
Sequence703.csv_1: True Class: C, Predicted: C, Probability: 0.9991249333457304
Sequence704.csv_1: True Class: A, Predicted: C, Probability: 0.49381127098132466
Sequence705.csv_1: True Class: B, Predicted: C, Probability: 0.5471435532367681
Sequence706.csv_1: True Class: C, Predicted: C, Probability: 0.9643300463594779
Sequence707.csv_1: True Class: A, Predicted: C, Probability: 0.914452102540649
Sequence708.csv_1: True Class: A, Predicted: B, Probability: 0.7353760399702904
Sequence709.csv_1: True Class: C, Predicted: C, Probability: 0.9398756489071001
Sequence71.csv_1: True Class: A, Predicted: C, Probability: 0.9827984076640935
Sequence710.csv_1: True Class: C, Predicted: A, Probability: 0.9734657643024525
Sequence711.csv_1: True Class: C, Predicted: A, Probability: 0.7277324278982714
Sequence712.csv_1: True Class: A, Predicted: C, Probability: 0.5813279620199652
Sequence713.csv_1: True Class: B, Predicted: B, Probability: 0.9860302370387686
Sequence714.csv_1: True Class: B, Predicted: C, Probability: 0.9997778833136077
Sequence715.csv_1: True Class: A, Predicted: A, Probability: 0.9995970892073368
Sequence716.csv_1: True Class: B, Predicted: C, Probability: 0.9991230020559825
Sequence717.csv_1: True Class: B, Predicted: C, Probability: 0.9998133567896207
Sequence718.csv_1: True Class: B, Predicted: B, Probability: 0.7924510756457754
Sequence719.csv_1: True Class: B, Predicted: C, Probability: 0.9930781382673426
Sequence72.csv_1: True Class: A, Predicted: C, Probability: 0.9565470030408179
Sequence720.csv_1: True Class: B, Predicted: A, Probability: 0.6515737711028975
Sequence721.csv_1: True Class: B, Predicted: B, Probability: 0.9997763197616248
Sequence722.csv_1: True Class: C, Predicted: B, Probability: 0.9603552174904401
Sequence723.csv_1: True Class: B, Predicted: B, Probability: 0.9996993136496748
Sequence724.csv_1: True Class: C, Predicted: A, Probability: 0.9370307723556521
Sequence725.csv_1: True Class: C, Predicted: A, Probability: 0.6848078550011042
Sequence726.csv_1: True Class: C, Predicted: A, Probability: 0.9999329321459913
Sequence727.csv_1: True Class: B, Predicted: B, Probability: 0.9988849020046416
Sequence728.csv_1: True Class: B, Predicted: A, Probability: 0.9250275241624795
Sequence729.csv_1: True Class: C, Predicted: B, Probability: 0.9998781113991619
Sequence73.csv_1: True Class: C, Predicted: C, Probability: 0.9996588878668093
Sequence730.csv_1: True Class: B, Predicted: B, Probability: 0.552018082982679
Sequence731.csv_1: True Class: A, Predicted: B, Probability: 0.9501514489045225
Sequence732.csv_1: True Class: C, Predicted: A, Probability: 0.7995850116993573
Sequence733.csv_1: True Class: B, Predicted: C, Probability: 0.6062005968562717
Sequence734.csv_1: True Class: B, Predicted: C, Probability: 0.995734433341278
Sequence735.csv_1: True Class: B, Predicted: A, Probability: 0.9999999184174538
Sequence736.csv_1: True Class: B, Predicted: C, Probability: 0.6132010408233226
Sequence737.csv_1: True Class: C, Predicted: C, Probability: 0.986127743797685
Sequence738.csv_1: True Class: B, Predicted: B, Probability: 0.9976885567652685
Sequence739.csv_1: True Class: C, Predicted: B, Probability: 0.4093223088620949
Sequence74.csv_1: True Class: C, Predicted: A, Probability: 0.9478373264799288
Sequence740.csv_1: True Class: C, Predicted: C, Probability: 0.9991155922317514
Sequence741.csv_1: True Class: C, Predicted: B, Probability: 0.998967072377315
Sequence742.csv_1: True Class: C, Predicted: C, Probability: 0.590614835383861
Sequence743.csv_1: True Class: C, Predicted: A, Probability: 0.7152218344129933
Sequence744.csv_1: True Class: B, Predicted: B, Probability: 0.999857467389733
Sequence745.csv_1: True Class: C, Predicted: C, Probability: 0.8662634503437501
Sequence746.csv_1: True Class: A, Predicted: B, Probability: 0.9359939316532822
Sequence747.csv_1: True Class: C, Predicted: C, Probability: 0.5136480778798583
Sequence748.csv_1: True Class: A, Predicted: A, Probability: 0.9987465732520906
Sequence749.csv_1: True Class: A, Predicted: A, Probability: 0.7232464038400168
Sequence75.csv_1: True Class: B, Predicted: B, Probability: 0.6195896207637599
Sequence750.csv_1: True Class: C, Predicted: A, Probability: 0.9406385443336195
Sequence751.csv_1: True Class: B, Predicted: A, Probability: 0.9913188149324484
Sequence752.csv_1: True Class: B, Predicted: B, Probability: 0.9461143185278023
Sequence753.csv_1: True Class: B, Predicted: B, Probability: 0.9751513688020442
Sequence754.csv_1: True Class: C, Predicted: C, Probability: 0.999999298647028
Sequence755.csv_1: True Class: C, Predicted: B, Probability: 0.962313768992431
Sequence756.csv_1: True Class: C, Predicted: A, Probability: 0.9946767656924401
Sequence757.csv_1: True Class: A, Predicted: C, Probability: 0.9461995045608477
Sequence758.csv_1: True Class: B, Predicted: A, Probability: 0.8833813259370964
Sequence759.csv_1: True Class: A, Predicted: A, Probability: 0.9923072428175699
Sequence76.csv_1: True Class: C, Predicted: B, Probability: 0.3997808249381899
Sequence760.csv_1: True Class: A, Predicted: C, Probability: 0.9759305599897397
Sequence761.csv_1: True Class: A, Predicted: B, Probability: 0.9907820158866762
Sequence762.csv_1: True Class: C, Predicted: B, Probability: 0.9799620915677487
Sequence763.csv_1: True Class: B, Predicted: C, Probability: 0.984338642317884
Sequence764.csv_1: True Class: B, Predicted: A, Probability: 0.9730299978444045
Sequence765.csv_1: True Class: B, Predicted: C, Probability: 0.9465913966574966
Sequence766.csv_1: True Class: A, Predicted: B, Probability: 0.9986283197641209
Sequence767.csv_1: True Class: A, Predicted: C, Probability: 0.5048305288091482
Sequence768.csv_1: True Class: B, Predicted: B, Probability: 0.7923881540543163
Sequence769.csv_1: True Class: C, Predicted: A, Probability: 0.9590247047455098
Sequence77.csv_1: True Class: B, Predicted: B, Probability: 0.8183010766319201
Sequence770.csv_1: True Class: A, Predicted: B, Probability: 0.9526755144926213
Sequence771.csv_1: True Class: B, Predicted: C, Probability: 0.9672110099857003
Sequence772.csv_1: True Class: C, Predicted: A, Probability: 0.999959576201882
Sequence773.csv_1: True Class: C, Predicted: C, Probability: 0.9778524266390509
Sequence774.csv_1: True Class: B, Predicted: A, Probability: 0.9621223528838533
Sequence775.csv_1: True Class: C, Predicted: C, Probability: 0.9895209597717761
Sequence776.csv_1: True Class: C, Predicted: A, Probability: 0.7196541589124674
Sequence777.csv_1: True Class: C, Predicted: A, Probability: 0.9996027524046921
Sequence778.csv_1: True Class: C, Predicted: A, Probability: 0.8308259573737133
Sequence779.csv_1: True Class: C, Predicted: C, Probability: 0.9999970426821204
Sequence78.csv_1: True Class: C, Predicted: C, Probability: 0.9991156102393278
Sequence780.csv_1: True Class: C, Predicted: A, Probability: 0.9903265171675695
Sequence781.csv_1: True Class: A, Predicted: B, Probability: 0.5328646536196757
Sequence782.csv_1: True Class: A, Predicted: C, Probability: 0.9994676646980645
Sequence783.csv_1: True Class: A, Predicted: B, Probability: 0.9993214945705812
Sequence784.csv_1: True Class: A, Predicted: A, Probability: 0.6162925979271392
Sequence785.csv_1: True Class: A, Predicted: B, Probability: 0.9083408421197708
Sequence786.csv_1: True Class: B, Predicted: B, Probability: 0.718603251320767
Sequence787.csv_1: True Class: B, Predicted: A, Probability: 0.9999669171787895
Sequence788.csv_1: True Class: B, Predicted: A, Probability: 0.9987639599076273
Sequence789.csv_1: True Class: A, Predicted: A, Probability: 0.957571811371844
Sequence79.csv_1: True Class: C, Predicted: C, Probability: 0.7194533045195206
Sequence790.csv_1: True Class: B, Predicted: A, Probability: 0.9356798289300754
Sequence791.csv_1: True Class: C, Predicted: C, Probability: 0.9999945679981147
Sequence792.csv_1: True Class: C, Predicted: A, Probability: 0.7557664136812793
Sequence793.csv_1: True Class: C, Predicted: B, Probability: 0.6212093938678948
Sequence794.csv_1: True Class: C, Predicted: B, Probability: 0.7390242341034868
Sequence795.csv_1: True Class: A, Predicted: C, Probability: 0.807934639501103
Sequence796.csv_1: True Class: B, Predicted: B, Probability: 0.5182677349938705
Sequence797.csv_1: True Class: C, Predicted: C, Probability: 0.999653885402373
Sequence798.csv_1: True Class: B, Predicted: A, Probability: 0.6551271513041813
Sequence799.csv_1: True Class: A, Predicted: B, Probability: 0.9351959415406248
Sequence8.csv_1: True Class: B, Predicted: C, Probability: 0.99989097241513
Sequence80.csv_1: True Class: C, Predicted: C, Probability: 0.9999633031648623
Sequence800.csv_1: True Class: C, Predicted: C, Probability: 0.9887015315222399
Sequence801.csv_1: True Class: B, Predicted: B, Probability: 0.936469642969837
Sequence802.csv_1: True Class: B, Predicted: C, Probability: 0.9848748171231941
Sequence803.csv_1: True Class: B, Predicted: C, Probability: 0.9999992179475365
Sequence804.csv_1: True Class: B, Predicted: A, Probability: 0.9998105612731288
Sequence805.csv_1: True Class: C, Predicted: C, Probability: 0.852067838344069
Sequence806.csv_1: True Class: A, Predicted: B, Probability: 0.9999517310364088
Sequence807.csv_1: True Class: B, Predicted: A, Probability: 0.9998976178197256
Sequence808.csv_1: True Class: A, Predicted: A, Probability: 0.6967446689954582
Sequence809.csv_1: True Class: B, Predicted: A, Probability: 0.9980157766024433
Sequence81.csv_1: True Class: C, Predicted: A, Probability: 0.7480803877243325
Sequence810.csv_1: True Class: A, Predicted: A, Probability: 0.8522118643368212
Sequence811.csv_1: True Class: B, Predicted: C, Probability: 0.8015829050563982
Sequence812.csv_1: True Class: B, Predicted: B, Probability: 0.9033734651246526
Sequence813.csv_1: True Class: A, Predicted: C, Probability: 0.41565173168928743
Sequence814.csv_1: True Class: B, Predicted: C, Probability: 0.9878951063665151
Sequence815.csv_1: True Class: B, Predicted: B, Probability: 0.9975273517527068
Sequence816.csv_1: True Class: C, Predicted: A, Probability: 0.9999963687511862
Sequence817.csv_1: True Class: C, Predicted: C, Probability: 0.9837411732418988
Sequence818.csv_1: True Class: B, Predicted: C, Probability: 0.8772951256251913
Sequence819.csv_1: True Class: A, Predicted: B, Probability: 0.9985787938636016
Sequence82.csv_1: True Class: A, Predicted: B, Probability: 0.9985044209289319
Sequence820.csv_1: True Class: C, Predicted: A, Probability: 0.9999971693867606
Sequence821.csv_1: True Class: B, Predicted: C, Probability: 0.9999618257413986
Sequence822.csv_1: True Class: A, Predicted: B, Probability: 0.9997101859861506
Sequence823.csv_1: True Class: C, Predicted: C, Probability: 0.9950932321712087
Sequence824.csv_1: True Class: C, Predicted: A, Probability: 0.5270306539872001
Sequence825.csv_1: True Class: C, Predicted: A, Probability: 0.9324604990580645
Sequence826.csv_1: True Class: B, Predicted: A, Probability: 0.9851955692918059
Sequence827.csv_1: True Class: B, Predicted: A, Probability: 0.6731134129581667
Sequence828.csv_1: True Class: A, Predicted: B, Probability: 0.960122281915034
Sequence829.csv_1: True Class: B, Predicted: B, Probability: 0.9999914051976838
Sequence83.csv_1: True Class: C, Predicted: B, Probability: 0.9718170461737344
Sequence830.csv_1: True Class: C, Predicted: B, Probability: 0.8987753537620308
Sequence831.csv_1: True Class: C, Predicted: B, Probability: 0.8039445932906766
Sequence832.csv_1: True Class: B, Predicted: A, Probability: 0.5701494133183966
Sequence833.csv_1: True Class: C, Predicted: A, Probability: 0.927722973570451
Sequence834.csv_1: True Class: B, Predicted: C, Probability: 0.9788028724247618
Sequence835.csv_1: True Class: B, Predicted: B, Probability: 0.910973536685369
Sequence836.csv_1: True Class: B, Predicted: A, Probability: 0.8968758215736938
Sequence837.csv_1: True Class: B, Predicted: B, Probability: 0.9968856072232114
Sequence838.csv_1: True Class: C, Predicted: C, Probability: 0.9999477489373303
Sequence839.csv_1: True Class: B, Predicted: A, Probability: 0.9998298403182116
Sequence84.csv_1: True Class: A, Predicted: C, Probability: 0.6986034748948694
Sequence840.csv_1: True Class: B, Predicted: C, Probability: 0.9988644963641461
Sequence841.csv_1: True Class: C, Predicted: A, Probability: 0.8639352019932467
Sequence842.csv_1: True Class: C, Predicted: B, Probability: 0.9999987793549343
Sequence843.csv_1: True Class: C, Predicted: A, Probability: 0.9491877367587614
Sequence844.csv_1: True Class: C, Predicted: C, Probability: 0.9301833002993516
Sequence845.csv_1: True Class: C, Predicted: A, Probability: 0.8386655300882805
Sequence846.csv_1: True Class: B, Predicted: B, Probability: 0.8799570719854841
Sequence847.csv_1: True Class: B, Predicted: C, Probability: 0.6974748073912933
Sequence848.csv_1: True Class: A, Predicted: B, Probability: 0.9527647380679956
Sequence849.csv_1: True Class: C, Predicted: A, Probability: 0.8964676835168077
Sequence85.csv_1: True Class: C, Predicted: A, Probability: 0.8766654648630163
Sequence850.csv_1: True Class: C, Predicted: A, Probability: 0.48705673313698417
Sequence851.csv_1: True Class: B, Predicted: A, Probability: 0.8177871474326028
Sequence852.csv_1: True Class: A, Predicted: B, Probability: 0.9932481765052799
Sequence853.csv_1: True Class: C, Predicted: B, Probability: 0.7196175215233405
Sequence854.csv_1: True Class: C, Predicted: A, Probability: 0.9992481365322499
Sequence855.csv_1: True Class: B, Predicted: B, Probability: 0.9994612606631476
Sequence856.csv_1: True Class: C, Predicted: A, Probability: 0.9823739797059114
Sequence857.csv_1: True Class: B, Predicted: B, Probability: 0.9988028011777372
Sequence858.csv_1: True Class: B, Predicted: C, Probability: 0.9916140632072461
Sequence859.csv_1: True Class: C, Predicted: B, Probability: 0.9313112693949206
Sequence86.csv_1: True Class: B, Predicted: C, Probability: 0.9563393087526361
Sequence860.csv_1: True Class: A, Predicted: B, Probability: 0.9996005025996209
Sequence861.csv_1: True Class: C, Predicted: A, Probability: 0.5448559671628886
Sequence862.csv_1: True Class: C, Predicted: B, Probability: 0.9999398877000532
Sequence863.csv_1: True Class: A, Predicted: A, Probability: 0.9878537172375018
Sequence864.csv_1: True Class: C, Predicted: C, Probability: 0.9999890129629847
Sequence865.csv_1: True Class: C, Predicted: A, Probability: 0.9564492691737027
Sequence866.csv_1: True Class: A, Predicted: C, Probability: 0.8159353946031969
Sequence867.csv_1: True Class: A, Predicted: A, Probability: 0.9986868831149986
Sequence868.csv_1: True Class: B, Predicted: A, Probability: 0.7800329015522396
Sequence869.csv_1: True Class: C, Predicted: A, Probability: 0.9999204657157172
Sequence87.csv_1: True Class: A, Predicted: C, Probability: 0.7753014574303602
Sequence870.csv_1: True Class: C, Predicted: C, Probability: 0.9972534443413931
Sequence871.csv_1: True Class: B, Predicted: B, Probability: 0.9822199719597906
Sequence872.csv_1: True Class: A, Predicted: C, Probability: 0.9157327575151067
Sequence873.csv_1: True Class: C, Predicted: C, Probability: 0.7798539334648706
Sequence874.csv_1: True Class: A, Predicted: B, Probability: 0.98478429608534
Sequence875.csv_1: True Class: B, Predicted: A, Probability: 0.9884402636585073
Sequence876.csv_1: True Class: A, Predicted: C, Probability: 0.5354198726150483
Sequence877.csv_1: True Class: B, Predicted: C, Probability: 0.9783105414344845
Sequence878.csv_1: True Class: C, Predicted: B, Probability: 0.5310540652887554
Sequence879.csv_1: True Class: A, Predicted: A, Probability: 0.5109919732813815
Sequence88.csv_1: True Class: B, Predicted: A, Probability: 0.7948723899426393
