749659440-2715.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
762257831-2762.csv_1: True Class: inactive, Predicted: low, Probability: 1.0
762557880-2763.csv_1: True Class: inactive, Predicted: low, Probability: 1.0
762857828-2764.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
763157492-2765.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
763457386-2766.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
763757650-2767.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
76390714-2768.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
764057699-2769.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
764357662-2770.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
764657626-2771.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
764957504-2772.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
765257242-2773.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
765557303-2774.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
765857466-2775.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
766157130-2776.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
766457023-2777.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
766757287-2778.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
76690678-2779.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
767057228-2780.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
767357057-2781.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
767657171-2782.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
767957227-2783.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
768257191-2784.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
768557155-2785.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
768857118-2786.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
769157082-2787.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
769457046-2788.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
769757009-2789.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
76990642-2790.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
770056973-2791.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
770356926-2792.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
770656664-2793.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
770956575-2794.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
771256764-2795.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
771556684-2796.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
771856513-2797.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
772156627-2798.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
772456683-2799.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
772756646-2800.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
77290606-2801.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
773056556-2802.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
773356453-2803.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
773656492-2804.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
773956502-2805.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
774256465-2806.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
774556214-2807.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
774855908-2808.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
775156172-2809.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
775456320-2810.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
775756284-2811.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
77590569-2812.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
776056140-2813.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
777351376-2814.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
777651340-2815.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
777951218-2816.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
778250956-2817.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
778550910-2818.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
778850949-2819.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
77890532-2820.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
779150987-2821.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
779450997-2822.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
779750961-2823.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
7799052-2824.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
780050979-2825.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
780351014-2826.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
780650978-2827.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
780950941-2828.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
781250905-2829.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
781550869-2830.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
781850821-2831.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
78190496-2832.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
782150560-2833.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
782450356-2834.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
782750245-2835.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
783050348-2836.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
783350530-2837.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.6963508536993639
783650569-2838.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
783950550-2839.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
784250439-2840.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
784550435-2841.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
784850470-2842.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
78490459-2843.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
785150434-2844.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
785450397-2845.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
785750361-2846.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
786050325-2847.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
786350288-2848.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
786650252-2849.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
786950101-2850.csv_1: True Class: inactive, Predicted: low, Probability: 1.0
787249765-2851.csv_1: True Class: inactive, Predicted: low, Probability: 1.0
787549805-2852.csv_1: True Class: inactive, Predicted: low, Probability: 1.0
787849975-2853.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.9986001142194559
78790423-2854.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
788149789-2855.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
788449746-2856.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
788749935-2857.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
789049962-2858.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
789349926-2859.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
789649890-2860.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
789649890-2860.csv_2: True Class: high, Predicted: high, Probability: 1.0
789949853-2861.csv_1: True Class: high, Predicted: inactive, Probability: 1.0
789949853-2861.csv_2: True Class: low, Predicted: inactive, Probability: 1.0
790249817-2862.csv_1: True Class: low, Predicted: inactive, Probability: 0.9995133053872346
790249817-2862.csv_2: True Class: high, Predicted: high, Probability: 1.0
790549674-2863.csv_1: True Class: high, Predicted: high, Probability: 1.0
790549674-2863.csv_2: True Class: low, Predicted: inactive, Probability: 0.9996377303761139
790849503-2864.csv_1: True Class: low, Predicted: inactive, Probability: 1.0
79090358-2865.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
791149616-2866.csv_1: True Class: low, Predicted: inactive, Probability: 1.0
791449672-2867.csv_1: True Class: low, Predicted: low, Probability: 1.0
791749636-2868.csv_1: True Class: low, Predicted: low, Probability: 1.0
792049385-2869.csv_1: True Class: low, Predicted: low, Probability: 1.0
792349078-2870.csv_1: True Class: low, Predicted: low, Probability: 1.0
792649342-2871.csv_1: True Class: low, Predicted: low, Probability: 1.0
792649342-2871.csv_2: True Class: high, Predicted: high, Probability: 1.0
793449430-2872.csv_1: True Class: high, Predicted: high, Probability: 1.0
793749394-2873.csv_1: True Class: high, Predicted: high, Probability: 1.0
79390247-2874.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
794049251-2875.csv_1: True Class: high, Predicted: high, Probability: 1.0
794349080-2876.csv_1: True Class: high, Predicted: high, Probability: 1.0
794649193-2877.csv_1: True Class: high, Predicted: high, Probability: 1.0
794949249-2878.csv_1: True Class: high, Predicted: high, Probability: 1.0
795249213-2879.csv_1: True Class: high, Predicted: high, Probability: 1.0
795549177-2880.csv_1: True Class: high, Predicted: high, Probability: 1.0
795849121-2881.csv_1: True Class: high, Predicted: high, Probability: 1.0
796148710-2882.csv_1: True Class: high, Predicted: high, Probability: 1.0
796448500-2883.csv_1: True Class: high, Predicted: high, Probability: 1.0
796748614-2884.csv_1: True Class: high, Predicted: high, Probability: 1.0
79690189-2885.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
797048781-2886.csv_1: True Class: high, Predicted: inactive, Probability: 1.0
797048781-2886.csv_2: True Class: low, Predicted: low, Probability: 1.0
797048781-2886.csv_3: True Class: high, Predicted: high, Probability: 1.0
797348948-2887.csv_1: True Class: high, Predicted: high, Probability: 1.0
797348948-2887.csv_2: True Class: low, Predicted: low, Probability: 1.0
797648687-2888.csv_1: True Class: low, Predicted: low, Probability: 1.0
797948598-2889.csv_1: True Class: low, Predicted: low, Probability: 1.0
797948598-2889.csv_2: True Class: high, Predicted: high, Probability: 1.0
798248787-2890.csv_1: True Class: high, Predicted: inactive, Probability: 0.9999999999999972
798248787-2890.csv_2: True Class: low, Predicted: low, Probability: 1.0
798548814-2891.csv_1: True Class: low, Predicted: low, Probability: 1.0
798848774-2892.csv_1: True Class: low, Predicted: low, Probability: 1.0
799148663-2893.csv_1: True Class: low, Predicted: low, Probability: 1.0
799448580-2894.csv_1: True Class: low, Predicted: low, Probability: 1.0
799748544-2895.csv_1: True Class: low, Predicted: low, Probability: 1.0
79990156-2896.csv_1: True Class: inactive, Predicted: low, Probability: 1.0
800048508-2897.csv_1: True Class: low, Predicted: low, Probability: 1.0
800348475-2898.csv_1: True Class: low, Predicted: low, Probability: 1.0
800648514-2899.csv_1: True Class: low, Predicted: inactive, Probability: 1.0
800948524-2900.csv_1: True Class: low, Predicted: low, Probability: 1.0
801248488-2901.csv_1: True Class: low, Predicted: inactive, Probability: 0.6538523806830217
801248488-2901.csv_2: True Class: high, Predicted: high, Probability: 1.0
801548452-2902.csv_1: True Class: high, Predicted: inactive, Probability: 1.0
801548452-2902.csv_2: True Class: low, Predicted: low, Probability: 1.0
801848396-2903.csv_1: True Class: low, Predicted: inactive, Probability: 1.0
802147985-2904.csv_1: True Class: low, Predicted: low, Probability: 1.0
802147985-2904.csv_2: True Class: high, Predicted: high, Probability: 1.0
802447804-2905.csv_1: True Class: high, Predicted: high, Probability: 1.0
802447804-2905.csv_2: True Class: low, Predicted: low, Probability: 1.0
802747993-2906.csv_1: True Class: low, Predicted: low, Probability: 1.0
80290194-2907.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.9999999984682059
803048128-2908.csv_1: True Class: low, Predicted: low, Probability: 1.0
803348230-2909.csv_1: True Class: low, Predicted: low, Probability: 1.0
803648119-2910.csv_1: True Class: low, Predicted: high, Probability: 1.0
803648119-2910.csv_2: True Class: high, Predicted: high, Probability: 1.0
803948065-2911.csv_1: True Class: high, Predicted: high, Probability: 1.0
804248104-2912.csv_1: True Class: high, Predicted: high, Probability: 1.0
804548089-2913.csv_1: True Class: high, Predicted: high, Probability: 1.0
804548089-2913.csv_2: True Class: low, Predicted: high, Probability: 1.0
804548089-2913.csv_3: True Class: high, Predicted: high, Probability: 1.0
804848034-2914.csv_1: True Class: high, Predicted: high, Probability: 1.0
804848034-2914.csv_2: True Class: low, Predicted: high, Probability: 1.0
804848034-2914.csv_3: True Class: high, Predicted: high, Probability: 1.0
805147623-2915.csv_1: True Class: high, Predicted: high, Probability: 1.0
805147623-2915.csv_2: True Class: low, Predicted: high, Probability: 1.0
805447413-2916.csv_1: True Class: low, Predicted: high, Probability: 1.0
805447413-2916.csv_2: True Class: high, Predicted: high, Probability: 1.0
805747527-2917.csv_1: True Class: high, Predicted: high, Probability: 1.0
80590204-2918.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
806047479-2919.csv_1: True Class: high, Predicted: high, Probability: 1.0
806347386-2920.csv_1: True Class: high, Predicted: high, Probability: 1.0
806647650-2921.csv_1: True Class: high, Predicted: high, Probability: 1.0
806947799-2922.csv_1: True Class: high, Predicted: high, Probability: 1.0
806947799-2922.csv_2: True Class: low, Predicted: inactive, Probability: 0.5296890320347163
807247763-2923.csv_1: True Class: low, Predicted: low, Probability: 1.0
807247763-2923.csv_2: True Class: high, Predicted: high, Probability: 1.0
807547619-2924.csv_1: True Class: high, Predicted: inactive, Probability: 1.0
807547619-2924.csv_2: True Class: low, Predicted: low, Probability: 1.0
807847448-2925.csv_1: True Class: low, Predicted: inactive, Probability: 1.0
808147562-2926.csv_1: True Class: low, Predicted: low, Probability: 1.0
808147562-2926.csv_2: True Class: high, Predicted: high, Probability: 1.0
808447618-2927.csv_1: True Class: high, Predicted: inactive, Probability: 0.9999999979344002
808447618-2927.csv_2: True Class: low, Predicted: low, Probability: 1.0
808747581-2928.csv_1: True Class: low, Predicted: low, Probability: 1.0
80890168-2929.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
809047545-2930.csv_1: True Class: low, Predicted: low, Probability: 1.0
809347505-2931.csv_1: True Class: low, Predicted: low, Probability: 1.0
809647394-2932.csv_1: True Class: low, Predicted: low, Probability: 1.0
8099015-2933.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
809947340-2934.csv_1: True Class: low, Predicted: inactive, Probability: 1.0
810247379-2935.csv_1: True Class: low, Predicted: low, Probability: 1.0
810547364-2936.csv_1: True Class: low, Predicted: inactive, Probability: 0.999997798884122
810547364-2936.csv_2: True Class: high, Predicted: high, Probability: 1.0
810847328-2937.csv_1: True Class: high, Predicted: high, Probability: 1.0
810847328-2937.csv_2: True Class: low, Predicted: inactive, Probability: 0.9999999999999947
811147292-2938.csv_1: True Class: low, Predicted: low, Probability: 1.0
811447255-2939.csv_1: True Class: low, Predicted: low, Probability: 1.0
811447255-2939.csv_2: True Class: high, Predicted: high, Probability: 1.0
811747219-2940.csv_1: True Class: high, Predicted: inactive, Probability: 1.0
811747219-2940.csv_2: True Class: low, Predicted: low, Probability: 1.0
81190132-2941.csv_1: True Class: inactive, Predicted: low, Probability: 1.0
812047183-2942.csv_1: True Class: low, Predicted: low, Probability: 1.0
812047183-2942.csv_2: True Class: high, Predicted: high, Probability: 1.0
812347146-2943.csv_1: True Class: high, Predicted: inactive, Probability: 1.0
812347146-2943.csv_2: True Class: low, Predicted: low, Probability: 1.0
812647110-2944.csv_1: True Class: low, Predicted: low, Probability: 1.0
812947074-2945.csv_1: True Class: low, Predicted: low, Probability: 1.0
813247037-2946.csv_1: True Class: low, Predicted: low, Probability: 1.0
813247037-2946.csv_2: True Class: high, Predicted: high, Probability: 1.0
813547001-2947.csv_1: True Class: high, Predicted: high, Probability: 1.0
813547001-2947.csv_2: True Class: low, Predicted: low, Probability: 1.0
813846950-2948.csv_1: True Class: low, Predicted: low, Probability: 1.0
814146614-2949.csv_1: True Class: low, Predicted: low, Probability: 1.0
814446508-2950.csv_1: True Class: low, Predicted: inactive, Probability: 1.0
814746771-2951.csv_1: True Class: low, Predicted: low, Probability: 1.0
81490088-2952.csv_1: True Class: inactive, Predicted: low, Probability: 1.0
815046820-2953.csv_1: True Class: low, Predicted: low, Probability: 1.0
815346784-2954.csv_1: True Class: low, Predicted: inactive, Probability: 1.0
815646748-2955.csv_1: True Class: low, Predicted: low, Probability: 1.0
815646748-2955.csv_2: True Class: high, Predicted: high, Probability: 1.0
815946711-2956.csv_1: True Class: high, Predicted: high, Probability: 1.0
816246675-2957.csv_1: True Class: high, Predicted: high, Probability: 1.0
816246675-2957.csv_2: True Class: inactive, Predicted: high, Probability: 1.0
816546639-2958.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
816846602-2959.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
817146566-2960.csv_1: True Class: inactive, Predicted: high, Probability: 1.0
817446530-2961.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
817746494-2962.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
81789901-2963.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.9999999999999014
818046404-2964.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
818346300-2965.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
818646339-2966.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
818946349-2967.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
819246312-2968.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
819546222-2969.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
819846119-2970.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
820146157-2971.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
820446052-2972.csv_1: True Class: inactive, Predicted: low, Probability: 1.0
820745716-2973.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
82089830-2974.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
821045810-2975.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
821346059-2976.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
821646023-2977.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
821945986-2978.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.9999999999748425
822245950-2979.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
822545914-2980.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
822845877-2981.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
823145841-2982.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
823445805-2983.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
823745769-2984.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
82389943-2985.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
824045733-2986.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
824345696-2987.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
824645660-2988.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
824945624-2989.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
825245587-2990.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
825545551-2991.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
825845515-2992.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
826145479-2993.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.9999999991854596
826445413-2994.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
826745302-2995.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
82689895-2996.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
827045191-2997.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
827345092-2998.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
827645205-2999.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
827945261-3000.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
828245225-3001.csv_1: True Class: inactive, Predicted: low, Probability: 1.0
828545189-3002.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
828845152-3003.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
829145116-3004.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
829445080-3005.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
829745044-3006.csv_1: True Class: inactive, Predicted: low, Probability: 1.0
82989792-3007.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
830045008-3008.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
830344971-3009.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
830644935-3010.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
830944899-3011.csv_1: True Class: inactive, Predicted: low, Probability: 1.0
831244862-3012.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
831544557-3013.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
831844184-3014.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
832144523-3015.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
832444718-3016.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
832744681-3017.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
83289830-3018.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
833044484-3019.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
833344245-3020.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
833644434-3021.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.999999999999649
833944536-3022.csv_1: True Class: inactive, Predicted: low, Probability: 1.0
834244500-3023.csv_1: True Class: inactive, Predicted: low, Probability: 1.0
834544464-3024.csv_1: True Class: inactive, Predicted: low, Probability: 1.0
834844427-3025.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.999999999999959
835144391-3026.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.9999999999999997
835444355-3027.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.9999999999998981
835744319-3028.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.9999999999999999
83589725-3029.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
836044283-3030.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
836344231-3031.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
836643895-3032.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
836943731-3033.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
837243845-3034.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
837543744-3035.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
837843573-3036.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
838143687-3037.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
838443800-3038.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
838743914-3039.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
83889388-3040.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
839043920-3041.csv_1: True Class: inactive, Predicted: inactive, Probability: 0.9710429170676627
839343869-3042.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
839643533-3043.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
8398979-3044.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
839943426-3045.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
840243690-3046.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
840543739-3047.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
840843699-3048.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
841143588-3049.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
841443534-3050.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
841743573-3051.csv_1: True Class: inactive, Predicted: low, Probability: 1.0
84189267-3052.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
842043450-3053.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
842343264-3054.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
842643078-3055.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
842942979-3056.csv_1: True Class: inactive, Predicted: inactive, Probability: 1.0
