Sequence549.csv_1: True Class: A, Predicted: C, Probability: 0.9210102727880959
Sequence61.csv_1: True Class: C, Predicted: C, Probability: 0.9991115558037859
Sequence610.csv_1: True Class: C, Predicted: D, Probability: 0.9999056363444798
Sequence611.csv_1: True Class: D, Predicted: A, Probability: 0.8699517312034373
Sequence612.csv_1: True Class: A, Predicted: B, Probability: 0.9912316134275664
Sequence613.csv_1: True Class: B, Predicted: C, Probability: 0.9999997072818277
Sequence614.csv_1: True Class: C, Predicted: A, Probability: 0.9976879224380367
Sequence615.csv_1: True Class: C, Predicted: D, Probability: 0.9999999657467639
Sequence616.csv_1: True Class: A, Predicted: C, Probability: 0.9847645988988393
Sequence617.csv_1: True Class: A, Predicted: D, Probability: 0.6916336700222221
Sequence618.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999366
Sequence619.csv_1: True Class: B, Predicted: D, Probability: 0.9993261443068321
Sequence62.csv_1: True Class: A, Predicted: A, Probability: 0.8780879645759101
Sequence620.csv_1: True Class: D, Predicted: D, Probability: 0.9999999659064137
Sequence621.csv_1: True Class: B, Predicted: C, Probability: 0.9998516277198395
Sequence622.csv_1: True Class: C, Predicted: A, Probability: 0.9747373372068046
Sequence623.csv_1: True Class: A, Predicted: A, Probability: 0.7358692176003765
Sequence624.csv_1: True Class: A, Predicted: D, Probability: 0.9990801227392218
Sequence625.csv_1: True Class: D, Predicted: A, Probability: 0.9988734287376428
Sequence626.csv_1: True Class: A, Predicted: A, Probability: 0.9999691655188453
Sequence627.csv_1: True Class: B, Predicted: B, Probability: 0.7633536006659637
Sequence628.csv_1: True Class: D, Predicted: D, Probability: 0.9999994480653019
Sequence629.csv_1: True Class: A, Predicted: A, Probability: 0.999999999308228
Sequence63.csv_1: True Class: D, Predicted: D, Probability: 0.9999749291291999
Sequence630.csv_1: True Class: A, Predicted: C, Probability: 0.9993352164348459
Sequence631.csv_1: True Class: C, Predicted: C, Probability: 0.9945986500481249
Sequence632.csv_1: True Class: A, Predicted: D, Probability: 0.9996306995731782
Sequence633.csv_1: True Class: D, Predicted: A, Probability: 0.9507109063207672
Sequence634.csv_1: True Class: A, Predicted: A, Probability: 0.9949615166387779
Sequence635.csv_1: True Class: C, Predicted: B, Probability: 0.9570343479523233
Sequence636.csv_1: True Class: D, Predicted: B, Probability: 0.9999999999781873
Sequence637.csv_1: True Class: D, Predicted: A, Probability: 0.996460912837919
Sequence638.csv_1: True Class: A, Predicted: D, Probability: 0.5194974951027705
Sequence639.csv_1: True Class: D, Predicted: D, Probability: 0.9908046154954891
Sequence64.csv_1: True Class: D, Predicted: A, Probability: 0.9990665209219032
Sequence640.csv_1: True Class: D, Predicted: C, Probability: 0.8819087248468269
Sequence641.csv_1: True Class: A, Predicted: A, Probability: 0.9999998290617738
Sequence642.csv_1: True Class: D, Predicted: C, Probability: 0.9999681869418923
Sequence643.csv_1: True Class: A, Predicted: B, Probability: 0.9994683677798304
Sequence644.csv_1: True Class: A, Predicted: D, Probability: 0.9999999737291219
Sequence645.csv_1: True Class: A, Predicted: A, Probability: 0.907114282909028
Sequence646.csv_1: True Class: A, Predicted: D, Probability: 0.8228408911897278
Sequence647.csv_1: True Class: B, Predicted: C, Probability: 0.6044886803282781
Sequence648.csv_1: True Class: B, Predicted: B, Probability: 0.9838926243276432
Sequence649.csv_1: True Class: D, Predicted: D, Probability: 0.9999999690275743
Sequence65.csv_1: True Class: D, Predicted: D, Probability: 0.995673248775565
Sequence650.csv_1: True Class: A, Predicted: A, Probability: 0.9999999869969011
Sequence651.csv_1: True Class: C, Predicted: A, Probability: 0.9379769907606551
Sequence652.csv_1: True Class: D, Predicted: B, Probability: 0.992519746088649
Sequence653.csv_1: True Class: A, Predicted: A, Probability: 0.999910179548562
Sequence654.csv_1: True Class: A, Predicted: D, Probability: 0.9999999896000669
Sequence655.csv_1: True Class: C, Predicted: D, Probability: 0.999999999985755
Sequence656.csv_1: True Class: D, Predicted: A, Probability: 0.9768642547225826
Sequence657.csv_1: True Class: B, Predicted: D, Probability: 0.8784226122920731
Sequence658.csv_1: True Class: D, Predicted: B, Probability: 0.9933582033567985
Sequence659.csv_1: True Class: A, Predicted: A, Probability: 0.9999987585159943
Sequence66.csv_1: True Class: B, Predicted: A, Probability: 0.9999999891222182
Sequence660.csv_1: True Class: A, Predicted: C, Probability: 0.9915347212022757
Sequence661.csv_1: True Class: D, Predicted: B, Probability: 0.9999986844760415
Sequence662.csv_1: True Class: B, Predicted: B, Probability: 0.9999088474348697
Sequence663.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence664.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence665.csv_1: True Class: D, Predicted: C, Probability: 0.9530268865912499
Sequence666.csv_1: True Class: A, Predicted: A, Probability: 0.9995506213458353
Sequence667.csv_1: True Class: A, Predicted: D, Probability: 0.6487369306605845
Sequence668.csv_1: True Class: A, Predicted: C, Probability: 0.9988085286401338
Sequence669.csv_1: True Class: A, Predicted: D, Probability: 0.9996444563957506
Sequence67.csv_1: True Class: A, Predicted: A, Probability: 0.999999997080792
Sequence670.csv_1: True Class: B, Predicted: A, Probability: 0.9999999995878118
Sequence671.csv_1: True Class: A, Predicted: B, Probability: 0.9999998236570414
Sequence672.csv_1: True Class: A, Predicted: A, Probability: 0.9999999030709127
Sequence673.csv_1: True Class: A, Predicted: A, Probability: 0.9913228306387524
Sequence674.csv_1: True Class: D, Predicted: A, Probability: 0.9999694283703189
Sequence675.csv_1: True Class: A, Predicted: A, Probability: 0.944837342863916
Sequence676.csv_1: True Class: B, Predicted: B, Probability: 0.999691646593816
Sequence677.csv_1: True Class: D, Predicted: B, Probability: 0.9994844917050413
Sequence678.csv_1: True Class: C, Predicted: D, Probability: 0.9741964846239004
Sequence679.csv_1: True Class: A, Predicted: A, Probability: 0.999822382005144
Sequence68.csv_1: True Class: C, Predicted: C, Probability: 0.919137558468645
Sequence680.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999118
Sequence681.csv_1: True Class: B, Predicted: B, Probability: 0.9801145532656416
Sequence682.csv_1: True Class: C, Predicted: D, Probability: 0.9999870643469557
Sequence683.csv_1: True Class: A, Predicted: A, Probability: 0.9999994883499346
Sequence684.csv_1: True Class: B, Predicted: C, Probability: 0.530150319245299
Sequence685.csv_1: True Class: C, Predicted: C, Probability: 0.9846795803650595
Sequence686.csv_1: True Class: B, Predicted: A, Probability: 0.9999415858081332
Sequence687.csv_1: True Class: C, Predicted: D, Probability: 0.9997368028902308
Sequence688.csv_1: True Class: A, Predicted: C, Probability: 0.9999995230911116
Sequence689.csv_1: True Class: C, Predicted: B, Probability: 0.44613714427204065
Sequence69.csv_1: True Class: D, Predicted: A, Probability: 0.999211587337941
Sequence690.csv_1: True Class: A, Predicted: A, Probability: 0.9959774158107806
Sequence691.csv_1: True Class: A, Predicted: A, Probability: 0.7583641419184433
Sequence692.csv_1: True Class: A, Predicted: C, Probability: 0.9625988780920192
Sequence693.csv_1: True Class: C, Predicted: D, Probability: 0.7818592634964995
Sequence694.csv_1: True Class: A, Predicted: D, Probability: 0.9999307382850325
Sequence695.csv_1: True Class: A, Predicted: A, Probability: 0.9672209664165836
Sequence696.csv_1: True Class: A, Predicted: A, Probability: 0.9831899675535685
Sequence697.csv_1: True Class: A, Predicted: A, Probability: 0.9997237097331848
Sequence698.csv_1: True Class: A, Predicted: A, Probability: 0.49345348827139407
Sequence699.csv_1: True Class: A, Predicted: A, Probability: 0.9999998939474827
Sequence7.csv_1: True Class: D, Predicted: C, Probability: 0.9951767760562552
Sequence70.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999040261
Sequence700.csv_1: True Class: A, Predicted: D, Probability: 0.999205400584137
Sequence701.csv_1: True Class: A, Predicted: A, Probability: 0.9999999986955583
Sequence702.csv_1: True Class: D, Predicted: A, Probability: 0.9207785444600212
Sequence703.csv_1: True Class: B, Predicted: B, Probability: 0.9999999903419327
Sequence704.csv_1: True Class: A, Predicted: A, Probability: 0.8503079440955352
Sequence705.csv_1: True Class: A, Predicted: A, Probability: 0.9993687783887317
Sequence706.csv_1: True Class: B, Predicted: A, Probability: 0.513601290980041
Sequence707.csv_1: True Class: D, Predicted: C, Probability: 0.9991403227654427
Sequence708.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998638058
Sequence709.csv_1: True Class: A, Predicted: A, Probability: 0.9987362384483753
Sequence71.csv_1: True Class: A, Predicted: D, Probability: 0.9995561091441595
Sequence710.csv_1: True Class: D, Predicted: A, Probability: 0.9999999942948425
Sequence711.csv_1: True Class: A, Predicted: B, Probability: 0.9999980321168546
Sequence712.csv_1: True Class: C, Predicted: C, Probability: 0.9999978858653517
Sequence713.csv_1: True Class: C, Predicted: A, Probability: 0.9967235238140282
Sequence714.csv_1: True Class: C, Predicted: D, Probability: 0.9929488294580199
Sequence715.csv_1: True Class: A, Predicted: C, Probability: 0.9872984805475874
Sequence716.csv_1: True Class: C, Predicted: D, Probability: 0.9735257685801258
Sequence717.csv_1: True Class: A, Predicted: A, Probability: 0.9999087968902608
Sequence718.csv_1: True Class: A, Predicted: A, Probability: 0.999999999720558
Sequence719.csv_1: True Class: B, Predicted: B, Probability: 0.9991322326169573
Sequence72.csv_1: True Class: D, Predicted: C, Probability: 0.9999602296853052
Sequence720.csv_1: True Class: D, Predicted: D, Probability: 0.5606723891670107
Sequence721.csv_1: True Class: D, Predicted: B, Probability: 0.5192303877900902
Sequence722.csv_1: True Class: D, Predicted: D, Probability: 0.9999999994250541
Sequence723.csv_1: True Class: D, Predicted: A, Probability: 0.9631949638788314
Sequence724.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence725.csv_1: True Class: A, Predicted: A, Probability: 0.9999980796038965
Sequence726.csv_1: True Class: A, Predicted: A, Probability: 0.9999765630186394
Sequence727.csv_1: True Class: D, Predicted: B, Probability: 0.6458974025593324
Sequence728.csv_1: True Class: A, Predicted: A, Probability: 0.9999978680683053
Sequence729.csv_1: True Class: C, Predicted: C, Probability: 0.9999999987128241
Sequence73.csv_1: True Class: D, Predicted: B, Probability: 0.9997218154539541
Sequence730.csv_1: True Class: D, Predicted: A, Probability: 0.9999999998613142
Sequence731.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence732.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999999
Sequence733.csv_1: True Class: D, Predicted: D, Probability: 0.9996827832246684
Sequence734.csv_1: True Class: D, Predicted: D, Probability: 0.9999989923887882
Sequence735.csv_1: True Class: C, Predicted: C, Probability: 0.6905590022140741
Sequence736.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999167126
Sequence737.csv_1: True Class: B, Predicted: D, Probability: 0.4233274481189395
Sequence738.csv_1: True Class: C, Predicted: C, Probability: 0.9999999999004642
Sequence739.csv_1: True Class: C, Predicted: C, Probability: 0.9988434074235858
Sequence74.csv_1: True Class: B, Predicted: A, Probability: 0.9999076758710873
Sequence740.csv_1: True Class: D, Predicted: D, Probability: 0.9999999996520013
Sequence741.csv_1: True Class: D, Predicted: A, Probability: 0.9932108054895945
Sequence742.csv_1: True Class: B, Predicted: B, Probability: 0.9999928176701959
Sequence743.csv_1: True Class: A, Predicted: A, Probability: 0.999999913793559
Sequence744.csv_1: True Class: C, Predicted: C, Probability: 0.783796086648057
Sequence745.csv_1: True Class: D, Predicted: C, Probability: 0.7524477610713153
Sequence746.csv_1: True Class: D, Predicted: A, Probability: 0.9999688101328255
Sequence747.csv_1: True Class: D, Predicted: D, Probability: 0.7367541270172173
Sequence748.csv_1: True Class: D, Predicted: A, Probability: 0.9994370934025602
Sequence749.csv_1: True Class: A, Predicted: A, Probability: 0.9999961027296214
Sequence75.csv_1: True Class: A, Predicted: A, Probability: 0.9999999982805152
Sequence750.csv_1: True Class: A, Predicted: D, Probability: 0.9874255378915214
Sequence751.csv_1: True Class: A, Predicted: D, Probability: 0.9925813100134474
Sequence752.csv_1: True Class: D, Predicted: D, Probability: 0.9968555198059253
Sequence753.csv_1: True Class: B, Predicted: A, Probability: 0.9997757745463469
Sequence754.csv_1: True Class: A, Predicted: A, Probability: 0.9999998452486221
Sequence755.csv_1: True Class: A, Predicted: B, Probability: 0.9983991966941324
Sequence756.csv_1: True Class: A, Predicted: A, Probability: 0.9789065563212588
Sequence757.csv_1: True Class: A, Predicted: A, Probability: 0.8145499092046876
Sequence758.csv_1: True Class: A, Predicted: A, Probability: 0.9995958192969656
Sequence759.csv_1: True Class: A, Predicted: B, Probability: 0.9999984988613577
Sequence76.csv_1: True Class: D, Predicted: D, Probability: 0.9994254157219673
Sequence760.csv_1: True Class: C, Predicted: D, Probability: 0.9932374082546096
Sequence761.csv_1: True Class: A, Predicted: A, Probability: 0.9834857896966293
Sequence762.csv_1: True Class: B, Predicted: A, Probability: 0.9998720456354341
Sequence763.csv_1: True Class: A, Predicted: C, Probability: 0.8144193378358604
Sequence764.csv_1: True Class: A, Predicted: A, Probability: 0.8742633539856299
Sequence765.csv_1: True Class: D, Predicted: C, Probability: 0.9999856670662857
Sequence766.csv_1: True Class: B, Predicted: A, Probability: 0.9999999998872232
Sequence767.csv_1: True Class: A, Predicted: A, Probability: 0.5167087164037142
Sequence768.csv_1: True Class: A, Predicted: B, Probability: 0.9992448327399412
Sequence769.csv_1: True Class: A, Predicted: A, Probability: 0.999999999985828
Sequence77.csv_1: True Class: C, Predicted: C, Probability: 0.9998455407312199
Sequence770.csv_1: True Class: A, Predicted: A, Probability: 0.9999927224171988
Sequence771.csv_1: True Class: D, Predicted: C, Probability: 0.9999013279569642
Sequence772.csv_1: True Class: A, Predicted: B, Probability: 0.9999996055680253
Sequence773.csv_1: True Class: D, Predicted: B, Probability: 0.9999518344698143
Sequence774.csv_1: True Class: B, Predicted: C, Probability: 0.8620816250654172
Sequence775.csv_1: True Class: D, Predicted: A, Probability: 0.8407168997784433
Sequence776.csv_1: True Class: A, Predicted: A, Probability: 0.9998541440362864
Sequence777.csv_1: True Class: D, Predicted: C, Probability: 0.9954811072161652
Sequence778.csv_1: True Class: B, Predicted: A, Probability: 0.9999968798351351
Sequence779.csv_1: True Class: D, Predicted: C, Probability: 0.9714616668036681
Sequence78.csv_1: True Class: C, Predicted: B, Probability: 0.5701074266958747
Sequence780.csv_1: True Class: A, Predicted: B, Probability: 0.9999998326175823
Sequence781.csv_1: True Class: A, Predicted: C, Probability: 0.9916123615732158
Sequence782.csv_1: True Class: D, Predicted: D, Probability: 0.9999844321629282
Sequence783.csv_1: True Class: C, Predicted: B, Probability: 0.9788313475532503
Sequence784.csv_1: True Class: D, Predicted: A, Probability: 0.9999999716041138
Sequence785.csv_1: True Class: A, Predicted: A, Probability: 0.9959960568032522
Sequence786.csv_1: True Class: A, Predicted: B, Probability: 0.9999734121223829
Sequence787.csv_1: True Class: D, Predicted: C, Probability: 0.9999999926919307
Sequence788.csv_1: True Class: A, Predicted: C, Probability: 0.9999799317535275
Sequence789.csv_1: True Class: B, Predicted: B, Probability: 0.9997709646848499
Sequence79.csv_1: True Class: C, Predicted: D, Probability: 0.9938876466372786
Sequence790.csv_1: True Class: B, Predicted: A, Probability: 0.9993240711751438
Sequence791.csv_1: True Class: D, Predicted: C, Probability: 0.9551526738401599
Sequence792.csv_1: True Class: B, Predicted: A, Probability: 0.9999947909564699
Sequence793.csv_1: True Class: D, Predicted: D, Probability: 0.9999998673579915
Sequence794.csv_1: True Class: D, Predicted: C, Probability: 0.975228606506546
Sequence795.csv_1: True Class: B, Predicted: B, Probability: 0.9946341175023756
Sequence796.csv_1: True Class: B, Predicted: A, Probability: 0.9999999997246941
Sequence797.csv_1: True Class: A, Predicted: B, Probability: 0.999999988359223
Sequence798.csv_1: True Class: B, Predicted: A, Probability: 0.9999326157912575
Sequence799.csv_1: True Class: A, Predicted: A, Probability: 0.9999992300250764
Sequence8.csv_1: True Class: A, Predicted: A, Probability: 0.9999793879741534
Sequence80.csv_1: True Class: A, Predicted: A, Probability: 0.9950161708770027
Sequence800.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999968
Sequence801.csv_1: True Class: A, Predicted: C, Probability: 0.9999999999480758
Sequence802.csv_1: True Class: A, Predicted: A, Probability: 0.9573908172144883
Sequence803.csv_1: True Class: D, Predicted: B, Probability: 0.9776040159285663
Sequence804.csv_1: True Class: D, Predicted: C, Probability: 0.999953337794266
Sequence805.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998895645
Sequence806.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999158291
Sequence807.csv_1: True Class: A, Predicted: B, Probability: 0.42853062795366337
Sequence808.csv_1: True Class: A, Predicted: A, Probability: 0.9999961387050968
Sequence809.csv_1: True Class: A, Predicted: A, Probability: 0.8001171111484501
Sequence81.csv_1: True Class: B, Predicted: D, Probability: 0.7092704994768796
Sequence810.csv_1: True Class: A, Predicted: D, Probability: 0.9963945920588442
Sequence811.csv_1: True Class: B, Predicted: A, Probability: 0.9999948196299607
Sequence812.csv_1: True Class: B, Predicted: A, Probability: 0.9515599838412226
Sequence813.csv_1: True Class: D, Predicted: D, Probability: 0.6142357855515445
Sequence814.csv_1: True Class: B, Predicted: A, Probability: 0.8567418087312876
Sequence815.csv_1: True Class: A, Predicted: A, Probability: 0.999999999995537
Sequence816.csv_1: True Class: A, Predicted: C, Probability: 0.9991145353049214
Sequence817.csv_1: True Class: A, Predicted: C, Probability: 0.9999999993305495
Sequence818.csv_1: True Class: A, Predicted: B, Probability: 0.9938510953869194
Sequence819.csv_1: True Class: B, Predicted: C, Probability: 0.9993608506414726
Sequence82.csv_1: True Class: A, Predicted: A, Probability: 0.9999943504384154
Sequence820.csv_1: True Class: A, Predicted: B, Probability: 0.9999472169340418
Sequence821.csv_1: True Class: A, Predicted: A, Probability: 0.985413979264606
Sequence822.csv_1: True Class: C, Predicted: C, Probability: 0.9614441229858044
Sequence823.csv_1: True Class: D, Predicted: D, Probability: 0.9921835096439349
Sequence824.csv_1: True Class: A, Predicted: A, Probability: 0.9995455334131388
Sequence825.csv_1: True Class: A, Predicted: C, Probability: 0.8217584708173118
Sequence826.csv_1: True Class: D, Predicted: A, Probability: 0.9999951318501024
Sequence827.csv_1: True Class: D, Predicted: C, Probability: 0.6649178595446998
Sequence828.csv_1: True Class: A, Predicted: A, Probability: 0.994474855983024
Sequence829.csv_1: True Class: D, Predicted: D, Probability: 0.9746378287333094
Sequence83.csv_1: True Class: A, Predicted: A, Probability: 0.9979547261676596
Sequence830.csv_1: True Class: D, Predicted: D, Probability: 0.9999184267565318
Sequence831.csv_1: True Class: D, Predicted: D, Probability: 0.6794507896563251
Sequence832.csv_1: True Class: C, Predicted: C, Probability: 0.9994568476654009
Sequence833.csv_1: True Class: A, Predicted: D, Probability: 0.9892890304979566
Sequence834.csv_1: True Class: A, Predicted: B, Probability: 0.8867661737561311
Sequence835.csv_1: True Class: C, Predicted: A, Probability: 0.9923935214468866
Sequence836.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999988
Sequence837.csv_1: True Class: C, Predicted: B, Probability: 0.999999995663144
Sequence838.csv_1: True Class: A, Predicted: A, Probability: 0.9999999990303494
Sequence839.csv_1: True Class: C, Predicted: C, Probability: 0.8778814651946718
Sequence84.csv_1: True Class: C, Predicted: D, Probability: 0.9999990292546934
Sequence840.csv_1: True Class: C, Predicted: B, Probability: 0.9918252244791101
Sequence841.csv_1: True Class: B, Predicted: B, Probability: 0.9999564262922691
Sequence842.csv_1: True Class: B, Predicted: B, Probability: 0.9999955372814644
Sequence843.csv_1: True Class: B, Predicted: D, Probability: 0.9510338241760664
Sequence844.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence845.csv_1: True Class: A, Predicted: A, Probability: 0.9999398140577892
Sequence846.csv_1: True Class: A, Predicted: B, Probability: 0.9999995448678688
Sequence847.csv_1: True Class: D, Predicted: B, Probability: 0.9770826927387177
Sequence848.csv_1: True Class: C, Predicted: B, Probability: 0.9963017843170067
Sequence849.csv_1: True Class: A, Predicted: C, Probability: 0.9710395827529129
Sequence85.csv_1: True Class: D, Predicted: A, Probability: 0.9927061067647361
Sequence850.csv_1: True Class: D, Predicted: C, Probability: 0.9999999999620355
Sequence851.csv_1: True Class: A, Predicted: A, Probability: 0.9941190835099667
Sequence852.csv_1: True Class: D, Predicted: C, Probability: 0.9999999999017427
Sequence853.csv_1: True Class: D, Predicted: A, Probability: 0.9984198927602593
Sequence854.csv_1: True Class: B, Predicted: B, Probability: 0.999995408783652
Sequence855.csv_1: True Class: A, Predicted: D, Probability: 0.7608856791083805
Sequence856.csv_1: True Class: B, Predicted: A, Probability: 0.9988652813849417
Sequence857.csv_1: True Class: A, Predicted: C, Probability: 0.9862791607539522
Sequence858.csv_1: True Class: B, Predicted: A, Probability: 0.8468875176424678
Sequence859.csv_1: True Class: C, Predicted: C, Probability: 0.7256124746811794
Sequence86.csv_1: True Class: D, Predicted: D, Probability: 0.9992477067328177
Sequence860.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999961101
Sequence861.csv_1: True Class: D, Predicted: D, Probability: 0.9828778415989184
Sequence862.csv_1: True Class: B, Predicted: C, Probability: 0.9999994393666998
Sequence863.csv_1: True Class: D, Predicted: D, Probability: 0.992362770911999
Sequence864.csv_1: True Class: B, Predicted: B, Probability: 0.9999915543304363
Sequence865.csv_1: True Class: A, Predicted: D, Probability: 0.9999974214069369
Sequence866.csv_1: True Class: D, Predicted: B, Probability: 0.9999856667588072
Sequence867.csv_1: True Class: A, Predicted: C, Probability: 0.8988765877286091
Sequence868.csv_1: True Class: A, Predicted: C, Probability: 0.8832803109341378
Sequence869.csv_1: True Class: B, Predicted: B, Probability: 0.9932756417126424
Sequence87.csv_1: True Class: B, Predicted: B, Probability: 0.9999922311994763
Sequence870.csv_1: True Class: C, Predicted: C, Probability: 0.7859033406879745
Sequence871.csv_1: True Class: C, Predicted: A, Probability: 0.93205270714019
Sequence872.csv_1: True Class: A, Predicted: A, Probability: 0.9998954720299313
Sequence873.csv_1: True Class: D, Predicted: D, Probability: 0.999748486561156
Sequence874.csv_1: True Class: A, Predicted: A, Probability: 0.9999987809513571
Sequence875.csv_1: True Class: B, Predicted: A, Probability: 0.9999681905914244
Sequence876.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999326621
Sequence877.csv_1: True Class: B, Predicted: A, Probability: 0.9996669572477958
Sequence878.csv_1: True Class: C, Predicted: D, Probability: 0.9981324816888066
Sequence879.csv_1: True Class: A, Predicted: A, Probability: 0.655643101718129
Sequence88.csv_1: True Class: A, Predicted: D, Probability: 0.9998646193648302
Sequence880.csv_1: True Class: A, Predicted: A, Probability: 0.9879599108255575
