Sequence549.csv_1: True Class: C, Predicted: B, Probability: 0.8346941417613246
Sequence584.csv_1: True Class: C, Predicted: C, Probability: 0.9993123660200633
Sequence585.csv_1: True Class: C, Predicted: B, Probability: 0.9999957731530946
Sequence586.csv_1: True Class: B, Predicted: C, Probability: 0.9568666532397175
Sequence587.csv_1: True Class: B, Predicted: B, Probability: 0.9631135968578989
Sequence588.csv_1: True Class: C, Predicted: B, Probability: 0.7042460309009899
Sequence589.csv_1: True Class: B, Predicted: C, Probability: 0.9418946287430923
Sequence59.csv_1: True Class: B, Predicted: C, Probability: 0.999704949817257
Sequence590.csv_1: True Class: C, Predicted: B, Probability: 0.5533624462303618
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 0.9545768949406472
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.9999373136603137
Sequence593.csv_1: True Class: B, Predicted: C, Probability: 0.9971335837841234
Sequence594.csv_1: True Class: A, Predicted: B, Probability: 0.8131048541463859
Sequence595.csv_1: True Class: A, Predicted: B, Probability: 0.8117359929052449
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.9144557731290346
Sequence597.csv_1: True Class: C, Predicted: A, Probability: 0.9999878926360041
Sequence598.csv_1: True Class: B, Predicted: B, Probability: 0.7386734531038295
Sequence599.csv_1: True Class: C, Predicted: C, Probability: 0.9953410966184796
Sequence6.csv_1: True Class: B, Predicted: B, Probability: 0.9771531770385325
Sequence60.csv_1: True Class: A, Predicted: B, Probability: 0.9790964490251707
Sequence600.csv_1: True Class: C, Predicted: A, Probability: 0.9999813510761512
Sequence601.csv_1: True Class: B, Predicted: B, Probability: 0.8649420063419128
Sequence602.csv_1: True Class: C, Predicted: B, Probability: 0.7054855859946354
Sequence603.csv_1: True Class: C, Predicted: A, Probability: 0.5474047885225304
Sequence604.csv_1: True Class: C, Predicted: A, Probability: 0.6409435480642736
Sequence605.csv_1: True Class: C, Predicted: B, Probability: 0.9999950881528662
Sequence606.csv_1: True Class: A, Predicted: C, Probability: 0.9999013901736598
Sequence607.csv_1: True Class: C, Predicted: B, Probability: 0.9729336053687446
Sequence608.csv_1: True Class: B, Predicted: B, Probability: 0.8658184109706193
Sequence609.csv_1: True Class: C, Predicted: C, Probability: 0.5253801586692505
Sequence61.csv_1: True Class: A, Predicted: C, Probability: 0.6393098460667958
Sequence610.csv_1: True Class: B, Predicted: C, Probability: 0.9999635071108459
Sequence611.csv_1: True Class: C, Predicted: C, Probability: 0.9999968723938519
Sequence612.csv_1: True Class: B, Predicted: A, Probability: 0.7674319990776874
Sequence613.csv_1: True Class: C, Predicted: B, Probability: 0.9954061710206721
Sequence614.csv_1: True Class: B, Predicted: A, Probability: 0.9997475506489699
Sequence615.csv_1: True Class: C, Predicted: C, Probability: 0.9998340699695856
Sequence616.csv_1: True Class: A, Predicted: A, Probability: 0.9994160844321524
Sequence617.csv_1: True Class: C, Predicted: C, Probability: 0.9999076653812632
Sequence618.csv_1: True Class: C, Predicted: C, Probability: 0.454486582719056
Sequence619.csv_1: True Class: C, Predicted: B, Probability: 0.9765608929237857
Sequence62.csv_1: True Class: C, Predicted: B, Probability: 0.9057268441180314
Sequence620.csv_1: True Class: B, Predicted: C, Probability: 0.9999653850641442
Sequence621.csv_1: True Class: C, Predicted: C, Probability: 0.9749122652159237
Sequence622.csv_1: True Class: C, Predicted: C, Probability: 0.9985363539446975
Sequence623.csv_1: True Class: A, Predicted: C, Probability: 0.9497333849052317
Sequence624.csv_1: True Class: A, Predicted: C, Probability: 0.9973323828411379
Sequence625.csv_1: True Class: A, Predicted: B, Probability: 0.8353533210699697
Sequence626.csv_1: True Class: B, Predicted: B, Probability: 0.914740738732223
Sequence627.csv_1: True Class: C, Predicted: B, Probability: 0.9863003737202736
Sequence628.csv_1: True Class: A, Predicted: C, Probability: 0.9626777946146807
Sequence629.csv_1: True Class: B, Predicted: A, Probability: 0.7290838213606985
Sequence63.csv_1: True Class: C, Predicted: B, Probability: 0.9999974038793227
Sequence630.csv_1: True Class: C, Predicted: A, Probability: 0.759064001135645
Sequence631.csv_1: True Class: C, Predicted: C, Probability: 0.8360893692455446
Sequence632.csv_1: True Class: B, Predicted: A, Probability: 0.999298704372203
Sequence633.csv_1: True Class: C, Predicted: A, Probability: 0.9995161547663195
Sequence634.csv_1: True Class: A, Predicted: C, Probability: 0.9998314097868132
Sequence635.csv_1: True Class: A, Predicted: B, Probability: 0.8482873364270516
Sequence636.csv_1: True Class: B, Predicted: C, Probability: 0.9957933347718148
Sequence637.csv_1: True Class: A, Predicted: B, Probability: 0.5712823519342348
Sequence638.csv_1: True Class: B, Predicted: A, Probability: 0.9243891533999729
Sequence639.csv_1: True Class: A, Predicted: B, Probability: 0.5261954684451858
Sequence64.csv_1: True Class: B, Predicted: C, Probability: 0.9569688940222978
Sequence640.csv_1: True Class: C, Predicted: C, Probability: 0.9921624475333678
Sequence641.csv_1: True Class: B, Predicted: A, Probability: 0.9987827633298033
Sequence642.csv_1: True Class: C, Predicted: A, Probability: 0.9927953607676052
Sequence643.csv_1: True Class: A, Predicted: B, Probability: 0.9962140775361462
Sequence644.csv_1: True Class: A, Predicted: C, Probability: 0.9997391322144198
Sequence645.csv_1: True Class: A, Predicted: A, Probability: 0.9677841955330524
Sequence646.csv_1: True Class: B, Predicted: C, Probability: 0.9880990138065547
Sequence647.csv_1: True Class: A, Predicted: B, Probability: 0.6056250875347646
Sequence648.csv_1: True Class: C, Predicted: B, Probability: 0.7914723130719014
Sequence649.csv_1: True Class: C, Predicted: C, Probability: 0.7964008530625133
Sequence65.csv_1: True Class: A, Predicted: A, Probability: 0.5225834975856488
Sequence650.csv_1: True Class: C, Predicted: C, Probability: 0.7746599850209013
Sequence651.csv_1: True Class: A, Predicted: A, Probability: 0.9806920086954963
Sequence652.csv_1: True Class: C, Predicted: C, Probability: 0.9848667707079003
Sequence653.csv_1: True Class: A, Predicted: C, Probability: 0.9929174550011453
Sequence654.csv_1: True Class: A, Predicted: B, Probability: 0.5797025623060539
Sequence655.csv_1: True Class: B, Predicted: C, Probability: 0.9999996153902468
Sequence656.csv_1: True Class: A, Predicted: A, Probability: 0.7689583935532811
Sequence657.csv_1: True Class: A, Predicted: A, Probability: 0.9474947058876062
Sequence658.csv_1: True Class: C, Predicted: C, Probability: 0.9595485726340226
Sequence659.csv_1: True Class: B, Predicted: A, Probability: 0.8557862396035546
Sequence66.csv_1: True Class: C, Predicted: B, Probability: 0.7687179899923934
Sequence660.csv_1: True Class: C, Predicted: B, Probability: 0.6296034959926946
Sequence661.csv_1: True Class: B, Predicted: C, Probability: 0.9665404608290064
Sequence662.csv_1: True Class: C, Predicted: A, Probability: 0.8109276143260884
Sequence663.csv_1: True Class: A, Predicted: C, Probability: 0.7396623379085188
Sequence664.csv_1: True Class: A, Predicted: C, Probability: 0.5454935768312114
Sequence665.csv_1: True Class: B, Predicted: A, Probability: 0.9638959296747124
Sequence666.csv_1: True Class: A, Predicted: C, Probability: 0.9966689322435098
Sequence667.csv_1: True Class: A, Predicted: C, Probability: 0.997515303541389
Sequence668.csv_1: True Class: A, Predicted: B, Probability: 0.7817602321155944
Sequence669.csv_1: True Class: A, Predicted: B, Probability: 0.9969486349165733
Sequence67.csv_1: True Class: A, Predicted: A, Probability: 0.9999905632259899
Sequence670.csv_1: True Class: B, Predicted: A, Probability: 0.9923521438276006
Sequence671.csv_1: True Class: B, Predicted: A, Probability: 0.48104983335851076
Sequence672.csv_1: True Class: B, Predicted: B, Probability: 0.8616853302333716
Sequence673.csv_1: True Class: A, Predicted: A, Probability: 0.9958007964351673
Sequence674.csv_1: True Class: B, Predicted: A, Probability: 0.999989333804457
Sequence675.csv_1: True Class: A, Predicted: B, Probability: 0.9821242831041047
Sequence676.csv_1: True Class: A, Predicted: C, Probability: 0.9368292704959097
Sequence677.csv_1: True Class: B, Predicted: A, Probability: 0.999975209557646
Sequence678.csv_1: True Class: C, Predicted: C, Probability: 0.9956761389248754
Sequence679.csv_1: True Class: B, Predicted: B, Probability: 0.5690799972655891
Sequence68.csv_1: True Class: B, Predicted: C, Probability: 0.9548293090712635
Sequence680.csv_1: True Class: A, Predicted: A, Probability: 0.999994053718102
Sequence681.csv_1: True Class: A, Predicted: C, Probability: 0.8368737301840572
Sequence682.csv_1: True Class: A, Predicted: C, Probability: 0.9930523923223485
Sequence683.csv_1: True Class: A, Predicted: A, Probability: 0.9178175234120044
Sequence684.csv_1: True Class: B, Predicted: B, Probability: 0.9990691012855712
Sequence685.csv_1: True Class: B, Predicted: B, Probability: 0.6231854435562695
Sequence686.csv_1: True Class: C, Predicted: C, Probability: 0.9997961335294926
Sequence687.csv_1: True Class: C, Predicted: A, Probability: 0.941098748756614
Sequence688.csv_1: True Class: C, Predicted: B, Probability: 0.9994871907486771
Sequence689.csv_1: True Class: B, Predicted: B, Probability: 0.9936526380928109
Sequence69.csv_1: True Class: A, Predicted: A, Probability: 0.9992442128236708
Sequence690.csv_1: True Class: B, Predicted: A, Probability: 0.9953258713346009
Sequence691.csv_1: True Class: C, Predicted: A, Probability: 0.8382197468525753
Sequence692.csv_1: True Class: A, Predicted: A, Probability: 0.771227824665471
Sequence693.csv_1: True Class: C, Predicted: C, Probability: 0.9649546845911426
Sequence694.csv_1: True Class: A, Predicted: C, Probability: 0.5623098173287074
Sequence695.csv_1: True Class: C, Predicted: A, Probability: 0.9567724006972508
Sequence696.csv_1: True Class: C, Predicted: C, Probability: 0.8649734894109995
Sequence697.csv_1: True Class: B, Predicted: B, Probability: 0.9274828478316428
Sequence698.csv_1: True Class: B, Predicted: A, Probability: 0.9883814603431107
Sequence699.csv_1: True Class: C, Predicted: A, Probability: 0.608719563278906
Sequence7.csv_1: True Class: C, Predicted: B, Probability: 0.9082618170019867
Sequence70.csv_1: True Class: A, Predicted: B, Probability: 0.501152185347028
Sequence700.csv_1: True Class: B, Predicted: C, Probability: 0.5694338955030188
Sequence701.csv_1: True Class: C, Predicted: B, Probability: 0.9963455136475823
Sequence702.csv_1: True Class: B, Predicted: A, Probability: 0.7503066445867846
Sequence703.csv_1: True Class: C, Predicted: C, Probability: 0.9878292258643872
Sequence704.csv_1: True Class: A, Predicted: B, Probability: 0.9789113429072137
Sequence705.csv_1: True Class: B, Predicted: B, Probability: 0.9889269056538409
Sequence706.csv_1: True Class: C, Predicted: B, Probability: 0.5121683322144714
Sequence707.csv_1: True Class: A, Predicted: C, Probability: 0.7695755601621389
Sequence708.csv_1: True Class: A, Predicted: B, Probability: 0.9832003646363674
Sequence709.csv_1: True Class: C, Predicted: C, Probability: 0.988484962784327
Sequence71.csv_1: True Class: A, Predicted: C, Probability: 0.9964614373582614
Sequence710.csv_1: True Class: C, Predicted: A, Probability: 0.8148910453039739
Sequence711.csv_1: True Class: C, Predicted: B, Probability: 0.5834466114322777
Sequence712.csv_1: True Class: A, Predicted: B, Probability: 0.7064005394480115
Sequence713.csv_1: True Class: B, Predicted: B, Probability: 0.9079106438599857
Sequence714.csv_1: True Class: B, Predicted: C, Probability: 0.9945765517548991
Sequence715.csv_1: True Class: A, Predicted: A, Probability: 0.9979336937036748
Sequence716.csv_1: True Class: B, Predicted: C, Probability: 0.999900907206338
Sequence717.csv_1: True Class: B, Predicted: C, Probability: 0.9917648550552565
Sequence718.csv_1: True Class: B, Predicted: B, Probability: 0.7186330147914055
Sequence719.csv_1: True Class: B, Predicted: A, Probability: 0.8258719262559213
Sequence72.csv_1: True Class: A, Predicted: C, Probability: 0.9331304363181726
Sequence720.csv_1: True Class: B, Predicted: B, Probability: 0.8761839643949636
Sequence721.csv_1: True Class: B, Predicted: B, Probability: 0.9224414607228906
Sequence722.csv_1: True Class: C, Predicted: B, Probability: 0.9903429497389717
Sequence723.csv_1: True Class: B, Predicted: B, Probability: 0.9996186854109536
Sequence724.csv_1: True Class: C, Predicted: A, Probability: 0.9311833177381513
Sequence725.csv_1: True Class: C, Predicted: C, Probability: 0.8941551701124383
Sequence726.csv_1: True Class: C, Predicted: A, Probability: 0.9999441445960418
Sequence727.csv_1: True Class: B, Predicted: B, Probability: 0.9999504021404813
Sequence728.csv_1: True Class: B, Predicted: A, Probability: 0.9839803723243199
Sequence729.csv_1: True Class: C, Predicted: B, Probability: 0.999116047730275
Sequence73.csv_1: True Class: C, Predicted: C, Probability: 0.948448184139234
Sequence730.csv_1: True Class: B, Predicted: B, Probability: 0.5247882060355714
Sequence731.csv_1: True Class: A, Predicted: B, Probability: 0.9878767078860156
Sequence732.csv_1: True Class: C, Predicted: A, Probability: 0.49009406025142216
Sequence733.csv_1: True Class: B, Predicted: C, Probability: 0.8073940839959084
Sequence734.csv_1: True Class: B, Predicted: C, Probability: 0.9866075418778611
Sequence735.csv_1: True Class: B, Predicted: A, Probability: 0.9999995050169108
Sequence736.csv_1: True Class: B, Predicted: B, Probability: 0.9963568484225436
Sequence737.csv_1: True Class: C, Predicted: C, Probability: 0.955590823343744
Sequence738.csv_1: True Class: B, Predicted: B, Probability: 0.8257984135042157
Sequence739.csv_1: True Class: C, Predicted: B, Probability: 0.6525614723534539
Sequence74.csv_1: True Class: C, Predicted: A, Probability: 0.9650430514350044
Sequence740.csv_1: True Class: C, Predicted: C, Probability: 0.9995430590882576
Sequence741.csv_1: True Class: C, Predicted: B, Probability: 0.9349117562151276
Sequence742.csv_1: True Class: C, Predicted: C, Probability: 0.7349503788839342
Sequence743.csv_1: True Class: C, Predicted: C, Probability: 0.8912555964530554
Sequence744.csv_1: True Class: B, Predicted: B, Probability: 0.9998129176901318
Sequence745.csv_1: True Class: C, Predicted: C, Probability: 0.6860300475344961
Sequence746.csv_1: True Class: A, Predicted: B, Probability: 0.9937021099628627
Sequence747.csv_1: True Class: C, Predicted: B, Probability: 0.6533593625768958
Sequence748.csv_1: True Class: A, Predicted: A, Probability: 0.9995656770008393
Sequence749.csv_1: True Class: A, Predicted: A, Probability: 0.5687838720563881
Sequence75.csv_1: True Class: B, Predicted: B, Probability: 0.49068774098038936
Sequence750.csv_1: True Class: C, Predicted: A, Probability: 0.9592821809462809
Sequence751.csv_1: True Class: B, Predicted: A, Probability: 0.9995615692191497
Sequence752.csv_1: True Class: B, Predicted: B, Probability: 0.9898162634693963
Sequence753.csv_1: True Class: B, Predicted: B, Probability: 0.8504025441849796
Sequence754.csv_1: True Class: C, Predicted: C, Probability: 0.9999983813484696
Sequence755.csv_1: True Class: C, Predicted: B, Probability: 0.8877291112800885
Sequence756.csv_1: True Class: C, Predicted: A, Probability: 0.9982099572250352
Sequence757.csv_1: True Class: A, Predicted: C, Probability: 0.8041690935797742
Sequence758.csv_1: True Class: B, Predicted: A, Probability: 0.7707308829296693
Sequence759.csv_1: True Class: A, Predicted: A, Probability: 0.888864715691556
Sequence76.csv_1: True Class: C, Predicted: B, Probability: 0.950422333941225
Sequence760.csv_1: True Class: A, Predicted: C, Probability: 0.5809934448288556
Sequence761.csv_1: True Class: A, Predicted: B, Probability: 0.9877000087334303
Sequence762.csv_1: True Class: C, Predicted: B, Probability: 0.9887534491399179
Sequence763.csv_1: True Class: B, Predicted: C, Probability: 0.9936220658512344
Sequence764.csv_1: True Class: B, Predicted: A, Probability: 0.9941494907201702
Sequence765.csv_1: True Class: B, Predicted: C, Probability: 0.9164457389775582
Sequence766.csv_1: True Class: A, Predicted: B, Probability: 0.9982516638945945
Sequence767.csv_1: True Class: A, Predicted: A, Probability: 0.8810512548928802
Sequence768.csv_1: True Class: B, Predicted: A, Probability: 0.5066397704832478
Sequence769.csv_1: True Class: C, Predicted: A, Probability: 0.903012161041737
Sequence77.csv_1: True Class: B, Predicted: B, Probability: 0.9992358278897862
Sequence770.csv_1: True Class: A, Predicted: C, Probability: 0.6473369357255131
Sequence771.csv_1: True Class: B, Predicted: C, Probability: 0.9739925445724167
Sequence772.csv_1: True Class: C, Predicted: A, Probability: 0.9989233026023735
Sequence773.csv_1: True Class: C, Predicted: C, Probability: 0.9677875371527134
Sequence774.csv_1: True Class: B, Predicted: A, Probability: 0.867465396584392
Sequence775.csv_1: True Class: C, Predicted: C, Probability: 0.9998292505383672
Sequence776.csv_1: True Class: C, Predicted: A, Probability: 0.7778619874090417
Sequence777.csv_1: True Class: C, Predicted: A, Probability: 0.9989603496109121
Sequence778.csv_1: True Class: C, Predicted: A, Probability: 0.5274133756947046
Sequence779.csv_1: True Class: C, Predicted: C, Probability: 0.9999802146183864
Sequence78.csv_1: True Class: C, Predicted: C, Probability: 0.9996450445201667
Sequence780.csv_1: True Class: C, Predicted: A, Probability: 0.9995431437618172
Sequence781.csv_1: True Class: A, Predicted: B, Probability: 0.568274285348909
Sequence782.csv_1: True Class: A, Predicted: C, Probability: 0.9749371408952008
Sequence783.csv_1: True Class: A, Predicted: B, Probability: 0.7284792023358436
Sequence784.csv_1: True Class: A, Predicted: A, Probability: 0.9336907980601119
Sequence785.csv_1: True Class: A, Predicted: B, Probability: 0.7348352139104287
Sequence786.csv_1: True Class: B, Predicted: C, Probability: 0.6300821389291409
Sequence787.csv_1: True Class: B, Predicted: A, Probability: 0.9997504539510361
Sequence788.csv_1: True Class: B, Predicted: A, Probability: 0.9985550878174696
Sequence789.csv_1: True Class: A, Predicted: A, Probability: 0.9667667382183912
Sequence79.csv_1: True Class: C, Predicted: B, Probability: 0.9007768452548518
Sequence790.csv_1: True Class: B, Predicted: A, Probability: 0.9969267794784858
Sequence791.csv_1: True Class: C, Predicted: C, Probability: 0.9999697762958268
Sequence792.csv_1: True Class: C, Predicted: A, Probability: 0.9926155998310379
Sequence793.csv_1: True Class: C, Predicted: B, Probability: 0.8525622273168985
Sequence794.csv_1: True Class: C, Predicted: B, Probability: 0.8202407045540994
Sequence795.csv_1: True Class: A, Predicted: B, Probability: 0.4259067799473923
Sequence796.csv_1: True Class: B, Predicted: B, Probability: 0.6228157219880456
Sequence797.csv_1: True Class: C, Predicted: C, Probability: 0.9917883502503565
Sequence798.csv_1: True Class: B, Predicted: C, Probability: 0.7522003419112177
Sequence799.csv_1: True Class: A, Predicted: B, Probability: 0.8981968199397461
Sequence8.csv_1: True Class: B, Predicted: C, Probability: 0.9999582512972193
Sequence80.csv_1: True Class: C, Predicted: B, Probability: 0.9297199476186401
Sequence800.csv_1: True Class: C, Predicted: B, Probability: 0.7054076149749732
Sequence801.csv_1: True Class: B, Predicted: B, Probability: 0.735132844888721
Sequence802.csv_1: True Class: B, Predicted: C, Probability: 0.9976267142601399
Sequence803.csv_1: True Class: B, Predicted: C, Probability: 0.999954940039165
Sequence804.csv_1: True Class: B, Predicted: A, Probability: 0.9949526583779658
Sequence805.csv_1: True Class: C, Predicted: C, Probability: 0.5972263349887151
Sequence806.csv_1: True Class: A, Predicted: B, Probability: 0.8728874802205886
Sequence807.csv_1: True Class: B, Predicted: A, Probability: 0.9992710744484841
Sequence808.csv_1: True Class: A, Predicted: A, Probability: 0.6391199451259254
Sequence809.csv_1: True Class: B, Predicted: A, Probability: 0.9998058982822079
Sequence81.csv_1: True Class: C, Predicted: A, Probability: 0.8733411591996442
Sequence810.csv_1: True Class: A, Predicted: A, Probability: 0.950256079913214
Sequence811.csv_1: True Class: B, Predicted: A, Probability: 0.6412486952202063
Sequence812.csv_1: True Class: B, Predicted: B, Probability: 0.6576663737411942
Sequence813.csv_1: True Class: A, Predicted: A, Probability: 0.7727781222188049
Sequence814.csv_1: True Class: B, Predicted: C, Probability: 0.9805516164311185
Sequence815.csv_1: True Class: B, Predicted: B, Probability: 0.9991907417872455
Sequence816.csv_1: True Class: C, Predicted: A, Probability: 0.9999877708871769
Sequence817.csv_1: True Class: C, Predicted: C, Probability: 0.9705991106818496
Sequence818.csv_1: True Class: B, Predicted: C, Probability: 0.9076825327704855
Sequence819.csv_1: True Class: A, Predicted: B, Probability: 0.9989398150428815
Sequence82.csv_1: True Class: A, Predicted: B, Probability: 0.986647353174125
Sequence820.csv_1: True Class: C, Predicted: A, Probability: 0.9999904814780667
Sequence821.csv_1: True Class: B, Predicted: C, Probability: 0.8838121350281978
Sequence822.csv_1: True Class: A, Predicted: B, Probability: 0.9955151518974426
Sequence823.csv_1: True Class: C, Predicted: C, Probability: 0.9980736258259932
Sequence824.csv_1: True Class: C, Predicted: B, Probability: 0.50662611403238
Sequence825.csv_1: True Class: C, Predicted: A, Probability: 0.9128165163514679
Sequence826.csv_1: True Class: B, Predicted: A, Probability: 0.9898567701849273
Sequence827.csv_1: True Class: B, Predicted: C, Probability: 0.9652290250161967
Sequence828.csv_1: True Class: A, Predicted: B, Probability: 0.8537512853719101
Sequence829.csv_1: True Class: B, Predicted: B, Probability: 0.9999864347568732
Sequence83.csv_1: True Class: C, Predicted: B, Probability: 0.9332106625900701
Sequence830.csv_1: True Class: C, Predicted: B, Probability: 0.8966777019919809
Sequence831.csv_1: True Class: C, Predicted: C, Probability: 0.6085500839015573
Sequence832.csv_1: True Class: B, Predicted: B, Probability: 0.651005647306224
Sequence833.csv_1: True Class: C, Predicted: A, Probability: 0.5662279284927131
Sequence834.csv_1: True Class: B, Predicted: C, Probability: 0.9600462897980014
Sequence835.csv_1: True Class: B, Predicted: B, Probability: 0.8147592496563065
Sequence836.csv_1: True Class: B, Predicted: A, Probability: 0.8716306471746217
Sequence837.csv_1: True Class: B, Predicted: A, Probability: 0.5205189123798145
Sequence838.csv_1: True Class: C, Predicted: C, Probability: 0.9993200818207207
Sequence839.csv_1: True Class: B, Predicted: A, Probability: 0.9998540520262607
Sequence84.csv_1: True Class: A, Predicted: C, Probability: 0.5173801210740628
Sequence840.csv_1: True Class: B, Predicted: C, Probability: 0.9976182345595933
Sequence841.csv_1: True Class: C, Predicted: A, Probability: 0.9412170429979874
Sequence842.csv_1: True Class: C, Predicted: B, Probability: 0.9680888594605527
Sequence843.csv_1: True Class: C, Predicted: A, Probability: 0.8850936537769772
Sequence844.csv_1: True Class: C, Predicted: C, Probability: 0.9870795693928487
Sequence845.csv_1: True Class: C, Predicted: A, Probability: 0.854970802888621
Sequence846.csv_1: True Class: B, Predicted: B, Probability: 0.9982468045160012
Sequence847.csv_1: True Class: B, Predicted: A, Probability: 0.870436906722828
Sequence848.csv_1: True Class: A, Predicted: A, Probability: 0.7144419100203006
Sequence849.csv_1: True Class: C, Predicted: A, Probability: 0.9002656920486245
Sequence85.csv_1: True Class: C, Predicted: A, Probability: 0.6133630187995311
Sequence850.csv_1: True Class: C, Predicted: B, Probability: 0.8559141149835762
Sequence851.csv_1: True Class: B, Predicted: A, Probability: 0.5553999432085441
Sequence852.csv_1: True Class: A, Predicted: B, Probability: 0.9814691746787705
Sequence853.csv_1: True Class: C, Predicted: B, Probability: 0.7443422746446018
Sequence854.csv_1: True Class: C, Predicted: A, Probability: 0.9997789342431331
Sequence855.csv_1: True Class: B, Predicted: C, Probability: 0.8528805504940214
Sequence856.csv_1: True Class: C, Predicted: A, Probability: 0.9865643867023569
Sequence857.csv_1: True Class: B, Predicted: B, Probability: 0.9892507076074569
Sequence858.csv_1: True Class: B, Predicted: C, Probability: 0.9941458299573065
Sequence859.csv_1: True Class: C, Predicted: B, Probability: 0.3875150262795551
Sequence86.csv_1: True Class: B, Predicted: C, Probability: 0.6946034701517679
Sequence860.csv_1: True Class: A, Predicted: B, Probability: 0.982864058157752
Sequence861.csv_1: True Class: C, Predicted: B, Probability: 0.9297562412024676
Sequence862.csv_1: True Class: C, Predicted: B, Probability: 0.9998418439725849
Sequence863.csv_1: True Class: A, Predicted: A, Probability: 0.9414554915865267
Sequence864.csv_1: True Class: C, Predicted: C, Probability: 0.9999899177428987
Sequence865.csv_1: True Class: C, Predicted: A, Probability: 0.860699576706391
Sequence866.csv_1: True Class: A, Predicted: C, Probability: 0.9569180771725124
Sequence867.csv_1: True Class: A, Predicted: A, Probability: 0.9902835123354466
Sequence868.csv_1: True Class: B, Predicted: B, Probability: 0.7061786157227069
Sequence869.csv_1: True Class: C, Predicted: A, Probability: 0.9994041262247201
Sequence87.csv_1: True Class: A, Predicted: C, Probability: 0.9881100197593238
Sequence870.csv_1: True Class: C, Predicted: C, Probability: 0.9961771894819297
Sequence871.csv_1: True Class: B, Predicted: B, Probability: 0.9283226829174883
Sequence872.csv_1: True Class: A, Predicted: C, Probability: 0.6214854006511835
Sequence873.csv_1: True Class: C, Predicted: B, Probability: 0.9607987812106392
Sequence874.csv_1: True Class: A, Predicted: C, Probability: 0.9268963963048987
Sequence875.csv_1: True Class: B, Predicted: A, Probability: 0.9956410398533699
Sequence876.csv_1: True Class: A, Predicted: C, Probability: 0.9718020564993662
Sequence877.csv_1: True Class: B, Predicted: B, Probability: 0.6485558397919509
Sequence878.csv_1: True Class: C, Predicted: B, Probability: 0.6004191377891295
Sequence879.csv_1: True Class: A, Predicted: A, Probability: 0.9262948600959794
Sequence88.csv_1: True Class: B, Predicted: A, Probability: 0.9332427627978381
