Sequence549.csv_1: True Class: C, Predicted: B, Probability: 0.9999540562337906
Sequence779.csv_1: True Class: C, Predicted: C, Probability: 0.9999999751977755
Sequence78.csv_1: True Class: C, Predicted: C, Probability: 0.9999952218150293
Sequence780.csv_1: True Class: C, Predicted: A, Probability: 0.9712144012840389
Sequence781.csv_1: True Class: A, Predicted: A, Probability: 0.9427967890126012
Sequence782.csv_1: True Class: A, Predicted: C, Probability: 0.9528018197348979
Sequence783.csv_1: True Class: A, Predicted: C, Probability: 0.9150182574184481
Sequence784.csv_1: True Class: A, Predicted: B, Probability: 0.740149137010419
Sequence785.csv_1: True Class: A, Predicted: B, Probability: 0.7926009815052998
Sequence786.csv_1: True Class: B, Predicted: B, Probability: 0.9702860677631961
Sequence787.csv_1: True Class: B, Predicted: A, Probability: 0.999999981272728
Sequence788.csv_1: True Class: B, Predicted: A, Probability: 0.9999064036516999
Sequence789.csv_1: True Class: A, Predicted: C, Probability: 0.8432529861857078
Sequence79.csv_1: True Class: C, Predicted: C, Probability: 0.9992541499942994
Sequence790.csv_1: True Class: B, Predicted: A, Probability: 0.9993604650961452
Sequence791.csv_1: True Class: C, Predicted: C, Probability: 0.9999999167686652
Sequence792.csv_1: True Class: C, Predicted: A, Probability: 0.9988365330109389
Sequence793.csv_1: True Class: C, Predicted: A, Probability: 0.9815056223635658
Sequence794.csv_1: True Class: C, Predicted: C, Probability: 0.9133038425127273
Sequence795.csv_1: True Class: A, Predicted: C, Probability: 0.9231195136040993
Sequence796.csv_1: True Class: B, Predicted: B, Probability: 0.968625673145039
Sequence797.csv_1: True Class: C, Predicted: C, Probability: 0.9999781515742783
Sequence798.csv_1: True Class: B, Predicted: A, Probability: 0.7948889389054938
Sequence799.csv_1: True Class: A, Predicted: B, Probability: 0.9982285109251116
Sequence8.csv_1: True Class: B, Predicted: C, Probability: 0.9999255551695955
Sequence80.csv_1: True Class: C, Predicted: C, Probability: 0.9975203618318027
Sequence800.csv_1: True Class: C, Predicted: C, Probability: 0.6484432104557738
Sequence801.csv_1: True Class: B, Predicted: B, Probability: 0.9993161701932919
Sequence802.csv_1: True Class: B, Predicted: C, Probability: 0.9978781065832972
Sequence803.csv_1: True Class: B, Predicted: C, Probability: 0.8079258865031568
Sequence804.csv_1: True Class: B, Predicted: A, Probability: 0.9866895208654011
Sequence805.csv_1: True Class: C, Predicted: C, Probability: 0.9641574836047211
Sequence806.csv_1: True Class: A, Predicted: C, Probability: 0.7016808972924677
Sequence807.csv_1: True Class: B, Predicted: A, Probability: 0.9989199428048434
Sequence808.csv_1: True Class: A, Predicted: C, Probability: 0.9167324612140961
Sequence809.csv_1: True Class: B, Predicted: A, Probability: 0.9895125666570052
Sequence81.csv_1: True Class: C, Predicted: C, Probability: 0.6732071326527177
Sequence810.csv_1: True Class: A, Predicted: C, Probability: 0.9998956105619901
Sequence811.csv_1: True Class: B, Predicted: C, Probability: 0.8009488075889518
Sequence812.csv_1: True Class: B, Predicted: A, Probability: 0.9995918234325423
Sequence813.csv_1: True Class: A, Predicted: B, Probability: 0.8806283351816385
Sequence814.csv_1: True Class: B, Predicted: B, Probability: 0.6021399373475924
Sequence815.csv_1: True Class: B, Predicted: B, Probability: 0.9971486754466143
Sequence816.csv_1: True Class: C, Predicted: A, Probability: 0.9999808663904259
Sequence817.csv_1: True Class: C, Predicted: B, Probability: 0.9997087472881558
Sequence818.csv_1: True Class: B, Predicted: C, Probability: 0.9810200691557027
Sequence819.csv_1: True Class: A, Predicted: C, Probability: 0.9999104386066391
Sequence82.csv_1: True Class: A, Predicted: B, Probability: 0.9999797579885966
Sequence820.csv_1: True Class: C, Predicted: A, Probability: 0.9970202500015022
Sequence821.csv_1: True Class: B, Predicted: C, Probability: 0.9830571014585343
Sequence822.csv_1: True Class: A, Predicted: B, Probability: 0.9357987253185768
Sequence823.csv_1: True Class: C, Predicted: C, Probability: 0.9489822703296202
Sequence824.csv_1: True Class: C, Predicted: B, Probability: 0.945703578259705
Sequence825.csv_1: True Class: C, Predicted: C, Probability: 0.5044772381707175
Sequence826.csv_1: True Class: B, Predicted: B, Probability: 0.8964957081053766
Sequence827.csv_1: True Class: B, Predicted: C, Probability: 0.9699683308123449
Sequence828.csv_1: True Class: A, Predicted: B, Probability: 0.9924189251146411
Sequence829.csv_1: True Class: B, Predicted: B, Probability: 0.9694888453459781
Sequence83.csv_1: True Class: C, Predicted: C, Probability: 0.9925015331907228
Sequence830.csv_1: True Class: C, Predicted: A, Probability: 0.998865447207931
Sequence831.csv_1: True Class: C, Predicted: C, Probability: 0.9687546513235062
Sequence832.csv_1: True Class: B, Predicted: A, Probability: 0.9999999877330245
Sequence833.csv_1: True Class: C, Predicted: C, Probability: 0.936837151914589
Sequence834.csv_1: True Class: B, Predicted: C, Probability: 0.992087245451102
Sequence835.csv_1: True Class: B, Predicted: B, Probability: 0.9817115424046551
Sequence836.csv_1: True Class: B, Predicted: B, Probability: 0.5869980892542072
Sequence837.csv_1: True Class: B, Predicted: C, Probability: 0.9997682219718114
Sequence838.csv_1: True Class: C, Predicted: C, Probability: 0.9925765268388754
Sequence839.csv_1: True Class: B, Predicted: A, Probability: 0.9795527208204192
Sequence84.csv_1: True Class: A, Predicted: B, Probability: 0.8919701359044305
Sequence840.csv_1: True Class: B, Predicted: C, Probability: 0.999426344504679
Sequence841.csv_1: True Class: C, Predicted: A, Probability: 0.7777995255372249
Sequence842.csv_1: True Class: C, Predicted: C, Probability: 0.5892127518037954
Sequence843.csv_1: True Class: C, Predicted: A, Probability: 0.9982594222893573
Sequence844.csv_1: True Class: C, Predicted: A, Probability: 0.9998958618266282
Sequence845.csv_1: True Class: C, Predicted: A, Probability: 0.8112477336651954
Sequence846.csv_1: True Class: B, Predicted: B, Probability: 0.9999759806265114
Sequence847.csv_1: True Class: B, Predicted: A, Probability: 0.7342117845059983
Sequence848.csv_1: True Class: A, Predicted: B, Probability: 0.9936191815282301
Sequence849.csv_1: True Class: C, Predicted: B, Probability: 0.9709354525483362
Sequence85.csv_1: True Class: C, Predicted: C, Probability: 0.9556108846073635
Sequence850.csv_1: True Class: C, Predicted: C, Probability: 0.9896097372706606
Sequence851.csv_1: True Class: B, Predicted: B, Probability: 0.6502631611235609
Sequence852.csv_1: True Class: A, Predicted: A, Probability: 0.46541756968117176
Sequence853.csv_1: True Class: C, Predicted: B, Probability: 0.9856129345748132
Sequence854.csv_1: True Class: C, Predicted: A, Probability: 0.9999262273697386
Sequence855.csv_1: True Class: B, Predicted: B, Probability: 0.9999999945065471
Sequence856.csv_1: True Class: C, Predicted: A, Probability: 0.9972518175835973
Sequence857.csv_1: True Class: B, Predicted: B, Probability: 0.9999793184714377
Sequence858.csv_1: True Class: B, Predicted: B, Probability: 0.9995684314368438
Sequence859.csv_1: True Class: C, Predicted: A, Probability: 0.9998020707511855
Sequence86.csv_1: True Class: B, Predicted: C, Probability: 0.9975896421303564
Sequence860.csv_1: True Class: A, Predicted: B, Probability: 0.9999856050397912
Sequence861.csv_1: True Class: C, Predicted: B, Probability: 0.8738594257549118
Sequence862.csv_1: True Class: C, Predicted: B, Probability: 0.990543684821731
Sequence863.csv_1: True Class: A, Predicted: B, Probability: 0.5993400531008933
Sequence864.csv_1: True Class: C, Predicted: C, Probability: 0.9999995969727679
Sequence865.csv_1: True Class: C, Predicted: A, Probability: 0.9999947463114316
Sequence866.csv_1: True Class: A, Predicted: C, Probability: 0.9985208912597712
Sequence867.csv_1: True Class: A, Predicted: B, Probability: 0.9688991661190939
Sequence868.csv_1: True Class: B, Predicted: A, Probability: 0.9618316869937305
Sequence869.csv_1: True Class: C, Predicted: A, Probability: 0.7061328253589206
Sequence87.csv_1: True Class: A, Predicted: B, Probability: 0.9961609675158712
Sequence870.csv_1: True Class: C, Predicted: A, Probability: 0.49478185527431945
Sequence871.csv_1: True Class: B, Predicted: C, Probability: 0.9996924963132212
Sequence872.csv_1: True Class: A, Predicted: C, Probability: 0.983997493491112
Sequence873.csv_1: True Class: C, Predicted: B, Probability: 0.9784923312061287
Sequence874.csv_1: True Class: A, Predicted: B, Probability: 0.9971971687221376
Sequence875.csv_1: True Class: B, Predicted: C, Probability: 0.9995233348624804
Sequence876.csv_1: True Class: A, Predicted: C, Probability: 0.9147752485756191
Sequence877.csv_1: True Class: B, Predicted: A, Probability: 0.9031902195832598
Sequence878.csv_1: True Class: C, Predicted: B, Probability: 0.7660967918064479
Sequence879.csv_1: True Class: A, Predicted: A, Probability: 0.7360708177882397
Sequence88.csv_1: True Class: B, Predicted: C, Probability: 0.9999841428716437
