Sequence549.csv_1: True Class: A, Predicted: C, Probability: 0.7708511611317422
Sequence701.csv_1: True Class: B, Predicted: A, Probability: 0.9952602462138508
Sequence702.csv_1: True Class: A, Predicted: A, Probability: 0.9805770310712085
Sequence703.csv_1: True Class: C, Predicted: C, Probability: 0.8644941172104298
Sequence704.csv_1: True Class: C, Predicted: B, Probability: 0.5991410302324641
Sequence705.csv_1: True Class: A, Predicted: A, Probability: 0.9886646828472716
Sequence706.csv_1: True Class: B, Predicted: C, Probability: 0.9762243832112956
Sequence707.csv_1: True Class: B, Predicted: B, Probability: 0.8465010380214473
Sequence708.csv_1: True Class: A, Predicted: A, Probability: 0.9999572783052758
Sequence709.csv_1: True Class: A, Predicted: A, Probability: 0.9988127509258831
Sequence71.csv_1: True Class: A, Predicted: B, Probability: 0.9998989923442858
Sequence710.csv_1: True Class: A, Predicted: A, Probability: 0.9625104234577079
Sequence711.csv_1: True Class: B, Predicted: B, Probability: 0.7896454597012367
Sequence712.csv_1: True Class: B, Predicted: B, Probability: 0.9370023178891915
Sequence713.csv_1: True Class: B, Predicted: A, Probability: 0.8674727566424856
Sequence714.csv_1: True Class: C, Predicted: A, Probability: 0.9999994718555856
Sequence715.csv_1: True Class: C, Predicted: C, Probability: 0.9752138473867437
Sequence716.csv_1: True Class: B, Predicted: B, Probability: 0.5917572715526846
Sequence717.csv_1: True Class: A, Predicted: A, Probability: 0.9999999956579787
Sequence718.csv_1: True Class: A, Predicted: B, Probability: 0.999999240810941
Sequence719.csv_1: True Class: A, Predicted: A, Probability: 0.8819720212317619
Sequence72.csv_1: True Class: C, Predicted: B, Probability: 0.9938494870980916
Sequence720.csv_1: True Class: A, Predicted: A, Probability: 0.9920486092446711
Sequence721.csv_1: True Class: A, Predicted: A, Probability: 0.9999934148846498
Sequence722.csv_1: True Class: A, Predicted: A, Probability: 0.9999999665808267
Sequence723.csv_1: True Class: A, Predicted: B, Probability: 0.9994689383227057
Sequence724.csv_1: True Class: A, Predicted: C, Probability: 0.8711609802214781
Sequence725.csv_1: True Class: A, Predicted: A, Probability: 0.9999712622042296
Sequence726.csv_1: True Class: A, Predicted: A, Probability: 0.6021220276434592
Sequence727.csv_1: True Class: A, Predicted: A, Probability: 0.9981805210664288
Sequence728.csv_1: True Class: A, Predicted: A, Probability: 0.9999999725927575
Sequence729.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999517197
Sequence73.csv_1: True Class: B, Predicted: B, Probability: 0.6821287222729571
Sequence730.csv_1: True Class: A, Predicted: C, Probability: 0.873177648890876
Sequence731.csv_1: True Class: A, Predicted: A, Probability: 0.820247385950855
Sequence732.csv_1: True Class: B, Predicted: C, Probability: 0.9697172966736524
Sequence733.csv_1: True Class: B, Predicted: C, Probability: 0.9999952755870156
Sequence734.csv_1: True Class: A, Predicted: B, Probability: 0.5184669091873008
Sequence735.csv_1: True Class: B, Predicted: B, Probability: 0.6764182304292156
Sequence736.csv_1: True Class: C, Predicted: C, Probability: 0.9883000065149722
Sequence737.csv_1: True Class: C, Predicted: C, Probability: 0.936222972100435
Sequence738.csv_1: True Class: B, Predicted: A, Probability: 0.7793361512612071
Sequence739.csv_1: True Class: C, Predicted: B, Probability: 0.9759342216217133
Sequence74.csv_1: True Class: C, Predicted: A, Probability: 0.9898942442210849
Sequence740.csv_1: True Class: A, Predicted: B, Probability: 0.9952458579926547
Sequence741.csv_1: True Class: A, Predicted: A, Probability: 0.9018092114964018
Sequence742.csv_1: True Class: B, Predicted: B, Probability: 0.8868583042857856
Sequence743.csv_1: True Class: B, Predicted: B, Probability: 0.8703031928434929
Sequence744.csv_1: True Class: C, Predicted: C, Probability: 0.9981652735195965
Sequence745.csv_1: True Class: A, Predicted: C, Probability: 0.9379530228425668
Sequence746.csv_1: True Class: C, Predicted: B, Probability: 0.9257850300637835
Sequence747.csv_1: True Class: A, Predicted: A, Probability: 0.9981202225062258
Sequence748.csv_1: True Class: B, Predicted: C, Probability: 0.9982530053644096
Sequence749.csv_1: True Class: A, Predicted: A, Probability: 0.9999634716275205
Sequence75.csv_1: True Class: A, Predicted: A, Probability: 0.9989937806888224
Sequence750.csv_1: True Class: A, Predicted: B, Probability: 0.5188018533756389
Sequence751.csv_1: True Class: C, Predicted: A, Probability: 0.9971955002180175
Sequence752.csv_1: True Class: A, Predicted: A, Probability: 0.9987934395418265
Sequence753.csv_1: True Class: C, Predicted: C, Probability: 0.9999689423094418
Sequence754.csv_1: True Class: C, Predicted: B, Probability: 0.9446233463846048
Sequence755.csv_1: True Class: B, Predicted: A, Probability: 0.8531263464080937
Sequence756.csv_1: True Class: B, Predicted: B, Probability: 0.9996066801828469
Sequence757.csv_1: True Class: A, Predicted: B, Probability: 0.7575459184642398
Sequence758.csv_1: True Class: A, Predicted: A, Probability: 0.9998930406626619
Sequence759.csv_1: True Class: A, Predicted: B, Probability: 0.4102232808968606
Sequence76.csv_1: True Class: A, Predicted: A, Probability: 0.9927867516619694
Sequence760.csv_1: True Class: B, Predicted: B, Probability: 0.50339827365501
Sequence761.csv_1: True Class: A, Predicted: A, Probability: 0.5045820250790649
Sequence762.csv_1: True Class: C, Predicted: C, Probability: 0.914212322122634
Sequence763.csv_1: True Class: C, Predicted: C, Probability: 0.9999922110670647
Sequence764.csv_1: True Class: B, Predicted: B, Probability: 0.7439167751442485
Sequence765.csv_1: True Class: B, Predicted: B, Probability: 0.9999938213074001
Sequence766.csv_1: True Class: A, Predicted: C, Probability: 0.9999364750681624
Sequence767.csv_1: True Class: A, Predicted: B, Probability: 0.5739676846081312
Sequence768.csv_1: True Class: A, Predicted: A, Probability: 0.7914044308871604
Sequence769.csv_1: True Class: A, Predicted: A, Probability: 0.9978551469490429
Sequence77.csv_1: True Class: B, Predicted: B, Probability: 0.7905414737924582
Sequence770.csv_1: True Class: C, Predicted: C, Probability: 0.9999741181712773
Sequence771.csv_1: True Class: A, Predicted: B, Probability: 0.9319064248846757
Sequence772.csv_1: True Class: C, Predicted: C, Probability: 0.9727619999983749
Sequence773.csv_1: True Class: B, Predicted: A, Probability: 0.7958077235364246
Sequence774.csv_1: True Class: B, Predicted: B, Probability: 0.5846198803257149
Sequence775.csv_1: True Class: A, Predicted: B, Probability: 0.7663854463139114
Sequence776.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999816935
Sequence777.csv_1: True Class: A, Predicted: C, Probability: 0.9993299131277155
Sequence778.csv_1: True Class: C, Predicted: C, Probability: 0.9999991704869923
Sequence779.csv_1: True Class: A, Predicted: B, Probability: 0.9938292727823965
Sequence78.csv_1: True Class: B, Predicted: B, Probability: 0.7607901235209389
Sequence780.csv_1: True Class: B, Predicted: A, Probability: 0.7633774878826667
Sequence781.csv_1: True Class: A, Predicted: A, Probability: 0.5603738694344459
Sequence782.csv_1: True Class: B, Predicted: B, Probability: 0.9768942603570508
Sequence783.csv_1: True Class: C, Predicted: C, Probability: 0.7470693251850314
Sequence784.csv_1: True Class: A, Predicted: A, Probability: 0.7207602975686365
Sequence785.csv_1: True Class: A, Predicted: C, Probability: 0.9090075873462228
Sequence786.csv_1: True Class: A, Predicted: B, Probability: 0.9090909547360545
Sequence787.csv_1: True Class: A, Predicted: A, Probability: 0.4713490648184384
Sequence788.csv_1: True Class: C, Predicted: B, Probability: 0.9520419867622079
Sequence789.csv_1: True Class: B, Predicted: C, Probability: 0.7869268086783223
Sequence79.csv_1: True Class: B, Predicted: A, Probability: 0.9974810373962986
Sequence790.csv_1: True Class: B, Predicted: A, Probability: 0.7113542541769737
Sequence791.csv_1: True Class: A, Predicted: B, Probability: 0.8925664817398461
Sequence792.csv_1: True Class: A, Predicted: B, Probability: 0.663176983510382
Sequence793.csv_1: True Class: A, Predicted: A, Probability: 0.9992249726926264
Sequence794.csv_1: True Class: B, Predicted: B, Probability: 0.7615412437254527
Sequence795.csv_1: True Class: B, Predicted: B, Probability: 0.9956725051039289
Sequence796.csv_1: True Class: B, Predicted: A, Probability: 0.4505218004159466
Sequence797.csv_1: True Class: A, Predicted: A, Probability: 0.7098810240384243
Sequence798.csv_1: True Class: B, Predicted: A, Probability: 0.9737222206104291
Sequence799.csv_1: True Class: A, Predicted: A, Probability: 0.9999599944404505
Sequence8.csv_1: True Class: A, Predicted: B, Probability: 0.9973992970620531
Sequence80.csv_1: True Class: C, Predicted: C, Probability: 0.9998602334964912
Sequence800.csv_1: True Class: A, Predicted: A, Probability: 0.9952019174724167
Sequence801.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999954
Sequence802.csv_1: True Class: A, Predicted: B, Probability: 0.9670629649330227
Sequence803.csv_1: True Class: A, Predicted: C, Probability: 0.9999967419739
Sequence804.csv_1: True Class: A, Predicted: C, Probability: 0.9989193223602847
Sequence805.csv_1: True Class: C, Predicted: C, Probability: 0.9916583593537779
Sequence806.csv_1: True Class: B, Predicted: A, Probability: 0.9854882645346107
Sequence807.csv_1: True Class: B, Predicted: B, Probability: 0.8550302319127349
Sequence808.csv_1: True Class: A, Predicted: A, Probability: 0.9500084946420857
Sequence809.csv_1: True Class: B, Predicted: C, Probability: 0.9995442193013254
Sequence81.csv_1: True Class: C, Predicted: C, Probability: 0.9999939877390046
Sequence810.csv_1: True Class: A, Predicted: B, Probability: 0.785046757741362
Sequence811.csv_1: True Class: B, Predicted: B, Probability: 0.9515479715403758
Sequence812.csv_1: True Class: B, Predicted: B, Probability: 0.6930641261482311
Sequence813.csv_1: True Class: B, Predicted: A, Probability: 0.9988855562002218
Sequence814.csv_1: True Class: B, Predicted: A, Probability: 0.5702479602158693
Sequence815.csv_1: True Class: A, Predicted: A, Probability: 0.9999999766782138
Sequence816.csv_1: True Class: B, Predicted: B, Probability: 0.9999992394461198
Sequence817.csv_1: True Class: C, Predicted: B, Probability: 0.6771966138456291
Sequence818.csv_1: True Class: A, Predicted: B, Probability: 0.59633795481598
Sequence819.csv_1: True Class: C, Predicted: A, Probability: 0.9231434627987009
Sequence82.csv_1: True Class: A, Predicted: C, Probability: 0.9645084995860217
Sequence820.csv_1: True Class: B, Predicted: C, Probability: 0.7729780777941034
Sequence821.csv_1: True Class: B, Predicted: C, Probability: 0.68928056925609
Sequence822.csv_1: True Class: B, Predicted: A, Probability: 0.785812178951946
Sequence823.csv_1: True Class: A, Predicted: B, Probability: 0.6307414162200027
Sequence824.csv_1: True Class: A, Predicted: C, Probability: 0.9543258392283593
Sequence825.csv_1: True Class: A, Predicted: A, Probability: 0.9687124216519202
Sequence826.csv_1: True Class: B, Predicted: B, Probability: 0.9979406113743646
Sequence827.csv_1: True Class: A, Predicted: A, Probability: 0.7005959945659321
Sequence828.csv_1: True Class: A, Predicted: A, Probability: 0.7780093928979838
Sequence829.csv_1: True Class: B, Predicted: C, Probability: 0.8243642252256828
Sequence83.csv_1: True Class: A, Predicted: A, Probability: 0.9705774290410565
Sequence830.csv_1: True Class: A, Predicted: C, Probability: 0.8540733708690882
Sequence831.csv_1: True Class: B, Predicted: B, Probability: 0.9592799284874061
Sequence832.csv_1: True Class: B, Predicted: A, Probability: 0.8704166571534198
Sequence833.csv_1: True Class: A, Predicted: B, Probability: 0.9977745452181306
Sequence834.csv_1: True Class: A, Predicted: A, Probability: 0.8140180969175161
Sequence835.csv_1: True Class: B, Predicted: A, Probability: 0.712490077384822
Sequence836.csv_1: True Class: A, Predicted: C, Probability: 0.9998811367207107
Sequence837.csv_1: True Class: C, Predicted: B, Probability: 0.5583260346907161
Sequence838.csv_1: True Class: A, Predicted: C, Probability: 0.6401075981654575
Sequence839.csv_1: True Class: A, Predicted: A, Probability: 0.7448792696936068
Sequence84.csv_1: True Class: C, Predicted: B, Probability: 0.999997118172047
Sequence840.csv_1: True Class: C, Predicted: C, Probability: 0.7455025546123015
Sequence841.csv_1: True Class: C, Predicted: C, Probability: 0.7965102445381561
Sequence842.csv_1: True Class: A, Predicted: A, Probability: 0.6624518701170292
Sequence843.csv_1: True Class: B, Predicted: B, Probability: 0.7810473048555883
Sequence844.csv_1: True Class: C, Predicted: B, Probability: 0.5283388783864627
Sequence845.csv_1: True Class: A, Predicted: B, Probability: 0.8713903113677997
Sequence846.csv_1: True Class: B, Predicted: A, Probability: 0.990682384476969
Sequence847.csv_1: True Class: A, Predicted: B, Probability: 0.9200154581569153
Sequence848.csv_1: True Class: A, Predicted: A, Probability: 0.9983630859894176
Sequence849.csv_1: True Class: C, Predicted: C, Probability: 0.9999999980814072
Sequence85.csv_1: True Class: A, Predicted: B, Probability: 0.9998981860991758
Sequence850.csv_1: True Class: A, Predicted: A, Probability: 0.9010593014742385
Sequence851.csv_1: True Class: C, Predicted: C, Probability: 0.9990141725236859
Sequence852.csv_1: True Class: B, Predicted: B, Probability: 0.977135047755902
Sequence853.csv_1: True Class: B, Predicted: B, Probability: 0.9312752173957353
Sequence854.csv_1: True Class: C, Predicted: B, Probability: 0.9129909110265992
Sequence855.csv_1: True Class: A, Predicted: A, Probability: 0.5359323687240457
Sequence856.csv_1: True Class: B, Predicted: B, Probability: 0.7960190578580839
Sequence857.csv_1: True Class: A, Predicted: B, Probability: 0.9995416803058044
Sequence858.csv_1: True Class: B, Predicted: B, Probability: 0.99835177289996
Sequence859.csv_1: True Class: C, Predicted: C, Probability: 0.9985148275183586
Sequence86.csv_1: True Class: A, Predicted: C, Probability: 0.9983003835227585
Sequence860.csv_1: True Class: C, Predicted: C, Probability: 0.9999999358457556
Sequence861.csv_1: True Class: A, Predicted: A, Probability: 0.9000905614827254
Sequence862.csv_1: True Class: A, Predicted: A, Probability: 0.8601838557328199
Sequence863.csv_1: True Class: B, Predicted: B, Probability: 0.9997526518826477
Sequence864.csv_1: True Class: C, Predicted: C, Probability: 0.9998158873575458
Sequence865.csv_1: True Class: C, Predicted: A, Probability: 0.9986419270600394
Sequence866.csv_1: True Class: B, Predicted: B, Probability: 0.8237686710398558
Sequence867.csv_1: True Class: A, Predicted: A, Probability: 0.5248424944782089
Sequence868.csv_1: True Class: B, Predicted: C, Probability: 0.9449513216881426
Sequence869.csv_1: True Class: A, Predicted: A, Probability: 0.9736307548261542
Sequence87.csv_1: True Class: C, Predicted: C, Probability: 0.9999999999996806
Sequence870.csv_1: True Class: B, Predicted: B, Probability: 0.9287311004720239
Sequence871.csv_1: True Class: C, Predicted: C, Probability: 0.9325335397690895
Sequence872.csv_1: True Class: A, Predicted: A, Probability: 0.9251813775182227
Sequence873.csv_1: True Class: B, Predicted: B, Probability: 0.812992812438405
Sequence874.csv_1: True Class: A, Predicted: A, Probability: 0.9999892996600167
Sequence875.csv_1: True Class: B, Predicted: B, Probability: 0.943610244583049
Sequence876.csv_1: True Class: A, Predicted: B, Probability: 0.9923150226417192
Sequence877.csv_1: True Class: B, Predicted: A, Probability: 0.9950033403171511
Sequence878.csv_1: True Class: B, Predicted: B, Probability: 0.999866018753188
Sequence879.csv_1: True Class: A, Predicted: A, Probability: 0.9993598708963065
Sequence88.csv_1: True Class: A, Predicted: B, Probability: 0.9286746067055752
