Sequence549.csv_1: True Class: C, Predicted: B, Probability: 0.8317059887622593
Sequence618.csv_1: True Class: C, Predicted: C, Probability: 0.4539343022994917
Sequence619.csv_1: True Class: C, Predicted: B, Probability: 0.9765719327354158
Sequence62.csv_1: True Class: C, Predicted: B, Probability: 0.9050163801243052
Sequence620.csv_1: True Class: B, Predicted: C, Probability: 0.9999651968170341
Sequence621.csv_1: True Class: C, Predicted: C, Probability: 0.9748213031837516
Sequence622.csv_1: True Class: C, Predicted: C, Probability: 0.9985232128396555
Sequence623.csv_1: True Class: A, Predicted: C, Probability: 0.9495422079368484
Sequence624.csv_1: True Class: A, Predicted: C, Probability: 0.9973141982689975
Sequence625.csv_1: True Class: A, Predicted: B, Probability: 0.8349733708659914
Sequence626.csv_1: True Class: B, Predicted: B, Probability: 0.9141227746283115
Sequence627.csv_1: True Class: C, Predicted: B, Probability: 0.9860027501118634
Sequence628.csv_1: True Class: A, Predicted: C, Probability: 0.9624271758319637
Sequence629.csv_1: True Class: B, Predicted: A, Probability: 0.7309642363207088
Sequence63.csv_1: True Class: C, Predicted: B, Probability: 0.999997409889104
Sequence630.csv_1: True Class: C, Predicted: A, Probability: 0.7680680124566825
Sequence631.csv_1: True Class: C, Predicted: C, Probability: 0.8352744508539741
Sequence632.csv_1: True Class: B, Predicted: A, Probability: 0.9992666927899362
Sequence633.csv_1: True Class: C, Predicted: A, Probability: 0.9995202809974679
Sequence634.csv_1: True Class: A, Predicted: C, Probability: 0.9998311507887465
Sequence635.csv_1: True Class: A, Predicted: B, Probability: 0.8496261610448187
Sequence636.csv_1: True Class: B, Predicted: C, Probability: 0.9958506938737154
Sequence637.csv_1: True Class: A, Predicted: B, Probability: 0.568943385009429
Sequence638.csv_1: True Class: B, Predicted: A, Probability: 0.9258283076911866
Sequence639.csv_1: True Class: A, Predicted: B, Probability: 0.53769291037064
Sequence64.csv_1: True Class: B, Predicted: C, Probability: 0.9566202872054728
Sequence640.csv_1: True Class: C, Predicted: C, Probability: 0.9920402709847166
Sequence641.csv_1: True Class: B, Predicted: A, Probability: 0.9987844867792054
Sequence642.csv_1: True Class: C, Predicted: A, Probability: 0.992993275235285
Sequence643.csv_1: True Class: A, Predicted: B, Probability: 0.9961678865758208
Sequence644.csv_1: True Class: A, Predicted: C, Probability: 0.999736476072527
Sequence645.csv_1: True Class: A, Predicted: A, Probability: 0.9679368248631297
Sequence646.csv_1: True Class: B, Predicted: C, Probability: 0.9878706552817739
Sequence647.csv_1: True Class: A, Predicted: B, Probability: 0.6113208666449595
Sequence648.csv_1: True Class: C, Predicted: B, Probability: 0.7915949356042535
Sequence649.csv_1: True Class: C, Predicted: C, Probability: 0.7911257039028997
Sequence65.csv_1: True Class: A, Predicted: A, Probability: 0.5307113704524653
Sequence650.csv_1: True Class: C, Predicted: C, Probability: 0.7744378788805395
Sequence651.csv_1: True Class: A, Predicted: A, Probability: 0.9805739309788083
Sequence652.csv_1: True Class: C, Predicted: C, Probability: 0.984585227770047
Sequence653.csv_1: True Class: A, Predicted: C, Probability: 0.9929038338155874
Sequence654.csv_1: True Class: A, Predicted: B, Probability: 0.57641185998888
Sequence655.csv_1: True Class: B, Predicted: C, Probability: 0.9999996149177943
Sequence656.csv_1: True Class: A, Predicted: A, Probability: 0.7725247681797652
Sequence657.csv_1: True Class: A, Predicted: A, Probability: 0.9483537521162828
Sequence658.csv_1: True Class: C, Predicted: C, Probability: 0.9585385377967895
Sequence659.csv_1: True Class: B, Predicted: A, Probability: 0.8572461211000328
Sequence66.csv_1: True Class: C, Predicted: B, Probability: 0.7700756667219485
Sequence660.csv_1: True Class: C, Predicted: B, Probability: 0.6196060482203422
Sequence661.csv_1: True Class: B, Predicted: C, Probability: 0.9659491550365183
Sequence662.csv_1: True Class: C, Predicted: A, Probability: 0.8128108213849897
Sequence663.csv_1: True Class: A, Predicted: C, Probability: 0.7441468408397616
Sequence664.csv_1: True Class: A, Predicted: C, Probability: 0.5374764933480674
Sequence665.csv_1: True Class: B, Predicted: A, Probability: 0.9630248694157977
Sequence666.csv_1: True Class: A, Predicted: C, Probability: 0.9966684762061454
Sequence667.csv_1: True Class: A, Predicted: C, Probability: 0.9974790287803061
Sequence668.csv_1: True Class: A, Predicted: B, Probability: 0.775750837274159
Sequence669.csv_1: True Class: A, Predicted: B, Probability: 0.9970364735524428
Sequence67.csv_1: True Class: A, Predicted: A, Probability: 0.9999905907492992
Sequence670.csv_1: True Class: B, Predicted: A, Probability: 0.9923877743748448
Sequence671.csv_1: True Class: B, Predicted: A, Probability: 0.4743281435058526
Sequence672.csv_1: True Class: B, Predicted: B, Probability: 0.862762137015542
Sequence673.csv_1: True Class: A, Predicted: A, Probability: 0.9958200167307436
Sequence674.csv_1: True Class: B, Predicted: A, Probability: 0.9999893841047583
Sequence675.csv_1: True Class: A, Predicted: B, Probability: 0.9821786308311429
Sequence676.csv_1: True Class: A, Predicted: C, Probability: 0.9370696381455085
Sequence677.csv_1: True Class: B, Predicted: A, Probability: 0.999975767361969
Sequence678.csv_1: True Class: C, Predicted: C, Probability: 0.9956250041202739
Sequence679.csv_1: True Class: B, Predicted: B, Probability: 0.5706901786042022
Sequence68.csv_1: True Class: B, Predicted: C, Probability: 0.9558670750532581
Sequence680.csv_1: True Class: A, Predicted: A, Probability: 0.9999940903540877
Sequence681.csv_1: True Class: A, Predicted: C, Probability: 0.8336655519091157
Sequence682.csv_1: True Class: A, Predicted: C, Probability: 0.9930329896375659
Sequence683.csv_1: True Class: A, Predicted: A, Probability: 0.9137347783085991
Sequence684.csv_1: True Class: B, Predicted: B, Probability: 0.9990590022972939
Sequence685.csv_1: True Class: B, Predicted: B, Probability: 0.6206380986774012
Sequence686.csv_1: True Class: C, Predicted: C, Probability: 0.999794572976296
Sequence687.csv_1: True Class: C, Predicted: A, Probability: 0.9425355282489549
Sequence688.csv_1: True Class: C, Predicted: B, Probability: 0.9994611506550692
Sequence689.csv_1: True Class: B, Predicted: B, Probability: 0.99362994671778
Sequence69.csv_1: True Class: A, Predicted: A, Probability: 0.9992435841153824
Sequence690.csv_1: True Class: B, Predicted: A, Probability: 0.9953706894415549
Sequence691.csv_1: True Class: C, Predicted: A, Probability: 0.839620101072551
Sequence692.csv_1: True Class: A, Predicted: A, Probability: 0.7739437814145336
Sequence693.csv_1: True Class: C, Predicted: C, Probability: 0.964768127897092
Sequence694.csv_1: True Class: A, Predicted: C, Probability: 0.5592426814661963
Sequence695.csv_1: True Class: C, Predicted: A, Probability: 0.9568557083635296
Sequence696.csv_1: True Class: C, Predicted: C, Probability: 0.8630671822832119
Sequence697.csv_1: True Class: B, Predicted: B, Probability: 0.9280369781793807
Sequence698.csv_1: True Class: B, Predicted: A, Probability: 0.9884378118086952
Sequence699.csv_1: True Class: C, Predicted: A, Probability: 0.6063796951454167
Sequence7.csv_1: True Class: C, Predicted: B, Probability: 0.9064108889216123
Sequence70.csv_1: True Class: A, Predicted: A, Probability: 0.49918608069754494
Sequence700.csv_1: True Class: B, Predicted: C, Probability: 0.5674117947892277
Sequence701.csv_1: True Class: C, Predicted: B, Probability: 0.9963700232622856
Sequence702.csv_1: True Class: B, Predicted: A, Probability: 0.7505038080740137
Sequence703.csv_1: True Class: C, Predicted: C, Probability: 0.987736346162389
Sequence704.csv_1: True Class: A, Predicted: B, Probability: 0.9789443768703411
Sequence705.csv_1: True Class: B, Predicted: B, Probability: 0.9889375571414738
Sequence706.csv_1: True Class: C, Predicted: B, Probability: 0.5073970198847376
Sequence707.csv_1: True Class: A, Predicted: C, Probability: 0.7668865147528543
Sequence708.csv_1: True Class: A, Predicted: B, Probability: 0.983125123535323
Sequence709.csv_1: True Class: C, Predicted: C, Probability: 0.9884533888524051
Sequence71.csv_1: True Class: A, Predicted: C, Probability: 0.9963845016293114
Sequence710.csv_1: True Class: C, Predicted: A, Probability: 0.8163913134002396
Sequence711.csv_1: True Class: C, Predicted: B, Probability: 0.5910573974080594
Sequence712.csv_1: True Class: A, Predicted: B, Probability: 0.7019115200873536
Sequence713.csv_1: True Class: B, Predicted: B, Probability: 0.9080173405855629
Sequence714.csv_1: True Class: B, Predicted: C, Probability: 0.9944126644729381
Sequence715.csv_1: True Class: A, Predicted: A, Probability: 0.9979994360184901
Sequence716.csv_1: True Class: B, Predicted: C, Probability: 0.9998994558695484
Sequence717.csv_1: True Class: B, Predicted: C, Probability: 0.991726475630277
Sequence718.csv_1: True Class: B, Predicted: B, Probability: 0.7185696000534568
Sequence719.csv_1: True Class: B, Predicted: A, Probability: 0.8283133959941069
Sequence72.csv_1: True Class: A, Predicted: C, Probability: 0.9342625025490892
Sequence720.csv_1: True Class: B, Predicted: B, Probability: 0.8745540698604464
Sequence721.csv_1: True Class: B, Predicted: B, Probability: 0.9211046895803384
Sequence722.csv_1: True Class: C, Predicted: B, Probability: 0.990091308645104
Sequence723.csv_1: True Class: B, Predicted: B, Probability: 0.999616920611729
Sequence724.csv_1: True Class: C, Predicted: A, Probability: 0.9319335416076386
Sequence725.csv_1: True Class: C, Predicted: C, Probability: 0.8939882289905278
Sequence726.csv_1: True Class: C, Predicted: A, Probability: 0.9999447822052963
Sequence727.csv_1: True Class: B, Predicted: B, Probability: 0.999950769875169
Sequence728.csv_1: True Class: B, Predicted: A, Probability: 0.9840351412243515
Sequence729.csv_1: True Class: C, Predicted: B, Probability: 0.9990969968887948
Sequence73.csv_1: True Class: C, Predicted: C, Probability: 0.947546372880721
Sequence730.csv_1: True Class: B, Predicted: B, Probability: 0.5272130141188129
Sequence731.csv_1: True Class: A, Predicted: B, Probability: 0.9878842159932665
Sequence732.csv_1: True Class: C, Predicted: A, Probability: 0.4903017322343494
Sequence733.csv_1: True Class: B, Predicted: C, Probability: 0.8033398483178265
Sequence734.csv_1: True Class: B, Predicted: C, Probability: 0.98652744015633
Sequence735.csv_1: True Class: B, Predicted: A, Probability: 0.9999995209511922
Sequence736.csv_1: True Class: B, Predicted: B, Probability: 0.9964798831806421
Sequence737.csv_1: True Class: C, Predicted: C, Probability: 0.9552424735639851
Sequence738.csv_1: True Class: B, Predicted: B, Probability: 0.8234982708248552
Sequence739.csv_1: True Class: C, Predicted: B, Probability: 0.6468643208331568
Sequence74.csv_1: True Class: C, Predicted: A, Probability: 0.9653865234788567
Sequence740.csv_1: True Class: C, Predicted: C, Probability: 0.9995408263375608
Sequence741.csv_1: True Class: C, Predicted: B, Probability: 0.9339157769331617
Sequence742.csv_1: True Class: C, Predicted: C, Probability: 0.7312674253887236
Sequence743.csv_1: True Class: C, Predicted: C, Probability: 0.8907138696469429
Sequence744.csv_1: True Class: B, Predicted: B, Probability: 0.9998080858517396
Sequence745.csv_1: True Class: C, Predicted: C, Probability: 0.6836248199426909
Sequence746.csv_1: True Class: A, Predicted: B, Probability: 0.9936337316290815
Sequence747.csv_1: True Class: C, Predicted: B, Probability: 0.6548373109990775
Sequence748.csv_1: True Class: A, Predicted: A, Probability: 0.9995719157359719
Sequence749.csv_1: True Class: A, Predicted: A, Probability: 0.5699395698947662
Sequence75.csv_1: True Class: B, Predicted: B, Probability: 0.49129484295800335
Sequence750.csv_1: True Class: C, Predicted: A, Probability: 0.9597838782754952
Sequence751.csv_1: True Class: B, Predicted: A, Probability: 0.9995734168171135
Sequence752.csv_1: True Class: B, Predicted: B, Probability: 0.989829878161438
Sequence753.csv_1: True Class: B, Predicted: B, Probability: 0.8494081595454365
Sequence754.csv_1: True Class: C, Predicted: C, Probability: 0.9999983662272326
Sequence755.csv_1: True Class: C, Predicted: B, Probability: 0.8865763660429361
Sequence756.csv_1: True Class: C, Predicted: A, Probability: 0.998216179826543
Sequence757.csv_1: True Class: A, Predicted: C, Probability: 0.801062801552208
Sequence758.csv_1: True Class: B, Predicted: A, Probability: 0.7724550826084525
Sequence759.csv_1: True Class: A, Predicted: A, Probability: 0.892271538519125
Sequence76.csv_1: True Class: C, Predicted: B, Probability: 0.9494484054978242
Sequence760.csv_1: True Class: A, Predicted: C, Probability: 0.5750477374217053
Sequence761.csv_1: True Class: A, Predicted: B, Probability: 0.9876023554398143
Sequence762.csv_1: True Class: C, Predicted: B, Probability: 0.9888083326014132
Sequence763.csv_1: True Class: B, Predicted: C, Probability: 0.9937935000984626
Sequence764.csv_1: True Class: B, Predicted: A, Probability: 0.9942438024077908
Sequence765.csv_1: True Class: B, Predicted: C, Probability: 0.9179886793994303
Sequence766.csv_1: True Class: A, Predicted: B, Probability: 0.9982402263733396
Sequence767.csv_1: True Class: A, Predicted: A, Probability: 0.8813505442590658
Sequence768.csv_1: True Class: B, Predicted: A, Probability: 0.508464920653562
Sequence769.csv_1: True Class: C, Predicted: A, Probability: 0.9032493971729919
Sequence77.csv_1: True Class: B, Predicted: B, Probability: 0.9992404499849254
Sequence770.csv_1: True Class: A, Predicted: C, Probability: 0.6448483790841725
Sequence771.csv_1: True Class: B, Predicted: C, Probability: 0.9736919702660783
Sequence772.csv_1: True Class: C, Predicted: A, Probability: 0.9988716047452647
Sequence773.csv_1: True Class: C, Predicted: C, Probability: 0.9680750740568954
Sequence774.csv_1: True Class: B, Predicted: A, Probability: 0.871259683513407
Sequence775.csv_1: True Class: C, Predicted: C, Probability: 0.9998279094141653
Sequence776.csv_1: True Class: C, Predicted: A, Probability: 0.7788728419740495
Sequence777.csv_1: True Class: C, Predicted: A, Probability: 0.999000415373616
Sequence778.csv_1: True Class: C, Predicted: A, Probability: 0.5277840929436186
Sequence779.csv_1: True Class: C, Predicted: C, Probability: 0.9999804614309714
Sequence78.csv_1: True Class: C, Predicted: C, Probability: 0.9996465919736799
Sequence780.csv_1: True Class: C, Predicted: A, Probability: 0.9995509785213819
Sequence781.csv_1: True Class: A, Predicted: B, Probability: 0.5663754441195034
Sequence782.csv_1: True Class: A, Predicted: C, Probability: 0.9746714720762312
Sequence783.csv_1: True Class: A, Predicted: B, Probability: 0.7294392189580646
Sequence784.csv_1: True Class: A, Predicted: A, Probability: 0.934021873223516
Sequence785.csv_1: True Class: A, Predicted: B, Probability: 0.735266820312241
Sequence786.csv_1: True Class: B, Predicted: C, Probability: 0.6229136379088508
Sequence787.csv_1: True Class: B, Predicted: A, Probability: 0.9997596394750471
Sequence788.csv_1: True Class: B, Predicted: A, Probability: 0.9986092213429913
Sequence789.csv_1: True Class: A, Predicted: A, Probability: 0.9671523385835785
Sequence79.csv_1: True Class: C, Predicted: B, Probability: 0.9014544615140401
Sequence790.csv_1: True Class: B, Predicted: A, Probability: 0.9969348132493674
Sequence791.csv_1: True Class: C, Predicted: C, Probability: 0.9999701034979437
Sequence792.csv_1: True Class: C, Predicted: A, Probability: 0.9926950170363492
Sequence793.csv_1: True Class: C, Predicted: B, Probability: 0.8520259790399656
Sequence794.csv_1: True Class: C, Predicted: B, Probability: 0.8169448611441061
Sequence795.csv_1: True Class: A, Predicted: B, Probability: 0.426999693530146
Sequence796.csv_1: True Class: B, Predicted: B, Probability: 0.6240895088662769
Sequence797.csv_1: True Class: C, Predicted: C, Probability: 0.9916821622045325
Sequence798.csv_1: True Class: B, Predicted: C, Probability: 0.7504611546319647
Sequence799.csv_1: True Class: A, Predicted: B, Probability: 0.8976481973496946
Sequence8.csv_1: True Class: B, Predicted: C, Probability: 0.9999577966514384
Sequence80.csv_1: True Class: C, Predicted: B, Probability: 0.9300423015171045
Sequence800.csv_1: True Class: C, Predicted: B, Probability: 0.7051598240307175
Sequence801.csv_1: True Class: B, Predicted: B, Probability: 0.7272512885171133
Sequence802.csv_1: True Class: B, Predicted: C, Probability: 0.9976412106690999
Sequence803.csv_1: True Class: B, Predicted: C, Probability: 0.9999534682644182
Sequence804.csv_1: True Class: B, Predicted: A, Probability: 0.9950885688685717
Sequence805.csv_1: True Class: C, Predicted: C, Probability: 0.5966463418748765
Sequence806.csv_1: True Class: A, Predicted: B, Probability: 0.8763237655399081
Sequence807.csv_1: True Class: B, Predicted: A, Probability: 0.9992795320154323
Sequence808.csv_1: True Class: A, Predicted: A, Probability: 0.6418092282500903
Sequence809.csv_1: True Class: B, Predicted: A, Probability: 0.9998078810670091
Sequence81.csv_1: True Class: C, Predicted: A, Probability: 0.8759956747245119
Sequence810.csv_1: True Class: A, Predicted: A, Probability: 0.950761437087774
Sequence811.csv_1: True Class: B, Predicted: A, Probability: 0.6435020896640367
Sequence812.csv_1: True Class: B, Predicted: B, Probability: 0.6568009737083803
Sequence813.csv_1: True Class: A, Predicted: A, Probability: 0.7741971326548139
Sequence814.csv_1: True Class: B, Predicted: C, Probability: 0.9803977276645532
Sequence815.csv_1: True Class: B, Predicted: B, Probability: 0.9991897855401457
Sequence816.csv_1: True Class: C, Predicted: A, Probability: 0.9999879297881895
Sequence817.csv_1: True Class: C, Predicted: C, Probability: 0.971174569055687
Sequence818.csv_1: True Class: B, Predicted: C, Probability: 0.9063564719150312
Sequence819.csv_1: True Class: A, Predicted: B, Probability: 0.998913090745653
Sequence82.csv_1: True Class: A, Predicted: B, Probability: 0.986760119218457
Sequence820.csv_1: True Class: C, Predicted: A, Probability: 0.9999905516997932
Sequence821.csv_1: True Class: B, Predicted: C, Probability: 0.8834318285335807
Sequence822.csv_1: True Class: A, Predicted: B, Probability: 0.9954175380665542
Sequence823.csv_1: True Class: C, Predicted: C, Probability: 0.9980179948004559
Sequence824.csv_1: True Class: C, Predicted: B, Probability: 0.5043374659095007
Sequence825.csv_1: True Class: C, Predicted: A, Probability: 0.9150318877542671
Sequence826.csv_1: True Class: B, Predicted: A, Probability: 0.9898717175143684
Sequence827.csv_1: True Class: B, Predicted: C, Probability: 0.9649947807104218
Sequence828.csv_1: True Class: A, Predicted: B, Probability: 0.8530012664628354
Sequence829.csv_1: True Class: B, Predicted: B, Probability: 0.9999865616725652
Sequence83.csv_1: True Class: C, Predicted: B, Probability: 0.9330343306229254
Sequence830.csv_1: True Class: C, Predicted: B, Probability: 0.8952494162192325
Sequence831.csv_1: True Class: C, Predicted: C, Probability: 0.6074013237771293
Sequence832.csv_1: True Class: B, Predicted: B, Probability: 0.6398550190107986
Sequence833.csv_1: True Class: C, Predicted: A, Probability: 0.5705298918400246
Sequence834.csv_1: True Class: B, Predicted: C, Probability: 0.9590258945629092
Sequence835.csv_1: True Class: B, Predicted: B, Probability: 0.8148870359387917
Sequence836.csv_1: True Class: B, Predicted: A, Probability: 0.8738161218678603
Sequence837.csv_1: True Class: B, Predicted: A, Probability: 0.5219750076028851
Sequence838.csv_1: True Class: C, Predicted: C, Probability: 0.9993145957658249
Sequence839.csv_1: True Class: B, Predicted: A, Probability: 0.9998575038610238
Sequence84.csv_1: True Class: A, Predicted: C, Probability: 0.5169031382445322
Sequence840.csv_1: True Class: B, Predicted: C, Probability: 0.9975744834427538
Sequence841.csv_1: True Class: C, Predicted: A, Probability: 0.9420168322805267
Sequence842.csv_1: True Class: C, Predicted: B, Probability: 0.9688592883264807
Sequence843.csv_1: True Class: C, Predicted: A, Probability: 0.8863989615551513
Sequence844.csv_1: True Class: C, Predicted: C, Probability: 0.9872732897593994
Sequence845.csv_1: True Class: C, Predicted: A, Probability: 0.8566521434417752
Sequence846.csv_1: True Class: B, Predicted: B, Probability: 0.9982989273734204
Sequence847.csv_1: True Class: B, Predicted: A, Probability: 0.8728407316105423
Sequence848.csv_1: True Class: A, Predicted: A, Probability: 0.7184012137182445
Sequence849.csv_1: True Class: C, Predicted: A, Probability: 0.9021866371824316
Sequence85.csv_1: True Class: C, Predicted: A, Probability: 0.6140753973477687
Sequence850.csv_1: True Class: C, Predicted: B, Probability: 0.8496987224367714
Sequence851.csv_1: True Class: B, Predicted: A, Probability: 0.5577180625323438
Sequence852.csv_1: True Class: A, Predicted: B, Probability: 0.9805015211498109
Sequence853.csv_1: True Class: C, Predicted: B, Probability: 0.7434676733391968
Sequence854.csv_1: True Class: C, Predicted: A, Probability: 0.9997854954349004
Sequence855.csv_1: True Class: B, Predicted: C, Probability: 0.851736146696387
Sequence856.csv_1: True Class: C, Predicted: A, Probability: 0.9866844758193626
Sequence857.csv_1: True Class: B, Predicted: B, Probability: 0.9890810517235922
Sequence858.csv_1: True Class: B, Predicted: C, Probability: 0.9941033865416622
Sequence859.csv_1: True Class: C, Predicted: B, Probability: 0.391720771705159
Sequence86.csv_1: True Class: B, Predicted: C, Probability: 0.6920752620312386
Sequence860.csv_1: True Class: A, Predicted: B, Probability: 0.9828223681420202
Sequence861.csv_1: True Class: C, Predicted: B, Probability: 0.9290342908509429
Sequence862.csv_1: True Class: C, Predicted: B, Probability: 0.999836837294213
Sequence863.csv_1: True Class: A, Predicted: A, Probability: 0.942188706727981
Sequence864.csv_1: True Class: C, Predicted: C, Probability: 0.9999896752625295
Sequence865.csv_1: True Class: C, Predicted: A, Probability: 0.8638763912224269
Sequence866.csv_1: True Class: A, Predicted: C, Probability: 0.9572186249200402
Sequence867.csv_1: True Class: A, Predicted: A, Probability: 0.990727163485178
Sequence868.csv_1: True Class: B, Predicted: B, Probability: 0.7004388579349649
Sequence869.csv_1: True Class: C, Predicted: A, Probability: 0.9994121431013919
Sequence87.csv_1: True Class: A, Predicted: C, Probability: 0.987836874796337
Sequence870.csv_1: True Class: C, Predicted: C, Probability: 0.9962229375812015
Sequence871.csv_1: True Class: B, Predicted: B, Probability: 0.9289106324151171
Sequence872.csv_1: True Class: A, Predicted: C, Probability: 0.6208982969908114
Sequence873.csv_1: True Class: C, Predicted: B, Probability: 0.9607792123866185
Sequence874.csv_1: True Class: A, Predicted: C, Probability: 0.9267936732092374
Sequence875.csv_1: True Class: B, Predicted: A, Probability: 0.995664025170181
Sequence876.csv_1: True Class: A, Predicted: C, Probability: 0.971763623482434
Sequence877.csv_1: True Class: B, Predicted: B, Probability: 0.6487538262272623
Sequence878.csv_1: True Class: C, Predicted: B, Probability: 0.6047911742890942
Sequence879.csv_1: True Class: A, Predicted: A, Probability: 0.9264639441662321
Sequence88.csv_1: True Class: B, Predicted: A, Probability: 0.9347718421585891
