Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.9098516696076443
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9999533411191601
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9998466279430895
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.9997081310282775
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.9999999692211905
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.9969395039765081
Sequence587.csv_1: True Class: A, Predicted: B, Probability: 0.8078444785799019
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.9992805536011795
Sequence589.csv_1: True Class: A, Predicted: B, Probability: 0.840467831975082
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999878
Sequence590.csv_1: True Class: A, Predicted: B, Probability: 0.9505969319477079
Sequence591.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999988193
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999983
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.9966854339910345
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999995
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 0.9977147703540308
Sequence596.csv_1: True Class: B, Predicted: B, Probability: 0.9999993278502721
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999997019
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.8592984821898498
Sequence6.csv_1: True Class: A, Predicted: A, Probability: 0.9999974452710878
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.9999999965800903
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.9999999450196984
Sequence601.csv_1: True Class: A, Predicted: B, Probability: 0.9982517349965949
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.6748575157357958
Sequence603.csv_1: True Class: A, Predicted: B, Probability: 0.9960349092780527
Sequence604.csv_1: True Class: A, Predicted: A, Probability: 0.9999988209497901
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.9999999015313659
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 0.8933322483372522
Sequence607.csv_1: True Class: A, Predicted: A, Probability: 0.9999984431673392
Sequence608.csv_1: True Class: A, Predicted: A, Probability: 0.9999999995543583
Sequence609.csv_1: True Class: B, Predicted: B, Probability: 0.9999999998026035
Sequence61.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999959431
Sequence610.csv_1: True Class: A, Predicted: A, Probability: 0.8445921747472886
Sequence611.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence612.csv_1: True Class: A, Predicted: A, Probability: 0.9996969657378634
Sequence613.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999987723
Sequence614.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999968046
Sequence615.csv_1: True Class: A, Predicted: A, Probability: 0.9999999909137464
Sequence616.csv_1: True Class: A, Predicted: B, Probability: 0.999999999388104
Sequence617.csv_1: True Class: A, Predicted: A, Probability: 0.9999999966304933
Sequence618.csv_1: True Class: A, Predicted: A, Probability: 0.9999999952986945
Sequence619.csv_1: True Class: B, Predicted: B, Probability: 0.9999915914390956
Sequence62.csv_1: True Class: A, Predicted: A, Probability: 0.9999999753443919
Sequence620.csv_1: True Class: A, Predicted: A, Probability: 0.999710474614515
Sequence621.csv_1: True Class: A, Predicted: A, Probability: 0.9999535905195387
Sequence622.csv_1: True Class: A, Predicted: A, Probability: 0.9999999992090236
Sequence623.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence624.csv_1: True Class: A, Predicted: A, Probability: 0.9616243482570208
Sequence625.csv_1: True Class: A, Predicted: B, Probability: 0.9998963885219674
Sequence626.csv_1: True Class: B, Predicted: B, Probability: 0.9985371068261089
Sequence627.csv_1: True Class: A, Predicted: A, Probability: 0.9979845736407096
Sequence628.csv_1: True Class: A, Predicted: A, Probability: 0.9999999965085454
Sequence629.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence63.csv_1: True Class: A, Predicted: A, Probability: 0.9923371407057886
Sequence630.csv_1: True Class: A, Predicted: A, Probability: 0.9999694587088189
Sequence631.csv_1: True Class: A, Predicted: A, Probability: 0.9999890303098105
Sequence632.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999997782
Sequence633.csv_1: True Class: A, Predicted: A, Probability: 0.9782502601720052
Sequence634.csv_1: True Class: A, Predicted: A, Probability: 0.9557294235538637
Sequence635.csv_1: True Class: A, Predicted: A, Probability: 0.9999999990546049
Sequence636.csv_1: True Class: A, Predicted: A, Probability: 0.8455093141900579
Sequence637.csv_1: True Class: A, Predicted: A, Probability: 0.9999993373878324
Sequence638.csv_1: True Class: A, Predicted: A, Probability: 0.9994338176514578
Sequence639.csv_1: True Class: A, Predicted: B, Probability: 0.9994280768196614
Sequence64.csv_1: True Class: A, Predicted: A, Probability: 0.9970570716277777
Sequence640.csv_1: True Class: B, Predicted: A, Probability: 0.7795908659327614
Sequence641.csv_1: True Class: A, Predicted: A, Probability: 0.9878833169275757
Sequence642.csv_1: True Class: B, Predicted: B, Probability: 0.9999999995227914
Sequence643.csv_1: True Class: A, Predicted: A, Probability: 0.9999999921007658
Sequence644.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999972
Sequence645.csv_1: True Class: B, Predicted: A, Probability: 0.9997674964092806
Sequence646.csv_1: True Class: A, Predicted: A, Probability: 0.9999867584533323
Sequence647.csv_1: True Class: A, Predicted: B, Probability: 0.9983549782637005
Sequence648.csv_1: True Class: A, Predicted: A, Probability: 0.9959208255141331
Sequence649.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997682597
Sequence65.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999678527
Sequence650.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998761189
Sequence651.csv_1: True Class: A, Predicted: A, Probability: 0.9999999911883775
Sequence652.csv_1: True Class: A, Predicted: A, Probability: 0.9999999746032828
Sequence653.csv_1: True Class: A, Predicted: A, Probability: 0.999972669508987
Sequence654.csv_1: True Class: A, Predicted: A, Probability: 0.9867800563815656
Sequence655.csv_1: True Class: A, Predicted: B, Probability: 0.9999586457609037
Sequence656.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence657.csv_1: True Class: A, Predicted: A, Probability: 0.5801024453261833
Sequence658.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999982
Sequence659.csv_1: True Class: A, Predicted: B, Probability: 0.7966953172341406
Sequence66.csv_1: True Class: A, Predicted: A, Probability: 0.999546831088263
Sequence660.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence661.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence662.csv_1: True Class: A, Predicted: B, Probability: 0.9804553301965825
Sequence663.csv_1: True Class: A, Predicted: A, Probability: 0.9999999808832954
Sequence664.csv_1: True Class: B, Predicted: B, Probability: 0.978822090568729
Sequence665.csv_1: True Class: A, Predicted: B, Probability: 0.9900117502989265
Sequence666.csv_1: True Class: A, Predicted: B, Probability: 0.9693040148311446
Sequence667.csv_1: True Class: A, Predicted: A, Probability: 0.9999999987677223
Sequence668.csv_1: True Class: B, Predicted: B, Probability: 0.9999927745524445
Sequence669.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999990513
Sequence67.csv_1: True Class: A, Predicted: A, Probability: 0.9999999966482195
Sequence670.csv_1: True Class: A, Predicted: A, Probability: 0.9999999749821724
Sequence671.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998994645
Sequence672.csv_1: True Class: A, Predicted: A, Probability: 0.8613737560984619
Sequence673.csv_1: True Class: A, Predicted: A, Probability: 0.9999979553800751
Sequence674.csv_1: True Class: A, Predicted: A, Probability: 0.9999999436955576
Sequence675.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999932984
Sequence676.csv_1: True Class: A, Predicted: A, Probability: 0.9998638761056124
Sequence677.csv_1: True Class: B, Predicted: B, Probability: 0.9999996993336939
Sequence678.csv_1: True Class: A, Predicted: A, Probability: 0.9999999499102342
Sequence679.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence68.csv_1: True Class: A, Predicted: A, Probability: 0.9999999992513741
Sequence680.csv_1: True Class: A, Predicted: A, Probability: 0.9676781336632041
Sequence681.csv_1: True Class: A, Predicted: A, Probability: 0.9999760345172972
Sequence682.csv_1: True Class: A, Predicted: A, Probability: 0.8947067269936604
Sequence683.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence684.csv_1: True Class: A, Predicted: A, Probability: 0.9249051874786044
Sequence685.csv_1: True Class: A, Predicted: A, Probability: 0.9999985483931113
Sequence686.csv_1: True Class: A, Predicted: A, Probability: 0.9999801617111782
Sequence687.csv_1: True Class: A, Predicted: A, Probability: 0.999627159963855
Sequence688.csv_1: True Class: A, Predicted: B, Probability: 0.9042167081076007
Sequence689.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999996
Sequence69.csv_1: True Class: B, Predicted: A, Probability: 0.5991594935643308
Sequence690.csv_1: True Class: A, Predicted: A, Probability: 0.9411928129809747
Sequence691.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence692.csv_1: True Class: A, Predicted: B, Probability: 0.9998159413910717
Sequence693.csv_1: True Class: A, Predicted: A, Probability: 0.9993537456528435
Sequence694.csv_1: True Class: A, Predicted: A, Probability: 0.9996433260885274
Sequence695.csv_1: True Class: A, Predicted: A, Probability: 0.9999873392082073
Sequence696.csv_1: True Class: A, Predicted: A, Probability: 0.999993737700756
Sequence697.csv_1: True Class: A, Predicted: A, Probability: 0.8776211495432981
Sequence698.csv_1: True Class: A, Predicted: A, Probability: 0.9511806843292223
Sequence699.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999979534
Sequence7.csv_1: True Class: A, Predicted: A, Probability: 0.595362998968463
Sequence70.csv_1: True Class: A, Predicted: A, Probability: 0.9999984409005411
Sequence700.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999448
Sequence701.csv_1: True Class: A, Predicted: A, Probability: 0.9969835413045538
Sequence702.csv_1: True Class: A, Predicted: B, Probability: 0.8821468146249479
Sequence703.csv_1: True Class: A, Predicted: A, Probability: 0.9999997029703688
Sequence704.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999980509
Sequence705.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999901
Sequence706.csv_1: True Class: A, Predicted: A, Probability: 0.999999641359806
Sequence707.csv_1: True Class: A, Predicted: A, Probability: 0.9998988593904404
Sequence708.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence709.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997199094
Sequence71.csv_1: True Class: A, Predicted: A, Probability: 0.9999941842246931
Sequence710.csv_1: True Class: A, Predicted: A, Probability: 0.9972063551192054
Sequence711.csv_1: True Class: A, Predicted: A, Probability: 0.9999997934201805
Sequence712.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998024707
Sequence713.csv_1: True Class: A, Predicted: A, Probability: 0.9999998004073649
Sequence714.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999959
Sequence715.csv_1: True Class: A, Predicted: A, Probability: 0.9999999964195586
Sequence716.csv_1: True Class: A, Predicted: A, Probability: 0.9999993931248333
Sequence717.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999845854
Sequence718.csv_1: True Class: A, Predicted: A, Probability: 0.9999999860377834
Sequence719.csv_1: True Class: A, Predicted: B, Probability: 0.8573532770598699
Sequence72.csv_1: True Class: A, Predicted: A, Probability: 0.9999996607314552
Sequence720.csv_1: True Class: A, Predicted: A, Probability: 0.9999973416530361
Sequence721.csv_1: True Class: A, Predicted: A, Probability: 0.9943259882669745
Sequence722.csv_1: True Class: A, Predicted: A, Probability: 0.9999999195260889
Sequence723.csv_1: True Class: A, Predicted: A, Probability: 0.9997185170249286
Sequence724.csv_1: True Class: A, Predicted: A, Probability: 0.9840457318185316
Sequence725.csv_1: True Class: A, Predicted: A, Probability: 0.999964927762046
Sequence726.csv_1: True Class: B, Predicted: B, Probability: 0.9998718804982722
Sequence727.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999943703
Sequence728.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence729.csv_1: True Class: A, Predicted: A, Probability: 0.999999999987604
Sequence73.csv_1: True Class: B, Predicted: B, Probability: 0.9926701417353827
Sequence730.csv_1: True Class: A, Predicted: A, Probability: 0.9999999992783823
Sequence731.csv_1: True Class: A, Predicted: A, Probability: 0.9999611971502983
Sequence732.csv_1: True Class: A, Predicted: A, Probability: 0.9975985124535608
Sequence733.csv_1: True Class: A, Predicted: A, Probability: 0.6596958810327916
Sequence734.csv_1: True Class: A, Predicted: A, Probability: 0.9890281092528849
Sequence735.csv_1: True Class: A, Predicted: B, Probability: 0.9999705947677549
Sequence736.csv_1: True Class: A, Predicted: B, Probability: 0.9851917583155111
Sequence737.csv_1: True Class: A, Predicted: A, Probability: 0.9999999855161192
Sequence738.csv_1: True Class: A, Predicted: A, Probability: 0.9999780183460866
Sequence739.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998072512
Sequence74.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence740.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence741.csv_1: True Class: A, Predicted: A, Probability: 0.9999863012976414
Sequence742.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999948
Sequence743.csv_1: True Class: A, Predicted: A, Probability: 0.9999999543090364
Sequence744.csv_1: True Class: A, Predicted: B, Probability: 0.9999999212747442
Sequence745.csv_1: True Class: A, Predicted: A, Probability: 0.8211155155813301
Sequence746.csv_1: True Class: A, Predicted: A, Probability: 0.9999997869279506
Sequence747.csv_1: True Class: A, Predicted: A, Probability: 0.8629095040403082
Sequence748.csv_1: True Class: A, Predicted: B, Probability: 0.9941476104657835
Sequence749.csv_1: True Class: A, Predicted: A, Probability: 0.9999999991200215
Sequence75.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999997
Sequence750.csv_1: True Class: A, Predicted: A, Probability: 0.9999980159967968
Sequence751.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence752.csv_1: True Class: A, Predicted: A, Probability: 0.9999693915902633
Sequence753.csv_1: True Class: A, Predicted: B, Probability: 0.6203691960975619
Sequence754.csv_1: True Class: A, Predicted: B, Probability: 0.9505657862134553
Sequence755.csv_1: True Class: A, Predicted: A, Probability: 0.9999994019533279
Sequence756.csv_1: True Class: A, Predicted: A, Probability: 0.9967835030218329
Sequence757.csv_1: True Class: A, Predicted: B, Probability: 0.9725140436140183
Sequence758.csv_1: True Class: A, Predicted: A, Probability: 0.9998306749664401
Sequence759.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999744
Sequence76.csv_1: True Class: A, Predicted: B, Probability: 0.9999914298167201
Sequence760.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence761.csv_1: True Class: A, Predicted: A, Probability: 0.9999998640195933
Sequence762.csv_1: True Class: A, Predicted: A, Probability: 0.9999922870155724
Sequence763.csv_1: True Class: A, Predicted: A, Probability: 0.999999011217208
Sequence764.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998338525
Sequence765.csv_1: True Class: A, Predicted: A, Probability: 0.9992634040772415
Sequence766.csv_1: True Class: A, Predicted: A, Probability: 0.9999999986537791
Sequence767.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999978186
Sequence768.csv_1: True Class: B, Predicted: B, Probability: 0.9999998577466163
Sequence769.csv_1: True Class: A, Predicted: A, Probability: 0.9999999762738302
Sequence77.csv_1: True Class: A, Predicted: A, Probability: 0.9949177931397969
Sequence770.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999990886
Sequence771.csv_1: True Class: A, Predicted: A, Probability: 0.9999999916272235
Sequence772.csv_1: True Class: A, Predicted: A, Probability: 0.8973560383250369
Sequence773.csv_1: True Class: B, Predicted: B, Probability: 0.9998870234257714
Sequence774.csv_1: True Class: A, Predicted: B, Probability: 0.9937841761315207
Sequence775.csv_1: True Class: A, Predicted: A, Probability: 0.9998272876509846
Sequence776.csv_1: True Class: A, Predicted: B, Probability: 0.9109260725917122
Sequence777.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999877608
Sequence778.csv_1: True Class: A, Predicted: A, Probability: 0.9999999712232849
Sequence779.csv_1: True Class: A, Predicted: B, Probability: 0.9944491349159581
Sequence78.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence780.csv_1: True Class: A, Predicted: B, Probability: 0.9998938142662723
Sequence781.csv_1: True Class: A, Predicted: B, Probability: 0.9999892791958134
Sequence782.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence783.csv_1: True Class: A, Predicted: B, Probability: 0.5599975368575785
Sequence784.csv_1: True Class: A, Predicted: A, Probability: 0.5849469394751494
Sequence785.csv_1: True Class: A, Predicted: B, Probability: 0.9904843585608067
Sequence786.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence787.csv_1: True Class: A, Predicted: A, Probability: 0.999346114809216
Sequence788.csv_1: True Class: A, Predicted: A, Probability: 0.9999999958274215
Sequence789.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999234
Sequence79.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence790.csv_1: True Class: A, Predicted: B, Probability: 0.9736495040082351
Sequence791.csv_1: True Class: A, Predicted: B, Probability: 0.9999817772462827
Sequence792.csv_1: True Class: A, Predicted: A, Probability: 0.6258719984599074
Sequence793.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999998656
Sequence794.csv_1: True Class: A, Predicted: A, Probability: 0.9978749752531604
Sequence795.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence796.csv_1: True Class: A, Predicted: A, Probability: 0.9999997315219615
Sequence797.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999991914
Sequence798.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence799.csv_1: True Class: A, Predicted: A, Probability: 0.9846458216273966
Sequence8.csv_1: True Class: A, Predicted: A, Probability: 0.9997702441450784
Sequence80.csv_1: True Class: A, Predicted: A, Probability: 0.9999981467273
Sequence800.csv_1: True Class: A, Predicted: A, Probability: 0.9635652849974111
Sequence801.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence802.csv_1: True Class: A, Predicted: A, Probability: 0.575070152494102
Sequence803.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999955
Sequence804.csv_1: True Class: A, Predicted: B, Probability: 0.9451157340630675
Sequence805.csv_1: True Class: A, Predicted: A, Probability: 0.9999999633408838
Sequence806.csv_1: True Class: A, Predicted: A, Probability: 0.9999999069788895
Sequence807.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence808.csv_1: True Class: A, Predicted: B, Probability: 0.8170084218991798
Sequence809.csv_1: True Class: A, Predicted: B, Probability: 0.9945415551542433
Sequence81.csv_1: True Class: A, Predicted: A, Probability: 0.9931185969958998
Sequence810.csv_1: True Class: A, Predicted: A, Probability: 0.9926953847904277
Sequence811.csv_1: True Class: A, Predicted: A, Probability: 0.9965779638357316
Sequence812.csv_1: True Class: A, Predicted: A, Probability: 0.9981627817845317
Sequence813.csv_1: True Class: B, Predicted: B, Probability: 0.9999781462528986
Sequence814.csv_1: True Class: A, Predicted: B, Probability: 0.689443389148812
Sequence815.csv_1: True Class: A, Predicted: A, Probability: 0.9999995488802812
Sequence816.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999999
Sequence817.csv_1: True Class: A, Predicted: A, Probability: 0.9999996362401709
Sequence818.csv_1: True Class: A, Predicted: B, Probability: 0.863891818692321
Sequence819.csv_1: True Class: A, Predicted: B, Probability: 0.999662794170396
Sequence82.csv_1: True Class: A, Predicted: A, Probability: 0.5913060471683548
Sequence820.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence821.csv_1: True Class: A, Predicted: B, Probability: 0.9996897388147712
Sequence822.csv_1: True Class: A, Predicted: A, Probability: 0.9999999967118748
Sequence823.csv_1: True Class: B, Predicted: B, Probability: 0.999717475785898
Sequence824.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence825.csv_1: True Class: A, Predicted: A, Probability: 0.9999943556499493
Sequence826.csv_1: True Class: A, Predicted: B, Probability: 0.9939328238794789
Sequence827.csv_1: True Class: A, Predicted: A, Probability: 0.9999999864897318
Sequence828.csv_1: True Class: A, Predicted: A, Probability: 0.9999999980350549
Sequence829.csv_1: True Class: A, Predicted: A, Probability: 0.9999943548746567
Sequence83.csv_1: True Class: B, Predicted: B, Probability: 0.9999999970359821
Sequence830.csv_1: True Class: B, Predicted: B, Probability: 0.999428116157585
Sequence831.csv_1: True Class: A, Predicted: A, Probability: 0.9999999936987745
Sequence832.csv_1: True Class: A, Predicted: A, Probability: 0.9999999950698133
Sequence833.csv_1: True Class: A, Predicted: A, Probability: 0.9999997915743339
Sequence834.csv_1: True Class: A, Predicted: B, Probability: 0.9999915697683143
Sequence835.csv_1: True Class: A, Predicted: B, Probability: 0.9999730524358414
Sequence836.csv_1: True Class: A, Predicted: A, Probability: 0.9999994670370327
Sequence837.csv_1: True Class: A, Predicted: A, Probability: 0.9998525332220005
Sequence838.csv_1: True Class: B, Predicted: B, Probability: 0.9999948397172022
Sequence839.csv_1: True Class: A, Predicted: A, Probability: 0.9999999947713945
Sequence84.csv_1: True Class: A, Predicted: A, Probability: 0.9984089415014374
Sequence840.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999997
Sequence841.csv_1: True Class: A, Predicted: A, Probability: 0.9600635407069003
Sequence842.csv_1: True Class: A, Predicted: A, Probability: 0.9798420116292414
Sequence843.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999571
Sequence844.csv_1: True Class: A, Predicted: B, Probability: 0.9887824230804458
Sequence845.csv_1: True Class: A, Predicted: A, Probability: 0.9997985706276555
Sequence846.csv_1: True Class: B, Predicted: B, Probability: 0.9999994395206221
Sequence847.csv_1: True Class: A, Predicted: B, Probability: 0.9965481625647225
Sequence848.csv_1: True Class: A, Predicted: A, Probability: 0.9999999955021203
Sequence849.csv_1: True Class: A, Predicted: A, Probability: 0.9999999910014097
Sequence85.csv_1: True Class: A, Predicted: A, Probability: 0.6440965581632623
Sequence850.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999958376
Sequence851.csv_1: True Class: A, Predicted: A, Probability: 0.9081673103991358
Sequence852.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence853.csv_1: True Class: A, Predicted: A, Probability: 0.9968237573867176
Sequence854.csv_1: True Class: A, Predicted: A, Probability: 0.999999997368963
Sequence855.csv_1: True Class: A, Predicted: A, Probability: 0.9999999833222619
Sequence856.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999972
Sequence857.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence858.csv_1: True Class: A, Predicted: A, Probability: 0.9595560171664939
Sequence859.csv_1: True Class: A, Predicted: A, Probability: 0.9999999995308186
Sequence86.csv_1: True Class: A, Predicted: A, Probability: 0.9999108423561343
Sequence860.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999968782
Sequence861.csv_1: True Class: A, Predicted: A, Probability: 0.9991350920215668
Sequence862.csv_1: True Class: A, Predicted: A, Probability: 0.9255142262028314
Sequence863.csv_1: True Class: B, Predicted: B, Probability: 0.9999999834223149
Sequence864.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence865.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence866.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999991398
Sequence867.csv_1: True Class: A, Predicted: B, Probability: 0.991489351604555
Sequence868.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999147509
Sequence869.csv_1: True Class: A, Predicted: A, Probability: 0.9992372709157067
Sequence87.csv_1: True Class: A, Predicted: B, Probability: 0.9961513318736068
Sequence870.csv_1: True Class: A, Predicted: A, Probability: 0.9998851431880935
Sequence871.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999996528
Sequence872.csv_1: True Class: A, Predicted: A, Probability: 0.999988806588546
Sequence873.csv_1: True Class: A, Predicted: A, Probability: 0.9999999543622705
Sequence874.csv_1: True Class: A, Predicted: A, Probability: 0.9998701860536963
Sequence875.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998459383
Sequence876.csv_1: True Class: A, Predicted: A, Probability: 0.9999952120098212
Sequence877.csv_1: True Class: B, Predicted: A, Probability: 0.640686362566066
Sequence878.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999878979
Sequence879.csv_1: True Class: A, Predicted: A, Probability: 0.999999999826948
Sequence88.csv_1: True Class: A, Predicted: A, Probability: 0.999991550110537
Sequence880.csv_1: True Class: B, Predicted: B, Probability: 0.9987037993875681
Sequence881.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999224
Sequence882.csv_1: True Class: B, Predicted: B, Probability: 0.9999999637195627
