Sequence549.csv_1: True Class: A, Predicted: C, Probability: 0.9216059217418174
Sequence631.csv_1: True Class: C, Predicted: C, Probability: 0.9900384511093794
Sequence632.csv_1: True Class: A, Predicted: D, Probability: 0.9996140443108043
Sequence633.csv_1: True Class: D, Predicted: A, Probability: 0.9296292735221563
Sequence634.csv_1: True Class: A, Predicted: A, Probability: 0.994726111765027
Sequence635.csv_1: True Class: C, Predicted: B, Probability: 0.9583330815252963
Sequence636.csv_1: True Class: D, Predicted: B, Probability: 0.9999999999836303
Sequence637.csv_1: True Class: D, Predicted: A, Probability: 0.996440317148185
Sequence638.csv_1: True Class: A, Predicted: D, Probability: 0.5208540606834791
Sequence639.csv_1: True Class: D, Predicted: D, Probability: 0.994746152646143
Sequence64.csv_1: True Class: D, Predicted: A, Probability: 0.9990422575022603
Sequence640.csv_1: True Class: D, Predicted: C, Probability: 0.9406319086496094
Sequence641.csv_1: True Class: A, Predicted: A, Probability: 0.9999998285937591
Sequence642.csv_1: True Class: D, Predicted: C, Probability: 0.9999710622742742
Sequence643.csv_1: True Class: A, Predicted: B, Probability: 0.9994929555634413
Sequence644.csv_1: True Class: A, Predicted: D, Probability: 0.9999999815209758
Sequence645.csv_1: True Class: A, Predicted: A, Probability: 0.9064579565241583
Sequence646.csv_1: True Class: A, Predicted: D, Probability: 0.8173120285016678
Sequence647.csv_1: True Class: B, Predicted: D, Probability: 0.6400590228288385
Sequence648.csv_1: True Class: B, Predicted: B, Probability: 0.9906026375042757
Sequence649.csv_1: True Class: D, Predicted: D, Probability: 0.9999999699869705
Sequence65.csv_1: True Class: D, Predicted: D, Probability: 0.995741187148618
Sequence650.csv_1: True Class: A, Predicted: A, Probability: 0.9999999869854951
Sequence651.csv_1: True Class: C, Predicted: A, Probability: 0.9393131013892677
Sequence652.csv_1: True Class: D, Predicted: B, Probability: 0.9957889035267541
Sequence653.csv_1: True Class: A, Predicted: A, Probability: 0.9999066222346624
Sequence654.csv_1: True Class: A, Predicted: D, Probability: 0.9999999935684379
Sequence655.csv_1: True Class: C, Predicted: D, Probability: 0.9999999999857068
Sequence656.csv_1: True Class: D, Predicted: A, Probability: 0.9754140176144392
Sequence657.csv_1: True Class: B, Predicted: D, Probability: 0.7738719384515026
Sequence658.csv_1: True Class: D, Predicted: B, Probability: 0.9964559404606544
Sequence659.csv_1: True Class: A, Predicted: A, Probability: 0.9999981886538162
Sequence66.csv_1: True Class: B, Predicted: A, Probability: 0.9999999888803192
Sequence660.csv_1: True Class: A, Predicted: C, Probability: 0.9920278797320283
Sequence661.csv_1: True Class: D, Predicted: B, Probability: 0.99999862496777
Sequence662.csv_1: True Class: B, Predicted: B, Probability: 0.9999106266379522
Sequence663.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence664.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence665.csv_1: True Class: D, Predicted: C, Probability: 0.9150166601968106
Sequence666.csv_1: True Class: A, Predicted: A, Probability: 0.9993411895106932
Sequence667.csv_1: True Class: A, Predicted: D, Probability: 0.650411711184301
Sequence668.csv_1: True Class: A, Predicted: C, Probability: 0.9987837156879497
Sequence669.csv_1: True Class: A, Predicted: D, Probability: 0.9997518427821401
Sequence67.csv_1: True Class: A, Predicted: A, Probability: 0.9999999956708627
Sequence670.csv_1: True Class: B, Predicted: A, Probability: 0.9999999995885077
Sequence671.csv_1: True Class: A, Predicted: B, Probability: 0.9999998845014874
Sequence672.csv_1: True Class: A, Predicted: A, Probability: 0.9999999008713777
Sequence673.csv_1: True Class: A, Predicted: A, Probability: 0.9913162527093551
Sequence674.csv_1: True Class: D, Predicted: A, Probability: 0.9999696361650835
Sequence675.csv_1: True Class: A, Predicted: A, Probability: 0.9422814988885471
Sequence676.csv_1: True Class: B, Predicted: B, Probability: 0.9998442809713206
Sequence677.csv_1: True Class: D, Predicted: B, Probability: 0.999501880141593
Sequence678.csv_1: True Class: C, Predicted: D, Probability: 0.9735304771387323
Sequence679.csv_1: True Class: A, Predicted: A, Probability: 0.9998193359021831
Sequence68.csv_1: True Class: C, Predicted: C, Probability: 0.9218771265872979
Sequence680.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999102
Sequence681.csv_1: True Class: B, Predicted: B, Probability: 0.9751541486125705
Sequence682.csv_1: True Class: C, Predicted: D, Probability: 0.999990896924393
Sequence683.csv_1: True Class: A, Predicted: A, Probability: 0.9999992352631094
Sequence684.csv_1: True Class: B, Predicted: C, Probability: 0.5475794377265627
Sequence685.csv_1: True Class: C, Predicted: C, Probability: 0.985365146979991
Sequence686.csv_1: True Class: B, Predicted: A, Probability: 0.9999365827605434
Sequence687.csv_1: True Class: C, Predicted: D, Probability: 0.9998145927238322
Sequence688.csv_1: True Class: A, Predicted: C, Probability: 0.9999993359067866
Sequence689.csv_1: True Class: C, Predicted: B, Probability: 0.4488169342896554
Sequence69.csv_1: True Class: D, Predicted: A, Probability: 0.9992067774471005
Sequence690.csv_1: True Class: A, Predicted: A, Probability: 0.9959951516050605
Sequence691.csv_1: True Class: A, Predicted: A, Probability: 0.7404001965251331
Sequence692.csv_1: True Class: A, Predicted: C, Probability: 0.9621248213589139
Sequence693.csv_1: True Class: C, Predicted: D, Probability: 0.777340098206775
Sequence694.csv_1: True Class: A, Predicted: D, Probability: 0.999951360492334
Sequence695.csv_1: True Class: A, Predicted: A, Probability: 0.9662754136381635
Sequence696.csv_1: True Class: A, Predicted: A, Probability: 0.9828899358625929
Sequence697.csv_1: True Class: A, Predicted: A, Probability: 0.9997114641906928
Sequence698.csv_1: True Class: A, Predicted: A, Probability: 0.4901149599071362
Sequence699.csv_1: True Class: A, Predicted: A, Probability: 0.9999998986035876
Sequence7.csv_1: True Class: D, Predicted: C, Probability: 0.9955017194439486
Sequence70.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999029138
Sequence700.csv_1: True Class: A, Predicted: D, Probability: 0.9992809979704059
Sequence701.csv_1: True Class: A, Predicted: A, Probability: 0.9999999986561906
Sequence702.csv_1: True Class: D, Predicted: A, Probability: 0.9135192099813648
Sequence703.csv_1: True Class: B, Predicted: B, Probability: 0.9999999905465267
Sequence704.csv_1: True Class: A, Predicted: A, Probability: 0.7932091305911316
Sequence705.csv_1: True Class: A, Predicted: A, Probability: 0.9993394644613098
Sequence706.csv_1: True Class: B, Predicted: C, Probability: 0.4971030557360412
Sequence707.csv_1: True Class: D, Predicted: C, Probability: 0.9991777778493276
Sequence708.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998620774
Sequence709.csv_1: True Class: A, Predicted: A, Probability: 0.9987314714494027
Sequence71.csv_1: True Class: A, Predicted: D, Probability: 0.9995592399565877
Sequence710.csv_1: True Class: D, Predicted: A, Probability: 0.9999999941973393
Sequence711.csv_1: True Class: A, Predicted: B, Probability: 0.999998668543075
Sequence712.csv_1: True Class: C, Predicted: C, Probability: 0.9999979387554595
Sequence713.csv_1: True Class: C, Predicted: A, Probability: 0.9967157233679454
Sequence714.csv_1: True Class: C, Predicted: D, Probability: 0.9949481045036204
Sequence715.csv_1: True Class: A, Predicted: C, Probability: 0.9824068524583354
Sequence716.csv_1: True Class: C, Predicted: D, Probability: 0.9745644714382575
Sequence717.csv_1: True Class: A, Predicted: A, Probability: 0.9999037485494148
Sequence718.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997199004
Sequence719.csv_1: True Class: B, Predicted: B, Probability: 0.9991650349525746
Sequence72.csv_1: True Class: D, Predicted: C, Probability: 0.9999448199421832
Sequence720.csv_1: True Class: D, Predicted: D, Probability: 0.5458634378078319
Sequence721.csv_1: True Class: D, Predicted: C, Probability: 0.5042052479772313
Sequence722.csv_1: True Class: D, Predicted: D, Probability: 0.999999999433511
Sequence723.csv_1: True Class: D, Predicted: A, Probability: 0.9632926461234226
Sequence724.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence725.csv_1: True Class: A, Predicted: A, Probability: 0.9999980909832269
Sequence726.csv_1: True Class: A, Predicted: A, Probability: 0.9999755222356932
Sequence727.csv_1: True Class: D, Predicted: B, Probability: 0.6377871491222086
Sequence728.csv_1: True Class: A, Predicted: A, Probability: 0.9999978477914335
Sequence729.csv_1: True Class: C, Predicted: C, Probability: 0.9999999988735301
Sequence73.csv_1: True Class: D, Predicted: B, Probability: 0.9997474526175072
Sequence730.csv_1: True Class: D, Predicted: A, Probability: 0.9999999998664938
Sequence731.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence732.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999999
Sequence733.csv_1: True Class: D, Predicted: D, Probability: 0.9996796089475035
Sequence734.csv_1: True Class: D, Predicted: D, Probability: 0.9999989609311274
Sequence735.csv_1: True Class: C, Predicted: C, Probability: 0.7078078227399281
Sequence736.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999537664
Sequence737.csv_1: True Class: B, Predicted: D, Probability: 0.5209579101091123
Sequence738.csv_1: True Class: C, Predicted: C, Probability: 0.9999999999522371
Sequence739.csv_1: True Class: C, Predicted: C, Probability: 0.9988274536836369
Sequence74.csv_1: True Class: B, Predicted: A, Probability: 0.9999057162984967
Sequence740.csv_1: True Class: D, Predicted: D, Probability: 0.9999999996255151
Sequence741.csv_1: True Class: D, Predicted: A, Probability: 0.9924612805157562
Sequence742.csv_1: True Class: B, Predicted: B, Probability: 0.9999932218921203
Sequence743.csv_1: True Class: A, Predicted: A, Probability: 0.9999999084725165
Sequence744.csv_1: True Class: C, Predicted: C, Probability: 0.7709223570780561
Sequence745.csv_1: True Class: D, Predicted: C, Probability: 0.7670275658090441
Sequence746.csv_1: True Class: D, Predicted: A, Probability: 0.9999543961342235
Sequence747.csv_1: True Class: D, Predicted: D, Probability: 0.7257922342290308
Sequence748.csv_1: True Class: D, Predicted: A, Probability: 0.9997021796999781
Sequence749.csv_1: True Class: A, Predicted: A, Probability: 0.999996073936924
Sequence75.csv_1: True Class: A, Predicted: A, Probability: 0.9999999982005513
Sequence750.csv_1: True Class: A, Predicted: D, Probability: 0.9874380064637513
Sequence751.csv_1: True Class: A, Predicted: D, Probability: 0.99493675108231
Sequence752.csv_1: True Class: D, Predicted: D, Probability: 0.9967421725327628
Sequence753.csv_1: True Class: B, Predicted: A, Probability: 0.9996719868892393
Sequence754.csv_1: True Class: A, Predicted: A, Probability: 0.9999998345813852
Sequence755.csv_1: True Class: A, Predicted: B, Probability: 0.9984209494688348
Sequence756.csv_1: True Class: A, Predicted: A, Probability: 0.9794067239722564
Sequence757.csv_1: True Class: A, Predicted: A, Probability: 0.7433495347191715
Sequence758.csv_1: True Class: A, Predicted: A, Probability: 0.9995937307623168
Sequence759.csv_1: True Class: A, Predicted: B, Probability: 0.9999983266486151
Sequence76.csv_1: True Class: D, Predicted: D, Probability: 0.9993845772826196
Sequence760.csv_1: True Class: C, Predicted: D, Probability: 0.9930909163315725
Sequence761.csv_1: True Class: A, Predicted: A, Probability: 0.9833686787486239
Sequence762.csv_1: True Class: B, Predicted: A, Probability: 0.9998159472483228
Sequence763.csv_1: True Class: A, Predicted: C, Probability: 0.8535817982502838
Sequence764.csv_1: True Class: A, Predicted: A, Probability: 0.8731755801838612
Sequence765.csv_1: True Class: D, Predicted: C, Probability: 0.9999860807910687
Sequence766.csv_1: True Class: B, Predicted: A, Probability: 0.999999999887508
Sequence767.csv_1: True Class: A, Predicted: A, Probability: 0.5051718915053881
Sequence768.csv_1: True Class: A, Predicted: B, Probability: 0.9992768163258147
Sequence769.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999852227
Sequence77.csv_1: True Class: C, Predicted: C, Probability: 0.9997014992206569
Sequence770.csv_1: True Class: A, Predicted: A, Probability: 0.9999925637233578
Sequence771.csv_1: True Class: D, Predicted: C, Probability: 0.9998039574014516
Sequence772.csv_1: True Class: A, Predicted: B, Probability: 0.9999997384818391
Sequence773.csv_1: True Class: D, Predicted: B, Probability: 0.9999676509662087
Sequence774.csv_1: True Class: B, Predicted: C, Probability: 0.8574854239027668
Sequence775.csv_1: True Class: D, Predicted: A, Probability: 0.8170166722916499
Sequence776.csv_1: True Class: A, Predicted: A, Probability: 0.9998527490435812
Sequence777.csv_1: True Class: D, Predicted: C, Probability: 0.9958264016488035
Sequence778.csv_1: True Class: B, Predicted: A, Probability: 0.9999968110721125
Sequence779.csv_1: True Class: D, Predicted: C, Probability: 0.9507983143530351
Sequence78.csv_1: True Class: C, Predicted: B, Probability: 0.5617518156170906
Sequence780.csv_1: True Class: A, Predicted: B, Probability: 0.9999998443286369
Sequence781.csv_1: True Class: A, Predicted: C, Probability: 0.9924324623705869
Sequence782.csv_1: True Class: D, Predicted: D, Probability: 0.999984457455753
Sequence783.csv_1: True Class: C, Predicted: B, Probability: 0.9789832392306163
Sequence784.csv_1: True Class: D, Predicted: A, Probability: 0.9999999715439495
Sequence785.csv_1: True Class: A, Predicted: A, Probability: 0.9959328770773964
Sequence786.csv_1: True Class: A, Predicted: B, Probability: 0.9999827363902594
Sequence787.csv_1: True Class: D, Predicted: C, Probability: 0.9999999931429582
Sequence788.csv_1: True Class: A, Predicted: C, Probability: 0.9999851594802258
Sequence789.csv_1: True Class: B, Predicted: B, Probability: 0.9997761189698035
Sequence79.csv_1: True Class: C, Predicted: D, Probability: 0.9942320948130058
Sequence790.csv_1: True Class: B, Predicted: A, Probability: 0.9993254070834537
Sequence791.csv_1: True Class: D, Predicted: C, Probability: 0.9581482080225524
Sequence792.csv_1: True Class: B, Predicted: A, Probability: 0.9999948114250641
Sequence793.csv_1: True Class: D, Predicted: D, Probability: 0.999999857474767
Sequence794.csv_1: True Class: D, Predicted: C, Probability: 0.9765595327843171
Sequence795.csv_1: True Class: B, Predicted: B, Probability: 0.9947118518279664
Sequence796.csv_1: True Class: B, Predicted: A, Probability: 0.9999999997201823
Sequence797.csv_1: True Class: A, Predicted: B, Probability: 0.9999999888376935
Sequence798.csv_1: True Class: B, Predicted: A, Probability: 0.9999311505166677
Sequence799.csv_1: True Class: A, Predicted: A, Probability: 0.9999991932621151
Sequence8.csv_1: True Class: A, Predicted: A, Probability: 0.9999791653568173
Sequence80.csv_1: True Class: A, Predicted: A, Probability: 0.99310337967636
Sequence800.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999967
Sequence801.csv_1: True Class: A, Predicted: C, Probability: 0.9999999999510301
Sequence802.csv_1: True Class: A, Predicted: A, Probability: 0.9576473107464816
Sequence803.csv_1: True Class: D, Predicted: B, Probability: 0.9879176249707251
Sequence804.csv_1: True Class: D, Predicted: C, Probability: 0.9999523454428471
Sequence805.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998876988
Sequence806.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999424922
Sequence807.csv_1: True Class: A, Predicted: B, Probability: 0.43286176038921437
Sequence808.csv_1: True Class: A, Predicted: A, Probability: 0.9999960937499237
Sequence809.csv_1: True Class: A, Predicted: A, Probability: 0.8002340706116139
Sequence81.csv_1: True Class: B, Predicted: D, Probability: 0.7718235715331813
Sequence810.csv_1: True Class: A, Predicted: D, Probability: 0.9964550578798261
Sequence811.csv_1: True Class: B, Predicted: A, Probability: 0.9999948089545336
Sequence812.csv_1: True Class: B, Predicted: A, Probability: 0.951468895901997
Sequence813.csv_1: True Class: D, Predicted: D, Probability: 0.6159450837109783
Sequence814.csv_1: True Class: B, Predicted: A, Probability: 0.8548316450057425
Sequence815.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999955317
Sequence816.csv_1: True Class: A, Predicted: C, Probability: 0.9991066953078346
Sequence817.csv_1: True Class: A, Predicted: C, Probability: 0.999999999070368
Sequence818.csv_1: True Class: A, Predicted: B, Probability: 0.9941012970739996
Sequence819.csv_1: True Class: B, Predicted: C, Probability: 0.9995551546530085
Sequence82.csv_1: True Class: A, Predicted: A, Probability: 0.9999940333863865
Sequence820.csv_1: True Class: A, Predicted: B, Probability: 0.9999484027896954
Sequence821.csv_1: True Class: A, Predicted: A, Probability: 0.9845215995404585
Sequence822.csv_1: True Class: C, Predicted: C, Probability: 0.9631500456461795
Sequence823.csv_1: True Class: D, Predicted: D, Probability: 0.9915612946032109
Sequence824.csv_1: True Class: A, Predicted: A, Probability: 0.9995439542094388
Sequence825.csv_1: True Class: A, Predicted: C, Probability: 0.8230237792388957
Sequence826.csv_1: True Class: D, Predicted: A, Probability: 0.9999951247291821
Sequence827.csv_1: True Class: D, Predicted: C, Probability: 0.6725673508254464
Sequence828.csv_1: True Class: A, Predicted: A, Probability: 0.9943469147164448
Sequence829.csv_1: True Class: D, Predicted: D, Probability: 0.9739397084015772
Sequence83.csv_1: True Class: A, Predicted: A, Probability: 0.9979135883252747
Sequence830.csv_1: True Class: D, Predicted: D, Probability: 0.9999124042474777
Sequence831.csv_1: True Class: D, Predicted: D, Probability: 0.6670556857700725
Sequence832.csv_1: True Class: C, Predicted: C, Probability: 0.9994611098893721
Sequence833.csv_1: True Class: A, Predicted: D, Probability: 0.9797270962394746
Sequence834.csv_1: True Class: A, Predicted: B, Probability: 0.9233789920004437
Sequence835.csv_1: True Class: C, Predicted: A, Probability: 0.9921624342286799
Sequence836.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999991
Sequence837.csv_1: True Class: C, Predicted: B, Probability: 0.9999999957789311
Sequence838.csv_1: True Class: A, Predicted: A, Probability: 0.999999998988717
Sequence839.csv_1: True Class: C, Predicted: C, Probability: 0.880584411596175
Sequence84.csv_1: True Class: C, Predicted: D, Probability: 0.9999993145077959
Sequence840.csv_1: True Class: C, Predicted: B, Probability: 0.9914391191266494
Sequence841.csv_1: True Class: B, Predicted: B, Probability: 0.999954678647737
Sequence842.csv_1: True Class: B, Predicted: B, Probability: 0.9999967732840161
Sequence843.csv_1: True Class: B, Predicted: D, Probability: 0.9510776896340373
Sequence844.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence845.csv_1: True Class: A, Predicted: A, Probability: 0.9999388930211094
Sequence846.csv_1: True Class: A, Predicted: B, Probability: 0.9999996977254486
Sequence847.csv_1: True Class: D, Predicted: B, Probability: 0.9759017523762684
Sequence848.csv_1: True Class: C, Predicted: B, Probability: 0.9962168049228699
Sequence849.csv_1: True Class: A, Predicted: C, Probability: 0.9733399417642126
Sequence85.csv_1: True Class: D, Predicted: A, Probability: 0.9927431380690949
Sequence850.csv_1: True Class: D, Predicted: C, Probability: 0.999999999965237
Sequence851.csv_1: True Class: A, Predicted: A, Probability: 0.9954623877742171
Sequence852.csv_1: True Class: D, Predicted: C, Probability: 0.9999999999068044
Sequence853.csv_1: True Class: D, Predicted: A, Probability: 0.9984304258527152
Sequence854.csv_1: True Class: B, Predicted: B, Probability: 0.9999930307102839
Sequence855.csv_1: True Class: A, Predicted: D, Probability: 0.7813742568297569
Sequence856.csv_1: True Class: B, Predicted: A, Probability: 0.9988487852664162
Sequence857.csv_1: True Class: A, Predicted: C, Probability: 0.9860412728963127
Sequence858.csv_1: True Class: B, Predicted: A, Probability: 0.8445629289573013
Sequence859.csv_1: True Class: C, Predicted: C, Probability: 0.5018117098268192
Sequence86.csv_1: True Class: D, Predicted: D, Probability: 0.9992589929690735
Sequence860.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999960337
Sequence861.csv_1: True Class: D, Predicted: D, Probability: 0.982741189101667
Sequence862.csv_1: True Class: B, Predicted: C, Probability: 0.9999994775305162
Sequence863.csv_1: True Class: D, Predicted: D, Probability: 0.992351388198449
Sequence864.csv_1: True Class: B, Predicted: B, Probability: 0.999993915322823
Sequence865.csv_1: True Class: A, Predicted: D, Probability: 0.9999981650803947
Sequence866.csv_1: True Class: D, Predicted: B, Probability: 0.9999923959355324
Sequence867.csv_1: True Class: A, Predicted: C, Probability: 0.9055486518817534
Sequence868.csv_1: True Class: A, Predicted: C, Probability: 0.8798449791017127
Sequence869.csv_1: True Class: B, Predicted: B, Probability: 0.9935595574259733
Sequence87.csv_1: True Class: B, Predicted: B, Probability: 0.9999957884193771
Sequence870.csv_1: True Class: C, Predicted: C, Probability: 0.7907449196611966
Sequence871.csv_1: True Class: C, Predicted: A, Probability: 0.9109180404851835
Sequence872.csv_1: True Class: A, Predicted: A, Probability: 0.9998909187269597
Sequence873.csv_1: True Class: D, Predicted: D, Probability: 0.999773043192828
Sequence874.csv_1: True Class: A, Predicted: A, Probability: 0.999998721673713
Sequence875.csv_1: True Class: B, Predicted: A, Probability: 0.999967638717112
Sequence876.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999319247
Sequence877.csv_1: True Class: B, Predicted: A, Probability: 0.9996784128326929
Sequence878.csv_1: True Class: C, Predicted: D, Probability: 0.9980703411497323
Sequence879.csv_1: True Class: A, Predicted: A, Probability: 0.6452108505003611
Sequence88.csv_1: True Class: A, Predicted: D, Probability: 0.9998652383696324
Sequence880.csv_1: True Class: A, Predicted: A, Probability: 0.9875167357111027
