Sequence549.csv_1: True Class: A, Predicted: C, Probability: 0.9258438099338224
Sequence618.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999366
Sequence619.csv_1: True Class: B, Predicted: D, Probability: 0.9995574674073453
Sequence62.csv_1: True Class: A, Predicted: A, Probability: 0.8785783888725068
Sequence620.csv_1: True Class: D, Predicted: D, Probability: 0.9999999665936918
Sequence621.csv_1: True Class: B, Predicted: C, Probability: 0.9998530832256596
Sequence622.csv_1: True Class: C, Predicted: A, Probability: 0.9746554154238162
Sequence623.csv_1: True Class: A, Predicted: A, Probability: 0.7365233554597604
Sequence624.csv_1: True Class: A, Predicted: D, Probability: 0.9993678582956063
Sequence625.csv_1: True Class: D, Predicted: A, Probability: 0.9988868056116775
Sequence626.csv_1: True Class: A, Predicted: A, Probability: 0.9999686920986722
Sequence627.csv_1: True Class: B, Predicted: B, Probability: 0.7514216739597841
Sequence628.csv_1: True Class: D, Predicted: D, Probability: 0.9999994375855882
Sequence629.csv_1: True Class: A, Predicted: A, Probability: 0.9999999993057893
Sequence63.csv_1: True Class: D, Predicted: D, Probability: 0.9999745854656739
Sequence630.csv_1: True Class: A, Predicted: C, Probability: 0.9993487168711527
Sequence631.csv_1: True Class: C, Predicted: C, Probability: 0.9944505667905822
Sequence632.csv_1: True Class: A, Predicted: D, Probability: 0.9994574351427238
Sequence633.csv_1: True Class: D, Predicted: A, Probability: 0.950850816189506
Sequence634.csv_1: True Class: A, Predicted: A, Probability: 0.9949478193908303
Sequence635.csv_1: True Class: C, Predicted: B, Probability: 0.9573204920379379
Sequence636.csv_1: True Class: D, Predicted: B, Probability: 0.9999999999815399
Sequence637.csv_1: True Class: D, Predicted: A, Probability: 0.9964304307133904
Sequence638.csv_1: True Class: A, Predicted: D, Probability: 0.5214724985012722
Sequence639.csv_1: True Class: D, Predicted: D, Probability: 0.9860752090456878
Sequence64.csv_1: True Class: D, Predicted: A, Probability: 0.9990526294339984
Sequence640.csv_1: True Class: D, Predicted: C, Probability: 0.8840113917430903
Sequence641.csv_1: True Class: A, Predicted: A, Probability: 0.9999998307464208
Sequence642.csv_1: True Class: D, Predicted: C, Probability: 0.9999693542428992
Sequence643.csv_1: True Class: A, Predicted: B, Probability: 0.9994845225833754
Sequence644.csv_1: True Class: A, Predicted: D, Probability: 0.9999999827273416
Sequence645.csv_1: True Class: A, Predicted: A, Probability: 0.9073771385027759
Sequence646.csv_1: True Class: A, Predicted: D, Probability: 0.8226199711227715
Sequence647.csv_1: True Class: B, Predicted: C, Probability: 0.5089722904005197
Sequence648.csv_1: True Class: B, Predicted: B, Probability: 0.9880056512805836
Sequence649.csv_1: True Class: D, Predicted: D, Probability: 0.999999968712675
Sequence65.csv_1: True Class: D, Predicted: D, Probability: 0.9957055689068524
Sequence650.csv_1: True Class: A, Predicted: A, Probability: 0.9999999868303303
Sequence651.csv_1: True Class: C, Predicted: A, Probability: 0.9388325647947022
Sequence652.csv_1: True Class: D, Predicted: B, Probability: 0.9944955536687344
Sequence653.csv_1: True Class: A, Predicted: A, Probability: 0.9999097072373831
Sequence654.csv_1: True Class: A, Predicted: D, Probability: 0.9999999929032579
Sequence655.csv_1: True Class: C, Predicted: D, Probability: 0.9999999999859838
Sequence656.csv_1: True Class: D, Predicted: A, Probability: 0.9768380757386455
Sequence657.csv_1: True Class: B, Predicted: D, Probability: 0.8800580479060366
Sequence658.csv_1: True Class: D, Predicted: B, Probability: 0.9936051970336626
Sequence659.csv_1: True Class: A, Predicted: A, Probability: 0.9999981840631833
Sequence66.csv_1: True Class: B, Predicted: A, Probability: 0.999999989069466
Sequence660.csv_1: True Class: A, Predicted: C, Probability: 0.9916426887763282
Sequence661.csv_1: True Class: D, Predicted: B, Probability: 0.9999989241516901
Sequence662.csv_1: True Class: B, Predicted: B, Probability: 0.9999086916352005
Sequence663.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence664.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence665.csv_1: True Class: D, Predicted: C, Probability: 0.9655945220262273
Sequence666.csv_1: True Class: A, Predicted: A, Probability: 0.9993436717490609
Sequence667.csv_1: True Class: A, Predicted: D, Probability: 0.6495128851706736
Sequence668.csv_1: True Class: A, Predicted: C, Probability: 0.9988290421449907
Sequence669.csv_1: True Class: A, Predicted: D, Probability: 0.9996471590452595
Sequence67.csv_1: True Class: A, Predicted: A, Probability: 0.9999999957153185
Sequence670.csv_1: True Class: B, Predicted: A, Probability: 0.999999999591487
Sequence671.csv_1: True Class: A, Predicted: B, Probability: 0.9999998279818266
Sequence672.csv_1: True Class: A, Predicted: A, Probability: 0.9999999036097021
Sequence673.csv_1: True Class: A, Predicted: A, Probability: 0.9912631164790997
Sequence674.csv_1: True Class: D, Predicted: A, Probability: 0.999969825676423
Sequence675.csv_1: True Class: A, Predicted: A, Probability: 0.9444671704029546
Sequence676.csv_1: True Class: B, Predicted: B, Probability: 0.9997072955198246
Sequence677.csv_1: True Class: D, Predicted: B, Probability: 0.9994912854455531
Sequence678.csv_1: True Class: C, Predicted: D, Probability: 0.97467975358787
Sequence679.csv_1: True Class: A, Predicted: A, Probability: 0.9998235522639607
Sequence68.csv_1: True Class: C, Predicted: C, Probability: 0.91834884340698
Sequence680.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999127
Sequence681.csv_1: True Class: B, Predicted: B, Probability: 0.9720536282520637
Sequence682.csv_1: True Class: C, Predicted: D, Probability: 0.9999913388596144
Sequence683.csv_1: True Class: A, Predicted: A, Probability: 0.9999994911789526
Sequence684.csv_1: True Class: B, Predicted: C, Probability: 0.525426839669532
Sequence685.csv_1: True Class: C, Predicted: C, Probability: 0.9840092921262752
Sequence686.csv_1: True Class: B, Predicted: A, Probability: 0.9999401412612223
Sequence687.csv_1: True Class: C, Predicted: D, Probability: 0.9997347520276387
Sequence688.csv_1: True Class: A, Predicted: C, Probability: 0.9999993283900541
Sequence689.csv_1: True Class: C, Predicted: B, Probability: 0.44866182262275495
Sequence69.csv_1: True Class: D, Predicted: A, Probability: 0.9994014862235024
Sequence690.csv_1: True Class: A, Predicted: A, Probability: 0.9959759953694495
Sequence691.csv_1: True Class: A, Predicted: A, Probability: 0.757177186243534
Sequence692.csv_1: True Class: A, Predicted: C, Probability: 0.9645838666932599
Sequence693.csv_1: True Class: C, Predicted: D, Probability: 0.7101560750487783
Sequence694.csv_1: True Class: A, Predicted: D, Probability: 0.9999536474564432
Sequence695.csv_1: True Class: A, Predicted: A, Probability: 0.9686141667950319
Sequence696.csv_1: True Class: A, Predicted: A, Probability: 0.9831499737990457
Sequence697.csv_1: True Class: A, Predicted: A, Probability: 0.9997167193359436
Sequence698.csv_1: True Class: A, Predicted: A, Probability: 0.49298577988236786
Sequence699.csv_1: True Class: A, Predicted: A, Probability: 0.9999998980590812
Sequence7.csv_1: True Class: D, Predicted: C, Probability: 0.9954571632055953
Sequence70.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999030972
Sequence700.csv_1: True Class: A, Predicted: D, Probability: 0.9992072839174801
Sequence701.csv_1: True Class: A, Predicted: A, Probability: 0.999999998679809
Sequence702.csv_1: True Class: D, Predicted: A, Probability: 0.9188851247642031
Sequence703.csv_1: True Class: B, Predicted: B, Probability: 0.9999999903348714
Sequence704.csv_1: True Class: A, Predicted: A, Probability: 0.7948124885236797
Sequence705.csv_1: True Class: A, Predicted: A, Probability: 0.9993681664656746
Sequence706.csv_1: True Class: B, Predicted: A, Probability: 0.5020522806212535
Sequence707.csv_1: True Class: D, Predicted: C, Probability: 0.9991537552047334
Sequence708.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998613982
Sequence709.csv_1: True Class: A, Predicted: A, Probability: 0.9987316831848252
Sequence71.csv_1: True Class: A, Predicted: D, Probability: 0.999563149155931
Sequence710.csv_1: True Class: D, Predicted: A, Probability: 0.9999999942915689
Sequence711.csv_1: True Class: A, Predicted: B, Probability: 0.9999980182430427
Sequence712.csv_1: True Class: C, Predicted: C, Probability: 0.9999979100083051
Sequence713.csv_1: True Class: C, Predicted: A, Probability: 0.9967409811877064
Sequence714.csv_1: True Class: C, Predicted: D, Probability: 0.9950790566032115
Sequence715.csv_1: True Class: A, Predicted: C, Probability: 0.9819394765832452
Sequence716.csv_1: True Class: C, Predicted: D, Probability: 0.9731782547567838
Sequence717.csv_1: True Class: A, Predicted: A, Probability: 0.9999077375375908
Sequence718.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997132063
Sequence719.csv_1: True Class: B, Predicted: B, Probability: 0.9991294573674295
Sequence72.csv_1: True Class: D, Predicted: C, Probability: 0.9999433659373325
Sequence720.csv_1: True Class: D, Predicted: D, Probability: 0.5534635418463733
Sequence721.csv_1: True Class: D, Predicted: B, Probability: 0.5174084060870477
Sequence722.csv_1: True Class: D, Predicted: D, Probability: 0.9999999994130386
Sequence723.csv_1: True Class: D, Predicted: A, Probability: 0.963227714446826
Sequence724.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence725.csv_1: True Class: A, Predicted: A, Probability: 0.9999980995482437
Sequence726.csv_1: True Class: A, Predicted: A, Probability: 0.9999759930250867
Sequence727.csv_1: True Class: D, Predicted: B, Probability: 0.6540475365199659
Sequence728.csv_1: True Class: A, Predicted: A, Probability: 0.9999978618050379
Sequence729.csv_1: True Class: C, Predicted: C, Probability: 0.9999999988015146
Sequence73.csv_1: True Class: D, Predicted: B, Probability: 0.9997296015787308
Sequence730.csv_1: True Class: D, Predicted: A, Probability: 0.9999999998620743
Sequence731.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence732.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999999
Sequence733.csv_1: True Class: D, Predicted: D, Probability: 0.9995432674011959
Sequence734.csv_1: True Class: D, Predicted: D, Probability: 0.9999989850350737
Sequence735.csv_1: True Class: C, Predicted: C, Probability: 0.6863841616482491
Sequence736.csv_1: True Class: A, Predicted: B, Probability: 0.999999999917011
Sequence737.csv_1: True Class: B, Predicted: D, Probability: 0.5175677916635575
Sequence738.csv_1: True Class: C, Predicted: C, Probability: 0.999999999933439
Sequence739.csv_1: True Class: C, Predicted: C, Probability: 0.9988729796655402
Sequence74.csv_1: True Class: B, Predicted: A, Probability: 0.9999087985663171
Sequence740.csv_1: True Class: D, Predicted: D, Probability: 0.9999999996431953
Sequence741.csv_1: True Class: D, Predicted: A, Probability: 0.992986509821381
Sequence742.csv_1: True Class: B, Predicted: B, Probability: 0.9999927836255276
Sequence743.csv_1: True Class: A, Predicted: A, Probability: 0.9999999150881873
Sequence744.csv_1: True Class: C, Predicted: C, Probability: 0.7775706238780165
Sequence745.csv_1: True Class: D, Predicted: C, Probability: 0.7620816873670969
Sequence746.csv_1: True Class: D, Predicted: A, Probability: 0.9999542802888699
Sequence747.csv_1: True Class: D, Predicted: D, Probability: 0.7278314087145875
Sequence748.csv_1: True Class: D, Predicted: A, Probability: 0.9994310188666695
Sequence749.csv_1: True Class: A, Predicted: A, Probability: 0.9999961113078188
Sequence75.csv_1: True Class: A, Predicted: A, Probability: 0.99999999826928
Sequence750.csv_1: True Class: A, Predicted: D, Probability: 0.9874910988003663
Sequence751.csv_1: True Class: A, Predicted: D, Probability: 0.9949413558765574
Sequence752.csv_1: True Class: D, Predicted: D, Probability: 0.9953045131666657
Sequence753.csv_1: True Class: B, Predicted: A, Probability: 0.9996701011387703
Sequence754.csv_1: True Class: A, Predicted: A, Probability: 0.9999998442412626
Sequence755.csv_1: True Class: A, Predicted: B, Probability: 0.9983701438391852
Sequence756.csv_1: True Class: A, Predicted: A, Probability: 0.9797448824387277
Sequence757.csv_1: True Class: A, Predicted: A, Probability: 0.8140854818072794
Sequence758.csv_1: True Class: A, Predicted: A, Probability: 0.999592701162982
Sequence759.csv_1: True Class: A, Predicted: B, Probability: 0.9999984823461461
Sequence76.csv_1: True Class: D, Predicted: D, Probability: 0.9994070376174985
Sequence760.csv_1: True Class: C, Predicted: D, Probability: 0.9932810734592867
Sequence761.csv_1: True Class: A, Predicted: A, Probability: 0.9833277804164805
Sequence762.csv_1: True Class: B, Predicted: A, Probability: 0.9998178348308879
Sequence763.csv_1: True Class: A, Predicted: C, Probability: 0.760193174816721
Sequence764.csv_1: True Class: A, Predicted: A, Probability: 0.8745592185752463
Sequence765.csv_1: True Class: D, Predicted: C, Probability: 0.9999856546185416
Sequence766.csv_1: True Class: B, Predicted: A, Probability: 0.9999999998880791
Sequence767.csv_1: True Class: A, Predicted: A, Probability: 0.5167087164037139
Sequence768.csv_1: True Class: A, Predicted: B, Probability: 0.9992581179127469
Sequence769.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999855653
Sequence77.csv_1: True Class: C, Predicted: C, Probability: 0.9998513450035054
Sequence770.csv_1: True Class: A, Predicted: A, Probability: 0.999992684128913
Sequence771.csv_1: True Class: D, Predicted: C, Probability: 0.9998961435903042
Sequence772.csv_1: True Class: A, Predicted: B, Probability: 0.9999996076944953
Sequence773.csv_1: True Class: D, Predicted: B, Probability: 0.99995201771884
Sequence774.csv_1: True Class: B, Predicted: C, Probability: 0.8602432162319457
Sequence775.csv_1: True Class: D, Predicted: A, Probability: 0.8396923907938085
Sequence776.csv_1: True Class: A, Predicted: A, Probability: 0.9998491293989747
Sequence777.csv_1: True Class: D, Predicted: C, Probability: 0.9970647020241
Sequence778.csv_1: True Class: B, Predicted: A, Probability: 0.9999968904602913
Sequence779.csv_1: True Class: D, Predicted: C, Probability: 0.9811689424707231
Sequence78.csv_1: True Class: C, Predicted: B, Probability: 0.5645107475539342
Sequence780.csv_1: True Class: A, Predicted: B, Probability: 0.9999998340620453
Sequence781.csv_1: True Class: A, Predicted: C, Probability: 0.9922909045417556
Sequence782.csv_1: True Class: D, Predicted: D, Probability: 0.9999845744088313
Sequence783.csv_1: True Class: C, Predicted: B, Probability: 0.9794575626922031
Sequence784.csv_1: True Class: D, Predicted: A, Probability: 0.999999971719403
Sequence785.csv_1: True Class: A, Predicted: A, Probability: 0.9958793043667611
Sequence786.csv_1: True Class: A, Predicted: B, Probability: 0.999974101120549
Sequence787.csv_1: True Class: D, Predicted: C, Probability: 0.9999999951912091
Sequence788.csv_1: True Class: A, Predicted: C, Probability: 0.9999728403366177
Sequence789.csv_1: True Class: B, Predicted: B, Probability: 0.9997709646848499
Sequence79.csv_1: True Class: C, Predicted: D, Probability: 0.9938713294168026
Sequence790.csv_1: True Class: B, Predicted: A, Probability: 0.9993311181559513
Sequence791.csv_1: True Class: D, Predicted: C, Probability: 0.9691295635352821
Sequence792.csv_1: True Class: B, Predicted: A, Probability: 0.9999948489011358
Sequence793.csv_1: True Class: D, Predicted: D, Probability: 0.9999998586822924
Sequence794.csv_1: True Class: D, Predicted: C, Probability: 0.9763600351923505
Sequence795.csv_1: True Class: B, Predicted: B, Probability: 0.9946225568400499
Sequence796.csv_1: True Class: B, Predicted: A, Probability: 0.9999999997264686
Sequence797.csv_1: True Class: A, Predicted: B, Probability: 0.9999999886036739
Sequence798.csv_1: True Class: B, Predicted: A, Probability: 0.9999336483700665
Sequence799.csv_1: True Class: A, Predicted: A, Probability: 0.9999992107822342
Sequence8.csv_1: True Class: A, Predicted: A, Probability: 0.9999790887143893
Sequence80.csv_1: True Class: A, Predicted: A, Probability: 0.9930877890547577
Sequence800.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999968
Sequence801.csv_1: True Class: A, Predicted: C, Probability: 0.9999999999494348
Sequence802.csv_1: True Class: A, Predicted: A, Probability: 0.9572987011303555
Sequence803.csv_1: True Class: D, Predicted: B, Probability: 0.9790540785305054
Sequence804.csv_1: True Class: D, Predicted: C, Probability: 0.9999510649708997
Sequence805.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998900828
Sequence806.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999171508
Sequence807.csv_1: True Class: A, Predicted: B, Probability: 0.4223499164915295
Sequence808.csv_1: True Class: A, Predicted: A, Probability: 0.999996084011496
Sequence809.csv_1: True Class: A, Predicted: A, Probability: 0.7999312652632985
Sequence81.csv_1: True Class: B, Predicted: D, Probability: 0.7025322199970918
Sequence810.csv_1: True Class: A, Predicted: D, Probability: 0.9963985626937857
Sequence811.csv_1: True Class: B, Predicted: A, Probability: 0.9999948499874425
Sequence812.csv_1: True Class: B, Predicted: A, Probability: 0.9511682904963863
Sequence813.csv_1: True Class: D, Predicted: D, Probability: 0.6141689719528334
Sequence814.csv_1: True Class: B, Predicted: A, Probability: 0.8575988168533332
Sequence815.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999955294
Sequence816.csv_1: True Class: A, Predicted: C, Probability: 0.9991124373699062
Sequence817.csv_1: True Class: A, Predicted: C, Probability: 0.9999999990431753
Sequence818.csv_1: True Class: A, Predicted: B, Probability: 0.9939930568715536
Sequence819.csv_1: True Class: B, Predicted: C, Probability: 0.9990740910281232
Sequence82.csv_1: True Class: A, Predicted: A, Probability: 0.9999941746682329
Sequence820.csv_1: True Class: A, Predicted: B, Probability: 0.9999616238436476
Sequence821.csv_1: True Class: A, Predicted: A, Probability: 0.9854818000558676
Sequence822.csv_1: True Class: C, Predicted: C, Probability: 0.9627984685382309
Sequence823.csv_1: True Class: D, Predicted: D, Probability: 0.9919873148086554
Sequence824.csv_1: True Class: A, Predicted: A, Probability: 0.9995432197285744
Sequence825.csv_1: True Class: A, Predicted: C, Probability: 0.8233620364377602
Sequence826.csv_1: True Class: D, Predicted: A, Probability: 0.9999951892214636
Sequence827.csv_1: True Class: D, Predicted: C, Probability: 0.6662146326661194
Sequence828.csv_1: True Class: A, Predicted: A, Probability: 0.9943032947137116
Sequence829.csv_1: True Class: D, Predicted: D, Probability: 0.9627608919296031
Sequence83.csv_1: True Class: A, Predicted: A, Probability: 0.9979613722538543
Sequence830.csv_1: True Class: D, Predicted: D, Probability: 0.999872564111718
Sequence831.csv_1: True Class: D, Predicted: D, Probability: 0.5847579701954083
Sequence832.csv_1: True Class: C, Predicted: C, Probability: 0.9994435369744047
Sequence833.csv_1: True Class: A, Predicted: D, Probability: 0.9893857489592597
Sequence834.csv_1: True Class: A, Predicted: B, Probability: 0.8884240928251851
Sequence835.csv_1: True Class: C, Predicted: A, Probability: 0.9925059855096799
Sequence836.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999988
Sequence837.csv_1: True Class: C, Predicted: B, Probability: 0.9999999959441783
Sequence838.csv_1: True Class: A, Predicted: A, Probability: 0.9999999990099816
Sequence839.csv_1: True Class: C, Predicted: C, Probability: 0.8775888746450266
Sequence84.csv_1: True Class: C, Predicted: D, Probability: 0.9999993502370571
Sequence840.csv_1: True Class: C, Predicted: B, Probability: 0.9919500701954329
Sequence841.csv_1: True Class: B, Predicted: B, Probability: 0.9999559584120574
Sequence842.csv_1: True Class: B, Predicted: B, Probability: 0.999995608687928
Sequence843.csv_1: True Class: B, Predicted: D, Probability: 0.9507450174275187
Sequence844.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence845.csv_1: True Class: A, Predicted: A, Probability: 0.999939175664584
Sequence846.csv_1: True Class: A, Predicted: B, Probability: 0.9999995485742129
Sequence847.csv_1: True Class: D, Predicted: B, Probability: 0.9773102624798428
Sequence848.csv_1: True Class: C, Predicted: B, Probability: 0.9963191149754113
Sequence849.csv_1: True Class: A, Predicted: C, Probability: 0.9704014456472285
Sequence85.csv_1: True Class: D, Predicted: A, Probability: 0.9928171367833406
Sequence850.csv_1: True Class: D, Predicted: C, Probability: 0.9999999999643644
Sequence851.csv_1: True Class: A, Predicted: A, Probability: 0.9913462957776081
Sequence852.csv_1: True Class: D, Predicted: C, Probability: 0.9999999999056628
Sequence853.csv_1: True Class: D, Predicted: A, Probability: 0.9984410817320488
Sequence854.csv_1: True Class: B, Predicted: B, Probability: 0.9999932803269225
Sequence855.csv_1: True Class: A, Predicted: D, Probability: 0.761966545054762
Sequence856.csv_1: True Class: B, Predicted: A, Probability: 0.9988770321248247
Sequence857.csv_1: True Class: A, Predicted: C, Probability: 0.9868272775489245
Sequence858.csv_1: True Class: B, Predicted: A, Probability: 0.8472662159475376
Sequence859.csv_1: True Class: C, Predicted: C, Probability: 0.7350337230494737
Sequence86.csv_1: True Class: D, Predicted: D, Probability: 0.9992178333487315
Sequence860.csv_1: True Class: A, Predicted: A, Probability: 0.999999999996205
Sequence861.csv_1: True Class: D, Predicted: D, Probability: 0.9828331178574721
Sequence862.csv_1: True Class: B, Predicted: C, Probability: 0.9999996390422387
Sequence863.csv_1: True Class: D, Predicted: D, Probability: 0.9923668180260327
Sequence864.csv_1: True Class: B, Predicted: B, Probability: 0.9999913161289277
Sequence865.csv_1: True Class: A, Predicted: D, Probability: 0.9999982452481282
Sequence866.csv_1: True Class: D, Predicted: B, Probability: 0.9999856758153506
Sequence867.csv_1: True Class: A, Predicted: C, Probability: 0.9029725860778115
Sequence868.csv_1: True Class: A, Predicted: C, Probability: 0.8820115669315141
Sequence869.csv_1: True Class: B, Predicted: B, Probability: 0.9934355023268043
Sequence87.csv_1: True Class: B, Predicted: B, Probability: 0.999992249356507
Sequence870.csv_1: True Class: C, Predicted: C, Probability: 0.7828889683216604
Sequence871.csv_1: True Class: C, Predicted: A, Probability: 0.9327243896355956
Sequence872.csv_1: True Class: A, Predicted: A, Probability: 0.9998951726134584
Sequence873.csv_1: True Class: D, Predicted: D, Probability: 0.9997499180031101
Sequence874.csv_1: True Class: A, Predicted: A, Probability: 0.9999987747557751
Sequence875.csv_1: True Class: B, Predicted: A, Probability: 0.9999690994387473
Sequence876.csv_1: True Class: A, Predicted: A, Probability: 0.999999999931958
Sequence877.csv_1: True Class: B, Predicted: A, Probability: 0.9996786013776643
Sequence878.csv_1: True Class: C, Predicted: D, Probability: 0.997268301249766
Sequence879.csv_1: True Class: A, Predicted: A, Probability: 0.6559299334000456
Sequence88.csv_1: True Class: A, Predicted: D, Probability: 0.999865490327559
Sequence880.csv_1: True Class: A, Predicted: A, Probability: 0.9877875555933845
