Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.5311612174046634
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence6.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999977
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence601.csv_1: True Class: A, Predicted: A, Probability: 0.9999940937224812
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.9999999979553787
Sequence603.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999996
Sequence604.csv_1: True Class: A, Predicted: A, Probability: 0.999999999993736
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999776485
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence607.csv_1: True Class: A, Predicted: A, Probability: 0.9999963349515996
Sequence608.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence609.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence61.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence610.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence611.csv_1: True Class: A, Predicted: A, Probability: 0.9998532259492754
Sequence612.csv_1: True Class: A, Predicted: B, Probability: 0.9833735817416026
Sequence613.csv_1: True Class: A, Predicted: B, Probability: 0.9364656654483516
Sequence614.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence615.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence616.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence617.csv_1: True Class: B, Predicted: B, Probability: 0.9931482939441573
Sequence618.csv_1: True Class: B, Predicted: A, Probability: 0.9999999997753823
Sequence619.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999460871
Sequence62.csv_1: True Class: A, Predicted: A, Probability: 0.9999296941949816
Sequence620.csv_1: True Class: A, Predicted: A, Probability: 0.9786631569543038
Sequence621.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999999
Sequence622.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999363
Sequence623.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999969
Sequence624.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999996291
Sequence625.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999029741
Sequence626.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence627.csv_1: True Class: A, Predicted: A, Probability: 0.9999999980030339
Sequence628.csv_1: True Class: A, Predicted: A, Probability: 0.9999999640698333
Sequence629.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999980179
Sequence63.csv_1: True Class: A, Predicted: B, Probability: 0.9998217239729915
Sequence630.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence631.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997574607
Sequence632.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence633.csv_1: True Class: A, Predicted: A, Probability: 0.9998224198226884
Sequence634.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence635.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence636.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence637.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence638.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence639.csv_1: True Class: A, Predicted: B, Probability: 0.9999999519458529
Sequence64.csv_1: True Class: A, Predicted: B, Probability: 0.9999985014008183
Sequence640.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence641.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence642.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence643.csv_1: True Class: A, Predicted: A, Probability: 0.9999999996299298
Sequence644.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999661
Sequence645.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence646.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence647.csv_1: True Class: A, Predicted: A, Probability: 0.9517133140883077
Sequence648.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence649.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999993225
Sequence65.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence650.csv_1: True Class: A, Predicted: B, Probability: 0.9999999643063278
Sequence651.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999993
Sequence652.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence653.csv_1: True Class: A, Predicted: A, Probability: 0.9999994968220888
Sequence654.csv_1: True Class: A, Predicted: A, Probability: 0.9999798439650217
Sequence655.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence656.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999785933
Sequence657.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence658.csv_1: True Class: A, Predicted: A, Probability: 0.9999961761343422
Sequence659.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence66.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence660.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999568715
Sequence661.csv_1: True Class: A, Predicted: A, Probability: 0.9999995621031366
Sequence662.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence663.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999625
Sequence664.csv_1: True Class: A, Predicted: A, Probability: 0.9999998958638345
Sequence665.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence666.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence667.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence668.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence669.csv_1: True Class: B, Predicted: A, Probability: 1.0
Sequence67.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999414
Sequence670.csv_1: True Class: A, Predicted: B, Probability: 0.9999976791265435
Sequence671.csv_1: True Class: A, Predicted: A, Probability: 0.9999611219656671
Sequence672.csv_1: True Class: A, Predicted: A, Probability: 0.9999998944591498
Sequence673.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence674.csv_1: True Class: A, Predicted: A, Probability: 0.9999997839693958
Sequence675.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence676.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999954
Sequence677.csv_1: True Class: A, Predicted: A, Probability: 0.9999999987917019
Sequence678.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998867297
Sequence679.csv_1: True Class: A, Predicted: B, Probability: 0.9999828161975035
Sequence68.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence680.csv_1: True Class: A, Predicted: A, Probability: 0.9999999983906263
Sequence681.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999985774
Sequence682.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence683.csv_1: True Class: A, Predicted: A, Probability: 0.9987067124280059
Sequence684.csv_1: True Class: A, Predicted: A, Probability: 0.9993538682302953
Sequence685.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999996
Sequence686.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence687.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence688.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence689.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence69.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence690.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999483
Sequence691.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997543986
Sequence692.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence693.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999996201
Sequence694.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence695.csv_1: True Class: A, Predicted: A, Probability: 0.9999998806138781
Sequence696.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence697.csv_1: True Class: A, Predicted: B, Probability: 0.9999997975324895
Sequence698.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence699.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence7.csv_1: True Class: A, Predicted: A, Probability: 0.9999987846222564
Sequence70.csv_1: True Class: A, Predicted: A, Probability: 0.9999735893687646
Sequence700.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999422603
Sequence701.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence702.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence703.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence704.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence705.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence706.csv_1: True Class: A, Predicted: A, Probability: 0.9999981967761431
Sequence707.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998830716
Sequence708.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence709.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence71.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999993056
Sequence710.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence711.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999767717
Sequence712.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999975301
Sequence713.csv_1: True Class: A, Predicted: A, Probability: 0.9999986417016348
Sequence714.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999998447
Sequence715.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999999992
Sequence716.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence717.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence718.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence719.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence72.csv_1: True Class: A, Predicted: A, Probability: 0.9952210709743221
Sequence720.csv_1: True Class: A, Predicted: B, Probability: 0.9999996807088347
Sequence721.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence722.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999996152
Sequence723.csv_1: True Class: A, Predicted: A, Probability: 0.9988258555607875
Sequence724.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence725.csv_1: True Class: A, Predicted: A, Probability: 0.9999999994756935
Sequence726.csv_1: True Class: A, Predicted: A, Probability: 0.9999999977062217
Sequence727.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence728.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence729.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence73.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence730.csv_1: True Class: A, Predicted: A, Probability: 0.9999942902468922
Sequence731.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999994624
Sequence732.csv_1: True Class: B, Predicted: A, Probability: 0.999999999999821
Sequence733.csv_1: True Class: B, Predicted: B, Probability: 0.9999999944659491
Sequence734.csv_1: True Class: B, Predicted: A, Probability: 0.9999999968557484
Sequence735.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence736.csv_1: True Class: A, Predicted: A, Probability: 0.9718953907763425
Sequence737.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence738.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence739.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence74.csv_1: True Class: A, Predicted: B, Probability: 0.9980711630635677
Sequence740.csv_1: True Class: B, Predicted: B, Probability: 0.9999999313338825
Sequence741.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence742.csv_1: True Class: A, Predicted: A, Probability: 0.9935582857276435
Sequence743.csv_1: True Class: A, Predicted: A, Probability: 0.9999995404085128
Sequence744.csv_1: True Class: A, Predicted: A, Probability: 0.9286529236386806
Sequence745.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999997727
Sequence746.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence747.csv_1: True Class: A, Predicted: B, Probability: 0.9999986374123732
Sequence748.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999998999
Sequence749.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence75.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence750.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence751.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence752.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999982473
Sequence753.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence754.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence755.csv_1: True Class: A, Predicted: A, Probability: 0.9979870816313097
Sequence756.csv_1: True Class: B, Predicted: A, Probability: 0.9783980262775107
Sequence757.csv_1: True Class: B, Predicted: A, Probability: 1.0
Sequence758.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence759.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence76.csv_1: True Class: A, Predicted: A, Probability: 0.9999999991449152
Sequence760.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence761.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence762.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence763.csv_1: True Class: B, Predicted: A, Probability: 1.0
Sequence764.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999999
Sequence765.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999996
Sequence766.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999941408
Sequence767.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence768.csv_1: True Class: B, Predicted: A, Probability: 0.9854069391626146
Sequence769.csv_1: True Class: B, Predicted: A, Probability: 0.9999999785354684
Sequence77.csv_1: True Class: A, Predicted: A, Probability: 0.9999999993262393
Sequence770.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence771.csv_1: True Class: A, Predicted: A, Probability: 0.9999999334704922
Sequence772.csv_1: True Class: A, Predicted: B, Probability: 0.9995542598977197
Sequence773.csv_1: True Class: A, Predicted: B, Probability: 0.8465612707221609
Sequence774.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence775.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999999
Sequence776.csv_1: True Class: A, Predicted: A, Probability: 0.9999922289022181
Sequence777.csv_1: True Class: A, Predicted: A, Probability: 0.9999999991147455
Sequence778.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence779.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence78.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence780.csv_1: True Class: B, Predicted: A, Probability: 1.0
Sequence781.csv_1: True Class: B, Predicted: A, Probability: 1.0
Sequence782.csv_1: True Class: A, Predicted: A, Probability: 0.8418097468110938
Sequence783.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence784.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence785.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence786.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence787.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence788.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999724
Sequence789.csv_1: True Class: A, Predicted: A, Probability: 0.9999999996763698
Sequence79.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence790.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence791.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence792.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence793.csv_1: True Class: A, Predicted: A, Probability: 0.9933221172473392
Sequence794.csv_1: True Class: B, Predicted: A, Probability: 0.9999959053360418
Sequence795.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence796.csv_1: True Class: A, Predicted: A, Probability: 0.999999996952998
Sequence797.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence798.csv_1: True Class: A, Predicted: A, Probability: 0.9999661599872318
Sequence799.csv_1: True Class: A, Predicted: A, Probability: 0.9999999981900858
Sequence8.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999991879
Sequence80.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999998173
Sequence800.csv_1: True Class: B, Predicted: A, Probability: 0.9992265637228991
Sequence801.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence802.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence803.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999996417
Sequence804.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999999942
Sequence805.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence806.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999994
Sequence807.csv_1: True Class: A, Predicted: A, Probability: 0.9907773567708607
Sequence808.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence809.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence81.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999996659
Sequence810.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence811.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence812.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999738609
Sequence813.csv_1: True Class: A, Predicted: A, Probability: 0.9999811258833337
Sequence814.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence815.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence816.csv_1: True Class: A, Predicted: B, Probability: 0.9999969667323885
Sequence817.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence818.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998902509
Sequence819.csv_1: True Class: A, Predicted: A, Probability: 0.9999999917006379
Sequence82.csv_1: True Class: A, Predicted: A, Probability: 0.9998984806327574
Sequence820.csv_1: True Class: A, Predicted: A, Probability: 0.9999999375122878
Sequence821.csv_1: True Class: A, Predicted: A, Probability: 0.9996586640109661
Sequence822.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence823.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence824.csv_1: True Class: A, Predicted: B, Probability: 0.9999999872245484
Sequence825.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999896002
Sequence826.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999996493
Sequence827.csv_1: True Class: A, Predicted: A, Probability: 0.9999551070340228
Sequence828.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence829.csv_1: True Class: A, Predicted: B, Probability: 0.9990904987760172
Sequence83.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence830.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence831.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence832.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence833.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence834.csv_1: True Class: A, Predicted: A, Probability: 0.9999999779900741
Sequence835.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999994
Sequence836.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence837.csv_1: True Class: A, Predicted: A, Probability: 0.9999993347307463
Sequence838.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence839.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence84.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence840.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence841.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence842.csv_1: True Class: A, Predicted: A, Probability: 0.9999168014504034
Sequence843.csv_1: True Class: A, Predicted: A, Probability: 0.9997078563819632
Sequence844.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence845.csv_1: True Class: A, Predicted: A, Probability: 0.9999669020451819
Sequence846.csv_1: True Class: A, Predicted: A, Probability: 0.9517958386797761
Sequence847.csv_1: True Class: A, Predicted: A, Probability: 0.670495912976493
Sequence848.csv_1: True Class: A, Predicted: A, Probability: 0.9991849181284936
Sequence849.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999989885
Sequence85.csv_1: True Class: A, Predicted: A, Probability: 0.9999999924119594
Sequence850.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999980493
Sequence851.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999985268
Sequence852.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999865559
Sequence853.csv_1: True Class: B, Predicted: A, Probability: 0.9999353239655383
Sequence854.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999696729
Sequence855.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999989728
Sequence856.csv_1: True Class: B, Predicted: B, Probability: 0.9863940121221896
Sequence857.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence858.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence859.csv_1: True Class: A, Predicted: A, Probability: 0.9993574056605046
Sequence86.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998336894
Sequence860.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999134
Sequence861.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence862.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence863.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999991
Sequence864.csv_1: True Class: B, Predicted: A, Probability: 1.0
Sequence865.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999890727
Sequence866.csv_1: True Class: A, Predicted: A, Probability: 0.999999987271619
Sequence867.csv_1: True Class: A, Predicted: A, Probability: 0.8521435803156265
Sequence868.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence869.csv_1: True Class: A, Predicted: A, Probability: 0.9961558259881255
Sequence87.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence870.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence871.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence872.csv_1: True Class: A, Predicted: A, Probability: 0.9995286799996556
Sequence873.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence874.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence875.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence876.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence877.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence878.csv_1: True Class: A, Predicted: A, Probability: 0.9990740871768937
Sequence879.csv_1: True Class: A, Predicted: A, Probability: 0.9999997695388695
Sequence88.csv_1: True Class: A, Predicted: B, Probability: 0.999999656640715
Sequence880.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence881.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence882.csv_1: True Class: A, Predicted: B, Probability: 0.9947113514288376
Sequence883.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999998546
Sequence884.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence885.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence886.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence887.csv_1: True Class: A, Predicted: B, Probability: 0.9999988173917919
Sequence888.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999858
Sequence889.csv_1: True Class: A, Predicted: A, Probability: 0.9549486518571773
Sequence89.csv_1: True Class: A, Predicted: A, Probability: 0.9271713531562683
Sequence890.csv_1: True Class: A, Predicted: A, Probability: 0.9997019333857813
Sequence891.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence892.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999684
Sequence893.csv_1: True Class: A, Predicted: A, Probability: 0.9999958363103547
Sequence894.csv_1: True Class: A, Predicted: A, Probability: 0.9910357792100873
Sequence895.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999962
Sequence896.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999997049
Sequence897.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999903418
Sequence898.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence899.csv_1: True Class: A, Predicted: A, Probability: 0.7740323008651212
Sequence9.csv_1: True Class: A, Predicted: A, Probability: 1.0
