Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence611.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence612.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence613.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence614.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence615.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence616.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence617.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence618.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence619.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence62.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence620.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence621.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence622.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence623.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence624.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence625.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence626.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence627.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence628.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence629.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence63.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence630.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence631.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence632.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence633.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence634.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence635.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence636.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence637.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence638.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence639.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence64.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence640.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence641.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence642.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence643.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence644.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence645.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence646.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence647.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence648.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence649.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence65.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence650.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence651.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence652.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence653.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence654.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence655.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence656.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence657.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence658.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence659.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence66.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence660.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence661.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence662.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence663.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence664.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence665.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence666.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence667.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence668.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence669.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence67.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence670.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence671.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence672.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence673.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence674.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence675.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence676.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence677.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence678.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence679.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence68.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence680.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence681.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence682.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence683.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence684.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence685.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence686.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence687.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence688.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence689.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence69.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence690.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence691.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence692.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence693.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence694.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence695.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence696.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence697.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence698.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence699.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence7.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence70.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence700.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence701.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence702.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence703.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence704.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence705.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence706.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence707.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence708.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence709.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence71.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence710.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence711.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence712.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence713.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence714.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence715.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence716.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence717.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence718.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence719.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence72.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence720.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence721.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence722.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence723.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence724.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence725.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence726.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence727.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence728.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence729.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence73.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence730.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence731.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence732.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence733.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence734.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence735.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence736.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence737.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence738.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence739.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence74.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence740.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence741.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence742.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence743.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence744.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence745.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence746.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence747.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence748.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence749.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence75.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence750.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence751.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence752.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence753.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence754.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence755.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence756.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence757.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence758.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence759.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence76.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence760.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence761.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence762.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence763.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence764.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence765.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence766.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence767.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence768.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence769.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence77.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence770.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence771.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence772.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence773.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence774.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence775.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence776.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence777.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence778.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence779.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence78.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence780.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence781.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence782.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence783.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence784.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence785.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence786.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence787.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence788.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence789.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence79.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence790.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence791.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence792.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence793.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence794.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence795.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence796.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence797.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence798.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence799.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence8.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence80.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence800.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence801.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence802.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence803.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence804.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence805.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence806.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence807.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence808.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence809.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence81.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence810.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence811.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence812.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence813.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence814.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence815.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence816.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence817.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence818.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence819.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence82.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence820.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence821.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence822.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence823.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence824.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence825.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence826.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence827.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence828.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence829.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence83.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence830.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence831.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence832.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence833.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence834.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence835.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence836.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence837.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence838.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence839.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence84.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence840.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence841.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence842.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence843.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence844.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence845.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence846.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence847.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence848.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence849.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence85.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence850.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence851.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence852.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence853.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence854.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence855.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence856.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence857.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence858.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence859.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence86.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence860.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence861.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence862.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence863.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence864.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence865.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence866.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence867.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence868.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence869.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence87.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence870.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence871.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence872.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence873.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence874.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence875.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence876.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence877.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
Sequence878.csv_1: True Class: A, Predicted: A, Probability: 0.5146471371504661
Sequence879.csv_1: True Class: B, Predicted: A, Probability: 0.5146471371504661
