Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence616.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence617.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence618.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence619.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence62.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence620.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence621.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence622.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence623.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence624.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence625.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence626.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence627.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence628.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence629.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence63.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence630.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence631.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence632.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence633.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence634.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence635.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence636.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence637.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence638.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence639.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence64.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence640.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence641.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence642.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence643.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence644.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence645.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence646.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence647.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence648.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence649.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence65.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence650.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence651.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence652.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence653.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence654.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence655.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence656.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence657.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence658.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence659.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence66.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence660.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence661.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence662.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence663.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence664.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence665.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence666.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence667.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence668.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence669.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence67.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence670.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence671.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence672.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence673.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence674.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence675.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence676.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence677.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence678.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence679.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence68.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence680.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence681.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence682.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence683.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence684.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence685.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence686.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence687.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence688.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence689.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence69.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence690.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence691.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence692.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence693.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence694.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence695.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence696.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence697.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence698.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence699.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence7.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence70.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence700.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence701.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence702.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence703.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence704.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence705.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence706.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence707.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence708.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence709.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence71.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence710.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence711.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence712.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence713.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence714.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence715.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence716.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence717.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence718.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence719.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence72.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence720.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence721.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence722.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence723.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence724.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence725.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence726.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence727.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence728.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence729.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence73.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence730.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence731.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence732.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence733.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence734.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence735.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence736.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence737.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence738.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence739.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence74.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence740.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence741.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence742.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence743.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence744.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence745.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence746.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence747.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence748.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence749.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence75.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence750.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence751.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence752.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence753.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence754.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence755.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence756.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence757.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence758.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence759.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence76.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence760.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence761.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence762.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence763.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence764.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence765.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence766.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence767.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence768.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence769.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence77.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence770.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence771.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence772.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence773.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence774.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence775.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence776.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence777.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence778.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence779.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence78.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence780.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence781.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence782.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence783.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence784.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence785.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence786.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence787.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence788.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence789.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence79.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence790.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence791.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence792.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence793.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence794.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence795.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence796.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence797.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence798.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence799.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence8.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence80.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence800.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence801.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence802.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence803.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence804.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence805.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence806.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence807.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence808.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence809.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence81.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence810.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence811.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence812.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence813.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence814.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence815.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence816.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence817.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence818.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence819.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence82.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence820.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence821.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence822.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence823.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence824.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence825.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence826.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence827.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence828.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence829.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence83.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence830.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence831.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence832.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence833.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence834.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence835.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence836.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence837.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence838.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence839.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence84.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence840.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence841.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence842.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence843.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence844.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence845.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence846.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence847.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence848.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence849.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence85.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence850.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence851.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence852.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence853.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence854.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence855.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence856.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence857.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence858.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence859.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence86.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence860.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence861.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence862.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence863.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence864.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence865.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence866.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence867.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence868.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence869.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence87.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence870.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence871.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence872.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence873.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence874.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence875.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence876.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence877.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence878.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence879.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence88.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence880.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence881.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence882.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence883.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence884.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence885.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence886.csv_1: True Class: B, Predicted: A, Probability: 0.525965379494008
Sequence887.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
Sequence888.csv_1: True Class: A, Predicted: A, Probability: 0.525965379494008
