Sequence549.csv_1: True Class: C, Predicted: B, Probability: 0.8315510682307945
Sequence608.csv_1: True Class: B, Predicted: B, Probability: 0.8646954672722065
Sequence609.csv_1: True Class: C, Predicted: C, Probability: 0.5229071030896246
Sequence61.csv_1: True Class: A, Predicted: C, Probability: 0.6447584523444267
Sequence610.csv_1: True Class: B, Predicted: C, Probability: 0.9999618415905005
Sequence611.csv_1: True Class: C, Predicted: C, Probability: 0.9999968512538219
Sequence612.csv_1: True Class: B, Predicted: A, Probability: 0.770300937903576
Sequence613.csv_1: True Class: C, Predicted: B, Probability: 0.9952206481299692
Sequence614.csv_1: True Class: B, Predicted: A, Probability: 0.9997517751409554
Sequence615.csv_1: True Class: C, Predicted: C, Probability: 0.9998325522663258
Sequence616.csv_1: True Class: A, Predicted: A, Probability: 0.9994321902292962
Sequence617.csv_1: True Class: C, Predicted: C, Probability: 0.9999045421176587
Sequence618.csv_1: True Class: C, Predicted: C, Probability: 0.45325369797546544
Sequence619.csv_1: True Class: C, Predicted: B, Probability: 0.9766123019987467
Sequence62.csv_1: True Class: C, Predicted: B, Probability: 0.9049557163718038
Sequence620.csv_1: True Class: B, Predicted: C, Probability: 0.9999651316256633
Sequence621.csv_1: True Class: C, Predicted: C, Probability: 0.9747394777819569
Sequence622.csv_1: True Class: C, Predicted: C, Probability: 0.9985145070190786
Sequence623.csv_1: True Class: A, Predicted: C, Probability: 0.949358622511691
Sequence624.csv_1: True Class: A, Predicted: C, Probability: 0.9973085187800961
Sequence625.csv_1: True Class: A, Predicted: B, Probability: 0.8349128988408102
Sequence626.csv_1: True Class: B, Predicted: B, Probability: 0.9134515954149557
Sequence627.csv_1: True Class: C, Predicted: B, Probability: 0.9859584148445474
Sequence628.csv_1: True Class: A, Predicted: C, Probability: 0.9624135174760486
Sequence629.csv_1: True Class: B, Predicted: A, Probability: 0.7324650123258161
Sequence63.csv_1: True Class: C, Predicted: B, Probability: 0.9999974108583273
Sequence630.csv_1: True Class: C, Predicted: A, Probability: 0.7689315186786639
Sequence631.csv_1: True Class: C, Predicted: C, Probability: 0.8351242690136353
Sequence632.csv_1: True Class: B, Predicted: A, Probability: 0.9992701004774599
Sequence633.csv_1: True Class: C, Predicted: A, Probability: 0.999522950917725
Sequence634.csv_1: True Class: A, Predicted: C, Probability: 0.9998305954322234
Sequence635.csv_1: True Class: A, Predicted: B, Probability: 0.8491548028702746
Sequence636.csv_1: True Class: B, Predicted: C, Probability: 0.9958226699873222
Sequence637.csv_1: True Class: A, Predicted: B, Probability: 0.568075566055975
Sequence638.csv_1: True Class: B, Predicted: A, Probability: 0.9262335914955209
Sequence639.csv_1: True Class: A, Predicted: B, Probability: 0.5368714597726599
Sequence64.csv_1: True Class: B, Predicted: C, Probability: 0.9565315972910079
Sequence640.csv_1: True Class: C, Predicted: C, Probability: 0.9920141616368825
Sequence641.csv_1: True Class: B, Predicted: A, Probability: 0.9987948264827464
Sequence642.csv_1: True Class: C, Predicted: A, Probability: 0.9930392598160831
Sequence643.csv_1: True Class: A, Predicted: B, Probability: 0.9961428743811375
Sequence644.csv_1: True Class: A, Predicted: C, Probability: 0.9997356104682199
Sequence645.csv_1: True Class: A, Predicted: A, Probability: 0.9680900259314031
Sequence646.csv_1: True Class: B, Predicted: C, Probability: 0.9877905869580167
Sequence647.csv_1: True Class: A, Predicted: B, Probability: 0.6109676759741726
Sequence648.csv_1: True Class: C, Predicted: B, Probability: 0.7912879926922151
Sequence649.csv_1: True Class: C, Predicted: C, Probability: 0.7898647163506792
Sequence65.csv_1: True Class: A, Predicted: A, Probability: 0.5324750696170027
Sequence650.csv_1: True Class: C, Predicted: C, Probability: 0.7738651369427125
Sequence651.csv_1: True Class: A, Predicted: A, Probability: 0.9806677856808377
Sequence652.csv_1: True Class: C, Predicted: C, Probability: 0.9844999999570866
Sequence653.csv_1: True Class: A, Predicted: C, Probability: 0.9928982794167727
Sequence654.csv_1: True Class: A, Predicted: B, Probability: 0.5759979357582111
Sequence655.csv_1: True Class: B, Predicted: C, Probability: 0.9999996141860464
Sequence656.csv_1: True Class: A, Predicted: A, Probability: 0.773639239277277
Sequence657.csv_1: True Class: A, Predicted: A, Probability: 0.9486731514936863
Sequence658.csv_1: True Class: C, Predicted: C, Probability: 0.9584654797387526
Sequence659.csv_1: True Class: B, Predicted: A, Probability: 0.8577398958927729
Sequence66.csv_1: True Class: C, Predicted: B, Probability: 0.7697624755766505
Sequence660.csv_1: True Class: C, Predicted: B, Probability: 0.6184267492256372
Sequence661.csv_1: True Class: B, Predicted: C, Probability: 0.965936024652168
Sequence662.csv_1: True Class: C, Predicted: A, Probability: 0.8139821004535138
Sequence663.csv_1: True Class: A, Predicted: C, Probability: 0.7428597720254422
Sequence664.csv_1: True Class: A, Predicted: C, Probability: 0.537469989551255
Sequence665.csv_1: True Class: B, Predicted: A, Probability: 0.9631473813955804
Sequence666.csv_1: True Class: A, Predicted: C, Probability: 0.9966665872638216
Sequence667.csv_1: True Class: A, Predicted: C, Probability: 0.9974649929942379
Sequence668.csv_1: True Class: A, Predicted: B, Probability: 0.77492603399782
Sequence669.csv_1: True Class: A, Predicted: B, Probability: 0.9970348440011901
Sequence67.csv_1: True Class: A, Predicted: A, Probability: 0.9999906588642268
Sequence670.csv_1: True Class: B, Predicted: A, Probability: 0.9924353913298053
Sequence671.csv_1: True Class: B, Predicted: A, Probability: 0.4763163670636904
Sequence672.csv_1: True Class: B, Predicted: B, Probability: 0.8628347467817605
Sequence673.csv_1: True Class: A, Predicted: A, Probability: 0.9958480306623427
Sequence674.csv_1: True Class: B, Predicted: A, Probability: 0.9999894385439141
Sequence675.csv_1: True Class: A, Predicted: B, Probability: 0.982152410088977
Sequence676.csv_1: True Class: A, Predicted: C, Probability: 0.9368071834389965
Sequence677.csv_1: True Class: B, Predicted: A, Probability: 0.9999759026355199
Sequence678.csv_1: True Class: C, Predicted: C, Probability: 0.9956170094091492
Sequence679.csv_1: True Class: B, Predicted: B, Probability: 0.5694746734648541
Sequence68.csv_1: True Class: B, Predicted: C, Probability: 0.9558344786205383
Sequence680.csv_1: True Class: A, Predicted: A, Probability: 0.9999941115997911
Sequence681.csv_1: True Class: A, Predicted: C, Probability: 0.833968897988544
Sequence682.csv_1: True Class: A, Predicted: C, Probability: 0.9930339019947649
Sequence683.csv_1: True Class: A, Predicted: A, Probability: 0.9141674553182575
Sequence684.csv_1: True Class: B, Predicted: B, Probability: 0.9990573531709837
Sequence685.csv_1: True Class: B, Predicted: B, Probability: 0.6206485823838412
Sequence686.csv_1: True Class: C, Predicted: C, Probability: 0.9997947705427412
Sequence687.csv_1: True Class: C, Predicted: A, Probability: 0.9428444739986299
Sequence688.csv_1: True Class: C, Predicted: B, Probability: 0.9994583106711646
Sequence689.csv_1: True Class: B, Predicted: B, Probability: 0.9935981825254644
Sequence69.csv_1: True Class: A, Predicted: A, Probability: 0.9992486994381004
Sequence690.csv_1: True Class: B, Predicted: A, Probability: 0.9953954870944777
Sequence691.csv_1: True Class: C, Predicted: A, Probability: 0.8401645659617074
Sequence692.csv_1: True Class: A, Predicted: A, Probability: 0.7753515943912328
Sequence693.csv_1: True Class: C, Predicted: C, Probability: 0.9647050515781018
Sequence694.csv_1: True Class: A, Predicted: C, Probability: 0.5585813351647181
Sequence695.csv_1: True Class: C, Predicted: A, Probability: 0.9571152400524139
Sequence696.csv_1: True Class: C, Predicted: C, Probability: 0.862294341118402
Sequence697.csv_1: True Class: B, Predicted: B, Probability: 0.9282460764137023
Sequence698.csv_1: True Class: B, Predicted: A, Probability: 0.9884975041515353
Sequence699.csv_1: True Class: C, Predicted: A, Probability: 0.6083431832081323
Sequence7.csv_1: True Class: C, Predicted: B, Probability: 0.9062592141485489
Sequence70.csv_1: True Class: A, Predicted: A, Probability: 0.5008262278300111
Sequence700.csv_1: True Class: B, Predicted: C, Probability: 0.5671226994179537
Sequence701.csv_1: True Class: C, Predicted: B, Probability: 0.9963700470696859
Sequence702.csv_1: True Class: B, Predicted: A, Probability: 0.7514024161443212
Sequence703.csv_1: True Class: C, Predicted: C, Probability: 0.9876610216045814
Sequence704.csv_1: True Class: A, Predicted: B, Probability: 0.9789100308469784
Sequence705.csv_1: True Class: B, Predicted: B, Probability: 0.9889226424030724
Sequence706.csv_1: True Class: C, Predicted: B, Probability: 0.5080320049788817
Sequence707.csv_1: True Class: A, Predicted: C, Probability: 0.7656930656723923
Sequence708.csv_1: True Class: A, Predicted: B, Probability: 0.9830194668150772
Sequence709.csv_1: True Class: C, Predicted: C, Probability: 0.9883839622471572
Sequence71.csv_1: True Class: A, Predicted: C, Probability: 0.9963656792578767
Sequence710.csv_1: True Class: C, Predicted: A, Probability: 0.8173951469082968
Sequence711.csv_1: True Class: C, Predicted: B, Probability: 0.5914642149355145
Sequence712.csv_1: True Class: A, Predicted: B, Probability: 0.7024072480712835
Sequence713.csv_1: True Class: B, Predicted: B, Probability: 0.907691560334834
Sequence714.csv_1: True Class: B, Predicted: C, Probability: 0.9943942083824274
Sequence715.csv_1: True Class: A, Predicted: A, Probability: 0.9980155880635432
Sequence716.csv_1: True Class: B, Predicted: C, Probability: 0.9998993862967821
Sequence717.csv_1: True Class: B, Predicted: C, Probability: 0.9917104541734304
Sequence718.csv_1: True Class: B, Predicted: B, Probability: 0.7172026570770547
Sequence719.csv_1: True Class: B, Predicted: A, Probability: 0.8291051018492471
Sequence72.csv_1: True Class: A, Predicted: C, Probability: 0.9343066012914125
Sequence720.csv_1: True Class: B, Predicted: B, Probability: 0.874261062824108
Sequence721.csv_1: True Class: B, Predicted: B, Probability: 0.9211118298000794
Sequence722.csv_1: True Class: C, Predicted: B, Probability: 0.9900579581483299
Sequence723.csv_1: True Class: B, Predicted: B, Probability: 0.9996170546177272
Sequence724.csv_1: True Class: C, Predicted: A, Probability: 0.9323064183863282
Sequence725.csv_1: True Class: C, Predicted: C, Probability: 0.8932648196318705
Sequence726.csv_1: True Class: C, Predicted: A, Probability: 0.9999450966099187
Sequence727.csv_1: True Class: B, Predicted: B, Probability: 0.9999507691843539
Sequence728.csv_1: True Class: B, Predicted: A, Probability: 0.9841449404582854
Sequence729.csv_1: True Class: C, Predicted: B, Probability: 0.9990988356927671
Sequence73.csv_1: True Class: C, Predicted: C, Probability: 0.9472448726774357
Sequence730.csv_1: True Class: B, Predicted: B, Probability: 0.5276305421650248
Sequence731.csv_1: True Class: A, Predicted: B, Probability: 0.9878848394253761
Sequence732.csv_1: True Class: C, Predicted: A, Probability: 0.4916756411306186
Sequence733.csv_1: True Class: B, Predicted: C, Probability: 0.8026336407629003
Sequence734.csv_1: True Class: B, Predicted: C, Probability: 0.9865016257237976
Sequence735.csv_1: True Class: B, Predicted: A, Probability: 0.9999995237188017
Sequence736.csv_1: True Class: B, Predicted: B, Probability: 0.9964721486787753
Sequence737.csv_1: True Class: C, Predicted: C, Probability: 0.9552693068477797
Sequence738.csv_1: True Class: B, Predicted: B, Probability: 0.8233947188534025
Sequence739.csv_1: True Class: C, Predicted: B, Probability: 0.646288130154005
Sequence74.csv_1: True Class: C, Predicted: A, Probability: 0.9655959375267014
Sequence740.csv_1: True Class: C, Predicted: C, Probability: 0.9995418329524541
Sequence741.csv_1: True Class: C, Predicted: B, Probability: 0.933503900349304
Sequence742.csv_1: True Class: C, Predicted: C, Probability: 0.7299436624672283
Sequence743.csv_1: True Class: C, Predicted: C, Probability: 0.8901867881261734
Sequence744.csv_1: True Class: B, Predicted: B, Probability: 0.9998076316528915
Sequence745.csv_1: True Class: C, Predicted: C, Probability: 0.6825308695563109
Sequence746.csv_1: True Class: A, Predicted: B, Probability: 0.9936070613851979
Sequence747.csv_1: True Class: C, Predicted: B, Probability: 0.6550105673425031
Sequence748.csv_1: True Class: A, Predicted: A, Probability: 0.9995748578489526
Sequence749.csv_1: True Class: A, Predicted: A, Probability: 0.5713395422426313
Sequence75.csv_1: True Class: B, Predicted: B, Probability: 0.4910520080359533
Sequence750.csv_1: True Class: C, Predicted: A, Probability: 0.9599862838934852
Sequence751.csv_1: True Class: B, Predicted: A, Probability: 0.9995756183447542
Sequence752.csv_1: True Class: B, Predicted: B, Probability: 0.9898072472012943
Sequence753.csv_1: True Class: B, Predicted: B, Probability: 0.849804479148405
Sequence754.csv_1: True Class: C, Predicted: C, Probability: 0.9999983648567796
Sequence755.csv_1: True Class: C, Predicted: B, Probability: 0.886261404670296
Sequence756.csv_1: True Class: C, Predicted: A, Probability: 0.9982275681324521
Sequence757.csv_1: True Class: A, Predicted: C, Probability: 0.8009707192960069
Sequence758.csv_1: True Class: B, Predicted: A, Probability: 0.7733599172006655
Sequence759.csv_1: True Class: A, Predicted: A, Probability: 0.8929304864922587
Sequence76.csv_1: True Class: C, Predicted: B, Probability: 0.9491670560724204
Sequence760.csv_1: True Class: A, Predicted: C, Probability: 0.5734397262392055
Sequence761.csv_1: True Class: A, Predicted: B, Probability: 0.9875425894172877
Sequence762.csv_1: True Class: C, Predicted: B, Probability: 0.9888033300190555
Sequence763.csv_1: True Class: B, Predicted: C, Probability: 0.9937821755743097
Sequence764.csv_1: True Class: B, Predicted: A, Probability: 0.9942782125827074
Sequence765.csv_1: True Class: B, Predicted: C, Probability: 0.9178902533843435
Sequence766.csv_1: True Class: A, Predicted: B, Probability: 0.9982351627976156
Sequence767.csv_1: True Class: A, Predicted: A, Probability: 0.8821524282596631
Sequence768.csv_1: True Class: B, Predicted: A, Probability: 0.5100215991425863
Sequence769.csv_1: True Class: C, Predicted: A, Probability: 0.9039670513741029
Sequence77.csv_1: True Class: B, Predicted: B, Probability: 0.9992399091801937
Sequence770.csv_1: True Class: A, Predicted: C, Probability: 0.6447198782357144
Sequence771.csv_1: True Class: B, Predicted: C, Probability: 0.9736953297165335
Sequence772.csv_1: True Class: C, Predicted: A, Probability: 0.9988787200934395
Sequence773.csv_1: True Class: C, Predicted: C, Probability: 0.9679224966966328
Sequence774.csv_1: True Class: B, Predicted: A, Probability: 0.8720195431029448
Sequence775.csv_1: True Class: C, Predicted: C, Probability: 0.9998279934756121
Sequence776.csv_1: True Class: C, Predicted: A, Probability: 0.7798276181226669
Sequence777.csv_1: True Class: C, Predicted: A, Probability: 0.9990038587883616
Sequence778.csv_1: True Class: C, Predicted: A, Probability: 0.5294765819282963
Sequence779.csv_1: True Class: C, Predicted: C, Probability: 0.9999803861828321
Sequence78.csv_1: True Class: C, Predicted: C, Probability: 0.9996456558872674
Sequence780.csv_1: True Class: C, Predicted: A, Probability: 0.9995539796183898
Sequence781.csv_1: True Class: A, Predicted: B, Probability: 0.5660108439017508
Sequence782.csv_1: True Class: A, Predicted: C, Probability: 0.9745244280873813
Sequence783.csv_1: True Class: A, Predicted: B, Probability: 0.7287331248016498
Sequence784.csv_1: True Class: A, Predicted: A, Probability: 0.9343387776202114
Sequence785.csv_1: True Class: A, Predicted: B, Probability: 0.7351281973611936
Sequence786.csv_1: True Class: B, Predicted: C, Probability: 0.6224775544819612
Sequence787.csv_1: True Class: B, Predicted: A, Probability: 0.9997609115677972
Sequence788.csv_1: True Class: B, Predicted: A, Probability: 0.9986151516687075
Sequence789.csv_1: True Class: A, Predicted: A, Probability: 0.9673203268649792
Sequence79.csv_1: True Class: C, Predicted: B, Probability: 0.901510599328491
Sequence790.csv_1: True Class: B, Predicted: A, Probability: 0.9969589373724684
Sequence791.csv_1: True Class: C, Predicted: C, Probability: 0.9999701098357016
Sequence792.csv_1: True Class: C, Predicted: A, Probability: 0.9927332215388893
Sequence793.csv_1: True Class: C, Predicted: B, Probability: 0.8521565747165306
Sequence794.csv_1: True Class: C, Predicted: B, Probability: 0.8174133066529969
Sequence795.csv_1: True Class: A, Predicted: B, Probability: 0.4261683315375352
Sequence796.csv_1: True Class: B, Predicted: B, Probability: 0.6240484431332827
Sequence797.csv_1: True Class: C, Predicted: C, Probability: 0.9916096084853843
Sequence798.csv_1: True Class: B, Predicted: C, Probability: 0.7490409307598046
Sequence799.csv_1: True Class: A, Predicted: B, Probability: 0.8971921789286837
Sequence8.csv_1: True Class: B, Predicted: C, Probability: 0.9999575502031578
Sequence80.csv_1: True Class: C, Predicted: B, Probability: 0.930162505650957
Sequence800.csv_1: True Class: C, Predicted: B, Probability: 0.705550544568107
Sequence801.csv_1: True Class: B, Predicted: B, Probability: 0.7266070149251704
Sequence802.csv_1: True Class: B, Predicted: C, Probability: 0.9976368415251132
Sequence803.csv_1: True Class: B, Predicted: C, Probability: 0.9999534658010353
Sequence804.csv_1: True Class: B, Predicted: A, Probability: 0.9951237929595517
Sequence805.csv_1: True Class: C, Predicted: C, Probability: 0.5951534899926165
Sequence806.csv_1: True Class: A, Predicted: B, Probability: 0.8762477303905066
Sequence807.csv_1: True Class: B, Predicted: A, Probability: 0.999282710402367
Sequence808.csv_1: True Class: A, Predicted: A, Probability: 0.6430464744834129
Sequence809.csv_1: True Class: B, Predicted: A, Probability: 0.9998092223579385
Sequence81.csv_1: True Class: C, Predicted: A, Probability: 0.876618515608765
Sequence810.csv_1: True Class: A, Predicted: A, Probability: 0.9510850690175232
Sequence811.csv_1: True Class: B, Predicted: A, Probability: 0.6449726452227899
Sequence812.csv_1: True Class: B, Predicted: B, Probability: 0.6565496339630772
Sequence813.csv_1: True Class: A, Predicted: A, Probability: 0.7748159676327103
Sequence814.csv_1: True Class: B, Predicted: C, Probability: 0.9803622817192724
Sequence815.csv_1: True Class: B, Predicted: B, Probability: 0.9991866661729839
Sequence816.csv_1: True Class: C, Predicted: A, Probability: 0.9999880140607085
Sequence817.csv_1: True Class: C, Predicted: C, Probability: 0.9711390459339364
Sequence818.csv_1: True Class: B, Predicted: C, Probability: 0.9060608858550842
Sequence819.csv_1: True Class: A, Predicted: B, Probability: 0.9989121188056809
Sequence82.csv_1: True Class: A, Predicted: B, Probability: 0.9866683412582496
Sequence820.csv_1: True Class: C, Predicted: A, Probability: 0.9999906132176309
Sequence821.csv_1: True Class: B, Predicted: C, Probability: 0.8831628007762653
Sequence822.csv_1: True Class: A, Predicted: B, Probability: 0.9954283479084057
Sequence823.csv_1: True Class: C, Predicted: C, Probability: 0.9980075830389803
Sequence824.csv_1: True Class: C, Predicted: B, Probability: 0.5027366145090161
Sequence825.csv_1: True Class: C, Predicted: A, Probability: 0.9155024224173359
Sequence826.csv_1: True Class: B, Predicted: A, Probability: 0.9899574530117647
Sequence827.csv_1: True Class: B, Predicted: C, Probability: 0.9648883541890406
Sequence828.csv_1: True Class: A, Predicted: B, Probability: 0.8523782101410718
Sequence829.csv_1: True Class: B, Predicted: B, Probability: 0.9999865726012238
Sequence83.csv_1: True Class: C, Predicted: B, Probability: 0.9328392631468887
Sequence830.csv_1: True Class: C, Predicted: B, Probability: 0.8947777237999497
Sequence831.csv_1: True Class: C, Predicted: C, Probability: 0.6068222776777896
Sequence832.csv_1: True Class: B, Predicted: B, Probability: 0.6383803536088288
Sequence833.csv_1: True Class: C, Predicted: A, Probability: 0.5722760289195267
Sequence834.csv_1: True Class: B, Predicted: C, Probability: 0.9590603398209252
Sequence835.csv_1: True Class: B, Predicted: B, Probability: 0.814855875310359
Sequence836.csv_1: True Class: B, Predicted: A, Probability: 0.8745629158924593
Sequence837.csv_1: True Class: B, Predicted: A, Probability: 0.5235852283933292
Sequence838.csv_1: True Class: C, Predicted: C, Probability: 0.9993134445447759
Sequence839.csv_1: True Class: B, Predicted: A, Probability: 0.9998585024600277
Sequence84.csv_1: True Class: A, Predicted: C, Probability: 0.5167122918157631
Sequence840.csv_1: True Class: B, Predicted: C, Probability: 0.9975652069167712
Sequence841.csv_1: True Class: C, Predicted: A, Probability: 0.9423280029571705
Sequence842.csv_1: True Class: C, Predicted: B, Probability: 0.9687953076412451
Sequence843.csv_1: True Class: C, Predicted: A, Probability: 0.8870565225402972
Sequence844.csv_1: True Class: C, Predicted: C, Probability: 0.9872022686439337
Sequence845.csv_1: True Class: C, Predicted: A, Probability: 0.8577021569394737
Sequence846.csv_1: True Class: B, Predicted: B, Probability: 0.9982998520123868
Sequence847.csv_1: True Class: B, Predicted: A, Probability: 0.8734725085668393
Sequence848.csv_1: True Class: A, Predicted: A, Probability: 0.7196416955358753
Sequence849.csv_1: True Class: C, Predicted: A, Probability: 0.9029151718438349
Sequence85.csv_1: True Class: C, Predicted: A, Probability: 0.6158621102326898
Sequence850.csv_1: True Class: C, Predicted: B, Probability: 0.8492778273466565
Sequence851.csv_1: True Class: B, Predicted: A, Probability: 0.5591644238954677
Sequence852.csv_1: True Class: A, Predicted: B, Probability: 0.9804359169433341
Sequence853.csv_1: True Class: C, Predicted: B, Probability: 0.7422476867781264
Sequence854.csv_1: True Class: C, Predicted: A, Probability: 0.9997868095442874
Sequence855.csv_1: True Class: B, Predicted: C, Probability: 0.8519218356311231
Sequence856.csv_1: True Class: C, Predicted: A, Probability: 0.9867782552495118
Sequence857.csv_1: True Class: B, Predicted: B, Probability: 0.9890550690133487
Sequence858.csv_1: True Class: B, Predicted: C, Probability: 0.9941151339463661
Sequence859.csv_1: True Class: C, Predicted: B, Probability: 0.39081413263088083
Sequence86.csv_1: True Class: B, Predicted: C, Probability: 0.6916816049121358
Sequence860.csv_1: True Class: A, Predicted: B, Probability: 0.9828754824076852
Sequence861.csv_1: True Class: C, Predicted: B, Probability: 0.9286221001111531
Sequence862.csv_1: True Class: C, Predicted: B, Probability: 0.999836228084488
Sequence863.csv_1: True Class: A, Predicted: A, Probability: 0.9423644376421771
Sequence864.csv_1: True Class: C, Predicted: C, Probability: 0.999989656151417
Sequence865.csv_1: True Class: C, Predicted: A, Probability: 0.8646131376515237
Sequence866.csv_1: True Class: A, Predicted: C, Probability: 0.9569874717993878
Sequence867.csv_1: True Class: A, Predicted: A, Probability: 0.9908025964040161
Sequence868.csv_1: True Class: B, Predicted: B, Probability: 0.6990317726744565
Sequence869.csv_1: True Class: C, Predicted: A, Probability: 0.9994153137319053
Sequence87.csv_1: True Class: A, Predicted: C, Probability: 0.9878043598142954
Sequence870.csv_1: True Class: C, Predicted: C, Probability: 0.9962249573261176
Sequence871.csv_1: True Class: B, Predicted: B, Probability: 0.9289823635031115
Sequence872.csv_1: True Class: A, Predicted: C, Probability: 0.6189922877921626
Sequence873.csv_1: True Class: C, Predicted: B, Probability: 0.9608966786416955
Sequence874.csv_1: True Class: A, Predicted: C, Probability: 0.9268166658817327
Sequence875.csv_1: True Class: B, Predicted: A, Probability: 0.9956849759998663
Sequence876.csv_1: True Class: A, Predicted: C, Probability: 0.9717811304952914
Sequence877.csv_1: True Class: B, Predicted: B, Probability: 0.6487128231533007
Sequence878.csv_1: True Class: C, Predicted: B, Probability: 0.6048038275781479
Sequence879.csv_1: True Class: A, Predicted: A, Probability: 0.9270106247349671
Sequence88.csv_1: True Class: B, Predicted: A, Probability: 0.935123530986355
