Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence653.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence654.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence655.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence656.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence657.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence658.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence659.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence66.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence660.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence661.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence662.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence663.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence664.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence665.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence666.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence667.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence668.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence669.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence67.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence670.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence671.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence672.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence673.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence674.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence675.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence676.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence677.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence678.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence679.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence68.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence680.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence681.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence682.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence683.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence684.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence685.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence686.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence687.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence688.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence689.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence69.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence690.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence691.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence692.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence693.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence694.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence695.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence696.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence697.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence698.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence699.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence7.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence70.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence700.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence701.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence702.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence703.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence704.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence705.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence706.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence707.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence708.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence709.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence71.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence710.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence711.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence712.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence713.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence714.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence715.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence716.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence717.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence718.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence719.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence72.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence720.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence721.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence722.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence723.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence724.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence725.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence726.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence727.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence728.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence729.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence73.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence730.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence731.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence732.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence733.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence734.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence735.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence736.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence737.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence738.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence739.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence74.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence740.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence741.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence742.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence743.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence744.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence745.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence746.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence747.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence748.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence749.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence75.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence750.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence751.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence752.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence753.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence754.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence755.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence756.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence757.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence758.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence759.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence76.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence760.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence761.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence762.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence763.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence764.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence765.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence766.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence767.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence768.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence769.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence77.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence770.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence771.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence772.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence773.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence774.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence775.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence776.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence777.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence778.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence779.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence78.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence780.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence781.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence782.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence783.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence784.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence785.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence786.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence787.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence788.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence789.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence79.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence790.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence791.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence792.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence793.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence794.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence795.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence796.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence797.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence798.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence799.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence8.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence80.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence800.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence801.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence802.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence803.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence804.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence805.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence806.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence807.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence808.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence809.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence81.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence810.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence811.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence812.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence813.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence814.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence815.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence816.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence817.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence818.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence819.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence82.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence820.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence821.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence822.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence823.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence824.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence825.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence826.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence827.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence828.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence829.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence83.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence830.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence831.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence832.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence833.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence834.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence835.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence836.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence837.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence838.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence839.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence84.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence840.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence841.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence842.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence843.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence844.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence845.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence846.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence847.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence848.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence849.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence85.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence850.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence851.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence852.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence853.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence854.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence855.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence856.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence857.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence858.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence859.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence86.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence860.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence861.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence862.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence863.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence864.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence865.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence866.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence867.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence868.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence869.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence87.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence870.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence871.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence872.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence873.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
Sequence874.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence875.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence876.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence877.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence878.csv_1: True Class: A, Predicted: A, Probability: 0.6651131824234354
Sequence879.csv_1: True Class: B, Predicted: A, Probability: 0.6651131824234354
