Sequence549.csv_1: True Class: C, Predicted: B, Probability: 0.8317791592016264
Sequence59.csv_1: True Class: B, Predicted: C, Probability: 0.9997016856992645
Sequence590.csv_1: True Class: C, Predicted: B, Probability: 0.5482826094541647
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 0.9543588997454967
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.9999395667432498
Sequence593.csv_1: True Class: B, Predicted: C, Probability: 0.9970870344537268
Sequence594.csv_1: True Class: A, Predicted: B, Probability: 0.8134392873133286
Sequence595.csv_1: True Class: A, Predicted: B, Probability: 0.8117359929052443
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.9136338331860017
Sequence597.csv_1: True Class: C, Predicted: A, Probability: 0.999987846370879
Sequence598.csv_1: True Class: B, Predicted: B, Probability: 0.7334297908238989
Sequence599.csv_1: True Class: C, Predicted: C, Probability: 0.9953342115809322
Sequence6.csv_1: True Class: B, Predicted: B, Probability: 0.9779052684053787
Sequence60.csv_1: True Class: A, Predicted: B, Probability: 0.9790890611117145
Sequence600.csv_1: True Class: C, Predicted: A, Probability: 0.9999813163766386
Sequence601.csv_1: True Class: B, Predicted: B, Probability: 0.8628093888064537
Sequence602.csv_1: True Class: C, Predicted: B, Probability: 0.7065579689627451
Sequence603.csv_1: True Class: C, Predicted: A, Probability: 0.5467074185018714
Sequence604.csv_1: True Class: C, Predicted: A, Probability: 0.6451111811268101
Sequence605.csv_1: True Class: C, Predicted: B, Probability: 0.9999950932906412
Sequence606.csv_1: True Class: A, Predicted: C, Probability: 0.9999004470563153
Sequence607.csv_1: True Class: C, Predicted: B, Probability: 0.9728850758111017
Sequence608.csv_1: True Class: B, Predicted: B, Probability: 0.8660163657901168
Sequence609.csv_1: True Class: C, Predicted: C, Probability: 0.5255886173182165
Sequence61.csv_1: True Class: A, Predicted: C, Probability: 0.6414484154828745
Sequence610.csv_1: True Class: B, Predicted: C, Probability: 0.9999628581388824
Sequence611.csv_1: True Class: C, Predicted: C, Probability: 0.9999969130218257
Sequence612.csv_1: True Class: B, Predicted: A, Probability: 0.7672502116184536
Sequence613.csv_1: True Class: C, Predicted: B, Probability: 0.9952258281911329
Sequence614.csv_1: True Class: B, Predicted: A, Probability: 0.9997464571265441
Sequence615.csv_1: True Class: C, Predicted: C, Probability: 0.9998309654845297
Sequence616.csv_1: True Class: A, Predicted: A, Probability: 0.9994257529503102
Sequence617.csv_1: True Class: C, Predicted: C, Probability: 0.9999050414399104
Sequence618.csv_1: True Class: C, Predicted: C, Probability: 0.4544865827190559
Sequence619.csv_1: True Class: C, Predicted: B, Probability: 0.975891347092068
Sequence62.csv_1: True Class: C, Predicted: B, Probability: 0.9051370738394431
Sequence620.csv_1: True Class: B, Predicted: C, Probability: 0.9999653850641442
Sequence621.csv_1: True Class: C, Predicted: C, Probability: 0.9748479108330184
Sequence622.csv_1: True Class: C, Predicted: C, Probability: 0.9985355271077432
Sequence623.csv_1: True Class: A, Predicted: C, Probability: 0.9497619906646164
Sequence624.csv_1: True Class: A, Predicted: C, Probability: 0.9973177888053243
Sequence625.csv_1: True Class: A, Predicted: B, Probability: 0.8344310725791864
Sequence626.csv_1: True Class: B, Predicted: B, Probability: 0.9142225561493833
Sequence627.csv_1: True Class: C, Predicted: B, Probability: 0.9862362703162675
Sequence628.csv_1: True Class: A, Predicted: C, Probability: 0.9628560103725342
Sequence629.csv_1: True Class: B, Predicted: A, Probability: 0.730379987697627
Sequence63.csv_1: True Class: C, Predicted: B, Probability: 0.9999974038793227
Sequence630.csv_1: True Class: C, Predicted: A, Probability: 0.7660031884160208
Sequence631.csv_1: True Class: C, Predicted: C, Probability: 0.8324973219188347
Sequence632.csv_1: True Class: B, Predicted: A, Probability: 0.9992627912755363
Sequence633.csv_1: True Class: C, Predicted: A, Probability: 0.9995117789005522
Sequence634.csv_1: True Class: A, Predicted: C, Probability: 0.9998314097868132
Sequence635.csv_1: True Class: A, Predicted: B, Probability: 0.8535483009369907
Sequence636.csv_1: True Class: B, Predicted: C, Probability: 0.9959534942552819
Sequence637.csv_1: True Class: A, Predicted: B, Probability: 0.5696999785935788
Sequence638.csv_1: True Class: B, Predicted: A, Probability: 0.9255075218660925
Sequence639.csv_1: True Class: A, Predicted: B, Probability: 0.5289324035374615
Sequence64.csv_1: True Class: B, Predicted: C, Probability: 0.957150838259655
Sequence640.csv_1: True Class: C, Predicted: C, Probability: 0.9922577841556635
Sequence641.csv_1: True Class: B, Predicted: A, Probability: 0.9987827633298033
Sequence642.csv_1: True Class: C, Predicted: A, Probability: 0.9929281538933659
Sequence643.csv_1: True Class: A, Predicted: B, Probability: 0.9961804717426929
Sequence644.csv_1: True Class: A, Predicted: C, Probability: 0.9997372031679546
Sequence645.csv_1: True Class: A, Predicted: A, Probability: 0.9677841955330524
Sequence646.csv_1: True Class: B, Predicted: C, Probability: 0.987913843913053
Sequence647.csv_1: True Class: A, Predicted: B, Probability: 0.6099890255079358
Sequence648.csv_1: True Class: C, Predicted: B, Probability: 0.7864814257374085
Sequence649.csv_1: True Class: C, Predicted: C, Probability: 0.7954814694679033
Sequence65.csv_1: True Class: A, Predicted: A, Probability: 0.5322110189573086
Sequence650.csv_1: True Class: C, Predicted: C, Probability: 0.7758731456064168
Sequence651.csv_1: True Class: A, Predicted: A, Probability: 0.9799172664862892
Sequence652.csv_1: True Class: C, Predicted: C, Probability: 0.9850889564965545
Sequence653.csv_1: True Class: A, Predicted: C, Probability: 0.9929174550011453
Sequence654.csv_1: True Class: A, Predicted: B, Probability: 0.5778048740380303
Sequence655.csv_1: True Class: B, Predicted: C, Probability: 0.9999996052897746
Sequence656.csv_1: True Class: A, Predicted: A, Probability: 0.7734512804636794
Sequence657.csv_1: True Class: A, Predicted: A, Probability: 0.9490977123476477
Sequence658.csv_1: True Class: C, Predicted: C, Probability: 0.9588170135106706
Sequence659.csv_1: True Class: B, Predicted: A, Probability: 0.8566657312239319
Sequence66.csv_1: True Class: C, Predicted: B, Probability: 0.7675899115399375
Sequence660.csv_1: True Class: C, Predicted: B, Probability: 0.6223040010456818
Sequence661.csv_1: True Class: B, Predicted: C, Probability: 0.9665370364167738
Sequence662.csv_1: True Class: C, Predicted: A, Probability: 0.8106964766816007
Sequence663.csv_1: True Class: A, Predicted: C, Probability: 0.7397916080587313
Sequence664.csv_1: True Class: A, Predicted: C, Probability: 0.5397385440637661
Sequence665.csv_1: True Class: B, Predicted: A, Probability: 0.9619692129934442
Sequence666.csv_1: True Class: A, Predicted: C, Probability: 0.9967042917556461
Sequence667.csv_1: True Class: A, Predicted: C, Probability: 0.997491513982231
Sequence668.csv_1: True Class: A, Predicted: B, Probability: 0.7755066332681122
Sequence669.csv_1: True Class: A, Predicted: B, Probability: 0.9970329220237295
Sequence67.csv_1: True Class: A, Predicted: A, Probability: 0.9999906416886243
Sequence670.csv_1: True Class: B, Predicted: A, Probability: 0.9922917284918105
Sequence671.csv_1: True Class: B, Predicted: A, Probability: 0.4737202856223804
Sequence672.csv_1: True Class: B, Predicted: B, Probability: 0.8615272815781231
Sequence673.csv_1: True Class: A, Predicted: A, Probability: 0.995776701360851
Sequence674.csv_1: True Class: B, Predicted: A, Probability: 0.9999892630073576
Sequence675.csv_1: True Class: A, Predicted: B, Probability: 0.9821467806805849
Sequence676.csv_1: True Class: A, Predicted: C, Probability: 0.9367508936836972
Sequence677.csv_1: True Class: B, Predicted: A, Probability: 0.9999752560999626
Sequence678.csv_1: True Class: C, Predicted: C, Probability: 0.9955332831766399
Sequence679.csv_1: True Class: B, Predicted: B, Probability: 0.5733913783718131
Sequence68.csv_1: True Class: B, Predicted: C, Probability: 0.9548293090712637
Sequence680.csv_1: True Class: A, Predicted: A, Probability: 0.999994022466502
Sequence681.csv_1: True Class: A, Predicted: C, Probability: 0.8354218188445548
Sequence682.csv_1: True Class: A, Predicted: C, Probability: 0.9929331577435255
Sequence683.csv_1: True Class: A, Predicted: A, Probability: 0.9137823421371621
Sequence684.csv_1: True Class: B, Predicted: B, Probability: 0.9990500383650278
Sequence685.csv_1: True Class: B, Predicted: B, Probability: 0.6255199522566774
Sequence686.csv_1: True Class: C, Predicted: C, Probability: 0.9997958089787162
Sequence687.csv_1: True Class: C, Predicted: A, Probability: 0.9404604608208554
Sequence688.csv_1: True Class: C, Predicted: B, Probability: 0.9994679946698055
Sequence689.csv_1: True Class: B, Predicted: B, Probability: 0.9938610599536192
Sequence69.csv_1: True Class: A, Predicted: A, Probability: 0.9992161387839386
Sequence690.csv_1: True Class: B, Predicted: A, Probability: 0.9953187791405761
Sequence691.csv_1: True Class: C, Predicted: A, Probability: 0.8386496861891859
Sequence692.csv_1: True Class: A, Predicted: A, Probability: 0.773514820956902
Sequence693.csv_1: True Class: C, Predicted: C, Probability: 0.9640534150960546
Sequence694.csv_1: True Class: A, Predicted: C, Probability: 0.559628963042543
Sequence695.csv_1: True Class: C, Predicted: A, Probability: 0.9564046324828961
Sequence696.csv_1: True Class: C, Predicted: C, Probability: 0.8640530412422216
Sequence697.csv_1: True Class: B, Predicted: B, Probability: 0.9282018612900861
Sequence698.csv_1: True Class: B, Predicted: A, Probability: 0.9883814603431107
Sequence699.csv_1: True Class: C, Predicted: A, Probability: 0.6026219431340297
Sequence7.csv_1: True Class: C, Predicted: B, Probability: 0.9059351779213919
Sequence70.csv_1: True Class: A, Predicted: B, Probability: 0.49962659026299633
Sequence700.csv_1: True Class: B, Predicted: C, Probability: 0.5672465975919332
Sequence701.csv_1: True Class: C, Predicted: B, Probability: 0.9963818869394414
Sequence702.csv_1: True Class: B, Predicted: A, Probability: 0.7483122636102062
Sequence703.csv_1: True Class: C, Predicted: C, Probability: 0.9878292258643872
Sequence704.csv_1: True Class: A, Predicted: B, Probability: 0.9787168061619448
Sequence705.csv_1: True Class: B, Predicted: B, Probability: 0.9889269056538409
Sequence706.csv_1: True Class: C, Predicted: B, Probability: 0.5070030351711583
Sequence707.csv_1: True Class: A, Predicted: C, Probability: 0.7723380453207846
Sequence708.csv_1: True Class: A, Predicted: B, Probability: 0.983142391176777
Sequence709.csv_1: True Class: C, Predicted: C, Probability: 0.988484962784327
Sequence71.csv_1: True Class: A, Predicted: C, Probability: 0.9964038547728783
Sequence710.csv_1: True Class: C, Predicted: A, Probability: 0.814983434443552
Sequence711.csv_1: True Class: C, Predicted: B, Probability: 0.5916234496058168
Sequence712.csv_1: True Class: A, Predicted: B, Probability: 0.7064005394480113
Sequence713.csv_1: True Class: B, Predicted: B, Probability: 0.9104284748851093
Sequence714.csv_1: True Class: B, Predicted: C, Probability: 0.9943135929927381
Sequence715.csv_1: True Class: A, Predicted: A, Probability: 0.9979627775938226
Sequence716.csv_1: True Class: B, Predicted: C, Probability: 0.9998977347376617
Sequence717.csv_1: True Class: B, Predicted: C, Probability: 0.9917521809797143
Sequence718.csv_1: True Class: B, Predicted: B, Probability: 0.718692050959777
Sequence719.csv_1: True Class: B, Predicted: A, Probability: 0.8253178031138709
Sequence72.csv_1: True Class: A, Predicted: C, Probability: 0.9353319477080091
Sequence720.csv_1: True Class: B, Predicted: B, Probability: 0.8759423961966191
Sequence721.csv_1: True Class: B, Predicted: B, Probability: 0.9208925294314086
Sequence722.csv_1: True Class: C, Predicted: B, Probability: 0.9903341904551546
Sequence723.csv_1: True Class: B, Predicted: B, Probability: 0.9996154382753387
Sequence724.csv_1: True Class: C, Predicted: A, Probability: 0.9310388559073286
Sequence725.csv_1: True Class: C, Predicted: C, Probability: 0.894716846595225
Sequence726.csv_1: True Class: C, Predicted: A, Probability: 0.9999445453016661
Sequence727.csv_1: True Class: B, Predicted: B, Probability: 0.999950656366627
Sequence728.csv_1: True Class: B, Predicted: A, Probability: 0.9839803723243199
Sequence729.csv_1: True Class: C, Predicted: B, Probability: 0.9991157318396366
Sequence73.csv_1: True Class: C, Predicted: C, Probability: 0.9492098352409092
Sequence730.csv_1: True Class: B, Predicted: B, Probability: 0.5265617106862467
Sequence731.csv_1: True Class: A, Predicted: B, Probability: 0.9878767078860157
Sequence732.csv_1: True Class: C, Predicted: A, Probability: 0.48630706702083465
Sequence733.csv_1: True Class: B, Predicted: C, Probability: 0.8084477226154262
Sequence734.csv_1: True Class: B, Predicted: C, Probability: 0.9865464500332933
Sequence735.csv_1: True Class: B, Predicted: A, Probability: 0.9999995024508963
Sequence736.csv_1: True Class: B, Predicted: B, Probability: 0.9964376799015602
Sequence737.csv_1: True Class: C, Predicted: C, Probability: 0.9555373221974268
Sequence738.csv_1: True Class: B, Predicted: B, Probability: 0.8252526410443445
Sequence739.csv_1: True Class: C, Predicted: B, Probability: 0.6491347366913427
Sequence74.csv_1: True Class: C, Predicted: A, Probability: 0.9655552365471098
Sequence740.csv_1: True Class: C, Predicted: C, Probability: 0.999545311301528
Sequence741.csv_1: True Class: C, Predicted: B, Probability: 0.9354036181692496
Sequence742.csv_1: True Class: C, Predicted: C, Probability: 0.7354745589306334
Sequence743.csv_1: True Class: C, Predicted: C, Probability: 0.8915100445538617
Sequence744.csv_1: True Class: B, Predicted: B, Probability: 0.999812208320525
Sequence745.csv_1: True Class: C, Predicted: C, Probability: 0.6877537375352746
Sequence746.csv_1: True Class: A, Predicted: B, Probability: 0.9936292599060145
Sequence747.csv_1: True Class: C, Predicted: B, Probability: 0.6544090635424367
Sequence748.csv_1: True Class: A, Predicted: A, Probability: 0.9995596467537152
Sequence749.csv_1: True Class: A, Predicted: A, Probability: 0.5687838720563871
Sequence75.csv_1: True Class: B, Predicted: B, Probability: 0.49099162392086926
Sequence750.csv_1: True Class: C, Predicted: A, Probability: 0.9595940594334901
Sequence751.csv_1: True Class: B, Predicted: A, Probability: 0.9995692408328825
Sequence752.csv_1: True Class: B, Predicted: B, Probability: 0.9899177128746396
Sequence753.csv_1: True Class: B, Predicted: B, Probability: 0.8483467044244991
Sequence754.csv_1: True Class: C, Predicted: C, Probability: 0.9999983771943073
Sequence755.csv_1: True Class: C, Predicted: B, Probability: 0.8873867859696334
Sequence756.csv_1: True Class: C, Predicted: A, Probability: 0.9981988892573738
Sequence757.csv_1: True Class: A, Predicted: C, Probability: 0.8007444134209359
Sequence758.csv_1: True Class: B, Predicted: A, Probability: 0.7716250059194997
Sequence759.csv_1: True Class: A, Predicted: A, Probability: 0.8919152675863448
Sequence76.csv_1: True Class: C, Predicted: B, Probability: 0.9503539635313458
Sequence760.csv_1: True Class: A, Predicted: C, Probability: 0.5785367687894898
Sequence761.csv_1: True Class: A, Predicted: B, Probability: 0.9876458149918586
Sequence762.csv_1: True Class: C, Predicted: B, Probability: 0.9886700445609252
Sequence763.csv_1: True Class: B, Predicted: C, Probability: 0.9938210454139489
Sequence764.csv_1: True Class: B, Predicted: A, Probability: 0.9941494907201702
Sequence765.csv_1: True Class: B, Predicted: C, Probability: 0.9189114869160873
Sequence766.csv_1: True Class: A, Predicted: B, Probability: 0.9982644148504036
Sequence767.csv_1: True Class: A, Predicted: A, Probability: 0.8810512548928802
Sequence768.csv_1: True Class: B, Predicted: A, Probability: 0.507390112561314
Sequence769.csv_1: True Class: C, Predicted: A, Probability: 0.9031069176819225
Sequence77.csv_1: True Class: B, Predicted: B, Probability: 0.9992495977424309
Sequence770.csv_1: True Class: A, Predicted: C, Probability: 0.6473369357255124
Sequence771.csv_1: True Class: B, Predicted: C, Probability: 0.973763418327643
Sequence772.csv_1: True Class: C, Predicted: A, Probability: 0.9988560656769826
Sequence773.csv_1: True Class: C, Predicted: C, Probability: 0.9687479949482686
Sequence774.csv_1: True Class: B, Predicted: A, Probability: 0.8698823046796644
Sequence775.csv_1: True Class: C, Predicted: C, Probability: 0.9998302944345764
Sequence776.csv_1: True Class: C, Predicted: A, Probability: 0.7780175739560384
Sequence777.csv_1: True Class: C, Predicted: A, Probability: 0.9989777360218649
Sequence778.csv_1: True Class: C, Predicted: A, Probability: 0.5260271405869595
Sequence779.csv_1: True Class: C, Predicted: C, Probability: 0.9999809621220261
Sequence78.csv_1: True Class: C, Predicted: C, Probability: 0.9996396841518973
Sequence780.csv_1: True Class: C, Predicted: A, Probability: 0.9995445719082424
Sequence781.csv_1: True Class: A, Predicted: B, Probability: 0.5659324192306424
Sequence782.csv_1: True Class: A, Predicted: C, Probability: 0.9754488142523062
Sequence783.csv_1: True Class: A, Predicted: B, Probability: 0.7340070086330299
Sequence784.csv_1: True Class: A, Predicted: A, Probability: 0.9324916568059374
Sequence785.csv_1: True Class: A, Predicted: B, Probability: 0.7350757439505471
Sequence786.csv_1: True Class: B, Predicted: C, Probability: 0.6226399060621242
Sequence787.csv_1: True Class: B, Predicted: A, Probability: 0.9997546334424415
Sequence788.csv_1: True Class: B, Predicted: A, Probability: 0.9986048786252801
Sequence789.csv_1: True Class: A, Predicted: A, Probability: 0.9667667382183913
Sequence79.csv_1: True Class: C, Predicted: B, Probability: 0.9032616523157844
Sequence790.csv_1: True Class: B, Predicted: A, Probability: 0.9968720568521413
Sequence791.csv_1: True Class: C, Predicted: C, Probability: 0.9999704705236432
Sequence792.csv_1: True Class: C, Predicted: A, Probability: 0.9925681910308021
Sequence793.csv_1: True Class: C, Predicted: B, Probability: 0.8523375433367888
Sequence794.csv_1: True Class: C, Predicted: B, Probability: 0.8155921706622548
Sequence795.csv_1: True Class: A, Predicted: B, Probability: 0.42579895358518866
Sequence796.csv_1: True Class: B, Predicted: B, Probability: 0.6218266629982133
Sequence797.csv_1: True Class: C, Predicted: C, Probability: 0.9916967991655311
Sequence798.csv_1: True Class: B, Predicted: C, Probability: 0.7530692042357405
Sequence799.csv_1: True Class: A, Predicted: B, Probability: 0.8980982560954998
Sequence8.csv_1: True Class: B, Predicted: C, Probability: 0.999957983451504
Sequence80.csv_1: True Class: C, Predicted: B, Probability: 0.9294125446405469
Sequence800.csv_1: True Class: C, Predicted: B, Probability: 0.7054076149749736
Sequence801.csv_1: True Class: B, Predicted: B, Probability: 0.7278162281374623
Sequence802.csv_1: True Class: B, Predicted: C, Probability: 0.9976267142601399
Sequence803.csv_1: True Class: B, Predicted: C, Probability: 0.9999535897696998
Sequence804.csv_1: True Class: B, Predicted: A, Probability: 0.9949683728681978
Sequence805.csv_1: True Class: C, Predicted: C, Probability: 0.59858950111976
Sequence806.csv_1: True Class: A, Predicted: B, Probability: 0.8757723464495104
Sequence807.csv_1: True Class: B, Predicted: A, Probability: 0.999266208466671
Sequence808.csv_1: True Class: A, Predicted: A, Probability: 0.6406140855381939
Sequence809.csv_1: True Class: B, Predicted: A, Probability: 0.9998059327531388
Sequence81.csv_1: True Class: C, Predicted: A, Probability: 0.8753674179321901
Sequence810.csv_1: True Class: A, Predicted: A, Probability: 0.9504102815508516
Sequence811.csv_1: True Class: B, Predicted: A, Probability: 0.6384610690916123
Sequence812.csv_1: True Class: B, Predicted: B, Probability: 0.6548096789051207
Sequence813.csv_1: True Class: A, Predicted: A, Probability: 0.7698884893212038
Sequence814.csv_1: True Class: B, Predicted: C, Probability: 0.9805442608931326
Sequence815.csv_1: True Class: B, Predicted: B, Probability: 0.9991907417872455
Sequence816.csv_1: True Class: C, Predicted: A, Probability: 0.999987865455403
Sequence817.csv_1: True Class: C, Predicted: C, Probability: 0.9713708441822042
Sequence818.csv_1: True Class: B, Predicted: C, Probability: 0.9068976914121406
Sequence819.csv_1: True Class: A, Predicted: B, Probability: 0.9988965490224183
Sequence82.csv_1: True Class: A, Predicted: B, Probability: 0.9868706189641627
Sequence820.csv_1: True Class: C, Predicted: A, Probability: 0.999990401774813
Sequence821.csv_1: True Class: B, Predicted: C, Probability: 0.8834875378476807
Sequence822.csv_1: True Class: A, Predicted: B, Probability: 0.9954866558669448
Sequence823.csv_1: True Class: C, Predicted: C, Probability: 0.9980545145458333
Sequence824.csv_1: True Class: C, Predicted: B, Probability: 0.5052188971334325
Sequence825.csv_1: True Class: C, Predicted: A, Probability: 0.9147343340321963
Sequence826.csv_1: True Class: B, Predicted: A, Probability: 0.9896148798682333
Sequence827.csv_1: True Class: B, Predicted: C, Probability: 0.9655373830747058
Sequence828.csv_1: True Class: A, Predicted: B, Probability: 0.8536164687289058
Sequence829.csv_1: True Class: B, Predicted: B, Probability: 0.9999864203095451
Sequence83.csv_1: True Class: C, Predicted: B, Probability: 0.9332106625900704
Sequence830.csv_1: True Class: C, Predicted: B, Probability: 0.8976977747690771
Sequence831.csv_1: True Class: C, Predicted: C, Probability: 0.6097213328186619
Sequence832.csv_1: True Class: B, Predicted: B, Probability: 0.6511289726414536
Sequence833.csv_1: True Class: C, Predicted: A, Probability: 0.5696849183450491
Sequence834.csv_1: True Class: B, Predicted: C, Probability: 0.9589360533912518
Sequence835.csv_1: True Class: B, Predicted: B, Probability: 0.8177383248219604
Sequence836.csv_1: True Class: B, Predicted: A, Probability: 0.8721055496374645
Sequence837.csv_1: True Class: B, Predicted: A, Probability: 0.5143443179598431
Sequence838.csv_1: True Class: C, Predicted: C, Probability: 0.9993145823008157
Sequence839.csv_1: True Class: B, Predicted: A, Probability: 0.999853750291079
Sequence84.csv_1: True Class: A, Predicted: C, Probability: 0.513123393578602
Sequence840.csv_1: True Class: B, Predicted: C, Probability: 0.9976056123000054
Sequence841.csv_1: True Class: C, Predicted: A, Probability: 0.9415480017349714
Sequence842.csv_1: True Class: C, Predicted: B, Probability: 0.9689639531175829
Sequence843.csv_1: True Class: C, Predicted: A, Probability: 0.8849135607781815
Sequence844.csv_1: True Class: C, Predicted: C, Probability: 0.9873756547323227
Sequence845.csv_1: True Class: C, Predicted: A, Probability: 0.8564182323585229
Sequence846.csv_1: True Class: B, Predicted: B, Probability: 0.998305453848465
Sequence847.csv_1: True Class: B, Predicted: A, Probability: 0.8696774310468958
Sequence848.csv_1: True Class: A, Predicted: A, Probability: 0.7100684601809452
Sequence849.csv_1: True Class: C, Predicted: A, Probability: 0.9026087004491252
Sequence85.csv_1: True Class: C, Predicted: A, Probability: 0.6063869470036373
Sequence850.csv_1: True Class: C, Predicted: B, Probability: 0.852241346528486
Sequence851.csv_1: True Class: B, Predicted: A, Probability: 0.5571819500375649
Sequence852.csv_1: True Class: A, Predicted: B, Probability: 0.9809458768771817
Sequence853.csv_1: True Class: C, Predicted: B, Probability: 0.7484596656522282
Sequence854.csv_1: True Class: C, Predicted: A, Probability: 0.9997902248549556
Sequence855.csv_1: True Class: B, Predicted: C, Probability: 0.8520088108403742
Sequence856.csv_1: True Class: C, Predicted: A, Probability: 0.9864027912630483
Sequence857.csv_1: True Class: B, Predicted: B, Probability: 0.9890382349462051
Sequence858.csv_1: True Class: B, Predicted: C, Probability: 0.9941703149722105
Sequence859.csv_1: True Class: C, Predicted: B, Probability: 0.3945773272851484
Sequence86.csv_1: True Class: B, Predicted: C, Probability: 0.6922552746746111
Sequence860.csv_1: True Class: A, Predicted: B, Probability: 0.9826818303052072
Sequence861.csv_1: True Class: C, Predicted: B, Probability: 0.9306200085678759
Sequence862.csv_1: True Class: C, Predicted: B, Probability: 0.9998398930881249
Sequence863.csv_1: True Class: A, Predicted: A, Probability: 0.9413792829317931
Sequence864.csv_1: True Class: C, Predicted: C, Probability: 0.9999897648719275
Sequence865.csv_1: True Class: C, Predicted: A, Probability: 0.8618761497987388
Sequence866.csv_1: True Class: A, Predicted: C, Probability: 0.9573190512078134
Sequence867.csv_1: True Class: A, Predicted: A, Probability: 0.9907121774913789
Sequence868.csv_1: True Class: B, Predicted: B, Probability: 0.7022301674389618
Sequence869.csv_1: True Class: C, Predicted: A, Probability: 0.9994078241066136
Sequence87.csv_1: True Class: A, Predicted: C, Probability: 0.9879556762560029
Sequence870.csv_1: True Class: C, Predicted: C, Probability: 0.9961526566290908
Sequence871.csv_1: True Class: B, Predicted: B, Probability: 0.929932113665011
Sequence872.csv_1: True Class: A, Predicted: C, Probability: 0.6214854006511846
Sequence873.csv_1: True Class: C, Predicted: B, Probability: 0.9604398982093184
Sequence874.csv_1: True Class: A, Predicted: C, Probability: 0.9268963963048994
Sequence875.csv_1: True Class: B, Predicted: A, Probability: 0.9955876403845589
Sequence876.csv_1: True Class: A, Predicted: C, Probability: 0.9718020564993662
Sequence877.csv_1: True Class: B, Predicted: B, Probability: 0.6465175583176971
Sequence878.csv_1: True Class: C, Predicted: B, Probability: 0.6093505597347596
Sequence879.csv_1: True Class: A, Predicted: A, Probability: 0.9262948600959794
Sequence88.csv_1: True Class: B, Predicted: A, Probability: 0.9344841963024147
