Sequence549.csv_1: True Class: A, Predicted: C, Probability: 0.7708511611317423
Sequence588.csv_1: True Class: B, Predicted: A, Probability: 0.5568013160400729
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.9740470029276181
Sequence59.csv_1: True Class: A, Predicted: B, Probability: 0.858489543220975
Sequence590.csv_1: True Class: C, Predicted: C, Probability: 0.9109963755926026
Sequence591.csv_1: True Class: A, Predicted: B, Probability: 0.9985577428614041
Sequence592.csv_1: True Class: C, Predicted: C, Probability: 0.6815770881201408
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.9929317665731441
Sequence594.csv_1: True Class: C, Predicted: A, Probability: 0.9503511478539087
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 0.5309902113423447
Sequence596.csv_1: True Class: A, Predicted: C, Probability: 0.9824134366521458
Sequence597.csv_1: True Class: C, Predicted: B, Probability: 0.8149241219803777
Sequence598.csv_1: True Class: B, Predicted: C, Probability: 0.9979655615714895
Sequence599.csv_1: True Class: C, Predicted: A, Probability: 0.8970164939608268
Sequence6.csv_1: True Class: A, Predicted: A, Probability: 0.9966682955714974
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.4914198558719711
Sequence600.csv_1: True Class: B, Predicted: C, Probability: 0.8723217677215753
Sequence601.csv_1: True Class: C, Predicted: B, Probability: 0.8007162410728644
Sequence602.csv_1: True Class: B, Predicted: C, Probability: 0.9903930883974461
Sequence603.csv_1: True Class: C, Predicted: C, Probability: 0.7601561617006585
Sequence604.csv_1: True Class: B, Predicted: B, Probability: 0.6333559465999858
Sequence605.csv_1: True Class: B, Predicted: B, Probability: 0.9999983224051453
Sequence606.csv_1: True Class: B, Predicted: C, Probability: 0.7564157438351999
Sequence607.csv_1: True Class: B, Predicted: B, Probability: 0.5692892822564115
Sequence608.csv_1: True Class: B, Predicted: B, Probability: 0.9914534380191574
Sequence609.csv_1: True Class: A, Predicted: A, Probability: 0.9999999747577389
Sequence61.csv_1: True Class: C, Predicted: B, Probability: 0.9999984908814236
Sequence610.csv_1: True Class: C, Predicted: B, Probability: 0.7463064094939447
Sequence611.csv_1: True Class: B, Predicted: B, Probability: 0.9959338999085348
Sequence612.csv_1: True Class: A, Predicted: A, Probability: 0.9949826798810338
Sequence613.csv_1: True Class: C, Predicted: A, Probability: 0.5512685006547775
Sequence614.csv_1: True Class: C, Predicted: C, Probability: 0.9460439462496075
Sequence615.csv_1: True Class: C, Predicted: C, Probability: 0.9920044877241637
Sequence616.csv_1: True Class: C, Predicted: C, Probability: 0.9999665899633973
Sequence617.csv_1: True Class: B, Predicted: B, Probability: 0.9994039460545634
Sequence618.csv_1: True Class: A, Predicted: A, Probability: 0.9292363493049051
Sequence619.csv_1: True Class: C, Predicted: A, Probability: 0.9247303777654842
Sequence62.csv_1: True Class: C, Predicted: B, Probability: 0.7968822272819841
Sequence620.csv_1: True Class: B, Predicted: C, Probability: 0.9986141252443079
Sequence621.csv_1: True Class: B, Predicted: A, Probability: 0.8784357332489052
Sequence622.csv_1: True Class: C, Predicted: C, Probability: 0.8318897427766161
Sequence623.csv_1: True Class: A, Predicted: B, Probability: 0.9669966280696104
Sequence624.csv_1: True Class: C, Predicted: C, Probability: 0.9785225671387764
Sequence625.csv_1: True Class: B, Predicted: C, Probability: 0.9582130640263455
Sequence626.csv_1: True Class: A, Predicted: B, Probability: 0.7580800136269168
Sequence627.csv_1: True Class: B, Predicted: A, Probability: 0.9938916470525576
Sequence628.csv_1: True Class: B, Predicted: B, Probability: 0.7846321699047242
Sequence629.csv_1: True Class: A, Predicted: B, Probability: 0.9894891714619776
Sequence63.csv_1: True Class: A, Predicted: C, Probability: 0.9976396522132392
Sequence630.csv_1: True Class: B, Predicted: B, Probability: 0.5996383166054242
Sequence631.csv_1: True Class: B, Predicted: B, Probability: 0.8719529247426927
Sequence632.csv_1: True Class: A, Predicted: C, Probability: 0.9998962523213129
Sequence633.csv_1: True Class: C, Predicted: C, Probability: 0.9999999781623018
Sequence634.csv_1: True Class: A, Predicted: A, Probability: 0.6932966593314919
Sequence635.csv_1: True Class: B, Predicted: B, Probability: 0.999930532216402
Sequence636.csv_1: True Class: A, Predicted: B, Probability: 0.9188141865549847
Sequence637.csv_1: True Class: A, Predicted: A, Probability: 0.9998659455514926
Sequence638.csv_1: True Class: A, Predicted: A, Probability: 0.6211752470449886
Sequence639.csv_1: True Class: B, Predicted: C, Probability: 0.9999985657415676
Sequence64.csv_1: True Class: B, Predicted: A, Probability: 0.9990224556327073
Sequence640.csv_1: True Class: A, Predicted: B, Probability: 0.6712709824335769
Sequence641.csv_1: True Class: A, Predicted: A, Probability: 0.9903630922785247
Sequence642.csv_1: True Class: A, Predicted: C, Probability: 0.9987255330015001
Sequence643.csv_1: True Class: A, Predicted: B, Probability: 0.784354452170416
Sequence644.csv_1: True Class: C, Predicted: B, Probability: 0.9999821757963259
Sequence645.csv_1: True Class: A, Predicted: A, Probability: 0.9720168815975038
Sequence646.csv_1: True Class: A, Predicted: C, Probability: 0.9238269172727598
Sequence647.csv_1: True Class: C, Predicted: C, Probability: 0.9997222973608355
Sequence648.csv_1: True Class: B, Predicted: A, Probability: 0.8515618237883513
Sequence649.csv_1: True Class: A, Predicted: A, Probability: 0.9996790638575704
Sequence65.csv_1: True Class: B, Predicted: B, Probability: 0.7358507030245066
Sequence650.csv_1: True Class: B, Predicted: A, Probability: 0.997539360044987
Sequence651.csv_1: True Class: A, Predicted: A, Probability: 0.9999997930325885
Sequence652.csv_1: True Class: B, Predicted: B, Probability: 0.997156830815715
Sequence653.csv_1: True Class: A, Predicted: B, Probability: 0.994347096443651
Sequence654.csv_1: True Class: C, Predicted: C, Probability: 0.6466336036563077
Sequence655.csv_1: True Class: A, Predicted: B, Probability: 0.9972680994317956
Sequence656.csv_1: True Class: B, Predicted: C, Probability: 0.7061647950585411
Sequence657.csv_1: True Class: B, Predicted: A, Probability: 0.9988389575946617
Sequence658.csv_1: True Class: B, Predicted: B, Probability: 0.9999998770428148
Sequence659.csv_1: True Class: C, Predicted: B, Probability: 0.9994387652511044
Sequence66.csv_1: True Class: C, Predicted: B, Probability: 0.9868040252115357
Sequence660.csv_1: True Class: B, Predicted: C, Probability: 0.9905647858101074
Sequence661.csv_1: True Class: B, Predicted: A, Probability: 0.5011593214291094
Sequence662.csv_1: True Class: B, Predicted: A, Probability: 0.9883399241410409
Sequence663.csv_1: True Class: C, Predicted: C, Probability: 0.5870139965255907
Sequence664.csv_1: True Class: C, Predicted: C, Probability: 0.9999377046342844
Sequence665.csv_1: True Class: B, Predicted: B, Probability: 0.9928674930349162
Sequence666.csv_1: True Class: C, Predicted: A, Probability: 0.98762458853401
Sequence667.csv_1: True Class: A, Predicted: A, Probability: 0.9964252953421315
Sequence668.csv_1: True Class: C, Predicted: B, Probability: 0.7917424241827175
Sequence669.csv_1: True Class: A, Predicted: A, Probability: 0.5505582894945789
Sequence67.csv_1: True Class: C, Predicted: C, Probability: 0.9985525494426604
Sequence670.csv_1: True Class: B, Predicted: B, Probability: 0.9956304075176539
Sequence671.csv_1: True Class: A, Predicted: A, Probability: 0.9994647359098676
Sequence672.csv_1: True Class: C, Predicted: C, Probability: 0.9991684862886936
Sequence673.csv_1: True Class: A, Predicted: C, Probability: 0.7106914394899404
Sequence674.csv_1: True Class: A, Predicted: B, Probability: 0.6172714620253803
Sequence675.csv_1: True Class: A, Predicted: A, Probability: 0.619857786562596
Sequence676.csv_1: True Class: C, Predicted: A, Probability: 0.9999999806829238
Sequence677.csv_1: True Class: B, Predicted: B, Probability: 0.8853831412138535
Sequence678.csv_1: True Class: B, Predicted: B, Probability: 0.9996511201373235
Sequence679.csv_1: True Class: B, Predicted: C, Probability: 0.9235869738106263
Sequence68.csv_1: True Class: A, Predicted: A, Probability: 0.9617047685470829
Sequence680.csv_1: True Class: C, Predicted: C, Probability: 0.9846027010197242
Sequence681.csv_1: True Class: C, Predicted: A, Probability: 0.946321051851677
Sequence682.csv_1: True Class: C, Predicted: B, Probability: 0.9999990753809467
Sequence683.csv_1: True Class: C, Predicted: C, Probability: 0.9999990890027447
Sequence684.csv_1: True Class: B, Predicted: C, Probability: 0.9734789611434588
Sequence685.csv_1: True Class: B, Predicted: C, Probability: 0.977509239665981
Sequence686.csv_1: True Class: A, Predicted: B, Probability: 0.9964621290568685
Sequence687.csv_1: True Class: C, Predicted: C, Probability: 0.9987655312614441
Sequence688.csv_1: True Class: C, Predicted: C, Probability: 0.8067960637839214
Sequence689.csv_1: True Class: C, Predicted: C, Probability: 0.9999999999999999
Sequence69.csv_1: True Class: B, Predicted: C, Probability: 0.997651237094789
Sequence690.csv_1: True Class: B, Predicted: A, Probability: 0.6259661888171122
Sequence691.csv_1: True Class: A, Predicted: B, Probability: 0.8623471906931649
Sequence692.csv_1: True Class: A, Predicted: A, Probability: 0.7937101145008809
Sequence693.csv_1: True Class: B, Predicted: A, Probability: 0.999999993196844
Sequence694.csv_1: True Class: C, Predicted: C, Probability: 0.9953741346973614
Sequence695.csv_1: True Class: A, Predicted: A, Probability: 0.9962722539103049
Sequence696.csv_1: True Class: C, Predicted: B, Probability: 0.9952989319261547
Sequence697.csv_1: True Class: A, Predicted: C, Probability: 0.4745315947324749
Sequence698.csv_1: True Class: A, Predicted: A, Probability: 0.9999409248061942
Sequence699.csv_1: True Class: B, Predicted: B, Probability: 0.8291723215011989
Sequence7.csv_1: True Class: A, Predicted: A, Probability: 0.8565395839316794
Sequence70.csv_1: True Class: A, Predicted: A, Probability: 0.9957349784597531
Sequence700.csv_1: True Class: B, Predicted: B, Probability: 0.443576096679456
Sequence701.csv_1: True Class: B, Predicted: A, Probability: 0.9952602462138508
Sequence702.csv_1: True Class: A, Predicted: A, Probability: 0.9805770310712085
Sequence703.csv_1: True Class: C, Predicted: C, Probability: 0.8644941172104303
Sequence704.csv_1: True Class: C, Predicted: B, Probability: 0.5991410302324657
Sequence705.csv_1: True Class: A, Predicted: A, Probability: 0.9886646828472716
Sequence706.csv_1: True Class: B, Predicted: C, Probability: 0.9762243832112956
Sequence707.csv_1: True Class: B, Predicted: B, Probability: 0.8465010380214473
Sequence708.csv_1: True Class: A, Predicted: A, Probability: 0.9999572783052758
Sequence709.csv_1: True Class: A, Predicted: A, Probability: 0.9988127509258831
Sequence71.csv_1: True Class: A, Predicted: B, Probability: 0.9998989923442858
Sequence710.csv_1: True Class: A, Predicted: A, Probability: 0.9625104234577079
Sequence711.csv_1: True Class: B, Predicted: B, Probability: 0.7896454597012331
Sequence712.csv_1: True Class: B, Predicted: B, Probability: 0.937002317889192
Sequence713.csv_1: True Class: B, Predicted: A, Probability: 0.8674727566424849
Sequence714.csv_1: True Class: C, Predicted: A, Probability: 0.9999994718555856
Sequence715.csv_1: True Class: C, Predicted: C, Probability: 0.9752138473867437
Sequence716.csv_1: True Class: B, Predicted: B, Probability: 0.5917572715526842
Sequence717.csv_1: True Class: A, Predicted: A, Probability: 0.9999999956579787
Sequence718.csv_1: True Class: A, Predicted: B, Probability: 0.999999240810941
Sequence719.csv_1: True Class: A, Predicted: A, Probability: 0.8819720212317621
Sequence72.csv_1: True Class: C, Predicted: B, Probability: 0.9938494870980916
Sequence720.csv_1: True Class: A, Predicted: A, Probability: 0.9920486092446711
Sequence721.csv_1: True Class: A, Predicted: A, Probability: 0.9999934148846498
Sequence722.csv_1: True Class: A, Predicted: A, Probability: 0.9999999665808267
Sequence723.csv_1: True Class: A, Predicted: B, Probability: 0.9994689383227057
Sequence724.csv_1: True Class: A, Predicted: C, Probability: 0.8711609802214784
Sequence725.csv_1: True Class: A, Predicted: A, Probability: 0.9999712622042296
Sequence726.csv_1: True Class: A, Predicted: A, Probability: 0.6021220276434578
Sequence727.csv_1: True Class: A, Predicted: A, Probability: 0.9981805210664288
Sequence728.csv_1: True Class: A, Predicted: A, Probability: 0.9999999725927575
Sequence729.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999517197
Sequence73.csv_1: True Class: B, Predicted: B, Probability: 0.6821287222729564
Sequence730.csv_1: True Class: A, Predicted: C, Probability: 0.8731776488908779
Sequence731.csv_1: True Class: A, Predicted: A, Probability: 0.8202473859508553
Sequence732.csv_1: True Class: B, Predicted: C, Probability: 0.9697172966736521
Sequence733.csv_1: True Class: B, Predicted: C, Probability: 0.9999952755870156
Sequence734.csv_1: True Class: A, Predicted: B, Probability: 0.5184669091873011
Sequence735.csv_1: True Class: B, Predicted: B, Probability: 0.6764182304292142
Sequence736.csv_1: True Class: C, Predicted: C, Probability: 0.9883000065149722
Sequence737.csv_1: True Class: C, Predicted: C, Probability: 0.9362229721004349
Sequence738.csv_1: True Class: B, Predicted: A, Probability: 0.7793361512612079
Sequence739.csv_1: True Class: C, Predicted: B, Probability: 0.9759342216217134
Sequence74.csv_1: True Class: C, Predicted: A, Probability: 0.9898942442210849
Sequence740.csv_1: True Class: A, Predicted: B, Probability: 0.9952458579926546
Sequence741.csv_1: True Class: A, Predicted: A, Probability: 0.9018092114964014
Sequence742.csv_1: True Class: B, Predicted: B, Probability: 0.8868583042857853
Sequence743.csv_1: True Class: B, Predicted: B, Probability: 0.870303192843492
Sequence744.csv_1: True Class: C, Predicted: C, Probability: 0.9981652735195965
Sequence745.csv_1: True Class: A, Predicted: C, Probability: 0.9379530228425667
Sequence746.csv_1: True Class: C, Predicted: B, Probability: 0.9257850300637831
Sequence747.csv_1: True Class: A, Predicted: A, Probability: 0.9981202225062258
Sequence748.csv_1: True Class: B, Predicted: C, Probability: 0.9982530053644096
Sequence749.csv_1: True Class: A, Predicted: A, Probability: 0.9999634716275205
Sequence75.csv_1: True Class: A, Predicted: A, Probability: 0.9989937806888224
Sequence750.csv_1: True Class: A, Predicted: B, Probability: 0.5188018533756409
Sequence751.csv_1: True Class: C, Predicted: A, Probability: 0.9971955002180175
Sequence752.csv_1: True Class: A, Predicted: A, Probability: 0.9987934395418265
Sequence753.csv_1: True Class: C, Predicted: C, Probability: 0.9999689423094418
Sequence754.csv_1: True Class: C, Predicted: B, Probability: 0.9446233463846048
Sequence755.csv_1: True Class: B, Predicted: A, Probability: 0.8531263464080936
Sequence756.csv_1: True Class: B, Predicted: B, Probability: 0.9996066801828469
Sequence757.csv_1: True Class: A, Predicted: B, Probability: 0.7575459184642407
Sequence758.csv_1: True Class: A, Predicted: A, Probability: 0.9998930406626619
Sequence759.csv_1: True Class: A, Predicted: B, Probability: 0.41022328089686194
Sequence76.csv_1: True Class: A, Predicted: A, Probability: 0.9927867516619695
Sequence760.csv_1: True Class: B, Predicted: B, Probability: 0.5033982736550106
Sequence761.csv_1: True Class: A, Predicted: A, Probability: 0.5045820250790642
Sequence762.csv_1: True Class: C, Predicted: C, Probability: 0.9142123221226338
Sequence763.csv_1: True Class: C, Predicted: C, Probability: 0.9999922110670647
Sequence764.csv_1: True Class: B, Predicted: B, Probability: 0.743916775144248
Sequence765.csv_1: True Class: B, Predicted: B, Probability: 0.9999938213074001
Sequence766.csv_1: True Class: A, Predicted: C, Probability: 0.9999364750681624
Sequence767.csv_1: True Class: A, Predicted: B, Probability: 0.5739676846081314
Sequence768.csv_1: True Class: A, Predicted: A, Probability: 0.7914044308871602
Sequence769.csv_1: True Class: A, Predicted: A, Probability: 0.9978551469490429
Sequence77.csv_1: True Class: B, Predicted: B, Probability: 0.7905414737924586
Sequence770.csv_1: True Class: C, Predicted: C, Probability: 0.9999741181712773
Sequence771.csv_1: True Class: A, Predicted: B, Probability: 0.931906424884676
Sequence772.csv_1: True Class: C, Predicted: C, Probability: 0.9727619999983746
Sequence773.csv_1: True Class: B, Predicted: A, Probability: 0.7958077235364244
Sequence774.csv_1: True Class: B, Predicted: B, Probability: 0.5846198803257149
Sequence775.csv_1: True Class: A, Predicted: B, Probability: 0.766385446313912
Sequence776.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999816935
Sequence777.csv_1: True Class: A, Predicted: C, Probability: 0.9993299131277155
Sequence778.csv_1: True Class: C, Predicted: C, Probability: 0.9999991704869923
Sequence779.csv_1: True Class: A, Predicted: B, Probability: 0.9938292727823963
Sequence78.csv_1: True Class: B, Predicted: B, Probability: 0.7607901235209393
Sequence780.csv_1: True Class: B, Predicted: A, Probability: 0.7633774878826656
Sequence781.csv_1: True Class: A, Predicted: A, Probability: 0.5603738694344469
Sequence782.csv_1: True Class: B, Predicted: B, Probability: 0.9768942603570507
Sequence783.csv_1: True Class: C, Predicted: C, Probability: 0.747069325185031
Sequence784.csv_1: True Class: A, Predicted: A, Probability: 0.720760297568637
Sequence785.csv_1: True Class: A, Predicted: C, Probability: 0.9090075873462224
Sequence786.csv_1: True Class: A, Predicted: B, Probability: 0.9090909547360545
Sequence787.csv_1: True Class: A, Predicted: A, Probability: 0.4713490648184383
Sequence788.csv_1: True Class: C, Predicted: B, Probability: 0.9520419867622082
Sequence789.csv_1: True Class: B, Predicted: C, Probability: 0.786926808678322
Sequence79.csv_1: True Class: B, Predicted: A, Probability: 0.9974810373962986
Sequence790.csv_1: True Class: B, Predicted: A, Probability: 0.7113542541769732
Sequence791.csv_1: True Class: A, Predicted: B, Probability: 0.8925664817398467
Sequence792.csv_1: True Class: A, Predicted: B, Probability: 0.6631769835103829
Sequence793.csv_1: True Class: A, Predicted: A, Probability: 0.9992249726926264
Sequence794.csv_1: True Class: B, Predicted: B, Probability: 0.7615412437254545
Sequence795.csv_1: True Class: B, Predicted: B, Probability: 0.9956725051039289
Sequence796.csv_1: True Class: B, Predicted: A, Probability: 0.45052180041594797
Sequence797.csv_1: True Class: A, Predicted: A, Probability: 0.7098810240384253
Sequence798.csv_1: True Class: B, Predicted: A, Probability: 0.9737222206104291
Sequence799.csv_1: True Class: A, Predicted: A, Probability: 0.9999599944404505
Sequence8.csv_1: True Class: A, Predicted: B, Probability: 0.9973992970620531
Sequence80.csv_1: True Class: C, Predicted: C, Probability: 0.9998602334964912
Sequence800.csv_1: True Class: A, Predicted: A, Probability: 0.9952019174724167
Sequence801.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999954
Sequence802.csv_1: True Class: A, Predicted: B, Probability: 0.9670629649330224
Sequence803.csv_1: True Class: A, Predicted: C, Probability: 0.9999967419739
Sequence804.csv_1: True Class: A, Predicted: C, Probability: 0.9989193223602847
Sequence805.csv_1: True Class: C, Predicted: C, Probability: 0.9916583593537779
Sequence806.csv_1: True Class: B, Predicted: A, Probability: 0.9854882645346107
Sequence807.csv_1: True Class: B, Predicted: B, Probability: 0.8550302319127344
Sequence808.csv_1: True Class: A, Predicted: A, Probability: 0.9500084946420857
Sequence809.csv_1: True Class: B, Predicted: C, Probability: 0.9995442193013254
Sequence81.csv_1: True Class: C, Predicted: C, Probability: 0.9999939877390046
Sequence810.csv_1: True Class: A, Predicted: B, Probability: 0.7850467577413616
Sequence811.csv_1: True Class: B, Predicted: B, Probability: 0.9515479715403758
Sequence812.csv_1: True Class: B, Predicted: B, Probability: 0.6930641261482299
Sequence813.csv_1: True Class: B, Predicted: A, Probability: 0.9988855562002218
Sequence814.csv_1: True Class: B, Predicted: A, Probability: 0.570247960215872
Sequence815.csv_1: True Class: A, Predicted: A, Probability: 0.9999999766782138
Sequence816.csv_1: True Class: B, Predicted: B, Probability: 0.9999992394461198
Sequence817.csv_1: True Class: C, Predicted: B, Probability: 0.6771966138456298
Sequence818.csv_1: True Class: A, Predicted: B, Probability: 0.5963379548159806
Sequence819.csv_1: True Class: C, Predicted: A, Probability: 0.9231434627987004
Sequence82.csv_1: True Class: A, Predicted: C, Probability: 0.9645084995860217
Sequence820.csv_1: True Class: B, Predicted: C, Probability: 0.7729780777941008
Sequence821.csv_1: True Class: B, Predicted: C, Probability: 0.68928056925609
Sequence822.csv_1: True Class: B, Predicted: A, Probability: 0.7858121789519468
Sequence823.csv_1: True Class: A, Predicted: B, Probability: 0.6307414162200027
Sequence824.csv_1: True Class: A, Predicted: C, Probability: 0.9543258392283592
Sequence825.csv_1: True Class: A, Predicted: A, Probability: 0.9687124216519202
Sequence826.csv_1: True Class: B, Predicted: B, Probability: 0.9979406113743646
Sequence827.csv_1: True Class: A, Predicted: A, Probability: 0.7005959945659318
Sequence828.csv_1: True Class: A, Predicted: A, Probability: 0.7780093928979847
Sequence829.csv_1: True Class: B, Predicted: C, Probability: 0.8243642252256823
Sequence83.csv_1: True Class: A, Predicted: A, Probability: 0.9705774290410564
Sequence830.csv_1: True Class: A, Predicted: C, Probability: 0.8540733708690881
Sequence831.csv_1: True Class: B, Predicted: B, Probability: 0.9592799284874062
Sequence832.csv_1: True Class: B, Predicted: A, Probability: 0.8704166571534194
Sequence833.csv_1: True Class: A, Predicted: B, Probability: 0.9977745452181306
Sequence834.csv_1: True Class: A, Predicted: A, Probability: 0.8140180969175159
Sequence835.csv_1: True Class: B, Predicted: A, Probability: 0.7124900773848208
Sequence836.csv_1: True Class: A, Predicted: C, Probability: 0.9998811367207107
Sequence837.csv_1: True Class: C, Predicted: B, Probability: 0.5583260346907146
Sequence838.csv_1: True Class: A, Predicted: C, Probability: 0.6401075981654568
Sequence839.csv_1: True Class: A, Predicted: A, Probability: 0.7448792696936058
Sequence84.csv_1: True Class: C, Predicted: B, Probability: 0.999997118172047
Sequence840.csv_1: True Class: C, Predicted: C, Probability: 0.745502554612302
Sequence841.csv_1: True Class: C, Predicted: C, Probability: 0.7965102445381554
Sequence842.csv_1: True Class: A, Predicted: A, Probability: 0.6624518701170292
Sequence843.csv_1: True Class: B, Predicted: B, Probability: 0.7810473048555876
Sequence844.csv_1: True Class: C, Predicted: B, Probability: 0.5283388783864637
Sequence845.csv_1: True Class: A, Predicted: B, Probability: 0.8713903113677991
Sequence846.csv_1: True Class: B, Predicted: A, Probability: 0.9906823844769691
Sequence847.csv_1: True Class: A, Predicted: B, Probability: 0.9200154581569153
Sequence848.csv_1: True Class: A, Predicted: A, Probability: 0.9983630859894176
Sequence849.csv_1: True Class: C, Predicted: C, Probability: 0.9999999980814072
Sequence85.csv_1: True Class: A, Predicted: B, Probability: 0.9998981860991758
Sequence850.csv_1: True Class: A, Predicted: A, Probability: 0.9010593014742394
Sequence851.csv_1: True Class: C, Predicted: C, Probability: 0.9990141725236859
Sequence852.csv_1: True Class: B, Predicted: B, Probability: 0.9771350477559019
Sequence853.csv_1: True Class: B, Predicted: B, Probability: 0.9312752173957355
Sequence854.csv_1: True Class: C, Predicted: B, Probability: 0.9129909110265989
Sequence855.csv_1: True Class: A, Predicted: A, Probability: 0.5359323687240459
Sequence856.csv_1: True Class: B, Predicted: B, Probability: 0.7960190578580845
Sequence857.csv_1: True Class: A, Predicted: B, Probability: 0.9995416803058044
Sequence858.csv_1: True Class: B, Predicted: B, Probability: 0.99835177289996
Sequence859.csv_1: True Class: C, Predicted: C, Probability: 0.9985148275183586
Sequence86.csv_1: True Class: A, Predicted: C, Probability: 0.9983003835227585
Sequence860.csv_1: True Class: C, Predicted: C, Probability: 0.9999999358457556
Sequence861.csv_1: True Class: A, Predicted: A, Probability: 0.9000905614827257
Sequence862.csv_1: True Class: A, Predicted: A, Probability: 0.8601838557328202
Sequence863.csv_1: True Class: B, Predicted: B, Probability: 0.9997526518826477
Sequence864.csv_1: True Class: C, Predicted: C, Probability: 0.9998158873575458
Sequence865.csv_1: True Class: C, Predicted: A, Probability: 0.9986419270600394
Sequence866.csv_1: True Class: B, Predicted: B, Probability: 0.8237686710398552
Sequence867.csv_1: True Class: A, Predicted: A, Probability: 0.5248424944782076
Sequence868.csv_1: True Class: B, Predicted: C, Probability: 0.9449513216881423
Sequence869.csv_1: True Class: A, Predicted: A, Probability: 0.9736307548261545
Sequence87.csv_1: True Class: C, Predicted: C, Probability: 0.9999999999996806
Sequence870.csv_1: True Class: B, Predicted: B, Probability: 0.9287311004720236
Sequence871.csv_1: True Class: C, Predicted: C, Probability: 0.9325335397690897
Sequence872.csv_1: True Class: A, Predicted: A, Probability: 0.9251813775182229
Sequence873.csv_1: True Class: B, Predicted: B, Probability: 0.812992812438405
Sequence874.csv_1: True Class: A, Predicted: A, Probability: 0.9999892996600167
Sequence875.csv_1: True Class: B, Predicted: B, Probability: 0.9436102445830487
Sequence876.csv_1: True Class: A, Predicted: B, Probability: 0.992315022641719
Sequence877.csv_1: True Class: B, Predicted: A, Probability: 0.9950033403171511
Sequence878.csv_1: True Class: B, Predicted: B, Probability: 0.999866018753188
Sequence879.csv_1: True Class: A, Predicted: A, Probability: 0.9993598708963065
Sequence88.csv_1: True Class: A, Predicted: B, Probability: 0.9286746067055757
