Sequence549.csv_1: True Class: C, Predicted: B, Probability: 0.8315726903420577
Sequence578.csv_1: True Class: B, Predicted: C, Probability: 0.6989724471673864
Sequence579.csv_1: True Class: B, Predicted: B, Probability: 0.7141819217703586
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.996644941628049
Sequence580.csv_1: True Class: C, Predicted: A, Probability: 0.9998815383542512
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9206964161520115
Sequence582.csv_1: True Class: A, Predicted: C, Probability: 0.7838661302984404
Sequence583.csv_1: True Class: C, Predicted: C, Probability: 0.8147674263049284
Sequence584.csv_1: True Class: C, Predicted: C, Probability: 0.9993126527755989
Sequence585.csv_1: True Class: C, Predicted: B, Probability: 0.9999956870675969
Sequence586.csv_1: True Class: B, Predicted: C, Probability: 0.9561297107617096
Sequence587.csv_1: True Class: B, Predicted: B, Probability: 0.9625113694109133
Sequence588.csv_1: True Class: C, Predicted: B, Probability: 0.7036697123265937
Sequence589.csv_1: True Class: B, Predicted: C, Probability: 0.9420045330436789
Sequence59.csv_1: True Class: B, Predicted: C, Probability: 0.9997012080357374
Sequence590.csv_1: True Class: C, Predicted: B, Probability: 0.5484291124207167
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 0.9544506746500039
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.9999381307804931
Sequence593.csv_1: True Class: B, Predicted: C, Probability: 0.9970784683854302
Sequence594.csv_1: True Class: A, Predicted: B, Probability: 0.8140895624510697
Sequence595.csv_1: True Class: A, Predicted: B, Probability: 0.8101241317426296
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.9138937281237398
Sequence597.csv_1: True Class: C, Predicted: A, Probability: 0.9999879222521831
Sequence598.csv_1: True Class: B, Predicted: B, Probability: 0.7315260867053203
Sequence599.csv_1: True Class: C, Predicted: C, Probability: 0.995299819833261
Sequence6.csv_1: True Class: B, Predicted: B, Probability: 0.9778920306449295
Sequence60.csv_1: True Class: A, Predicted: B, Probability: 0.9791921039416729
Sequence600.csv_1: True Class: C, Predicted: A, Probability: 0.9999817374263803
Sequence601.csv_1: True Class: B, Predicted: B, Probability: 0.85994543944875
Sequence602.csv_1: True Class: C, Predicted: B, Probability: 0.712583801010634
Sequence603.csv_1: True Class: C, Predicted: A, Probability: 0.5456127845746922
Sequence604.csv_1: True Class: C, Predicted: A, Probability: 0.6470868752630681
Sequence605.csv_1: True Class: C, Predicted: B, Probability: 0.9999949538615356
Sequence606.csv_1: True Class: A, Predicted: C, Probability: 0.9998983133457363
Sequence607.csv_1: True Class: C, Predicted: B, Probability: 0.9730181643559845
Sequence608.csv_1: True Class: B, Predicted: B, Probability: 0.8651508071738887
Sequence609.csv_1: True Class: C, Predicted: C, Probability: 0.5228681599459324
Sequence61.csv_1: True Class: A, Predicted: C, Probability: 0.6450549505126962
Sequence610.csv_1: True Class: B, Predicted: C, Probability: 0.9999620751696537
Sequence611.csv_1: True Class: C, Predicted: C, Probability: 0.9999968665304674
Sequence612.csv_1: True Class: B, Predicted: A, Probability: 0.76913500519264
Sequence613.csv_1: True Class: C, Predicted: B, Probability: 0.9952473548424092
Sequence614.csv_1: True Class: B, Predicted: A, Probability: 0.9997503548341397
Sequence615.csv_1: True Class: C, Predicted: C, Probability: 0.9998323439929191
Sequence616.csv_1: True Class: A, Predicted: A, Probability: 0.9994289273745494
Sequence617.csv_1: True Class: C, Predicted: C, Probability: 0.9999045254283011
Sequence618.csv_1: True Class: C, Predicted: C, Probability: 0.45403254921223524
Sequence619.csv_1: True Class: C, Predicted: B, Probability: 0.9766305698397776
Sequence62.csv_1: True Class: C, Predicted: B, Probability: 0.9052815604413854
Sequence620.csv_1: True Class: B, Predicted: C, Probability: 0.9999651519579754
Sequence621.csv_1: True Class: C, Predicted: C, Probability: 0.97471781854897
Sequence622.csv_1: True Class: C, Predicted: C, Probability: 0.9985251837275761
Sequence623.csv_1: True Class: A, Predicted: C, Probability: 0.9495968079840387
Sequence624.csv_1: True Class: A, Predicted: C, Probability: 0.997311901337314
Sequence625.csv_1: True Class: A, Predicted: B, Probability: 0.8353456897970333
Sequence626.csv_1: True Class: B, Predicted: B, Probability: 0.9137202047584033
Sequence627.csv_1: True Class: C, Predicted: B, Probability: 0.9860474847010348
Sequence628.csv_1: True Class: A, Predicted: C, Probability: 0.9623679222285608
Sequence629.csv_1: True Class: B, Predicted: A, Probability: 0.7315296942750059
Sequence63.csv_1: True Class: C, Predicted: B, Probability: 0.9999974074335349
Sequence630.csv_1: True Class: C, Predicted: A, Probability: 0.7677585144757494
Sequence631.csv_1: True Class: C, Predicted: C, Probability: 0.8351078004074448
Sequence632.csv_1: True Class: B, Predicted: A, Probability: 0.9992655879474713
Sequence633.csv_1: True Class: C, Predicted: A, Probability: 0.9995205527912463
Sequence634.csv_1: True Class: A, Predicted: C, Probability: 0.9998313870962755
Sequence635.csv_1: True Class: A, Predicted: B, Probability: 0.849681871385393
Sequence636.csv_1: True Class: B, Predicted: C, Probability: 0.9958571549038997
Sequence637.csv_1: True Class: A, Predicted: B, Probability: 0.5691878114858828
Sequence638.csv_1: True Class: B, Predicted: A, Probability: 0.925767857241422
Sequence639.csv_1: True Class: A, Predicted: B, Probability: 0.5378574181669213
Sequence64.csv_1: True Class: B, Predicted: C, Probability: 0.9565958230704423
Sequence640.csv_1: True Class: C, Predicted: C, Probability: 0.9920555821943117
Sequence641.csv_1: True Class: B, Predicted: A, Probability: 0.9987905400798271
Sequence642.csv_1: True Class: C, Predicted: A, Probability: 0.993003663340791
Sequence643.csv_1: True Class: A, Predicted: B, Probability: 0.9961755932173725
Sequence644.csv_1: True Class: A, Predicted: C, Probability: 0.9997362605629335
Sequence645.csv_1: True Class: A, Predicted: A, Probability: 0.9678661249005591
Sequence646.csv_1: True Class: B, Predicted: C, Probability: 0.987871347266901
Sequence647.csv_1: True Class: A, Predicted: B, Probability: 0.6105308473203394
Sequence648.csv_1: True Class: C, Predicted: B, Probability: 0.7916789717451155
Sequence649.csv_1: True Class: C, Predicted: C, Probability: 0.7906512167090259
Sequence65.csv_1: True Class: A, Predicted: A, Probability: 0.530805823542789
Sequence650.csv_1: True Class: C, Predicted: C, Probability: 0.7744378788805397
Sequence651.csv_1: True Class: A, Predicted: A, Probability: 0.9805815880051582
Sequence652.csv_1: True Class: C, Predicted: C, Probability: 0.9845977702207688
Sequence653.csv_1: True Class: A, Predicted: C, Probability: 0.9929090275788569
Sequence654.csv_1: True Class: A, Predicted: B, Probability: 0.5763847822158821
Sequence655.csv_1: True Class: B, Predicted: C, Probability: 0.9999996152029128
Sequence656.csv_1: True Class: A, Predicted: A, Probability: 0.7723717824212786
Sequence657.csv_1: True Class: A, Predicted: A, Probability: 0.9483256013886475
Sequence658.csv_1: True Class: C, Predicted: C, Probability: 0.9584585001773742
Sequence659.csv_1: True Class: B, Predicted: A, Probability: 0.8572456543800652
Sequence66.csv_1: True Class: C, Predicted: B, Probability: 0.7695626812689921
Sequence660.csv_1: True Class: C, Predicted: B, Probability: 0.6192325104593875
Sequence661.csv_1: True Class: B, Predicted: C, Probability: 0.9659491550365183
Sequence662.csv_1: True Class: C, Predicted: A, Probability: 0.8129327800299199
Sequence663.csv_1: True Class: A, Predicted: C, Probability: 0.7444004986599835
Sequence664.csv_1: True Class: A, Predicted: C, Probability: 0.537253389850013
Sequence665.csv_1: True Class: B, Predicted: A, Probability: 0.9628413868509764
Sequence666.csv_1: True Class: A, Predicted: C, Probability: 0.9966702334878416
Sequence667.csv_1: True Class: A, Predicted: C, Probability: 0.9974841816082006
Sequence668.csv_1: True Class: A, Predicted: B, Probability: 0.7758433634963834
Sequence669.csv_1: True Class: A, Predicted: B, Probability: 0.997027866179054
Sequence67.csv_1: True Class: A, Predicted: A, Probability: 0.9999906095981833
Sequence670.csv_1: True Class: B, Predicted: A, Probability: 0.9924093594300798
Sequence671.csv_1: True Class: B, Predicted: A, Probability: 0.4745445030431642
Sequence672.csv_1: True Class: B, Predicted: B, Probability: 0.8627024592633262
Sequence673.csv_1: True Class: A, Predicted: A, Probability: 0.9958167664753829
Sequence674.csv_1: True Class: B, Predicted: A, Probability: 0.9999893982881064
Sequence675.csv_1: True Class: A, Predicted: B, Probability: 0.9821459641317152
Sequence676.csv_1: True Class: A, Predicted: C, Probability: 0.937135522969257
Sequence677.csv_1: True Class: B, Predicted: A, Probability: 0.9999757876657301
Sequence678.csv_1: True Class: C, Predicted: C, Probability: 0.9956250041202739
Sequence679.csv_1: True Class: B, Predicted: B, Probability: 0.5715767455628952
Sequence68.csv_1: True Class: B, Predicted: C, Probability: 0.9558823007336446
Sequence680.csv_1: True Class: A, Predicted: A, Probability: 0.9999940737131818
Sequence681.csv_1: True Class: A, Predicted: C, Probability: 0.8339507161459595
Sequence682.csv_1: True Class: A, Predicted: C, Probability: 0.9930504364261237
Sequence683.csv_1: True Class: A, Predicted: A, Probability: 0.9136349007425163
Sequence684.csv_1: True Class: B, Predicted: B, Probability: 0.9990591131986895
Sequence685.csv_1: True Class: B, Predicted: B, Probability: 0.6202323329636124
Sequence686.csv_1: True Class: C, Predicted: C, Probability: 0.9997951786541135
Sequence687.csv_1: True Class: C, Predicted: A, Probability: 0.9426566073466909
Sequence688.csv_1: True Class: C, Predicted: B, Probability: 0.999461132872141
Sequence689.csv_1: True Class: B, Predicted: B, Probability: 0.993642310494449
Sequence69.csv_1: True Class: A, Predicted: A, Probability: 0.9992453659516737
Sequence690.csv_1: True Class: B, Predicted: A, Probability: 0.9953694611504456
Sequence691.csv_1: True Class: C, Predicted: A, Probability: 0.8394644556969282
Sequence692.csv_1: True Class: A, Predicted: A, Probability: 0.7741796590898121
Sequence693.csv_1: True Class: C, Predicted: C, Probability: 0.9647681278970923
Sequence694.csv_1: True Class: A, Predicted: C, Probability: 0.5583348761806318
Sequence695.csv_1: True Class: C, Predicted: A, Probability: 0.9567676743683552
Sequence696.csv_1: True Class: C, Predicted: C, Probability: 0.8630000216617443
Sequence697.csv_1: True Class: B, Predicted: B, Probability: 0.9282587285674829
Sequence698.csv_1: True Class: B, Predicted: A, Probability: 0.9884331959439875
Sequence699.csv_1: True Class: C, Predicted: A, Probability: 0.6072254215063493
Sequence7.csv_1: True Class: C, Predicted: B, Probability: 0.9062018345778425
Sequence70.csv_1: True Class: A, Predicted: A, Probability: 0.4995651824189049
Sequence700.csv_1: True Class: B, Predicted: C, Probability: 0.56715035280225
Sequence701.csv_1: True Class: C, Predicted: B, Probability: 0.9963726012314322
Sequence702.csv_1: True Class: B, Predicted: A, Probability: 0.750111729571564
Sequence703.csv_1: True Class: C, Predicted: C, Probability: 0.9877246278607866
Sequence704.csv_1: True Class: A, Predicted: B, Probability: 0.9789394999427081
Sequence705.csv_1: True Class: B, Predicted: B, Probability: 0.9889062466829821
Sequence706.csv_1: True Class: C, Predicted: B, Probability: 0.5079066267854784
Sequence707.csv_1: True Class: A, Predicted: C, Probability: 0.7661727422905785
Sequence708.csv_1: True Class: A, Predicted: B, Probability: 0.98309130064376
Sequence709.csv_1: True Class: C, Predicted: C, Probability: 0.9884315247243074
Sequence71.csv_1: True Class: A, Predicted: C, Probability: 0.9963903221233112
Sequence710.csv_1: True Class: C, Predicted: A, Probability: 0.8168768295583693
Sequence711.csv_1: True Class: C, Predicted: B, Probability: 0.5915768547770954
Sequence712.csv_1: True Class: A, Predicted: B, Probability: 0.7024379559712781
Sequence713.csv_1: True Class: B, Predicted: B, Probability: 0.9079201281756988
Sequence714.csv_1: True Class: B, Predicted: C, Probability: 0.9943932492782828
Sequence715.csv_1: True Class: A, Predicted: A, Probability: 0.9980070183044685
Sequence716.csv_1: True Class: B, Predicted: C, Probability: 0.9998996578284914
Sequence717.csv_1: True Class: B, Predicted: C, Probability: 0.9917374334902318
Sequence718.csv_1: True Class: B, Predicted: B, Probability: 0.7175835803601015
Sequence719.csv_1: True Class: B, Predicted: A, Probability: 0.8282949541899347
Sequence72.csv_1: True Class: A, Predicted: C, Probability: 0.9343758783522528
Sequence720.csv_1: True Class: B, Predicted: B, Probability: 0.8747038237573546
Sequence721.csv_1: True Class: B, Predicted: B, Probability: 0.9211956554297471
Sequence722.csv_1: True Class: C, Predicted: B, Probability: 0.9900888263493423
Sequence723.csv_1: True Class: B, Predicted: B, Probability: 0.9996178964204463
Sequence724.csv_1: True Class: C, Predicted: A, Probability: 0.9318198844834739
Sequence725.csv_1: True Class: C, Predicted: C, Probability: 0.893937465803576
Sequence726.csv_1: True Class: C, Predicted: A, Probability: 0.9999448144988193
Sequence727.csv_1: True Class: B, Predicted: B, Probability: 0.9999507069396449
Sequence728.csv_1: True Class: B, Predicted: A, Probability: 0.9840726134581262
Sequence729.csv_1: True Class: C, Predicted: B, Probability: 0.9990971657979386
Sequence73.csv_1: True Class: C, Predicted: C, Probability: 0.9476832432204114
Sequence730.csv_1: True Class: B, Predicted: B, Probability: 0.5270357613665736
Sequence731.csv_1: True Class: A, Predicted: B, Probability: 0.987884743412784
Sequence732.csv_1: True Class: C, Predicted: A, Probability: 0.4899444688767855
Sequence733.csv_1: True Class: B, Predicted: C, Probability: 0.8035041329826157
Sequence734.csv_1: True Class: B, Predicted: C, Probability: 0.9865084720882753
Sequence735.csv_1: True Class: B, Predicted: A, Probability: 0.9999995209920561
Sequence736.csv_1: True Class: B, Predicted: B, Probability: 0.9964728060776588
Sequence737.csv_1: True Class: C, Predicted: C, Probability: 0.9552182270421983
Sequence738.csv_1: True Class: B, Predicted: B, Probability: 0.823309379075416
Sequence739.csv_1: True Class: C, Predicted: B, Probability: 0.6464380517262472
Sequence74.csv_1: True Class: C, Predicted: A, Probability: 0.9654169413751071
Sequence740.csv_1: True Class: C, Predicted: C, Probability: 0.9995426761986937
Sequence741.csv_1: True Class: C, Predicted: B, Probability: 0.9338538138290837
Sequence742.csv_1: True Class: C, Predicted: C, Probability: 0.7316664266315522
Sequence743.csv_1: True Class: C, Predicted: C, Probability: 0.8906778136536656
Sequence744.csv_1: True Class: B, Predicted: B, Probability: 0.999807864459838
Sequence745.csv_1: True Class: C, Predicted: C, Probability: 0.6832931034433758
Sequence746.csv_1: True Class: A, Predicted: B, Probability: 0.9936436004794328
Sequence747.csv_1: True Class: C, Predicted: B, Probability: 0.6545486615275783
Sequence748.csv_1: True Class: A, Predicted: A, Probability: 0.9995725603174359
Sequence749.csv_1: True Class: A, Predicted: A, Probability: 0.5693589708099944
Sequence75.csv_1: True Class: B, Predicted: B, Probability: 0.4907214075048176
Sequence750.csv_1: True Class: C, Predicted: A, Probability: 0.9597039333510176
Sequence751.csv_1: True Class: B, Predicted: A, Probability: 0.9995738631641853
Sequence752.csv_1: True Class: B, Predicted: B, Probability: 0.9898069296976053
Sequence753.csv_1: True Class: B, Predicted: B, Probability: 0.850013390611884
Sequence754.csv_1: True Class: C, Predicted: C, Probability: 0.9999983674364527
Sequence755.csv_1: True Class: C, Predicted: B, Probability: 0.886852091945897
Sequence756.csv_1: True Class: C, Predicted: A, Probability: 0.9982151222610266
Sequence757.csv_1: True Class: A, Predicted: C, Probability: 0.8009428527866403
Sequence758.csv_1: True Class: B, Predicted: A, Probability: 0.7727546937558247
Sequence759.csv_1: True Class: A, Predicted: A, Probability: 0.8923950635882448
Sequence76.csv_1: True Class: C, Predicted: B, Probability: 0.9493976100600336
Sequence760.csv_1: True Class: A, Predicted: C, Probability: 0.5747583606950849
Sequence761.csv_1: True Class: A, Predicted: B, Probability: 0.9875768734242673
Sequence762.csv_1: True Class: C, Predicted: B, Probability: 0.988820347768764
Sequence763.csv_1: True Class: B, Predicted: C, Probability: 0.9937857505440656
Sequence764.csv_1: True Class: B, Predicted: A, Probability: 0.9942457447921206
Sequence765.csv_1: True Class: B, Predicted: C, Probability: 0.9181259946411029
Sequence766.csv_1: True Class: A, Predicted: B, Probability: 0.9982467569065349
Sequence767.csv_1: True Class: A, Predicted: A, Probability: 0.8813505442590653
Sequence768.csv_1: True Class: B, Predicted: A, Probability: 0.5085010917568498
Sequence769.csv_1: True Class: C, Predicted: A, Probability: 0.903697216632058
Sequence77.csv_1: True Class: B, Predicted: B, Probability: 0.9992405920413607
Sequence770.csv_1: True Class: A, Predicted: C, Probability: 0.6452692729124415
Sequence771.csv_1: True Class: B, Predicted: C, Probability: 0.9736726770825572
Sequence772.csv_1: True Class: C, Predicted: A, Probability: 0.9988708614027332
Sequence773.csv_1: True Class: C, Predicted: C, Probability: 0.9681370048214643
Sequence774.csv_1: True Class: B, Predicted: A, Probability: 0.8716313215080292
Sequence775.csv_1: True Class: C, Predicted: C, Probability: 0.9998283276534037
Sequence776.csv_1: True Class: C, Predicted: A, Probability: 0.7786726430059759
Sequence777.csv_1: True Class: C, Predicted: A, Probability: 0.9990004372291443
Sequence778.csv_1: True Class: C, Predicted: A, Probability: 0.5272777762520653
Sequence779.csv_1: True Class: C, Predicted: C, Probability: 0.9999805165662861
Sequence78.csv_1: True Class: C, Predicted: C, Probability: 0.9996457154253
Sequence780.csv_1: True Class: C, Predicted: A, Probability: 0.9995502300777819
Sequence781.csv_1: True Class: A, Predicted: B, Probability: 0.5661227910044325
Sequence782.csv_1: True Class: A, Predicted: C, Probability: 0.974674682455106
Sequence783.csv_1: True Class: A, Predicted: B, Probability: 0.7291312876108125
Sequence784.csv_1: True Class: A, Predicted: A, Probability: 0.933872362330049
Sequence785.csv_1: True Class: A, Predicted: B, Probability: 0.735223494975637
Sequence786.csv_1: True Class: B, Predicted: C, Probability: 0.6221273561798827
Sequence787.csv_1: True Class: B, Predicted: A, Probability: 0.999759768454419
Sequence788.csv_1: True Class: B, Predicted: A, Probability: 0.9986083728092507
Sequence789.csv_1: True Class: A, Predicted: A, Probability: 0.9671523385835786
Sequence79.csv_1: True Class: C, Predicted: B, Probability: 0.9015418378316964
Sequence790.csv_1: True Class: B, Predicted: A, Probability: 0.9969383418981783
Sequence791.csv_1: True Class: C, Predicted: C, Probability: 0.9999701556592329
Sequence792.csv_1: True Class: C, Predicted: A, Probability: 0.9926989334529925
Sequence793.csv_1: True Class: C, Predicted: B, Probability: 0.8522124378974328
Sequence794.csv_1: True Class: C, Predicted: B, Probability: 0.817139518850465
Sequence795.csv_1: True Class: A, Predicted: B, Probability: 0.42609728915280987
Sequence796.csv_1: True Class: B, Predicted: B, Probability: 0.6242128156436554
Sequence797.csv_1: True Class: C, Predicted: C, Probability: 0.9916558533428609
Sequence798.csv_1: True Class: B, Predicted: C, Probability: 0.7506689041378256
Sequence799.csv_1: True Class: A, Predicted: B, Probability: 0.8975086136741134
Sequence8.csv_1: True Class: B, Predicted: C, Probability: 0.9999578808797199
Sequence80.csv_1: True Class: C, Predicted: B, Probability: 0.9302208421636039
Sequence800.csv_1: True Class: C, Predicted: B, Probability: 0.7053232110159378
Sequence801.csv_1: True Class: B, Predicted: B, Probability: 0.7274620909609084
Sequence802.csv_1: True Class: B, Predicted: C, Probability: 0.9976425153684969
Sequence803.csv_1: True Class: B, Predicted: C, Probability: 0.9999535511687451
Sequence804.csv_1: True Class: B, Predicted: A, Probability: 0.9950988361607181
Sequence805.csv_1: True Class: C, Predicted: C, Probability: 0.5966147499923242
Sequence806.csv_1: True Class: A, Predicted: B, Probability: 0.8762668883876041
Sequence807.csv_1: True Class: B, Predicted: A, Probability: 0.9992798017010273
Sequence808.csv_1: True Class: A, Predicted: A, Probability: 0.6415314494268337
Sequence809.csv_1: True Class: B, Predicted: A, Probability: 0.9998081167117732
Sequence81.csv_1: True Class: C, Predicted: A, Probability: 0.8759933432177264
Sequence810.csv_1: True Class: A, Predicted: A, Probability: 0.9508752011849624
Sequence811.csv_1: True Class: B, Predicted: A, Probability: 0.6436640543301515
Sequence812.csv_1: True Class: B, Predicted: B, Probability: 0.6561092251840238
Sequence813.csv_1: True Class: A, Predicted: A, Probability: 0.77387763770095
Sequence814.csv_1: True Class: B, Predicted: C, Probability: 0.9804118110779674
Sequence815.csv_1: True Class: B, Predicted: B, Probability: 0.999187599181004
Sequence816.csv_1: True Class: C, Predicted: A, Probability: 0.9999879704431535
Sequence817.csv_1: True Class: C, Predicted: C, Probability: 0.971103921064204
Sequence818.csv_1: True Class: B, Predicted: C, Probability: 0.9062809113126055
Sequence819.csv_1: True Class: A, Predicted: B, Probability: 0.99890867702966
Sequence82.csv_1: True Class: A, Predicted: B, Probability: 0.9867182624515194
Sequence820.csv_1: True Class: C, Predicted: A, Probability: 0.9999905664028079
Sequence821.csv_1: True Class: B, Predicted: C, Probability: 0.883144738827492
Sequence822.csv_1: True Class: A, Predicted: B, Probability: 0.9954209960936778
Sequence823.csv_1: True Class: C, Predicted: C, Probability: 0.9980147512869887
Sequence824.csv_1: True Class: C, Predicted: B, Probability: 0.5047197317434498
Sequence825.csv_1: True Class: C, Predicted: A, Probability: 0.9150645882692166
Sequence826.csv_1: True Class: B, Predicted: A, Probability: 0.9898901907563162
Sequence827.csv_1: True Class: B, Predicted: C, Probability: 0.9649413823459291
Sequence828.csv_1: True Class: A, Predicted: B, Probability: 0.8532870700883978
Sequence829.csv_1: True Class: B, Predicted: B, Probability: 0.9999865862250638
Sequence83.csv_1: True Class: C, Predicted: B, Probability: 0.9330469218302934
Sequence830.csv_1: True Class: C, Predicted: B, Probability: 0.8952004218555056
Sequence831.csv_1: True Class: C, Predicted: C, Probability: 0.6072600985812014
Sequence832.csv_1: True Class: B, Predicted: B, Probability: 0.6391772251644408
Sequence833.csv_1: True Class: C, Predicted: A, Probability: 0.570610855776758
Sequence834.csv_1: True Class: B, Predicted: C, Probability: 0.9590240849423932
Sequence835.csv_1: True Class: B, Predicted: B, Probability: 0.814579167453391
Sequence836.csv_1: True Class: B, Predicted: A, Probability: 0.8738190618535182
Sequence837.csv_1: True Class: B, Predicted: A, Probability: 0.5215506226876723
Sequence838.csv_1: True Class: C, Predicted: C, Probability: 0.9993155097556261
Sequence839.csv_1: True Class: B, Predicted: A, Probability: 0.9998575061267427
Sequence84.csv_1: True Class: A, Predicted: C, Probability: 0.5175410742156915
Sequence840.csv_1: True Class: B, Predicted: C, Probability: 0.9975744635903598
Sequence841.csv_1: True Class: C, Predicted: A, Probability: 0.9420168322805267
Sequence842.csv_1: True Class: C, Predicted: B, Probability: 0.9688064312693584
Sequence843.csv_1: True Class: C, Predicted: A, Probability: 0.8863302485703843
Sequence844.csv_1: True Class: C, Predicted: C, Probability: 0.9873025854047583
Sequence845.csv_1: True Class: C, Predicted: A, Probability: 0.8570953785224615
Sequence846.csv_1: True Class: B, Predicted: B, Probability: 0.9983001776207713
Sequence847.csv_1: True Class: B, Predicted: A, Probability: 0.872966053025451
Sequence848.csv_1: True Class: A, Predicted: A, Probability: 0.7182042034322589
Sequence849.csv_1: True Class: C, Predicted: A, Probability: 0.9025793900488325
Sequence85.csv_1: True Class: C, Predicted: A, Probability: 0.6140753973477692
Sequence850.csv_1: True Class: C, Predicted: B, Probability: 0.8499449916705462
Sequence851.csv_1: True Class: B, Predicted: A, Probability: 0.5573866905577716
Sequence852.csv_1: True Class: A, Predicted: B, Probability: 0.9805369708321772
Sequence853.csv_1: True Class: C, Predicted: B, Probability: 0.7429746668970115
Sequence854.csv_1: True Class: C, Predicted: A, Probability: 0.9997857837550916
Sequence855.csv_1: True Class: B, Predicted: C, Probability: 0.8519007216041501
Sequence856.csv_1: True Class: C, Predicted: A, Probability: 0.9866916112498946
Sequence857.csv_1: True Class: B, Predicted: B, Probability: 0.9890292813205035
Sequence858.csv_1: True Class: B, Predicted: C, Probability: 0.9941151873098228
Sequence859.csv_1: True Class: C, Predicted: B, Probability: 0.3914932717617953
Sequence86.csv_1: True Class: B, Predicted: C, Probability: 0.6915317895628366
Sequence860.csv_1: True Class: A, Predicted: B, Probability: 0.9828572357993317
Sequence861.csv_1: True Class: C, Predicted: B, Probability: 0.9288460072974853
Sequence862.csv_1: True Class: C, Predicted: B, Probability: 0.999836573617077
Sequence863.csv_1: True Class: A, Predicted: A, Probability: 0.9420090298120166
Sequence864.csv_1: True Class: C, Predicted: C, Probability: 0.9999896809892045
Sequence865.csv_1: True Class: C, Predicted: A, Probability: 0.8640545964596973
Sequence866.csv_1: True Class: A, Predicted: C, Probability: 0.9572367507471179
Sequence867.csv_1: True Class: A, Predicted: A, Probability: 0.9907679261878847
Sequence868.csv_1: True Class: B, Predicted: B, Probability: 0.6997837623140105
Sequence869.csv_1: True Class: C, Predicted: A, Probability: 0.9994125546445067
Sequence87.csv_1: True Class: A, Predicted: C, Probability: 0.9878173560713085
Sequence870.csv_1: True Class: C, Predicted: C, Probability: 0.9962195687468187
Sequence871.csv_1: True Class: B, Predicted: B, Probability: 0.9289940077243154
Sequence872.csv_1: True Class: A, Predicted: C, Probability: 0.6206259734602063
Sequence873.csv_1: True Class: C, Predicted: B, Probability: 0.9608211209431718
Sequence874.csv_1: True Class: A, Predicted: C, Probability: 0.9268635350721296
Sequence875.csv_1: True Class: B, Predicted: A, Probability: 0.995653119250966
Sequence876.csv_1: True Class: A, Predicted: C, Probability: 0.9718371128568696
Sequence877.csv_1: True Class: B, Predicted: B, Probability: 0.6481607155123263
Sequence878.csv_1: True Class: C, Predicted: B, Probability: 0.604845719569298
Sequence879.csv_1: True Class: A, Predicted: A, Probability: 0.9266327256097241
Sequence88.csv_1: True Class: B, Predicted: A, Probability: 0.9348256714101962
