Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999318
Sequence656.csv_1: True Class: A, Predicted: A, Probability: 0.5316988829939762
Sequence657.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999990563
Sequence658.csv_1: True Class: B, Predicted: A, Probability: 0.9998969226255122
Sequence659.csv_1: True Class: A, Predicted: A, Probability: 0.9920922742212979
Sequence66.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999928542
Sequence660.csv_1: True Class: A, Predicted: A, Probability: 0.999772493600362
Sequence661.csv_1: True Class: A, Predicted: A, Probability: 0.9999260058167989
Sequence662.csv_1: True Class: A, Predicted: A, Probability: 0.9991011653200925
Sequence663.csv_1: True Class: A, Predicted: A, Probability: 0.9999995691823649
Sequence664.csv_1: True Class: A, Predicted: A, Probability: 0.8585250889958003
Sequence665.csv_1: True Class: A, Predicted: A, Probability: 0.9788038422059044
Sequence666.csv_1: True Class: A, Predicted: A, Probability: 0.8101267662457592
Sequence667.csv_1: True Class: A, Predicted: A, Probability: 0.9999997019694699
Sequence668.csv_1: True Class: A, Predicted: A, Probability: 0.982201293438504
Sequence669.csv_1: True Class: A, Predicted: A, Probability: 0.9609477090000322
Sequence67.csv_1: True Class: A, Predicted: A, Probability: 0.9998899156239014
Sequence670.csv_1: True Class: A, Predicted: A, Probability: 0.999998747798399
Sequence671.csv_1: True Class: A, Predicted: A, Probability: 0.9522573137060676
Sequence672.csv_1: True Class: A, Predicted: A, Probability: 0.8445988879206002
Sequence673.csv_1: True Class: A, Predicted: B, Probability: 0.5916422623979865
Sequence674.csv_1: True Class: A, Predicted: A, Probability: 0.999994230320695
Sequence675.csv_1: True Class: A, Predicted: A, Probability: 0.9999996636976431
Sequence676.csv_1: True Class: A, Predicted: A, Probability: 0.9999997749579382
Sequence677.csv_1: True Class: A, Predicted: A, Probability: 0.9999939812904387
Sequence678.csv_1: True Class: A, Predicted: A, Probability: 0.9821179092065319
Sequence679.csv_1: True Class: A, Predicted: A, Probability: 0.8126649488305984
Sequence68.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999952355
Sequence680.csv_1: True Class: A, Predicted: A, Probability: 0.9999997711939176
Sequence681.csv_1: True Class: A, Predicted: A, Probability: 0.9998284299592339
Sequence682.csv_1: True Class: A, Predicted: A, Probability: 0.9999817169996442
Sequence683.csv_1: True Class: A, Predicted: A, Probability: 0.9375783629764949
Sequence684.csv_1: True Class: A, Predicted: A, Probability: 0.9999975066952936
Sequence685.csv_1: True Class: B, Predicted: A, Probability: 0.9751509393335434
Sequence686.csv_1: True Class: A, Predicted: A, Probability: 0.9656229090151621
Sequence687.csv_1: True Class: A, Predicted: A, Probability: 0.9908823163874796
Sequence688.csv_1: True Class: A, Predicted: A, Probability: 0.9900868506648133
Sequence689.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999976
Sequence69.csv_1: True Class: A, Predicted: A, Probability: 0.9141310167352972
Sequence690.csv_1: True Class: A, Predicted: A, Probability: 0.9947081225139119
Sequence691.csv_1: True Class: B, Predicted: A, Probability: 0.8087153075128544
Sequence692.csv_1: True Class: A, Predicted: A, Probability: 0.937598120549866
Sequence693.csv_1: True Class: A, Predicted: A, Probability: 0.9632676588480227
Sequence694.csv_1: True Class: B, Predicted: A, Probability: 0.9174847272425688
Sequence695.csv_1: True Class: A, Predicted: A, Probability: 0.7557673259575021
Sequence696.csv_1: True Class: A, Predicted: A, Probability: 0.9976572757198915
Sequence697.csv_1: True Class: A, Predicted: A, Probability: 0.9584581222954384
Sequence698.csv_1: True Class: A, Predicted: A, Probability: 0.9999999983305733
Sequence699.csv_1: True Class: A, Predicted: A, Probability: 0.6882803582008846
Sequence7.csv_1: True Class: A, Predicted: A, Probability: 0.9999996665036517
Sequence70.csv_1: True Class: A, Predicted: A, Probability: 0.9999999969094414
Sequence700.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998975083
Sequence701.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999997248
Sequence702.csv_1: True Class: A, Predicted: A, Probability: 0.9999767832751584
Sequence703.csv_1: True Class: A, Predicted: A, Probability: 0.9504785723905762
Sequence704.csv_1: True Class: A, Predicted: A, Probability: 0.9999996526902502
Sequence705.csv_1: True Class: A, Predicted: B, Probability: 0.8253217716148638
Sequence706.csv_1: True Class: B, Predicted: B, Probability: 0.6338218988387273
Sequence707.csv_1: True Class: A, Predicted: B, Probability: 0.5316699658212437
Sequence708.csv_1: True Class: B, Predicted: A, Probability: 0.9032678743256837
Sequence709.csv_1: True Class: A, Predicted: B, Probability: 0.7014015907211887
Sequence71.csv_1: True Class: A, Predicted: A, Probability: 0.9677756890880114
Sequence710.csv_1: True Class: A, Predicted: A, Probability: 0.9759047898303088
Sequence711.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999893556
Sequence712.csv_1: True Class: A, Predicted: B, Probability: 0.761960031963584
Sequence713.csv_1: True Class: B, Predicted: A, Probability: 0.8023313881355788
Sequence714.csv_1: True Class: A, Predicted: A, Probability: 0.5922349147471645
Sequence715.csv_1: True Class: A, Predicted: A, Probability: 0.9795927365841414
Sequence716.csv_1: True Class: A, Predicted: A, Probability: 0.9999999412662728
Sequence717.csv_1: True Class: A, Predicted: A, Probability: 0.9989199606874704
Sequence718.csv_1: True Class: A, Predicted: A, Probability: 0.503802343521152
Sequence719.csv_1: True Class: A, Predicted: A, Probability: 0.9999995231129011
Sequence72.csv_1: True Class: A, Predicted: A, Probability: 0.9980719292918779
Sequence720.csv_1: True Class: B, Predicted: A, Probability: 0.9595047585573765
Sequence721.csv_1: True Class: B, Predicted: A, Probability: 0.9999997493298658
Sequence722.csv_1: True Class: A, Predicted: A, Probability: 0.98691002847007
Sequence723.csv_1: True Class: A, Predicted: A, Probability: 0.9374950369646983
Sequence724.csv_1: True Class: A, Predicted: A, Probability: 0.9490178866733109
Sequence725.csv_1: True Class: B, Predicted: A, Probability: 0.5354252803070508
Sequence726.csv_1: True Class: A, Predicted: A, Probability: 0.9368914737653685
Sequence727.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999743696
Sequence728.csv_1: True Class: A, Predicted: A, Probability: 0.9999999979349399
Sequence729.csv_1: True Class: A, Predicted: A, Probability: 0.9640028457394247
Sequence73.csv_1: True Class: A, Predicted: A, Probability: 0.9881664852058621
Sequence730.csv_1: True Class: A, Predicted: A, Probability: 0.7909083886215317
Sequence731.csv_1: True Class: A, Predicted: A, Probability: 0.7795892560989598
Sequence732.csv_1: True Class: A, Predicted: A, Probability: 0.999923961951592
Sequence733.csv_1: True Class: A, Predicted: A, Probability: 0.9863236312277874
Sequence734.csv_1: True Class: A, Predicted: A, Probability: 0.9715655985022461
Sequence735.csv_1: True Class: A, Predicted: A, Probability: 0.9889483572385152
Sequence736.csv_1: True Class: A, Predicted: A, Probability: 0.6019545119992623
Sequence737.csv_1: True Class: A, Predicted: B, Probability: 0.8907131950494116
Sequence738.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence739.csv_1: True Class: A, Predicted: A, Probability: 0.9999999639320546
Sequence74.csv_1: True Class: B, Predicted: A, Probability: 0.9976334841201426
Sequence740.csv_1: True Class: A, Predicted: A, Probability: 0.5072798497023139
Sequence741.csv_1: True Class: A, Predicted: A, Probability: 0.9994341232078747
Sequence742.csv_1: True Class: A, Predicted: A, Probability: 0.61422976433841
Sequence743.csv_1: True Class: B, Predicted: B, Probability: 0.6135358412423102
Sequence744.csv_1: True Class: A, Predicted: A, Probability: 0.9852641867165265
Sequence745.csv_1: True Class: B, Predicted: A, Probability: 0.9063021673090645
Sequence746.csv_1: True Class: A, Predicted: A, Probability: 0.9999999883268698
Sequence747.csv_1: True Class: A, Predicted: A, Probability: 0.5965166847026682
Sequence748.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence749.csv_1: True Class: A, Predicted: B, Probability: 0.8007390497298076
Sequence75.csv_1: True Class: A, Predicted: A, Probability: 0.9955725645045957
Sequence750.csv_1: True Class: A, Predicted: A, Probability: 0.9985917255177447
Sequence751.csv_1: True Class: A, Predicted: A, Probability: 0.9847176438176248
Sequence752.csv_1: True Class: A, Predicted: A, Probability: 0.9678855296868863
Sequence753.csv_1: True Class: A, Predicted: B, Probability: 0.833979727353106
Sequence754.csv_1: True Class: A, Predicted: A, Probability: 0.9999231586211121
Sequence755.csv_1: True Class: A, Predicted: A, Probability: 0.9981424313190986
Sequence756.csv_1: True Class: A, Predicted: A, Probability: 0.6792651791661759
Sequence757.csv_1: True Class: A, Predicted: A, Probability: 0.8189103671858285
Sequence758.csv_1: True Class: A, Predicted: A, Probability: 0.9999997276993112
Sequence759.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999997151
Sequence76.csv_1: True Class: A, Predicted: A, Probability: 0.999971230959641
Sequence760.csv_1: True Class: A, Predicted: A, Probability: 0.9999999945179096
Sequence761.csv_1: True Class: A, Predicted: A, Probability: 0.9882313725711744
Sequence762.csv_1: True Class: A, Predicted: A, Probability: 0.9196052352748795
Sequence763.csv_1: True Class: A, Predicted: A, Probability: 0.9836396699598984
Sequence764.csv_1: True Class: A, Predicted: A, Probability: 0.9999999988659138
Sequence765.csv_1: True Class: A, Predicted: A, Probability: 0.9999821923471816
Sequence766.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997391328
Sequence767.csv_1: True Class: A, Predicted: A, Probability: 0.9999477318684554
Sequence768.csv_1: True Class: A, Predicted: A, Probability: 0.9999909888970613
Sequence769.csv_1: True Class: A, Predicted: A, Probability: 0.9822331179045868
Sequence77.csv_1: True Class: A, Predicted: A, Probability: 0.9999663142100393
Sequence770.csv_1: True Class: A, Predicted: A, Probability: 0.9796303636034829
Sequence771.csv_1: True Class: A, Predicted: A, Probability: 0.744286174377217
Sequence772.csv_1: True Class: A, Predicted: B, Probability: 0.8640990958049929
Sequence773.csv_1: True Class: A, Predicted: A, Probability: 0.9267437548847279
Sequence774.csv_1: True Class: A, Predicted: A, Probability: 0.997556946563165
Sequence775.csv_1: True Class: A, Predicted: A, Probability: 0.9233754189324642
Sequence776.csv_1: True Class: A, Predicted: A, Probability: 0.9760021160567766
Sequence777.csv_1: True Class: A, Predicted: A, Probability: 0.995942806381343
Sequence778.csv_1: True Class: A, Predicted: A, Probability: 0.9999999988065149
Sequence779.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999748
Sequence78.csv_1: True Class: A, Predicted: A, Probability: 0.6054220375489088
Sequence780.csv_1: True Class: A, Predicted: A, Probability: 0.9224531926998061
Sequence781.csv_1: True Class: A, Predicted: A, Probability: 0.97735690753047
Sequence782.csv_1: True Class: A, Predicted: A, Probability: 0.9997293415088269
Sequence783.csv_1: True Class: A, Predicted: A, Probability: 0.9325223394408052
Sequence784.csv_1: True Class: A, Predicted: A, Probability: 0.9852063372295508
Sequence785.csv_1: True Class: A, Predicted: A, Probability: 0.9999999961606663
Sequence786.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence787.csv_1: True Class: A, Predicted: A, Probability: 0.9999554474533633
Sequence788.csv_1: True Class: A, Predicted: A, Probability: 0.9784522716796025
Sequence789.csv_1: True Class: A, Predicted: A, Probability: 0.9933980932110842
Sequence79.csv_1: True Class: B, Predicted: A, Probability: 0.9838881182403926
Sequence790.csv_1: True Class: A, Predicted: B, Probability: 0.9571997816629529
Sequence791.csv_1: True Class: B, Predicted: A, Probability: 0.999639785366734
Sequence792.csv_1: True Class: A, Predicted: A, Probability: 0.8351259373791544
Sequence793.csv_1: True Class: A, Predicted: A, Probability: 0.9314835106422152
Sequence794.csv_1: True Class: A, Predicted: A, Probability: 0.9712642690264086
Sequence795.csv_1: True Class: A, Predicted: A, Probability: 0.9999992495185936
Sequence796.csv_1: True Class: A, Predicted: A, Probability: 0.9376863241084238
Sequence797.csv_1: True Class: A, Predicted: A, Probability: 0.9999999993020131
Sequence798.csv_1: True Class: A, Predicted: A, Probability: 0.9750844018110126
Sequence799.csv_1: True Class: A, Predicted: A, Probability: 0.8348591868263775
Sequence8.csv_1: True Class: A, Predicted: A, Probability: 0.9809513658467076
Sequence80.csv_1: True Class: A, Predicted: A, Probability: 0.9862053289919731
Sequence800.csv_1: True Class: A, Predicted: B, Probability: 0.845238398982047
Sequence801.csv_1: True Class: A, Predicted: A, Probability: 0.99950139039384
Sequence802.csv_1: True Class: A, Predicted: A, Probability: 0.9322715616261381
Sequence803.csv_1: True Class: A, Predicted: A, Probability: 0.7227778257441013
Sequence804.csv_1: True Class: A, Predicted: A, Probability: 0.9999989048490064
Sequence805.csv_1: True Class: A, Predicted: A, Probability: 0.9970423957623212
Sequence806.csv_1: True Class: A, Predicted: A, Probability: 0.9795232087525416
Sequence807.csv_1: True Class: A, Predicted: A, Probability: 0.9999740997438047
Sequence808.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997877405
Sequence809.csv_1: True Class: A, Predicted: B, Probability: 0.5840656859614166
Sequence81.csv_1: True Class: A, Predicted: A, Probability: 0.9008103532209114
Sequence810.csv_1: True Class: A, Predicted: A, Probability: 0.9987123838945657
Sequence811.csv_1: True Class: A, Predicted: A, Probability: 0.9999999834973874
Sequence812.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999803809
Sequence813.csv_1: True Class: A, Predicted: A, Probability: 0.9999460073632684
Sequence814.csv_1: True Class: A, Predicted: B, Probability: 0.5572611690299092
Sequence815.csv_1: True Class: A, Predicted: A, Probability: 0.9999934694783387
Sequence816.csv_1: True Class: A, Predicted: A, Probability: 0.9759411321397713
Sequence817.csv_1: True Class: B, Predicted: A, Probability: 0.991196273142153
Sequence818.csv_1: True Class: A, Predicted: A, Probability: 0.8325537822918423
Sequence819.csv_1: True Class: A, Predicted: A, Probability: 0.9795978473969478
Sequence82.csv_1: True Class: B, Predicted: A, Probability: 0.5119857300962872
Sequence820.csv_1: True Class: A, Predicted: A, Probability: 0.9999954426770398
Sequence821.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999995236
Sequence822.csv_1: True Class: A, Predicted: B, Probability: 0.8138751417852363
Sequence823.csv_1: True Class: B, Predicted: A, Probability: 0.827069104087196
Sequence824.csv_1: True Class: A, Predicted: A, Probability: 0.9711926546361433
Sequence825.csv_1: True Class: B, Predicted: A, Probability: 0.7062714316835489
Sequence826.csv_1: True Class: A, Predicted: A, Probability: 0.9999999995497826
Sequence827.csv_1: True Class: A, Predicted: A, Probability: 0.9999999996664086
Sequence828.csv_1: True Class: A, Predicted: A, Probability: 0.9635804197777291
Sequence829.csv_1: True Class: A, Predicted: A, Probability: 0.995556989293748
Sequence83.csv_1: True Class: A, Predicted: B, Probability: 0.5214922774132793
Sequence830.csv_1: True Class: A, Predicted: A, Probability: 0.9999999991219367
Sequence831.csv_1: True Class: B, Predicted: A, Probability: 0.7778270166980558
Sequence832.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999876
Sequence833.csv_1: True Class: B, Predicted: A, Probability: 0.9600832835691145
Sequence834.csv_1: True Class: A, Predicted: A, Probability: 0.9999999615229678
Sequence835.csv_1: True Class: A, Predicted: A, Probability: 0.999999999957838
Sequence836.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999964435
Sequence837.csv_1: True Class: A, Predicted: A, Probability: 0.9997646831583628
Sequence838.csv_1: True Class: A, Predicted: A, Probability: 0.9847696774269316
Sequence839.csv_1: True Class: B, Predicted: A, Probability: 0.9999970478541168
Sequence84.csv_1: True Class: A, Predicted: A, Probability: 0.9806247223555629
Sequence840.csv_1: True Class: A, Predicted: A, Probability: 0.5372198504683399
Sequence841.csv_1: True Class: A, Predicted: A, Probability: 0.9999881260120487
Sequence842.csv_1: True Class: A, Predicted: A, Probability: 0.970455141101779
Sequence843.csv_1: True Class: A, Predicted: A, Probability: 0.9092065340040323
Sequence844.csv_1: True Class: A, Predicted: A, Probability: 0.9999556918655672
Sequence845.csv_1: True Class: A, Predicted: A, Probability: 0.9809234317844064
Sequence846.csv_1: True Class: A, Predicted: A, Probability: 0.9931293332446564
Sequence847.csv_1: True Class: A, Predicted: A, Probability: 0.9962678518477822
Sequence848.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence849.csv_1: True Class: B, Predicted: A, Probability: 0.9928719446733452
Sequence85.csv_1: True Class: A, Predicted: A, Probability: 0.9760314658810453
Sequence850.csv_1: True Class: A, Predicted: A, Probability: 0.9999881004374236
Sequence851.csv_1: True Class: A, Predicted: A, Probability: 0.7243049684083634
Sequence852.csv_1: True Class: A, Predicted: A, Probability: 0.9466927380929138
Sequence853.csv_1: True Class: A, Predicted: A, Probability: 0.999520319206855
Sequence854.csv_1: True Class: A, Predicted: A, Probability: 0.9999999953750227
Sequence855.csv_1: True Class: A, Predicted: A, Probability: 0.999999678538403
Sequence856.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999996944
Sequence857.csv_1: True Class: B, Predicted: A, Probability: 0.8985713206903521
Sequence858.csv_1: True Class: A, Predicted: A, Probability: 0.9727182187105803
Sequence859.csv_1: True Class: B, Predicted: A, Probability: 0.9851004727763943
Sequence86.csv_1: True Class: A, Predicted: A, Probability: 0.9999929786987525
Sequence860.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence861.csv_1: True Class: B, Predicted: A, Probability: 0.9840041385367567
Sequence862.csv_1: True Class: A, Predicted: A, Probability: 0.9998856672654012
Sequence863.csv_1: True Class: A, Predicted: A, Probability: 0.9994624365607481
Sequence864.csv_1: True Class: A, Predicted: A, Probability: 0.9964180274117803
Sequence865.csv_1: True Class: B, Predicted: A, Probability: 0.892584027590611
Sequence866.csv_1: True Class: A, Predicted: A, Probability: 0.9847615027349532
Sequence867.csv_1: True Class: A, Predicted: A, Probability: 0.9769774317474273
Sequence868.csv_1: True Class: A, Predicted: A, Probability: 0.8888856968932178
Sequence869.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999981
Sequence87.csv_1: True Class: B, Predicted: A, Probability: 0.9638773573803658
Sequence870.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999498
Sequence871.csv_1: True Class: A, Predicted: A, Probability: 0.9999925074565995
Sequence872.csv_1: True Class: A, Predicted: A, Probability: 0.999855401688824
Sequence873.csv_1: True Class: A, Predicted: A, Probability: 0.9041459843609495
Sequence874.csv_1: True Class: A, Predicted: A, Probability: 0.9921534378866079
Sequence875.csv_1: True Class: A, Predicted: A, Probability: 0.9727300890581461
Sequence876.csv_1: True Class: A, Predicted: A, Probability: 0.9999997584958694
Sequence877.csv_1: True Class: A, Predicted: B, Probability: 0.5854006360891443
Sequence878.csv_1: True Class: A, Predicted: A, Probability: 0.6668752633081224
Sequence879.csv_1: True Class: B, Predicted: A, Probability: 0.9852467479408555
Sequence88.csv_1: True Class: B, Predicted: B, Probability: 0.9534150187955275
Sequence880.csv_1: True Class: B, Predicted: A, Probability: 0.9719006077994796
